,team,position,player,fpts,g,kp,at,sot,tkw,dis,yc,rc,acnc,int,clr,cos,bs,aer,pkm,pkd,og,gao,pts,dpt,off,pkg,ghost points,negative fpts,home
52,BUR,LB,3,-2.06,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.75,1.25,0.25,0.5,0.75,0.0,0.0,0.0,3.25,0.0,1.0,0.0,0.0,-2.06,-6.62,4
53,BUR,LM,6,5.69,0.0,1.12,0.12,0.12,0.88,0.62,0.0,0.0,0.12,0.25,1.0,1.25,0.0,0.5,0.0,0.0,0.0,2.0,0.12,0.25,0.5,0.0,4.94,-0.31,8
54,BUR,LW,3,7.33,0.33,0.67,0.0,0.67,1.0,0.67,0.33,0.0,0.0,0.0,0.33,1.67,0.0,0.0,0.0,0.0,0.0,1.67,0.33,1.33,0.33,0.0,4.33,-1.0,3
55,BUR,RB,3,-2.25,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.17,0.83,1.33,0.0,0.33,0.17,0.0,0.0,0.0,2.67,0.0,0.67,0.0,0.0,-2.25,-5.58,6
56,BUR,RM,7,2.88,0.0,0.62,0.0,0.12,0.62,0.62,0.12,0.0,0.25,0.12,0.5,0.5,0.0,0.88,0.0,0.0,0.0,1.75,0.0,1.5,0.0,0.0,2.88,-0.56,8
57,BUR,RW,4,3.0,0.0,0.2,0.0,0.4,0.4,0.8,0.0,0.0,0.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,3.0,-0.4,5
58,BUR,WB,2,7.25,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,4.25,0.0,2
59,CHE,AM,6,6.56,0.22,1.0,0.11,0.44,0.67,2.22,0.11,0.0,0.44,0.0,0.11,0.89,0.11,0.22,0.0,0.0,0.0,0.44,0.22,0.78,0.11,0.0,3.78,-1.33,9
60,CHE,CB,3,9.25,0.1,0.8,0.0,0.3,0.5,0.1,0.0,0.0,0.0,1.2,3.6,0.2,0.6,3.1,0.0,0.0,0.0,0.8,0.1,0.5,0.3,0.0,7.05,-1.65,10
61,CHE,CM,4,3.88,0.0,0.75,0.0,0.12,0.62,0.25,0.38,0.0,0.12,0.75,0.62,0.62,0.38,0.5,0.0,0.0,0.0,0.5,0.0,2.38,0.0,0.0,3.62,-0.88,8
62,CHE,DM,3,6.0,0.0,0.25,0.0,0.25,2.25,0.5,0.0,0.0,0.0,0.75,1.0,0.75,0.5,1.5,0.0,0.0,0.0,0.75,0.0,1.25,0.0,0.0,5.75,-0.25,4
63,CHE,FW,3,5.58,0.17,0.67,0.0,1.0,0.33,1.33,0.5,0.0,0.0,0.17,0.5,1.5,0.17,0.5,0.0,0.0,0.0,0.33,0.17,2.33,1.17,0.0,4.08,-1.67,6
64,CHE,LB,2,6.42,0.0,0.33,0.0,0.33,1.0,0.0,0.33,0.0,0.33,0.33,3.0,0.33,0.67,1.67,0.0,0.0,0.0,0.67,0.0,1.33,0.0,0.0,4.42,-2.0,3
65,CHE,LM,1,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,-1.5,2
66,CHE,LW,1,3.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2
67,CHE,RB,1,11.75,0.0,1.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,4.5,0.5,0.0,1.75,-3.75,2
68,CHE,RM,1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1
69,CHE,RW,2,3.25,0.0,1.0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.25,-1.5,2
70,CHE,WB,3,7.42,0.0,1.5,0.17,0.17,0.5,0.83,0.17,0.0,1.0,0.33,0.0,0.83,0.0,1.33,0.0,0.0,0.0,0.67,0.17,1.33,0.17,0.0,5.25,-2.08,6
71,CRY,AM,3,4.83,0.0,1.0,0.0,0.33,0.0,1.67,0.0,0.0,0.33,0.0,0.0,1.33,0.33,1.33,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,4.5,-0.83,3
72,CRY,CB,2,8.22,0.0,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.25,0.5,4.38,0.62,1.0,1.88,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,5.22,-1.62,8
73,CRY,CM,4,4.31,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,1.5,1.0,0.5,0.25,0.5,0.0,0.0,0.0,0.5,0.0,1.25,0.0,0.0,3.81,-0.5,4
74,CRY,DM,3,5.5,0.0,0.75,0.0,0.25,1.5,1.25,0.5,0.0,0.0,1.5,2.5,1.25,0.0,0.75,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,5.0,-1.62,4
75,CRY,FW,2,7.93,0.29,0.57,0.29,0.86,0.0,1.43,0.0,0.0,0.0,0.29,0.71,0.57,0.0,1.29,0.0,0.0,0.0,0.43,0.57,1.0,0.43,0.0,3.64,-0.71,7
76,CRY,LB,1,8.56,0.0,1.25,0.25,0.0,1.5,1.5,0.25,0.0,1.0,0.25,2.25,0.25,0.25,0.25,0.0,0.0,0.0,0.75,0.25,1.5,0.0,0.0,3.81,-2.75,4
77,CRY,LM,2,4.75,0.0,1.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.75,-1.25,2
78,CRY,LW,4,6.1,0.0,1.2,0.0,0.6,0.6,1.2,0.0,0.0,0.2,0.4,0.4,1.2,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,5.9,-0.6,5
79,CRY,RB,3,3.45,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.2,2.2,0.4,0.2,0.2,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.05,-1.6,5
80,CRY,RM,3,11.67,0.33,1.33,0.0,1.0,1.0,1.33,0.0,0.0,0.33,0.67,0.33,2.0,0.0,0.67,0.0,0.0,0.0,0.67,0.33,0.0,0.33,0.0,8.33,-0.67,3
81,CRY,RW,1,5.0,0.0,0.67,0.0,0.67,1.67,1.67,0.67,0.0,0.33,0.33,0.33,1.0,0.0,2.33,0.0,0.0,0.0,1.0,0.0,4.67,0.0,0.0,5.0,-2.17,3
82,EVE,CB,3,8.25,0.0,0.4,0.0,0.3,0.9,0.4,0.1,0.0,0.1,1.7,3.8,0.2,1.5,2.7,0.0,0.0,0.0,1.0,0.0,1.8,0.0,0.0,7.05,-2.4,10
83,EVE,CM,4,7.54,0.08,1.08,0.0,0.62,1.54,0.46,0.0,0.0,0.15,0.62,0.54,0.46,0.0,1.54,0.0,0.0,0.0,1.0,0.08,1.15,0.15,0.0,6.69,-0.23,13
84,EVE,DM,2,2.75,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.75,-0.75,2
85,EVE,FW,7,6.3,0.13,0.87,0.07,0.87,0.13,0.93,0.07,0.0,0.07,0.13,0.13,0.53,0.0,1.8,0.0,0.0,0.0,0.6,0.13,0.73,0.4,0.0,4.63,-0.6,15
86,EVE,LB,2,7.25,0.0,1.2,0.0,0.0,2.2,0.4,0.0,0.0,0.8,0.6,2.6,0.6,0.2,0.8,0.0,0.0,0.0,1.0,0.0,1.4,0.0,0.0,6.05,-2.2,5
87,EVE,LM,4,8.0,0.0,1.83,0.0,0.67,0.5,1.17,0.0,0.0,0.5,0.33,0.0,1.5,0.33,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.33,0.0,7.83,-0.58,6
88,EVE,LW,2,-0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-0.25,-0.5,2
89,EVE,RB,2,2.96,0.0,0.43,0.0,0.0,1.0,0.29,0.29,0.0,0.43,0.86,1.0,0.43,0.0,0.43,0.0,0.0,0.0,0.71,0.0,1.29,0.0,0.0,2.11,-2.14,7
90,EVE,RM,3,8.9,0.2,1.2,0.2,0.4,0.6,0.2,0.2,0.0,0.6,0.6,0.2,1.0,0.0,0.4,0.0,0.0,0.0,0.4,0.4,1.4,0.2,0.0,5.7,-0.5,5
91,EVE,RW,1,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1
92,FUL,CB,3,2.25,0.0,0.0,0.0,0.1,1.3,0.5,0.1,0.1,0.0,0.6,2.0,0.1,0.1,1.6,0.0,0.0,0.0,1.1,0.0,1.6,0.0,0.0,1.05,-3.35,10
93,FUL,CM,2,3.7,0.0,0.2,0.0,0.0,1.4,0.8,0.4,0.0,0.0,1.4,0.6,0.6,0.2,1.4,0.0,0.0,0.0,1.4,0.0,2.6,0.2,0.0,3.5,-1.2,5
94,FUL,FW,3,3.31,0.12,0.62,0.0,0.38,0.12,1.5,0.0,0.0,0.0,0.12,0.62,0.25,0.0,0.88,0.0,0.0,0.0,0.75,0.12,0.38,0.5,0.0,2.19,-0.75,8
95,FUL,LB,2,6.56,0.0,0.75,0.0,0.0,2.0,0.75,0.25,0.0,0.75,2.5,1.75,1.25,0.25,1.5,0.0,0.0,0.25,1.5,0.0,2.25,0.0,0.0,5.06,-5.12,4
96,FUL,LM,4,4.31,0.0,1.0,0.25,0.12,0.0,1.0,0.12,0.0,0.12,0.25,0.5,0.62,0.0,0.38,0.0,0.0,0.0,0.75,0.12,0.75,0.0,0.0,2.69,-0.75,8
97,FUL,LW,3,9.1,0.2,1.4,0.2,0.8,0.2,1.0,0.0,0.0,0.2,0.6,0.2,0.8,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.0,6.1,-0.5,5
98,FUL,RB,3,4.4,0.0,0.2,0.0,0.0,0.6,0.6,0.0,0.0,0.8,1.0,1.6,1.2,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,3.2,-2.3,5
99,FUL,RM,3,3.07,0.0,1.14,0.0,0.0,0.57,0.71,0.14,0.0,0.14,0.0,0.29,0.0,0.29,0.57,0.0,0.0,0.0,0.71,0.0,1.0,0.0,0.0,2.93,-0.64,7
100,FUL,RW,3,4.79,0.14,0.71,0.0,0.57,0.43,1.14,0.0,0.0,0.29,0.14,0.0,0.43,0.0,0.14,0.0,0.0,0.0,0.86,0.14,0.57,0.0,0.0,3.36,-0.57,7
101,LIV,CB,5,10.96,0.0,0.71,0.14,0.14,0.71,0.14,0.0,0.0,0.0,1.86,3.0,0.43,0.14,3.86,0.0,0.0,0.0,0.57,0.14,0.43,0.14,0.0,8.25,-1.21,7
102,LIV,CM,2,2.83,0.0,0.33,0.17,0.0,0.83,0.33,0.0,0.17,0.0,0.33,0.67,0.83,0.0,0.67,0.0,0.0,0.0,0.33,0.17,2.5,0.0,0.0,1.67,-1.33,6
103,LIV,FW,3,10.17,0.33,0.5,0.5,0.83,0.33,0.5,0.0,0.0,0.0,0.17,0.17,0.5,0.17,1.17,0.0,0.0,0.0,0.33,0.5,1.0,0.0,0.0,4.17,-0.25,6
104,LIV,LB,1,12.17,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.67,2.0,0.0,0.33,2.33,0.0,0.0,0.0,0.67,0.0,1.0,0.67,0.0,10.17,-1.33,3
105,LIV,LM,4,2.7,0.0,0.2,0.0,0.2,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,2.5,-0.4,5
106,LIV,LW,2,7.0,0.4,0.8,0.0,0.4,0.6,1.4,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.4,1.6,0.6,0.0,3.4,-0.7,5
107,LIV,RB,2,12.19,0.0,2.25,0.25,0.5,0.75,0.0,0.0,0.0,0.25,1.5,0.75,1.25,0.0,0.5,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,8.94,-1.0,4
108,LIV,RM,2,8.8,0.2,1.4,0.2,0.4,0.4,0.6,0.0,0.0,0.0,0.6,0.6,0.8,0.0,0.2,0.0,0.2,0.0,0.4,0.2,0.4,0.2,0.0,5.6,-0.3,5
109,LIV,RW,1,18.83,1.0,2.0,0.0,2.67,1.0,1.33,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.33,0.33,0.0,0.67,1.0,0.33,0.0,0.33,9.83,-2.0,3
110,LUT,AM,3,4.67,0.0,1.0,0.0,0.33,0.67,1.33,0.67,0.0,1.0,0.33,0.33,1.0,0.33,1.33,0.0,0.0,0.0,1.33,0.0,3.0,0.67,0.0,4.67,-2.0,3
111,LUT,CB,6,5.2,0.07,0.29,0.07,0.14,1.14,0.21,0.14,0.0,0.0,1.36,2.5,0.36,0.21,2.29,0.0,0.0,0.0,1.21,0.14,1.14,0.0,0.0,3.98,-2.82,14
112,LUT,CM,6,3.77,0.0,1.0,0.0,0.08,0.85,0.77,0.15,0.0,0.31,0.46,0.69,0.38,0.08,0.46,0.0,0.0,0.0,1.08,0.0,1.77,0.0,0.0,3.77,-0.69,13
113,LUT,FW,4,7.25,0.12,0.88,0.12,0.5,0.38,1.0,0.12,0.0,0.12,0.25,1.12,1.12,0.0,3.0,0.0,0.0,0.0,1.12,0.25,1.62,0.38,0.12,5.38,-0.75,8
114,LUT,LB,2,8.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.5,0.0,2
115,LUT,LM,3,8.0,0.0,2.0,0.0,0.0,0.67,0.67,0.0,0.0,1.33,0.67,0.0,1.33,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.0,8.0,-0.33,3
116,LUT,LW,2,5.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,5.0,-0.25,2
117,LUT,RB,4,3.81,0.0,0.75,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.5,0.5,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,3.81,-1.25,4
118,LUT,RM,3,1.83,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.33,0.33,0.0,-0.5,-1.17,3
119,LUT,RW,2,3.0,0.0,1.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,3.0,-0.75,2
120,LUT,WB,3,12.92,0.33,2.67,0.0,0.33,0.67,0.0,0.0,0.0,1.0,0.33,0.33,0.67,0.0,2.33,0.0,0.0,0.0,1.33,0.33,1.0,0.33,0.0,9.92,-0.67,3
