"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05w91*","Hwang Hee-Chan","WOL","F","77","W (Thu)","MCI 1<br/>@WOL 2 F","13.5","13.5","4%","383.21","28%","-17%","1","85","1","0","0","1","0","1","1","0","0","1","0","4","0","0","0","0","0","1","0"
"*04mdn*","Anthony Gordon","NEW","M","16","4b. DcbB","BUR 0<br/>@NEW 2 F","13","13","71%","128.43","96%","+3.4%","1","90","0","0","1","1","2","2","1","0","0","0","0","2","0","2","0","1","0","0","1"
"*05gcx*","Josh Brownhill","BUR","M","135","Adam","BUR 0@NEW 2 BUR 2@LUT 1","13","6.5","85%","111.12","57%","+20.8%","2","180","0","4","0","0","2","2","0","0","0","2","3","0","1","2","0","0","0","3","0"
"*05gvx*","Armando Broja","CHE","F","269","W (Thu)","CHE 2<br/>@FUL 0 F","13","13","1%","1141.79","12%","+7.4%","1","64","1","0","0","1","0","1","0","0","0","0","1","2","0","1","0","0","0","0","1"
"*05akv*","Tyrick Mitchell","CRY","D","126","W (Thu)","CRY 1<br/>@MUN 0 F","12.75","12.75","4%","376.74","32%","-5.2%","1","90","0","0","0","0","0","0","0","0","0","3","3","0","3","0","0","0","0","0","1"
"*04spp*","Douglas Luiz","AVL","M","49","Maddihat","BHA 1<br/>@AVL 6 F","12.5","12.5","97%","92.32","97%","+0.3%","1","90","1","1","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0"
"*05g2o*","Joao Pedro","BHA","F","44","Maddihat","BHA 1<br/>@AVL 6 F","12.5","12.5","99%","71.71","95%","-0.6%","1","45","0","2","1","0","0","2","0","0","0","0","0","3","0","1","0","0","0","3","0"
"*062cl*","Issa Kabore","LUT","D","158","Adam","LUT 2@EVE 1 BUR 2@LUT 1","12.5","6.25","5%","354.03","39%","+26.1%","2","151","0","1","0","0","5","0","1","0","2","2","6","0","1","5","0","0","0","2","0"
"*06c6c*","Elijah Adebayo","LUT","F","194","W (Thu)","LUT 2@EVE 1 BUR 2@LUT 1","12.5","6.25","18%","227.55","7%","-0.6%","2","38","1","0","0","1","0","1","0","0","0","0","0","1","0","2","0","0","0","1","0"
"*03pig*","Jamaal Lascelles","NEW","D","273","W (Thu)","BUR 0<br/>@NEW 2 F","12.25","12.25","0%","1141.2","7%","+6.3%","1","90","0","1","0","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","1"
"*0414o*","James Maddison","TOT","M","4","Maddihat","LIV 1<br/>@TOT 2 F","12","12","100%","15.79","100%","0%","1","88","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*051k3*","Jacob Ramsey","AVL","M","253","Maddihat","BHA 1<br/>@AVL 6 F","12","12","87%","111.04","64%","+0.1%","1","32","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"*063hu*","Amadou Onana","EVE","M","108","W (Thu)","LUT 2<br/>@EVE 1 F","12","12","13%","281.18","28%","+4.5%","1","90","0","1","0","1","2","0","0","0","0","1","1","2","0","6","0","0","0","2","0"
"*06clx*","Jordan Beyer","BUR","D","248","W (Thu)","BUR 0@NEW 2 BUR 2@LUT 1","11.75","5.88","19%","208.96","11%","+1.7%","2","180","0","0","0","0","2","0","1","0","0","3","11","0","4","8","0","0","0","3","0"
"*03rvw*","Harry Toffolo","NOT","D","281","W (Thu)","BRF 1<br/>@NOT 1 F","11.75","11.75","0%","-","0%","0%","1","29","0","1","1","0","0","0","0","0","1","0","3","0","1","0","0","0","0","0","0"
"*05trb*","Bryan Mbeumo","BRF","F","22","XXX","BRF 1<br/>@NOT 1 F","11.5","11.5","100%","40.27","100%","-0.1%","1","90","0","4","0","0","0","2","0","0","1","0","0","3","0","1","0","0","0","1","0"
"*06c4o*","Lyle Foster","BUR","F","101","avitek","BUR 0@NEW 2 BUR 2@LUT 1","11.5","11.5","1%","1120.94","21%","-0.2%","1","79","1","0","0","1","0","2","0","0","0","0","1","0","1","1","0","0","0","0","1"
"*06dwm*","Jacob Bruun Larsen","BUR","F","227","W (Thu)","BUR 0@NEW 2 BUR 2@LUT 1","11.5","5.75","0%","1139.13","0%","+0.1%","2","45","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","2","0"
"*05gcr*","Bruno Fernandes","MUN","M","14","4b. DcbB","CRY 1<br/>@MUN 0 F","11","11","100%","3.52","100%","0%","1","90","0","3","0","1","2","0","0","0","1","0","2","0","0","0","0","0","0","1","0"
"*068a1*","Mykhailo Mudryk","CHE","M","155","Pancake","CHE 2<br/>@FUL 0 F","11","11","100%","57.69","79%","+1.2%","1","45","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fx1*","Ansu Fati","BHA","F","251","4b. DcbB","BHA 1<br/>@AVL 6 F","11","11","0%","-","70%","-4.2%","1","45","1","1","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","3","0"
"*05l8q*","Cole Palmer","CHE","M","218","Kish123","CHE 2<br/>@FUL 0 F","11","11","16%","247.86","46%","+5.6%","1","77","0","1","1","1","0","2","1","0","1","2","0","0","0","0","0","0","0","0","1"
"*03hff*","Josh Cullen","BUR","M","140","W (Thu)","BUR 0@NEW 2 BUR 2@LUT 1","11","5.5","4%","366.67","14%","+10.4%","2","180","0","0","0","0","4","0","0","0","0","3","4","1","2","2","0","0","0","3","0"
"*04azm*","Connor Roberts","BUR","D","729","W (Thu)","BUR 0@NEW 2 BUR 2@LUT 1","10.75","5.38","24%","159.86","8%","+0.8%","2","177","0","2","1","0","1","0","1","0","0","0","11","0","2","2","0","0","0","3","0"
"*05tr9*","Mathias Jensen","BRF","M","21","Pancake","BRF 1<br/>@NOT 1 F","10.5","10.5","83%","116.69","97%","+0.7%","1","68","0","2","1","0","1","3","0","0","0","1","2","0","0","0","0","0","0","1","0"
"*04tig*","Fabian Schar","NEW","D","132","Maddihat","BUR 0<br/>@NEW 2 F","10.5","10.5","99%","69.34","93%","+3%","1","90","0","0","0","0","1","0","0","0","0","0","2","0","0","3","0","0","0","0","1"
"*03sgc*","Jordan Ayew","CRY","F","67","dsb_ff","CRY 1<br/>@MUN 0 F","10.5","10.5","58%","131.25","70%","-3.3%","1","90","0","1","0","0","2","6","0","0","0","2","0","6","0","3","0","0","0","0","1"
"*04spw*","James Garner","EVE","M","80","Vroom","LUT 2<br/>@EVE 1 F","10.5","10.5","5%","381.91","37%","+27.5%","1","90","0","3","0","1","0","0","0","0","1","0","0","0","0","3","0","0","0","2","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","27","Kish123","LIV 1<br/>@TOT 2 F","10","10","100%","33.74","100%","0%","1","90","0","1","0","1","1","0","0","0","2","1","1","1","1","0","0","0","0","2","0"
"*05nt7*","Thiago Silva","CHE","D","63","Adam","CHE 2<br/>@FUL 0 F","10","10","78%","124.26","91%","-0.3%","1","90","0","0","0","0","1","0","0","0","0","1","8","0","0","0","0","0","0","0","1"
"*06dn2*","Zeki Amdouni","BUR","F","112","W (Thu)","BUR 0@NEW 2 BUR 2@LUT 1","10","5","8%","325.03","35%","+22.5%","2","130","0","2","0","2","1","3","1","0","0","0","2","4","0","1","0","0","0","1","1"
"*06f80*","Jacob Brown","LUT","F","159","Adam","LUT 2@EVE 1 BUR 2@LUT 1","10","5","0%","1115.6","12%","+7.5%","2","158","0","2","0","1","1","7","1","0","2","2","1","1","0","7","0","0","0","2","0"
"*04p0d*","Dwight McNeil","EVE","M","223","deceptiv","LUT 2<br/>@EVE 1 F","9.5","9.5","96%","76.39","81%","+4.5%","1","83","0","2","0","0","1","1","0","0","1","0","0","2","1","2","0","0","0","2","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","221","W (Thu)","LUT 2<br/>@EVE 1 F","9.5","9.5","4%","386.04","12%","+7.9%","1","90","0","3","0","0","4","0","0","0","1","0","2","1","0","1","0","0","0","2","0"
"*05uoc*","Cristian Romero","TOT","D","46","Adam","LIV 1<br/>@TOT 2 F","9.25","9.25","51%","138.15","90%","-1%","1","90","0","1","0","0","3","0","1","0","0","3","1","0","0","5","0","0","0","1","0"
"*06ew2*","Axel Disasi","CHE","D","70","dsb_ff","CHE 2<br/>@FUL 0 F","9.25","9.25","19%","206.31","79%","-2.2%","1","90","0","0","0","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","1"
"*068ym*","Enzo Fernandez","CHE","M","105","avitek","CHE 2<br/>@FUL 0 F","9","9","99%","73.25","96%","-2.1%","1","88","0","1","0","1","2","2","0","0","0","1","2","1","1","0","0","0","0","0","1"
"*05o6h*","Kai Havertz","ARS","F","173","W (Thu)","ARS 4<br/>@BOU 0 F","9","9","100%","44.91","82%","-1.8%","1","80","1","0","0","1","1","2","1","0","0","0","1","0","0","0","0","0","0","0","1"
"*03vll*","Michail Antonio","WHU","F","94","deceptiv","SHU 0<br/>@WHU 2 F","9","9","41%","144.08","79%","+2.8%","1","71","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*06329*","Manor Solomon","TOT","F","86","Vroom","LIV 1<br/>@TOT 2 F","9","9","17%","237.92","62%","-3%","1","20","0","3","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","64","XXX","SHU 0<br/>@WHU 2 F","9","9","0%","1152.47","55%","-0.4%","1","78","0","3","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*04ug0*","Sean Longstaff","NEW","M","87","W (Thu)","BUR 0<br/>@NEW 2 F","9","9","1%","1131.28","41%","+32.1%","1","90","0","1","0","0","2","1","0","0","1","1","1","0","2","1","0","0","0","0","1"
"*04abb*","Phil Foden","MCI","M","17","XXX","MCI 1<br/>@WOL 2 F","8.5","8.5","100%","16.45","100%","0%","1","90","0","3","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","2","0"
"*05tr1*","Ethan Pinnock","BRF","D","61","4b. DcbB","BRF 1<br/>@NOT 1 F","8.5","8.5","99%","71.4","97%","-1%","1","90","0","0","0","1","0","0","0","0","0","1","2","0","1","6","0","0","0","1","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","151","XXX","ARS 4<br/>@BOU 0 F","8.5","8.5","99%","79.42","87%","+2.2%","1","90","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","1"
"*03rzp*","Antonee Robinson","FUL","D","167","W (Thu)","CHE 2<br/>@FUL 0 F","8.5","8.5","83%","116.1","54%","+6.3%","1","90","0","1","0","0","3","1","0","0","1","6","0","1","0","0","0","0","0","2","0"
"*05w9i*","Marc Cucurella","CHE","D","307","Kish123","CHE 2<br/>@FUL 0 F","8.5","8.5","33%","151.57","30%","+16.7%","1","90","0","0","0","0","1","0","1","0","0","1","6","0","0","1","0","0","0","0","1"
"*055se*","Marvelous Nakamba","LUT","M","131","Adam","LUT 2@EVE 1 BUR 2@LUT 1","8.5","4.25","6%","364.07","29%","+21.6%","2","180","0","1","0","0","4","0","1","0","0","2","1","1","1","1","0","0","0","3","0"
"*06dqv*","Luca Koleosho","BUR","F","121","Kish123","BUR 0@NEW 2 BUR 2@LUT 1","8.5","4.25","0%","1155.66","26%","+13.3%","2","131","0","2","0","1","0","1","0","0","0","0","0","3","0","0","0","0","0","1","1"
"*05ye7*","Oscar Bobb","MCI","M","293","W (Thu)","MCI 1<br/>@WOL 2 F","8.5","8.5","0%","-","1%","+0.1%","1","45","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","60","Adam","LUT 2<br/>@EVE 1 F","8.25","8.25","94%","94.54","93%","+27.7%","1","90","0","2","0","0","1","0","0","0","0","0","5","1","2","3","0","0","0","2","0"
"*05u1m*","Nathan Collins","BRF","D","119","W (Thu)","BRF 1<br/>@NOT 1 F","8.25","8.25","5%","349.44","36%","-3.8%","1","90","0","0","0","0","0","0","0","0","0","4","1","0","0","6","0","0","0","1","0"
"*0558w*","William Saliba","ARS","D","100","avitek","ARS 4<br/>@BOU 0 F","8","8","99%","65.14","98%","-0.6%","1","90","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","91","Maddihat","CHE 2<br/>@FUL 0 F","8","8","59%","137.81","77%","+0.9%","1","90","0","1","0","0","3","1","0","0","0","1","0","1","0","1","0","0","0","0","1"
"*05opj*","Elliot Anderson","NEW","M","114","deceptiv","BUR 0<br/>@NEW 2 F","8","8","16%","239.65","28%","+17.7%","1","63","0","0","0","2","0","1","0","0","1","0","2","2","0","1","0","0","0","0","1"
"*02lkj*","Jack Robinson","SHU","D","292","W (Thu)","SHU 0<br/>@WHU 2 F","8","8","1%","1164.18","2%","-0.3%","1","90","0","2","0","0","3","0","0","0","0","0","8","0","1","2","0","0","0","2","0"
"*03gu5*","Andrew Robertson","LIV","D","31","Kish123","LIV 1<br/>@TOT 2 F","7.5","7.5","100%","30.96","100%","0%","1","90","0","4","0","1","1","0","1","0","0","1","2","1","0","0","0","0","0","2","0"
"*06exb*","Rasmus Hojlund","MUN","F","272","Maddihat","CRY 1<br/>@MUN 0 F","7.5","7.5","74%","60.79","87%","-0.4%","1","90","0","1","0","2","0","3","0","0","0","0","1","3","0","0","0","0","0","1","0"
"*05up6*","Raphael Varane","MUN","D","172","W (Thu)","CRY 1<br/>@MUN 0 F","7.5","7.5","81%","118.76","75%","+7.2%","1","86","0","1","0","0","3","1","0","0","0","0","4","0","0","4","0","0","0","1","0"
"*061ve*","Ryan Christie","BOU","M","81","W (Thu)","ARS 4<br/>@BOU 0 F","7.5","7.5","8%","336.41","34%","+1.2%","1","82","0","1","0","1","1","2","0","0","0","1","0","2","0","1","0","0","0","3","0"
"*04qr0*","Willy Boly","NOT","D","43","Pancake","BRF 1<br/>@NOT 1 F","7.25","7.25","0%","1157.89","73%","+14%","1","90","0","0","0","0","1","0","0","0","0","0","5","0","4","3","0","0","0","1","0"
"*04agz*","Declan Rice","ARS","M","72","dsb_ff","ARS 4<br/>@BOU 0 F","7","7","99%","49.39","98%","-0.7%","1","80","0","1","0","0","2","0","0","0","0","1","1","0","1","0","0","0","0","0","1"
"*052cd*","Mason Mount","MUN","M","259","dsb_ff","CRY 1<br/>@MUN 0 F","7","7","100%","30.62","96%","+4%","1","76","0","1","0","0","4","3","1","0","0","1","0","3","0","1","0","0","0","1","0"
"*05w7t*","Pape Sarr","TOT","M","69","4b. DcbB","LIV 1<br/>@TOT 2 F","7","7","2%","372.18","76%","-2.9%","1","82","0","0","0","1","2","2","0","0","0","1","1","1","1","2","0","0","0","1","0"
"*04spq*","Jack Harrison","EVE","M","316","4b. DcbB","LUT 2<br/>@EVE 1 F","7","7","0%","1101.55","30%","+2.8%","1","45","0","2","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","317","W (Thu)","BHA 1<br/>@AVL 6 F","7","7","0%","-","1%","+1.2%","1","85","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","5","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","78","Vroom","LIV 1<br/>@TOT 2 F","6.75","6.75","86%","111.37","98%","-0.3%","1","82","0","3","0","0","1","0","1","0","0","2","3","1","0","0","0","0","0","1","0"
"*0649j*","Manuel Akanji","MCI","D","110","dsb_ff","MCI 1<br/>@WOL 2 F","6.5","6.5","88%","107.72","97%","-1.1%","1","90","0","1","0","1","3","0","0","0","0","0","2","1","1","1","0","0","0","2","0"
"*04qfz*","Diogo Dalot","MUN","D","204","4b. DcbB","CRY 1<br/>@MUN 0 F","6.5","6.5","99%","79.87","84%","+4.8%","1","90","0","2","0","0","1","1","0","0","1","0","0","2","1","0","0","0","0","1","0"
"*05rb8*","Moises Caicedo","CHE","M","220","W (Thu)","CHE 2<br/>@FUL 0 F","6.5","6.5","91%","101.43","69%","-4%","1","88","0","0","0","0","2","1","0","0","0","1","0","2","1","0","0","0","0","0","1"
"*052cc*","Billy Gilmour","BHA","M","74","avitek","BHA 1<br/>@AVL 6 F","6.5","6.5","3%","397.96","49%","+18.2%","1","90","0","2","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","6","0"
"*062ot*","Cheick Doucoure","CRY","M","104","W (Thu)","CRY 1<br/>@MUN 0 F","6.5","6.5","23%","179.77","33%","-4.5%","1","90","0","0","0","0","1","4","0","0","0","5","2","1","0","1","0","0","0","0","1"
"*05afe*","Teden Mengi","LUT","D","324","W (Thu)","LUT 2@EVE 1 BUR 2@LUT 1","6.25","3.12","0%","1125.7","0%","-0.1%","2","123","0","0","0","0","1","1","0","0","0","5","3","0","1","3","0","0","0","2","0"
"*03fgo*","Dominic Solanke","BOU","F","37","4b. DcbB","ARS 4<br/>@BOU 0 F","6","6","88%","107.92","94%","+0.9%","1","90","0","2","0","0","1","2","0","0","0","0","0","1","0","2","0","0","0","4","0"
"*05uor*","Yoane Wissa","BRF","F","38","Adam","BRF 1<br/>@NOT 1 F","6","6","76%","120.85","93%","-1.7%","1","90","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0"
