,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),dis (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),cos (mean),bs (mean),aer (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean)
20,FUL,LM,3,5.87,0.12,1.37,0.12,0.37,0.12,1.8,0.12,0.0,0.12,0.12,0.49,0.61,0.0,0.76,0.0,0.0,0.0,1.22,0.37,0.24,1.22,0.0,0.0,4.82,-1.15,0.49,1.0,18.7
2,BOU,DM,5,5.82,0.04,0.72,0.0,0.27,0.98,0.79,0.1,0.06,0.17,1.4,0.63,1.03,0.34,0.79,0.0,0.0,0.0,1.78,0.11,0.04,1.78,0.06,0.0,6.29,-0.98,0.61,1.0,21.78
26,NOT,RM,4,5.59,0.0,0.58,0.26,0.13,1.18,0.68,0.39,0.0,0.26,0.42,1.55,0.5,0.26,1.37,0.0,0.0,0.0,1.16,0.34,0.26,1.42,0.0,0.0,5.43,-2.03,0.47,1.0,17.61
18,FUL,CM,3,5.55,0.12,0.27,0.0,0.12,1.73,0.98,0.24,0.0,0.0,1.24,1.39,0.49,0.12,1.34,0.0,0.0,0.0,1.59,0.39,0.12,1.98,0.12,0.0,5.04,-0.98,0.49,1.0,16.3
24,NOT,DM,2,5.25,0.0,0.5,0.0,0.0,2.0,0.0,0.5,0.0,0.0,1.5,1.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.5,0.0,6.25,-1.0,1.0,1.0,8.0
25,NOT,LM,4,5.09,0.13,0.13,0.0,0.34,2.32,0.76,0.39,0.0,0.13,0.79,1.76,0.26,0.13,1.45,0.0,0.0,0.0,1.05,0.34,0.13,2.32,0.16,0.0,5.62,-2.07,0.47,1.0,15.06
14,EVE,DM,1,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,1.0,1.0,8.0
27,WOL,AM,1,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,1.0,1.0,
11,CRY,LM,3,4.38,0.0,1.0,0.0,0.75,1.0,1.75,0.25,0.0,0.0,0.5,1.25,0.25,0.0,0.5,0.0,0.0,0.0,1.5,0.5,0.0,1.25,0.0,0.0,5.5,-1.38,0.5,1.0,16.88
4,BOU,RM,1,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,10.5
23,NOT,CM,4,3.99,0.04,0.38,0.0,0.1,0.96,0.81,0.37,0.0,0.0,1.5,1.19,0.4,0.37,0.71,0.0,0.0,0.0,1.58,0.23,0.04,2.73,0.08,0.0,4.56,-1.15,0.29,1.0,11.21
28,WOL,CM,4,3.91,0.05,0.29,0.0,0.2,1.68,1.05,0.45,0.06,0.12,1.11,1.21,0.69,0.18,0.85,0.0,0.0,0.0,1.51,0.15,0.05,3.42,0.04,0.0,5.17,-1.85,0.45,1.0,12.38
21,FUL,RM,4,3.6,0.0,1.24,0.0,0.0,0.73,1.1,0.37,0.0,0.24,0.39,0.51,0.0,0.39,0.49,0.0,0.0,0.0,1.34,0.39,0.0,1.95,0.0,0.0,4.49,-1.28,0.49,1.0,11.83
1,BOU,CM,1,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.5,-2.0,0.0,1.0,35.5
3,BOU,LM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
