Player,Team,Position,RkOv_gw1,RkOv_gw2,RkOv_gw3,RkOv_gw4,RkOv_gw5,RkOv_gw6,RkOv_gw7,RkOv_gw8,RkOv_gw9,RkOv_gw10,RkOv_gw11,RkOv_gw12,RkOv_gw13
Chris Richards,CRY,D,424.0,413.5,418.5,416.0,623.0,420.5,223.5,146.5,418.5,419.0,419.0,423.5,421.0
Scott Twine,BUR,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Leander Dendoncker,AVL,M,424.0,413.5,418.5,416.0,426.0,210.5,415.0,413.0,418.5,213.5,419.0,423.5,421.0
Bryan Gil,TOT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,630.5,79.5
Joe Hugill,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ben Osborn,SHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,166.0,631.5,177.0,423.5,172.5
Youssef Ramalho Chermiti,EVE,F,424.0,413.5,622.0,416.0,225.5,420.5,415.0,413.0,418.5,419.0,419.0,423.5,146.5
Enock Agyei,BUR,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Keinan Davis,AVL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Lewis Miley,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,136.5,75.0
Dane Scarlett,TOT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Donny van de Beek,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,179.0,413.0,418.5,419.0,419.0,423.5,421.0
Cedric Soares,ARS,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Shandon Baptiste,BRF,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,215.0
Jonny,WOL,D,424.0,413.5,418.5,416.0,426.0,420.5,210.0,413.0,418.5,419.0,419.0,423.5,421.0
Calum Chambers,AVL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Seamus Coleman,EVE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ismaila Coulibaly,SHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ben Godfrey,EVE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Enso Gonzalez,WOL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Kortney Hause,AVL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Joseph Hodge,WOL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Frank Onyeka,BRF,M,424.0,413.5,168.0,59.5,164.0,198.0,195.0,152.0,99.0,631.5,25.5,204.0,92.5
Jaden Philogene-Bidace,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Matt Ritchie,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,154.5,642.0,633.0
Mason Burstow,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Nathaniel Clyne,CRY,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,66.0,418.5,419.0,218.0,423.5,421.0
Malcolm Ebiowei,CRY,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Alvaro Fernandez,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Daniel Gore,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ben Johnson,WHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Andre Gomes,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Bobby Clark,LIV,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Allan Campbell,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Sergi Canos,BRF,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jack Cork,BUR,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Conor Coventry,WHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Flynn Downes,WHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Mohamed Elneny,ARS,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,88.5,419.0,423.5,421.0
Tyrese Francois,FUL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Goncalo Guedes,WOL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Mason Holgate,EVE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Hwang Ui-Jo,NOT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tim Iroegbunam,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Kevin Mbabu,FUL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Charlie McNeill,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Rodrigo Muniz,FUL,F,424.0,413.5,418.5,614.0,426.0,420.5,415.0,180.0,418.5,164.5,116.0,423.5,421.0
Angelo Ogbonna,WHU,D,424.0,206.0,132.0,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,218.0,421.0
Michael Olakigbe,BRF,F,424.0,413.5,418.5,214.0,426.0,420.5,179.0,413.0,418.5,419.0,419.0,423.5,421.0
Andrew Omobamidele,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Daniel Potts,LUT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jonjo Shelvey,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Adam Smith,BOU,D,424.0,413.5,418.5,416.0,426.0,420.5,625.0,620.5,418.5,221.5,419.0,218.0,63.0
Bertrand Traore,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,213.5,419.0,423.5,421.0
Diego Moreira,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Deivid Washington de Souza Eugenio,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,213.5,419.0,423.5,421.0
Fode Ballo-Toure,FUL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luke Berry,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tom Davies,SHU,M,424.0,413.5,418.5,416.0,426.0,210.5,165.0,413.0,418.5,419.0,419.0,423.5,421.0
Hjalmar Ekdal,BUR,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ryan Fraser,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luke Freeman,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Isak Hansen-Aaroen,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Omari Kellyman,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Javier Manquillo,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Alex Mighten,NOT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jakub Moder,BHA,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,202.5
Nathaniel Phillips,LIV,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Malang Sarr,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jay Stansfield,FUL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Japhet Tanganga,TOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
James Tomkins,CRY,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Harvey White,TOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Brandon Williams,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ehor Yarmolyuk,BRF,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,178.5,187.5,212.0,104.5,139.5
Steven Alzate,BHA,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Eric Bailly,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Mads Bech Sorensen,BRF,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Andre Brooks,SHU,M,424.0,181.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Amario Cozier-Duberry,ARS,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ryan Fredericks,BOU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Remo Freuler,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Antwoine Hackford,SHU,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Daniel Jebbison,SHU,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Anthony Knockaert,FUL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Loic Mbe Soh,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Admiral Muskwe,LUT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Rhys Norrington-Davies,SHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Michael Obafemi,BUR,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,204.0,421.0
Ashley Phillips,TOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Omar Richards,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jairo Riedewald,CRY,M,424.0,413.5,418.5,416.0,426.0,420.5,195.0,142.0,418.5,419.0,419.0,423.5,421.0
Harry Toffolo,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,53.5,32.0,83.5,631.5,4.0,133.0,139.5
Rhys Bennett,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Thomas Cannon,EVE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Darko Churlinov,BUR,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Amadou Diallo,NEW,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Nathan Ferguson,CRY,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
John Fleck,SHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Gustavo Scarpa,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jean-Philippe Gbamin,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Charlie Goode,BRF,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
John McAtee,LUT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
James McConnell,LIV,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,204.0,421.0
Teden Mengi,LUT,D,424.0,413.5,418.5,416.0,426.0,420.5,170.0,164.5,212.0,221.5,100.0,96.5,17.0
Lewis O'Brien,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Wilson Odobert,BUR,F,424.0,413.5,418.5,416.0,426.0,420.5,134.0,17.5,219.5,419.0,105.5,178.5,421.0
David Ozoh,CRY,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,219.5,419.0,419.0,423.5,421.0
Myles Peart-Harris,BRF,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Harry Arter,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Santiago Bueno,WOL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,623.0
Emiliano Marcondes Camargo Hansen,BOU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Daniel Chesters,WHU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Dara Costelloe,BUR,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luc De Fougerolles,FUL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Matthew Dibley-Dias,FUL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Mohamed Drager,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
CJ Egan-Riley,BUR,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Noam Emeran,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Omari Forson,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Saman Ghoddos,BRF,F,424.0,413.5,418.5,416.0,426.0,182.0,154.5,180.0,74.0,419.0,419.0,149.0,158.0
Alfie Gilchrist,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Isaac Hayden,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jeff Hendrick,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ji-Soo Kim,BRF,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Emil Krafth,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Alex Matos,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,608.0,413.0,418.5,419.0,419.0,423.5,421.0
Andy Moran,BHA,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Tyler Onyango,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Gabriel Osho,LUT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,635.0,139.5,133.0,121.5
Sebastian Revan,AVL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Charles Sagoe Junior,ARS,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Giulian Biancone,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ethan Brierley,BRF,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Bruno Jordao,WOL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Toby Collyer,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Owen Dodgson,BUR,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Paul Dummett,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
John-Kymani Gordon,CRY,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Marc Jurado Gomez,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Willy Kambwala,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Terence Kongolo,FUL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jamal Lowe,BOU,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Han-Noah Massengo,BUR,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Idris Odutayo,FUL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Maximillian Oyedele,MUN,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ben Parkinson,NEW,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Josh Powell,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Glen Rea,LUT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ronnie Stutter,CHE,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Louie Watson,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jack Wells-Morrison,CRY,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Andi Zeqiri,BHA,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Brandon Aguilera,NOT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Josh Brooking,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Nathan Carlyon,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Luke Chambers,LIV,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jamie Donley,TOT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Josh Feeney,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Aidan Francis-Clarke,LUT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Sean Grehan,CRY,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Harvey Griffiths,WOL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Bashir Humphreys,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Callum Marshall,WHU,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Delano McCoy-Splatt,FUL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jose Mateo Mejia Piedrahita,MUN,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jamie Miley,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Michael Ndiweni,NEW,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jonathan Panzo,NOT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Aribim Pepple,LUT,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Dion Pereira,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Logan Pye,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ishe Samuels-Smith,CHE,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Lino Sousa,ARS,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Reuell Walters,ARS,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Kadan Young,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Valintino Adedokun,BRF,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Sonny Aljofree,MUN,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Samuel Amissah,FUL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Emilio Ballard-Matthews,WOL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Samuel Bastien,BUR,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jake Burger,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jili Buyabu,SHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Kaelan Casey,WHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Nathan Fraser,WOL,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ben Greenwood,BOU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jordan Hackett-Valton,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Micah Hamilton,MCI,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Mackenzie Hunt,EVE,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
James Huntley,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Joseph Johnson,LUT,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Gavin Kilkenny,BOU,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jayden Luker,LUT,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Louie Marsh,SHU,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Charlie McArthur,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Alex Murphy,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,202.5
Tommi O'Reilly,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Ademola Ola-Adebomi,CRY,F,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Travis Patterson,AVL,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Alfie Pond,WOL,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Remi Savage,NEW,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Femi Seriki,SHU,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
James Sweet,ARS,D,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jay Turner-Cooke,NEW,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Jensen Weir,BHA,M,424.0,413.5,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
