Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ros,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ROS %,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts,GPR
Nathan Collins,BRF,D,116.0,CRY 1<br/>@BRF 1 F,4.0,4.0,,1,90,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,0,3,37%,1,0,0,0,0,4.0,-2.0,0.0
Frank Onyeka,BRF,M,227.0,CRY 1<br/>@BRF 1 F,2.5,2.5,,1,18,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0%,0,0,0,0,0,3.0,-0.5,-0.2
Yoane Wissa,BRF,F,37.0,CRY 1<br/>@BRF 1 F,2.0,2.0,,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,93%,1,0,1,1,0,2.0,0.0,0.0
Vitaly Janelt,BRF,M,130.0,CRY 1<br/>@BRF 1 F,1.5,1.5,,1,90,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,10%,1,0,1,1,0,1.5,0.0,0.0
Aaron Hickey,BRF,D,384.0,CRY 1<br/>@BRF 1 F,0.75,0.75,,1,90,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,3,10%,1,0,0,0,0,1.25,-2.5,-0.67
Keane Lewis-Potter,BRF,F,300.0,CRY 1<br/>@BRF 1 F,0.0,0.0,,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2%,0,0,0,0,0,0.0,0.0,
Bryan Mbeumo,BRF,F,22.0,BOU 2<br/>@BRF 2 F,18.5,18.5,,1,90,1,2,0,1,1,2,0,0,3,0,0,0,0,1,0,0,0,2,0,4,100%,1,1,1,0,0,10.5,-1.0,0.43
Kevin Schade,BRF,M,140.0,BOU 2<br/>@BRF 2 F,18.0,18.0,,1,70,0,2,1,1,1,1,0,0,2,1,1,0,0,5,0,0,0,1,0,4,33%,1,0,3,0,0,12.5,-0.5,0.31
Mathias Jensen,BRF,M,21.0,BOU 2<br/>@BRF 2 F,15.0,15.0,,1,80,1,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,2,0,4,97%,1,1,4,0,0,8.5,-2.5,0.43
Christian Norgaard,BRF,M,56.0,BOU 2<br/>@BRF 2 F,12.0,12.0,,1,90,0,2,0,1,3,1,0,0,1,2,0,0,0,1,0,0,0,2,0,4,55%,1,0,0,0,0,12.5,-0.5,-0.04
Frank Onyeka,BRF,M,227.0,BOU 2<br/>@BRF 2 F,11.0,11.0,,1,18,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0%,0,0,0,0,0,11.0,0.0,0.0
Nathan Collins,BRF,D,116.0,BOU 2<br/>@BRF 2 F,10.25,10.25,,1,8,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,37%,0,1,0,0,0,3.25,0.0,0.68
Ethan Pinnock,BRF,D,58.0,BOU 2<br/>@BRF 2 F,6.25,6.25,,1,90,0,0,0,0,1,0,0,0,0,1,5,0,1,6,0,0,0,2,0,4,97%,1,0,0,0,0,6.25,-4.0,0.0
Aaron Hickey,BRF,D,384.0,BOU 2<br/>@BRF 2 F,3.5,3.5,,1,81,0,0,0,0,3,0,0,0,0,0,2,2,0,2,0,0,0,2,0,4,10%,1,0,0,0,0,3.5,-4.0,0.0
Yoane Wissa,BRF,F,37.0,BOU 2<br/>@BRF 2 F,2.0,2.0,,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,93%,1,0,1,1,0,2.0,0.0,0.0
Rico Henry,BRF,D,142.0,BOU 2<br/>@BRF 2 F,2.0,2.0,,1,90,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,4,30%,1,0,0,0,0,2.0,-4.0,0.0
Vitaly Janelt,BRF,M,130.0,BOU 2<br/>@BRF 2 F,2.0,2.0,,1,70,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,10%,1,0,0,0,0,2.0,0.0,0.0
Kristoffer Ajer,BRF,D,238.0,BOU 2<br/>@BRF 2 F,2.0,2.0,,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2%,0,0,0,0,0,2.0,0.0,0.0
Ben Mee,BRF,D,338.0,BOU 2<br/>@BRF 2 F,1.75,1.75,,1,80,0,1,0,0,2,2,0,0,0,0,3,0,1,1,0,0,0,2,0,4,58%,1,0,0,0,0,2.75,-5.0,-0.57
Keane Lewis-Potter,BRF,F,300.0,BOU 2<br/>@BRF 2 F,1.0,1.0,,1,18,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,2%,0,0,0,0,0,1.5,-0.5,-0.5
Michael Olakigbe,BRF,F,364.0,BOU 2<br/>@BRF 2 F,0.5,0.5,,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0%,0,0,0,0,0,0.5,0.0,0.0
Mathias Jensen,BRF,M,21.0,BRF 0<br/>@NEW 1 F,12.5,12.5,,1,90,0,3,0,0,2,1,0,0,1,3,1,0,1,0,0,0,0,1,0,5,97%,1,0,2,0,0,13.0,-0.5,-0.04
Yoane Wissa,BRF,F,37.0,BRF 0<br/>@NEW 1 F,11.0,11.0,,1,90,0,1,0,1,1,2,1,0,1,0,0,4,1,6,0,0,0,1,0,5,93%,1,0,6,1,0,14.0,-3.0,-0.27
Vitaly Janelt,BRF,M,130.0,BRF 0<br/>@NEW 1 F,7.5,7.5,,1,71,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,5,10%,1,0,0,0,0,7.5,0.0,0.0
Mads Roerslev,BRF,D,249.0,BRF 0<br/>@NEW 1 F,6.75,6.75,,1,47,0,2,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,5,4%,0,0,0,0,0,6.75,-2.0,0.0
Ethan Pinnock,BRF,D,58.0,BRF 0<br/>@NEW 1 F,6.25,6.25,,1,90,0,1,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,1,0,5,97%,1,0,0,0,0,6.25,-2.0,0.0
Keane Lewis-Potter,BRF,F,300.0,BRF 0<br/>@NEW 1 F,4.0,4.0,,1,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2%,0,0,0,0,0,4.0,0.0,0.0
Nathan Collins,BRF,D,116.0,BRF 0<br/>@NEW 1 F,3.25,3.25,,1,90,0,0,0,0,0,0,1,0,0,2,5,1,0,3,0,0,0,1,0,5,37%,1,0,4,0,0,5.25,-4.0,-0.62
Frank Onyeka,BRF,M,227.0,BRF 0<br/>@NEW 1 F,3.0,3.0,,1,17,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0%,0,0,0,0,0,3.0,0.0,0.0
Bryan Mbeumo,BRF,F,22.0,BRF 0<br/>@NEW 1 F,2.5,2.5,,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,5,100%,1,0,0,0,0,2.5,0.0,0.0
Rico Henry,BRF,D,142.0,BRF 0<br/>@NEW 1 F,2.5,2.5,,1,41,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,30%,1,0,0,0,0,3.0,-0.5,-0.2
Ben Mee,BRF,D,338.0,BRF 0<br/>@NEW 1 F,2.25,2.25,,1,71,0,0,0,0,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,58%,1,0,1,0,0,3.25,-3.0,-0.44
Aaron Hickey,BRF,D,384.0,BRF 0<br/>@NEW 1 F,1.75,1.75,,1,81,0,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,5,10%,1,0,6,0,0,4.25,-4.5,-1.43
Christian Norgaard,BRF,M,56.0,BRF 0<br/>@NEW 1 F,1.5,1.5,,1,71,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,55%,1,0,4,0,0,3.5,-2.0,-1.33
Neal Maupay,BRF,F,283.0,BRF 0<br/>@NEW 1 F,0.5,0.5,,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3%,0,0,0,0,0,0.5,0.0,0.0
Kevin Schade,BRF,M,140.0,BRF 0<br/>@NEW 1 F,-0.5,-0.5,,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33%,0,0,0,0,0,0.0,-0.5,1.0
Mathias Jensen,BRF,M,21.0,EVE 3<br/>@BRF 1 F,12.5,12.5,,1,90,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,6,97%,1,1,1,0,0,4.0,-0.5,0.68
Vitaly Janelt,BRF,M,130.0,EVE 3<br/>@BRF 1 F,12.0,12.0,,1,60,0,1,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,6,10%,1,1,1,0,0,6.0,0.0,0.5
Christian Norgaard,BRF,M,56.0,EVE 3<br/>@BRF 1 F,7.5,7.5,,1,90,0,0,0,0,4,0,0,0,0,1,1,0,1,3,0,0,0,3,0,6,55%,1,0,0,0,0,7.5,0.0,0.0
Bryan Mbeumo,BRF,F,22.0,EVE 3<br/>@BRF 1 F,7.0,7.0,,1,90,0,1,0,1,1,1,1,0,2,0,2,2,0,1,0,0,0,3,0,6,100%,1,0,6,0,0,9.5,-2.5,-0.36
Ethan Pinnock,BRF,D,58.0,EVE 3<br/>@BRF 1 F,5.5,5.5,,1,90,0,0,0,0,1,0,0,0,0,3,6,0,0,6,0,0,0,3,0,6,97%,1,0,0,0,0,5.5,-6.0,0.0
Nathan Collins,BRF,D,116.0,EVE 3<br/>@BRF 1 F,2.25,2.25,,1,90,0,1,0,0,2,1,0,0,0,2,3,1,0,1,0,0,0,3,0,6,37%,1,0,0,0,0,2.75,-6.5,-0.22
Yoane Wissa,BRF,F,37.0,EVE 3<br/>@BRF 1 F,2.0,2.0,,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,93%,1,0,0,0,0,2.0,0.0,0.0
Saman Ghoddos,BRF,F,329.0,EVE 3<br/>@BRF 1 F,2.0,2.0,,1,16,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0%,0,0,4,1,0,4.0,-2.0,-1.0
Mads Roerslev,BRF,D,249.0,EVE 3<br/>@BRF 1 F,1.75,1.75,,1,60,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,6,4%,1,0,1,0,0,2.25,-2.5,-0.29
Frank Onyeka,BRF,M,227.0,EVE 3<br/>@BRF 1 F,1.5,1.5,,1,28,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,6,0%,0,0,1,0,0,2.0,-0.5,-0.33
Keane Lewis-Potter,BRF,F,300.0,EVE 3<br/>@BRF 1 F,0.5,0.5,,1,88,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,6,2%,1,0,0,1,0,1.0,-0.5,-1.0
Kristoffer Ajer,BRF,D,238.0,EVE 3<br/>@BRF 1 F,0.0,0.0,,1,28,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,6,2%,0,0,0,0,0,0.0,-4.0,
Michael Olakigbe,BRF,F,364.0,EVE 3<br/>@BRF 1 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0%,0,0,0,1,0,0.0,0.0,
Aaron Hickey,BRF,D,384.0,EVE 3<br/>@BRF 1 F,-5.75,-5.75,,1,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,10%,1,0,1,0,0,-5.75,-6.0,-0.0
Kristoffer Ajer,BRF,D,242.0,BUR Sat 7:00AM,4.75,4.75,2%,1,88,0,0,0,0,2,1,0,0,0,1,1,0,0,4,0,0,0,1,0,7,,1,0,2,0,0,5.25,-2.5,-0.11
Nathan Collins,BRF,D,117.0,BUR Sat 7:00AM,8.25,8.25,37%,1,90,0,0,0,0,0,0,0,0,0,4,1,0,0,6,0,0,0,1,0,7,,1,0,1,0,0,8.25,-2.0,0.0
Saman Ghoddos,BRF,F,330.0,BUR Sat 7:00AM,3.0,3.0,0%,1,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,,0,0,1,0,0,3.0,0.0,0.0
Aaron Hickey,BRF,D,731.0,BUR Sat 7:00AM,-4.25,-4.25,8%,1,68,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,7,,1,0,4,0,0,-1.75,-4.5,0.59
Vitaly Janelt,BRF,M,129.0,BUR Sat 7:00AM,4.0,4.0,10%,1,88,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,,1,0,0,0,0,4.0,0.0,0.0
Mathias Jensen,BRF,M,14.0,BUR Sat 7:00AM,10.5,10.5,97%,1,68,0,2,1,0,1,3,0,0,0,1,2,0,0,0,0,0,0,1,0,7,,1,1,0,0,0,6.0,-1.5,0.43
Keane Lewis-Potter,BRF,F,314.0,BUR Sat 7:00AM,2.0,2.0,1%,1,74,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,1,0,7,,1,0,1,0,0,3.0,-1.0,-0.5
Neal Maupay,BRF,F,304.0,BUR Sat 7:00AM,2.0,2.0,2%,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,2.0,0.0,0.0
Bryan Mbeumo,BRF,F,23.0,BUR Sat 7:00AM,11.5,11.5,100%,1,90,0,4,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,1,0,7,,1,0,0,0,0,12.5,-1.0,-0.09
Christian Norgaard,BRF,M,64.0,BUR Sat 7:00AM,19.0,19.0,67%,1,90,1,2,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,7,,1,1,2,1,0,10.0,0.0,0.47
Michael Olakigbe,BRF,F,377.0,BUR Sat 7:00AM,2.0,2.0,0%,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,2.0,0.0,0.0
Frank Onyeka,BRF,M,234.0,BUR Sat 7:00AM,1.5,1.5,0%,1,20,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,,0,0,5,0,0,3.5,-2.0,-1.33
Ethan Pinnock,BRF,D,53.0,BUR Sat 7:00AM,8.5,8.5,96%,1,90,0,0,0,1,0,0,0,0,0,1,2,0,1,6,0,0,0,1,0,7,,1,0,0,0,0,8.5,-2.0,0.0
Mads Roerslev,BRF,D,258.0,BUR Sat 7:00AM,5.0,5.0,4%,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,5.0,0.0,0.0
Yoane Wissa,BRF,F,35.0,BUR Sat 7:00AM,6.0,6.0,92%,1,90,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,,1,0,0,0,0,6.5,-0.5,-0.08
Mathias Jensen,BRF,M,14.0,BRF 1<br/>@MUN 2 F,19.0,19.0,,1,82,1,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,8,97%,1,1,1,0,0,9.0,0.0,0.53
Yoane Wissa,BRF,F,34.0,BRF 1<br/>@MUN 2 F,13.0,13.0,,1,69,0,1,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,1,8,92%,1,1,2,0,0,7.0,0.0,0.46
Ethan Pinnock,BRF,D,53.0,BRF 1<br/>@MUN 2 F,9.25,9.25,,1,90,0,0,0,0,1,0,0,0,0,3,17,0,3,2,0,0,0,2,0,8,96%,1,0,0,0,0,9.25,-4.0,0.0
Bryan Mbeumo,BRF,F,23.0,BRF 1<br/>@MUN 2 F,7.5,7.5,,1,90,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,8,100%,1,0,1,0,0,7.5,0.0,0.0
Vitaly Janelt,BRF,M,128.0,BRF 1<br/>@MUN 2 F,6.0,6.0,,1,69,0,2,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,8,10%,1,0,5,0,0,7.0,-2.0,-0.17
Nathan Collins,BRF,D,116.0,BRF 1<br/>@MUN 2 F,4.5,4.5,,1,90,0,0,0,0,1,0,1,0,0,2,6,1,1,4,0,0,0,2,0,8,37%,1,0,4,0,0,6.5,-6.0,-0.44
Kristoffer Ajer,BRF,D,242.0,BRF 1<br/>@MUN 2 F,3.5,3.5,,1,90,0,1,0,0,2,0,0,0,0,0,6,1,0,1,0,0,0,2,0,8,2%,1,0,2,0,0,3.5,-4.0,0.0
Christian Norgaard,BRF,M,63.0,BRF 1<br/>@MUN 2 F,3.0,3.0,,1,90,0,0,0,1,1,0,1,0,0,2,4,0,0,0,0,0,0,2,0,8,67%,1,0,7,0,0,5.0,-2.0,-0.67
Frank Onyeka,BRF,M,234.0,BRF 1<br/>@MUN 2 F,3.0,3.0,,1,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,8,0%,0,0,1,0,0,3.0,0.0,0.0
Mads Roerslev,BRF,D,258.0,BRF 1<br/>@MUN 2 F,2.25,2.25,,1,90,0,1,0,0,2,1,0,0,1,0,3,0,0,1,0,0,0,2,0,8,4%,1,0,0,0,0,2.75,-4.5,-0.22
Saman Ghoddos,BRF,F,329.0,BRF 1<br/>@MUN 2 F,2.0,2.0,,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0%,0,0,1,0,0,2.0,0.0,0.0
Neal Maupay,BRF,F,303.0,BRF 1<br/>@MUN 2 F,-0.5,-0.5,,1,19,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,8,2%,0,0,4,0,0,2.0,-2.5,5.0
Aaron Hickey,BRF,D,730.0,BRF 1<br/>@MUN 2 F,-6.25,-6.25,,1,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,8,8%,1,0,4,0,0,-3.75,-6.5,0.4
Bryan Mbeumo,BRF,F,12.0,BUR 0<br/>@BRF 3 F,31.5,31.5,100%,1,90,1,3,1,4,1,2,0,0,0,0,0,2,0,1,0,0,0,0,1,9,,1,2,0,1,0,17.5,-1.0,0.44
Yoane Wissa,BRF,F,24.0,BUR 0<br/>@BRF 3 F,21.5,21.5,94%,1,90,1,3,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9,,1,1,2,0,0,13.0,-0.5,0.4
Kristoffer Ajer,BRF,D,186.0,BUR 0<br/>@BRF 3 F,14.25,14.25,5%,1,75,0,1,0,0,1,0,1,0,1,1,1,1,0,4,0,0,0,0,1,9,,1,0,4,1,0,10.25,-2.0,0.28
Nathan Collins,BRF,D,97.0,BUR 0<br/>@BRF 3 F,12.75,12.75,45%,1,90,0,0,0,0,0,0,0,0,0,1,3,0,1,4,0,0,0,0,1,9,,1,0,0,0,0,6.75,0.0,0.47
Ethan Pinnock,BRF,D,43.0,BUR 0<br/>@BRF 3 F,12.5,12.5,97%,1,90,0,0,0,0,1,0,0,0,0,1,2,1,0,3,0,0,0,0,1,9,,1,0,0,0,0,6.5,0.0,0.48
Neal Maupay,BRF,F,252.0,BUR 0<br/>@BRF 3 F,11.5,11.5,5%,1,87,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,,1,1,1,0,0,6.0,-0.5,0.48
Christian Norgaard,BRF,M,57.0,BUR 0<br/>@BRF 3 F,9.5,9.5,71%,1,90,0,2,0,0,2,0,0,0,0,1,4,1,0,1,0,0,0,0,1,9,,1,0,2,0,0,8.5,0.0,0.11
Saman Ghoddos,BRF,F,279.0,BUR 0<br/>@BRF 3 F,9.0,9.0,0%,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,1,4,0,0,2.0,-2.0,0.78
Mathias Jensen,BRF,M,16.0,BUR 0<br/>@BRF 3 F,7.0,7.0,98%,1,75,0,2,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,9,,1,0,5,0,0,8.0,-2.0,-0.14
Frank Onyeka,BRF,M,221.0,BUR 0<br/>@BRF 3 F,6.5,6.5,1%,1,83,0,0,0,1,2,0,1,0,0,2,1,1,0,1,0,0,0,0,1,9,,1,0,5,0,0,7.5,-2.0,-0.15
Vitaly Janelt,BRF,M,128.0,BUR 0<br/>@BRF 3 F,5.0,5.0,16%,1,90,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,9,,1,0,5,0,0,6.0,-2.0,-0.2
Mads Roerslev,BRF,D,258.0,BUR 0<br/>@BRF 3 F,2.0,2.0,3%,1,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,,0,0,0,0,0,2.0,0.0,0.0
Ehor Yarmolyuk,BRF,M,391.0,BUR 0<br/>@BRF 3 F,2.0,2.0,0%,1,13,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,,0,0,1,0,0,2.0,0.0,0.0
Michael Olakigbe,BRF,F,387.0,BUR 0<br/>@BRF 3 F,0.0,0.0,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0.0,0.0,
Ethan Pinnock,BRF,D,18.0,BRF 2<br/>@CHE 0 F,28.5,28.5,97%,1,90,1,0,0,1,2,1,0,0,0,0,8,1,1,5,0,0,0,0,1,10,,1,1,0,0,0,13.0,-0.5,0.54
Bryan Mbeumo,BRF,F,8.0,BRF 2<br/>@CHE 0 F,25.5,25.5,100%,1,90,1,1,1,2,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,10,,1,2,1,0,0,10.5,0.0,0.59
Kristoffer Ajer,BRF,D,126.0,BRF 2<br/>@CHE 0 F,16.0,16.0,5%,1,90,0,2,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,0,1,10,,1,0,0,0,0,10.0,0.0,0.38
Nathan Collins,BRF,D,66.0,BRF 2<br/>@CHE 0 F,15.25,15.25,44%,1,90,0,0,0,0,1,0,0,0,0,3,5,1,1,2,0,0,0,0,1,10,,1,0,0,0,0,9.25,0.0,0.39
Neal Maupay,BRF,F,212.0,BRF 2<br/>@CHE 0 F,9.5,9.5,5%,1,13,0,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10,,0,1,3,0,0,6.0,-2.5,0.37
Aaron Hickey,BRF,D,374.0,BRF 2<br/>@CHE 0 F,9.25,9.25,5%,1,83,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,10,,1,0,0,0,0,3.25,0.0,0.65
Mads Roerslev,BRF,D,226.0,BRF 2<br/>@CHE 0 F,8.5,8.5,3%,1,90,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,1,10,,1,0,0,0,0,3.0,-0.5,0.65
Yoane Wissa,BRF,F,21.0,BRF 2<br/>@CHE 0 F,5.0,5.0,95%,1,75,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,10,,1,0,2,0,0,5.0,0.0,0.0
Vitaly Janelt,BRF,M,123.0,BRF 2<br/>@CHE 0 F,4.0,4.0,15%,1,75,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,10,,1,0,0,0,0,3.0,0.0,0.25
Christian Norgaard,BRF,M,58.0,BRF 2<br/>@CHE 0 F,3.5,3.5,72%,1,90,0,0,0,0,2,1,1,0,0,2,3,1,0,0,0,0,0,0,1,10,,1,0,3,0,0,5.0,-2.5,-0.43
Ehor Yarmolyuk,BRF,M,381.0,BRF 2<br/>@CHE 0 F,1.5,1.5,0%,1,13,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,,0,0,1,0,0,2.0,-0.5,-0.33
Mathias Jensen,BRF,M,15.0,BRF 2<br/>@CHE 0 F,1.0,1.0,98%,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,1,0,1,0,0,0.0,0.0,1.0
Saman Ghoddos,BRF,F,287.0,BRF 2<br/>@CHE 0 F,0.0,0.0,0%,1,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,,0,0,3,0,0,2.0,-2.0,-inf
Frank Onyeka,BRF,M,231.0,BRF 2<br/>@CHE 0 F,-2.0,-2.0,1%,1,25,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,10,,0,0,5,0,0,0.0,-2.0,1.0
Jordan Beyer,BUR,D,335.0,MCI 3<br/>@BUR 0 F,6.0,6.0,,1,73,0,0,0,0,4,0,0,0,0,4,4,0,0,1,0,0,0,2,0,1,11%,1,0,1,0,0,6.0,-4.0,0.0
Zeki Amdouni,BUR,F,139.0,MCI 3<br/>@BUR 0 F,5.0,5.0,,1,60,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,2,0,1,35%,1,0,0,0,0,5.5,-0.5,-0.1
Lyle Foster,BUR,F,144.0,MCI 3<br/>@BUR 0 F,4.0,4.0,,1,88,0,1,0,0,1,2,0,0,0,0,2,1,0,2,0,0,0,3,0,1,21%,1,0,1,0,0,5.0,-1.0,-0.25
Luca Koleosho,BUR,F,136.0,MCI 3<br/>@BUR 0 F,3.5,3.5,,1,60,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,26%,1,0,1,0,0,4.0,-0.5,-0.14
Sander Berge,BUR,M,225.0,MCI 3<br/>@BUR 0 F,2.0,2.0,,1,88,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,6%,1,0,2,0,0,2.0,0.0,0.0
Josh Cullen,BUR,M,177.0,MCI 3<br/>@BUR 0 F,1.0,1.0,,1,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,14%,1,0,0,0,0,1.0,0.0,0.0
Jacob Bruun Larsen,BUR,F,298.0,MCI 3<br/>@BUR 0 F,1.0,1.0,,1,28,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0%,0,0,2,0,0,1.0,0.0,0.0
Josh Brownhill,BUR,M,169.0,MCI 3<br/>@BUR 0 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57%,0,0,0,0,0,0.0,0.0,
Benson Manuel,BUR,F,318.0,MCI 3<br/>@BUR 0 F,0.0,0.0,,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11%,0,0,0,0,0,0.0,0.0,
Nathan Redmond,BUR,M,349.0,MCI 3<br/>@BUR 0 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0,0,0,0,0.0,0.0,
Ameen Al Dakhil,BUR,D,726.0,MCI 3<br/>@BUR 0 F,-0.5,-0.5,,1,90,0,0,0,0,1,1,0,0,0,1,4,0,1,2,0,0,0,3,0,1,3%,1,0,1,0,0,0.0,-6.5,1.0
Dara O'Shea,BUR,D,324.0,MCI 3<br/>@BUR 0 F,-0.75,-0.75,,1,90,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,3,0,1,2%,1,0,0,0,0,-0.75,-6.0,-0.0
Vitinho,BUR,D,714.0,MCI 3<br/>@BUR 0 F,-1.75,-1.75,,1,90,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,1%,1,0,1,0,0,-1.75,-6.0,-0.0
