Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ros,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ROS %,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts,GPR
Nathan Ake,MCI,D,133.0,FUL 1<br/>@MCI 5 F,16.25,16.25,,1,90,1,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,4,94%,1,1,1,0,0,6.25,-2.0,0.62
Sergio Gomez,MCI,D,271.0,FUL 1<br/>@MCI 5 F,11.0,11.0,,1,13,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1%,0,1,0,0,0,4.0,0.0,0.64
Phil Foden,MCI,M,17.0,FUL 1<br/>@MCI 5 F,10.5,10.5,,1,88,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,4,100%,1,1,0,0,0,5.0,-0.5,0.52
Jeremy Doku,MCI,F,80.0,FUL 1<br/>@MCI 5 F,6.0,6.0,,1,75,0,0,0,0,2,2,0,0,1,2,0,2,0,0,0,0,0,1,0,4,82%,1,0,0,1,0,7.0,-1.0,-0.17
Ruben Dias,MCI,D,176.0,FUL 1<br/>@MCI 5 F,4.25,4.25,,1,90,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,1,0,4,96%,1,0,1,0,0,4.25,-2.0,0.0
Mateo Kovacic,MCI,M,202.0,FUL 1<br/>@MCI 5 F,4.0,4.0,,1,83,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,74%,1,0,0,0,0,4.0,0.0,0.0
Kalvin Phillips,MCI,M,340.0,FUL 1<br/>@MCI 5 F,2.0,2.0,,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2%,0,0,0,0,0,2.0,0.0,0.0
Oscar Bobb,MCI,M,290.0,FUL 1<br/>@MCI 5 F,2.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1%,0,0,0,0,0,2.0,0.0,0.0
Manuel Akanji,MCI,D,106.0,FUL 1<br/>@MCI 5 F,1.5,1.5,,1,90,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,97%,1,0,1,0,0,1.5,-2.0,0.0
Kyle Walker,MCI,D,79.0,FUL 1<br/>@MCI 5 F,0.25,0.25,,1,90,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,4,96%,1,0,0,0,0,0.25,-2.0,0.0
Rodri,MCI,M,54.0,FUL 1<br/>@MCI 5 F,0.0,0.0,,1,75,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,1,0,4,99%,1,0,7,0,0,2.5,-2.5,-inf
Rico Lewis,MCI,D,314.0,FUL 1<br/>@MCI 5 F,-0.5,-0.5,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13%,0,0,0,0,0,0.0,-0.5,1.0
Bernardo Silva,MCI,M,129.0,FUL 1<br/>@MCI 5 F,-2.0,-2.0,,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,98%,0,0,4,0,0,0.0,-2.0,1.0
Bernardo Silva,MCI,M,129.0,MCI 3<br/>@WHU 1 F,26.5,26.5,,1,88,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5,98%,1,2,1,0,0,12.0,-0.5,0.55
Jeremy Doku,MCI,F,80.0,MCI 3<br/>@WHU 1 F,24.5,24.5,,1,88,1,3,0,2,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,5,82%,1,1,0,0,0,15.5,0.0,0.37
Erling Haaland,MCI,F,2.0,MCI 3<br/>@WHU 1 F,23.5,23.5,,1,88,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,100%,1,1,0,0,0,14.5,0.0,0.38
Julian Alvarez,MCI,F,6.0,MCI 3<br/>@WHU 1 F,21.0,21.0,,1,90,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,100%,1,2,0,0,0,9.0,0.0,0.57
Rodri,MCI,M,54.0,MCI 3<br/>@WHU 1 F,13.5,13.5,,1,90,0,4,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,5,99%,1,0,5,0,0,15.5,-2.0,-0.15
Kyle Walker,MCI,D,79.0,MCI 3<br/>@WHU 1 F,7.5,7.5,,1,90,0,2,0,0,2,2,0,0,1,1,2,0,0,2,0,0,0,1,0,5,96%,1,0,1,0,0,8.5,-3.0,-0.13
Phil Foden,MCI,M,17.0,MCI 3<br/>@WHU 1 F,6.5,6.5,,1,66,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,100%,1,0,2,0,0,7.0,-0.5,-0.08
Ruben Dias,MCI,D,176.0,MCI 3<br/>@WHU 1 F,6.5,6.5,,1,90,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,5,96%,1,0,1,0,0,6.5,-2.0,0.0
Manuel Akanji,MCI,D,106.0,MCI 3<br/>@WHU 1 F,5.75,5.75,,1,90,0,2,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,1,0,5,97%,1,0,0,0,0,6.25,-2.5,-0.09
Josko Gvardiol,MCI,D,141.0,MCI 3<br/>@WHU 1 F,5.0,5.0,,1,88,0,2,0,1,1,2,1,0,1,0,0,1,0,1,0,0,0,1,0,5,82%,1,0,5,0,0,8.0,-5.0,-0.6
Sergio Gomez,MCI,D,271.0,MCI 3<br/>@WHU 1 F,1.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1%,0,0,1,0,0,1.0,0.0,0.0
Nathan Ake,MCI,D,133.0,MCI 3<br/>@WHU 1 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,94%,0,0,0,0,0,0.0,0.0,
Matheus Nunes,MCI,M,167.0,MCI 3<br/>@WHU 1 F,0.0,0.0,,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78%,0,0,1,0,0,0.0,0.0,
Rico Lewis,MCI,D,314.0,MCI 3<br/>@WHU 1 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13%,0,0,0,0,0,0.0,0.0,
Oscar Bobb,MCI,M,290.0,MCI 3<br/>@WHU 1 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1%,0,0,0,0,0,0.0,0.0,
Phil Foden,MCI,M,17.0,NOT 0<br/>@MCI 2 F,20.0,20.0,,1,86,1,1,0,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,1,6,100%,1,1,0,0,0,10.0,0.0,0.5
Kyle Walker,MCI,D,79.0,NOT 0<br/>@MCI 2 F,16.5,16.5,,1,90,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,6,96%,1,1,0,0,0,3.5,0.0,0.79
Josko Gvardiol,MCI,D,141.0,NOT 0<br/>@MCI 2 F,12.25,12.25,,1,90,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,1,6,82%,1,0,0,0,0,6.25,0.0,0.49
Matheus Nunes,MCI,M,167.0,NOT 0<br/>@MCI 2 F,12.0,12.0,,1,90,0,1,1,0,1,1,0,0,1,0,3,0,1,1,0,0,0,0,1,6,78%,1,1,1,0,0,5.5,-0.5,0.54
Erling Haaland,MCI,F,2.0,NOT 0<br/>@MCI 2 F,11.5,11.5,,1,90,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,6,100%,1,1,1,0,0,3.0,-0.5,0.74
Ruben Dias,MCI,D,176.0,NOT 0<br/>@MCI 2 F,8.75,8.75,,1,90,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,1,6,96%,1,0,0,0,0,3.25,-0.5,0.63
Jeremy Doku,MCI,F,80.0,NOT 0<br/>@MCI 2 F,6.0,6.0,,1,50,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,82%,1,0,0,0,0,6.0,0.0,0.0
Manuel Akanji,MCI,D,106.0,NOT 0<br/>@MCI 2 F,5.75,5.75,,1,90,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,6,97%,1,0,4,0,0,2.25,-2.5,0.61
Julian Alvarez,MCI,F,6.0,NOT 0<br/>@MCI 2 F,5.0,5.0,,1,56,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,100%,1,0,0,0,0,5.0,0.0,0.0
Nathan Ake,MCI,D,133.0,NOT 0<br/>@MCI 2 F,4.0,4.0,,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,94%,0,0,0,0,0,4.0,0.0,0.0
Kalvin Phillips,MCI,M,340.0,NOT 0<br/>@MCI 2 F,1.0,1.0,,1,38,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,2%,0,0,1,0,0,2.0,-1.0,-1.0
Jack Grealish,MCI,M,201.0,NOT 0<br/>@MCI 2 F,-2.5,-2.5,,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,99%,0,0,3,0,0,0.0,-2.5,1.0
Rodri,MCI,M,54.0,NOT 0<br/>@MCI 2 F,-6.5,-6.5,,1,45,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,99%,1,0,7,0,0,1.0,-7.5,1.15
Manuel Akanji,MCI,D,125.0,BHA Sat 7:00AM,6.5,6.5,93%,1,90,0,1,0,1,3,0,0,0,0,0,2,1,1,1,0,0,0,2,0,7,,1,0,1,0,0,6.5,-4.0,0.0
Nathan Ake,MCI,D,156.0,BHA Sat 7:00AM,-1.0,-1.0,89%,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,,1,0,2,0,0,-1.0,-4.0,-0.0
Julian Alvarez,MCI,F,9.0,BHA Sat 7:00AM,17.5,17.5,100%,1,90,1,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,7,,1,1,4,0,0,11.0,-2.5,0.37
Oscar Bobb,MCI,M,303.0,BHA Sat 7:00AM,8.5,8.5,1%,1,45,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,,0,0,1,0,0,3.0,-0.5,0.65
Jeremy Doku,MCI,F,87.0,BHA Sat 7:00AM,15.5,15.5,83%,1,90,0,4,0,1,0,1,1,0,1,1,0,6,0,0,0,0,0,2,0,7,,1,0,5,0,0,18.0,-2.5,-0.16
Phil Foden,MCI,M,18.0,BHA Sat 7:00AM,8.5,8.5,100%,1,90,0,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,7,,1,0,1,0,0,9.0,-0.5,-0.06
Ruben Dias,MCI,D,211.0,BHA Sat 7:00AM,-1.25,-1.25,94%,1,90,0,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,1,2,0,7,,1,0,1,0,0,3.75,-9.0,4.0
Jack Grealish,MCI,M,231.0,BHA Sat 7:00AM,1.0,1.0,99%,1,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,2.0,-1.0,-1.0
Erling Haaland,MCI,F,5.0,BHA Sat 7:00AM,5.0,5.0,100%,1,90,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,,1,0,0,0,0,5.0,0.0,0.0
Mateo Kovacic,MCI,M,238.0,BHA Sat 7:00AM,1.5,1.5,71%,1,64,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,,1,0,4,0,0,4.0,-2.5,-1.67
Matheus Nunes,MCI,M,185.0,BHA Sat 7:00AM,1.0,1.0,67%,1,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,7,,1,0,0,0,0,1.0,0.0,0.0
Kalvin Phillips,MCI,M,359.0,BHA Sat 7:00AM,1.0,1.0,1%,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,,0,0,1,0,0,1.0,0.0,0.0
Kyle Walker,MCI,D,93.0,BHA Sat 7:00AM,0.0,0.0,95%,1,90,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,7,,1,0,4,0,0,2.0,-6.0,-inf
Phil Foden,MCI,M,19.0,MCI 0<br/>@ARS 1 F,10.0,10.0,,1,90,0,2,0,0,2,2,0,0,0,0,2,4,0,2,0,0,0,1,0,8,100%,1,0,1,0,0,11.0,-1.0,-0.1
Rico Lewis,MCI,D,332.0,MCI 0<br/>@ARS 1 F,6.0,6.0,,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,29%,1,0,0,0,0,0.0,0.0,1.0
Erling Haaland,MCI,F,5.0,MCI 0<br/>@ARS 1 F,5.5,5.5,,1,90,0,2,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,8,100%,1,0,0,0,0,6.0,-0.5,-0.09
Josko Gvardiol,MCI,D,130.0,MCI 0<br/>@ARS 1 F,5.5,5.5,,1,90,0,0,0,1,2,2,0,0,0,2,2,0,1,1,0,0,0,1,0,8,82%,1,0,2,0,0,6.5,-3.0,-0.18
Jeremy Doku,MCI,F,99.0,MCI 0<br/>@ARS 1 F,4.0,4.0,,1,21,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,8,83%,0,0,0,0,0,4.0,0.0,0.0
Kyle Walker,MCI,D,92.0,MCI 0<br/>@ARS 1 F,2.5,2.5,,1,90,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,1,0,8,95%,1,0,1,0,0,2.5,-2.0,0.0
Bernardo Silva,MCI,M,143.0,MCI 0<br/>@ARS 1 F,1.5,1.5,,1,90,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0,8,99%,1,0,4,0,0,4.0,-2.5,-1.67
Matheus Nunes,MCI,M,193.0,MCI 0<br/>@ARS 1 F,1.5,1.5,,1,21,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,67%,0,0,0,0,0,2.0,-0.5,-0.33
Nathan Ake,MCI,D,147.0,MCI 0<br/>@ARS 1 F,0.5,0.5,,1,90,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,89%,1,0,0,0,0,0.5,-2.0,0.0
Julian Alvarez,MCI,F,9.0,MCI 0<br/>@ARS 1 F,-0.5,-0.5,,1,67,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,8,100%,1,0,0,0,0,0.0,-0.5,1.0
Ruben Dias,MCI,D,196.0,MCI 0<br/>@ARS 1 F,-0.75,-0.75,,1,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8,94%,1,0,0,0,0,-0.75,-2.0,-0.0
Mateo Kovacic,MCI,M,238.0,MCI 0<br/>@ARS 1 F,-1.0,-1.0,,1,67,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,8,71%,1,0,5,0,0,1.0,-3.0,2.0
John Stones,MCI,D,680.0,MCI 0<br/>@ARS 1 F,-2.0,-2.0,,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,82%,0,0,0,0,0,-2.0,-2.0,-0.0
Jeremy Doku,MCI,F,58.0,BHA 1<br/>@MCI 2 F,18.0,18.0,83%,1,74,0,2,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,9,,1,1,1,2,0,12.0,0.0,0.33
Julian Alvarez,MCI,F,9.0,BHA 1<br/>@MCI 2 F,14.5,14.5,100%,1,88,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,9,,1,1,2,0,0,6.0,-0.5,0.59
Erling Haaland,MCI,F,6.0,BHA 1<br/>@MCI 2 F,13.0,13.0,100%,1,90,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,9,,1,1,0,0,0,4.5,-0.5,0.65
Phil Foden,MCI,M,18.0,BHA 1<br/>@MCI 2 F,7.5,7.5,100%,1,90,0,3,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,9,,1,0,2,0,0,8.5,-1.0,-0.13
Josko Gvardiol,MCI,D,136.0,BHA 1<br/>@MCI 2 F,5.5,5.5,83%,1,90,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,1,0,9,,1,0,0,0,0,5.5,-2.0,0.0
Bernardo Silva,MCI,M,158.0,BHA 1<br/>@MCI 2 F,3.5,3.5,99%,1,90,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,9,,1,0,0,0,0,4.0,-0.5,-0.14
Jack Grealish,MCI,M,232.0,BHA 1<br/>@MCI 2 F,3.5,3.5,98%,1,14,0,0,0,0,3,0,1,0,0,2,1,0,0,1,0,0,0,0,0,9,,0,0,3,0,0,5.5,-2.0,-0.57
Rodri,MCI,M,83.0,BHA 1<br/>@MCI 2 F,1.5,1.5,100%,1,90,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,9,,1,0,3,0,0,3.5,-2.0,-1.33
Kyle Walker,MCI,D,106.0,BHA 1<br/>@MCI 2 F,1.25,1.25,95%,1,90,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,9,,1,0,1,0,0,1.25,-2.0,0.0
Ruben Dias,MCI,D,226.0,BHA 1<br/>@MCI 2 F,0.25,0.25,88%,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0.25,0.0,0.0
John Stones,MCI,D,724.0,BHA 1<br/>@MCI 2 F,0.0,0.0,88%,1,74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,,1,0,0,0,0,0.0,-2.0,
Nathan Ake,MCI,D,175.0,BHA 1<br/>@MCI 2 F,0.0,0.0,83%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0.0,0.0,
Manuel Akanji,MCI,D,179.0,BHA 1<br/>@MCI 2 F,-7.5,-7.5,95%,1,88,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,9,,1,0,9,0,0,-0.5,-9.0,0.93
Erling Haaland,MCI,F,9.0,MCI 3<br/>@MUN 0 F,34.0,34.0,100%,1,90,2,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,,1,3,0,0,1,10.5,-0.5,0.69
Bernardo Silva,MCI,M,170.0,MCI 3<br/>@MUN 0 F,18.5,18.5,98%,1,90,0,3,1,1,2,3,0,0,1,0,0,2,0,0,0,0,0,0,1,10,,1,1,0,0,0,13.0,-1.5,0.3
Kyle Walker,MCI,D,111.0,MCI 3<br/>@MUN 0 F,18.25,18.25,94%,1,90,0,2,0,0,3,0,0,0,0,1,1,1,1,2,0,0,0,0,1,10,,1,0,1,0,0,12.25,0.0,0.33
Rodri,MCI,M,90.0,MCI 3<br/>@MUN 0 F,16.5,16.5,99%,1,90,0,0,1,1,2,1,0,0,0,1,1,1,0,4,0,1,0,0,1,10,,1,0,0,0,0,10.0,-0.5,0.39
Phil Foden,MCI,M,19.0,MCI 3<br/>@MUN 0 F,16.0,16.0,100%,1,90,1,0,0,2,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,10,,1,1,4,0,0,8.0,-2.0,0.5
Josko Gvardiol,MCI,D,148.0,MCI 3<br/>@MUN 0 F,14.25,14.25,83%,1,90,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,10,,1,0,0,0,0,8.25,0.0,0.42
John Stones,MCI,D,728.0,MCI 3<br/>@MUN 0 F,12.5,12.5,87%,1,90,0,3,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,10,,1,0,1,0,0,7.5,-1.0,0.4
Ruben Dias,MCI,D,230.0,MCI 3<br/>@MUN 0 F,11.75,11.75,88%,1,90,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,1,10,,1,0,2,0,0,5.75,0.0,0.51
Jack Grealish,MCI,M,232.0,MCI 3<br/>@MUN 0 F,9.0,9.0,98%,1,86,0,1,0,1,1,3,0,0,0,1,0,3,0,1,0,0,0,0,1,10,,1,0,0,0,0,9.5,-1.5,-0.06
Julian Alvarez,MCI,F,10.0,MCI 3<br/>@MUN 0 F,8.0,8.0,100%,1,86,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,10,,1,0,0,0,0,8.0,0.0,0.0
Jeremy Doku,MCI,F,64.0,MCI 3<br/>@MUN 0 F,2.0,2.0,83%,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,,0,0,0,0,0,2.0,0.0,0.0
Mateo Kovacic,MCI,M,257.0,MCI 3<br/>@MUN 0 F,0.5,0.5,56%,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,,0,0,0,0,0,0.5,0.0,0.0
Aaron Wan-Bissaka,MUN,D,143.0,WOL 0<br/>@MUN 1 F,29.0,29.0,,1,90,0,3,1,0,1,1,0,0,1,2,2,3,2,1,0,0,0,0,1,1,59%,1,1,3,0,0,16.5,-0.5,0.43
Raphael Varane,MUN,D,164.0,WOL 0<br/>@MUN 1 F,20.75,20.75,,1,90,1,0,0,1,0,1,0,0,0,0,5,0,1,1,0,0,0,0,1,1,75%,1,1,1,0,0,5.25,-0.5,0.75
Bruno Fernandes,MUN,M,14.0,WOL 0<br/>@MUN 1 F,11.0,11.0,,1,90,0,3,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,1,100%,1,0,0,0,0,11.0,-1.0,0.0
Luke Shaw,MUN,D,203.0,WOL 0<br/>@MUN 1 F,11.0,11.0,,1,90,0,0,0,0,2,1,1,0,0,2,6,0,2,0,0,0,0,0,1,1,82%,1,0,5,0,0,7.5,-2.5,0.32
Antony,MUN,F,163.0,WOL 0<br/>@MUN 1 F,9.5,9.5,,1,76,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,69%,1,0,1,0,0,10.0,-0.5,-0.05
Casemiro,MUN,M,71.0,WOL 0<br/>@MUN 1 F,8.5,8.5,,1,90,0,2,0,0,1,4,0,0,0,1,5,0,3,1,0,0,0,0,1,1,98%,1,0,2,0,0,9.5,-2.0,-0.12
Marcus Rashford,MUN,F,41.0,WOL 0<br/>@MUN 1 F,8.0,8.0,,1,87,0,1,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,100%,1,0,1,1,0,8.5,-0.5,-0.06
Jadon Sancho,MUN,M,330.0,WOL 0<br/>@MUN 1 F,3.0,3.0,,1,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35%,0,0,0,0,0,3.0,0.0,0.0
Alejandro Garnacho,MUN,M,280.0,WOL 0<br/>@MUN 1 F,2.5,2.5,,1,67,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,52%,1,0,2,0,0,2.0,-0.5,0.2
Mason Mount,MUN,M,254.0,WOL 0<br/>@MUN 1 F,2.0,2.0,,1,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,96%,1,0,1,0,0,1.0,0.0,0.5
Scott McTominay,MUN,M,262.0,WOL 0<br/>@MUN 1 F,2.0,2.0,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2%,0,0,0,0,0,2.5,-0.5,-0.25
Facundo Pellistri,MUN,M,326.0,WOL 0<br/>@MUN 1 F,1.5,1.5,,1,12,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,17%,0,0,0,0,0,1.5,0.0,0.0
Victor Lindelof,MUN,D,264.0,WOL 0<br/>@MUN 1 F,1.0,1.0,,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11%,0,0,0,0,0,1.0,0.0,0.0
Christian Eriksen,MUN,M,123.0,WOL 0<br/>@MUN 1 F,0.0,0.0,,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67%,0,0,1,0,0,0.0,0.0,
Lisandro Martinez,MUN,D,363.0,WOL 0<br/>@MUN 1 F,-0.5,-0.5,,1,45,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,48%,1,0,4,0,0,2.0,-2.5,5.0
Bruno Fernandes,MUN,M,14.0,MUN 0<br/>@TOT 2 F,12.5,12.5,,1,90,0,4,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0,2,100%,1,0,4,1,0,14.5,-2.0,-0.16
Luke Shaw,MUN,D,203.0,MUN 0<br/>@TOT 2 F,11.75,11.75,,1,90,0,6,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,2,82%,1,0,0,0,0,11.75,-4.0,0.0
Casemiro,MUN,M,71.0,MUN 0<br/>@TOT 2 F,8.5,8.5,,1,90,0,0,0,2,2,0,0,0,0,1,2,0,0,3,0,0,0,2,0,2,98%,1,0,2,1,0,8.5,0.0,0.0
Alejandro Garnacho,MUN,M,280.0,MUN 0<br/>@TOT 2 F,6.5,6.5,,1,65,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,52%,1,0,0,0,0,6.5,0.0,0.0
Mason Mount,MUN,M,254.0,MUN 0<br/>@TOT 2 F,6.0,6.0,,1,84,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,96%,1,0,1,0,0,6.0,0.0,0.0
Marcus Rashford,MUN,F,41.0,MUN 0<br/>@TOT 2 F,5.0,5.0,,1,84,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,2,100%,1,0,0,1,0,7.0,-2.0,-0.4
Raphael Varane,MUN,D,164.0,MUN 0<br/>@TOT 2 F,4.25,4.25,,1,90,0,0,0,1,1,0,0,0,0,1,5,1,0,2,0,0,0,2,0,2,75%,1,0,0,1,0,4.25,-4.0,0.0
Antony,MUN,F,163.0,MUN 0<br/>@TOT 2 F,3.5,3.5,,1,65,0,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,69%,1,0,4,0,0,6.0,-2.5,-0.71
Christian Eriksen,MUN,M,123.0,MUN 0<br/>@TOT 2 F,3.0,3.0,,1,23,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,67%,0,0,0,0,0,3.0,0.0,0.0
Jadon Sancho,MUN,M,330.0,MUN 0<br/>@TOT 2 F,3.0,3.0,,1,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,35%,0,0,0,0,0,3.0,0.0,0.0
Anthony Martial,MUN,F,253.0,MUN 0<br/>@TOT 2 F,2.0,2.0,,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13%,0,0,0,0,0,2.0,0.0,0.0
Aaron Wan-Bissaka,MUN,D,143.0,MUN 0<br/>@TOT 2 F,1.25,1.25,,1,65,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,2,59%,1,0,5,0,0,3.25,-4.0,-1.6
Facundo Pellistri,MUN,M,326.0,MUN 0<br/>@TOT 2 F,0.0,0.0,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17%,0,0,1,0,0,0.0,0.0,
