,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),dis (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),cos (mean),bs (mean),aer (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean)
46,CRY,CB,3,9.58,0.11,0.61,0.03,0.21,0.87,0.11,0.03,0.0,0.26,0.82,5.26,0.58,1.05,1.92,0.0,0.0,0.0,1.26,0.42,0.13,0.79,0.03,0.0,8.45,-2.63,0.47,1.0,31.97
87,MUN,RB,2,9.43,0.11,1.37,0.11,0.21,1.42,0.53,0.32,0.0,1.11,1.21,2.16,1.47,0.32,0.89,0.0,0.0,0.0,1.42,0.21,0.21,2.0,0.0,0.0,10.12,-3.74,0.58,1.0,23.15
11,Aston Villa Player Stats,LB,1,9.22,0.0,2.0,0.2,0.1,0.9,0.8,0.4,0.0,1.7,1.4,2.1,0.3,0.0,1.8,0.0,0.0,0.0,1.5,0.2,0.1,2.3,0.1,0.0,10.82,-4.2,0.5,1.0,28.31
94,Manchester Utd Player Stats,RB,2,9.18,0.09,1.18,0.09,0.18,1.45,0.55,0.27,0.0,1.0,1.18,2.18,1.27,0.45,0.91,0.0,0.0,0.0,1.36,0.27,0.18,1.73,0.0,0.0,9.55,-3.55,0.55,1.0,22.81
75,Liverpool Player Stats,CB,5,9.05,0.0,0.41,0.09,0.05,0.64,0.18,0.09,0.0,0.0,1.36,4.91,0.14,0.91,3.73,0.0,0.0,0.05,0.82,0.27,0.09,1.0,0.05,0.0,8.91,-2.14,0.45,1.0,24.92
43,CHE,LB,2,9.0,0.0,0.38,0.15,0.38,1.62,0.15,0.15,0.0,0.0,0.46,2.15,0.15,0.77,1.85,0.0,0.0,0.0,0.69,0.46,0.15,1.38,0.15,0.0,6.92,-1.77,0.54,1.0,25.25
68,LIV,CB,5,8.99,0.0,0.42,0.11,0.05,0.66,0.16,0.11,0.0,0.0,1.5,5.0,0.11,0.92,3.53,0.0,0.0,0.05,0.84,0.26,0.11,0.92,0.05,0.0,8.91,-2.24,0.47,1.0,22.48
50,Chelsea Player Stats,LB,2,8.89,0.0,0.43,0.14,0.43,1.57,0.14,0.14,0.0,0.0,0.57,2.14,0.14,0.71,1.86,0.0,0.0,0.0,0.71,0.43,0.14,1.29,0.14,0.0,7.11,-1.79,0.57,1.0,24.36
31,Brentford Player Stats,CB,4,8.48,0.08,0.31,0.0,0.12,0.85,0.31,0.08,0.0,0.0,1.35,5.46,0.5,0.54,3.5,0.0,0.0,0.0,1.27,0.27,0.08,0.5,0.0,0.0,8.94,-2.85,0.5,1.0,26.17
81,Luton Town Player Stats,WB,3,8.43,0.0,2.1,0.2,0.1,1.2,0.2,0.4,0.0,0.9,0.9,2.2,0.7,0.2,1.1,0.0,0.0,0.0,1.8,0.0,0.2,2.2,0.1,0.0,9.43,-2.3,0.4,1.0,19.04
125,WHU,RB,1,8.39,0.0,1.32,0.42,0.0,1.79,0.32,0.0,0.0,0.79,1.16,2.21,0.21,0.32,1.0,0.0,0.0,0.0,1.74,0.11,0.42,0.74,0.11,0.0,8.45,-3.63,0.47,1.0,28.72
60,Everton Player Stats,LB,2,8.39,0.09,1.09,0.0,0.36,2.27,0.55,0.0,0.0,0.55,1.27,2.64,0.55,0.27,0.73,0.0,0.0,0.0,1.27,0.18,0.09,0.91,0.0,0.0,9.2,-2.82,0.55,1.0,24.86
106,Nott'ham Forest Player Stats,LB,3,8.38,0.0,0.83,0.33,0.33,1.0,0.0,0.0,0.17,0.33,1.0,2.83,0.17,0.67,0.67,0.0,0.0,0.0,0.83,0.33,0.33,2.17,0.17,0.0,6.88,-2.83,0.67,1.0,14.45
122,Tottenham Player Stats,RB,2,8.34,0.0,1.07,0.21,0.07,2.21,0.14,0.29,0.0,0.43,0.71,2.21,0.64,0.57,0.64,0.0,0.07,0.0,1.21,0.29,0.07,2.07,0.0,0.0,8.2,-3.07,0.5,1.0,26.3
4,AVL,LB,1,8.34,0.0,1.71,0.24,0.12,0.88,0.82,0.47,0.0,1.35,1.53,2.29,0.12,0.0,1.47,0.0,0.0,0.0,1.47,0.24,0.12,2.59,0.12,0.0,9.57,-4.29,0.53,1.0,28.9
77,Liverpool Player Stats,RB,2,8.02,0.0,1.64,0.09,0.18,1.09,0.36,0.27,0.0,0.55,1.0,1.91,1.0,0.0,0.36,0.0,0.0,0.0,0.82,0.27,0.09,1.27,0.0,0.0,8.11,-2.36,0.45,1.0,23.28
117,TOT,CB,3,7.91,0.11,0.21,0.0,0.11,1.32,0.11,0.21,0.0,0.0,0.97,3.63,0.34,0.66,2.03,0.0,0.0,0.05,0.89,0.42,0.11,1.16,0.0,0.0,6.86,-2.53,0.42,1.0,24.92
89,Manchester City Player Stats,LB,3,7.88,0.1,0.6,0.0,0.5,0.5,0.6,0.1,0.0,0.1,1.3,1.1,0.6,0.3,1.1,0.0,0.0,0.0,0.7,0.4,0.1,1.0,0.0,0.0,6.38,-1.9,0.4,1.0,20.53
131,West Ham Player Stats,RB,1,7.82,0.0,1.27,0.36,0.0,1.73,0.27,0.0,0.0,0.73,1.36,2.36,0.18,0.36,1.0,0.0,0.0,0.0,1.82,0.09,0.36,0.82,0.09,0.0,8.5,-3.77,0.45,1.0,25.44
103,Newcastle Utd Player Stats,LB,3,7.77,0.09,0.45,0.0,0.27,0.82,0.36,0.18,0.0,0.27,1.0,2.73,0.09,0.64,1.73,0.0,0.0,0.0,1.0,0.45,0.09,1.36,0.09,0.0,6.68,-2.55,0.55,1.0,29.09
102,Newcastle Utd Player Stats,CB,4,7.75,0.05,0.18,0.09,0.09,0.86,0.18,0.23,0.0,0.0,0.68,3.18,0.18,0.82,2.41,0.0,0.05,0.0,0.95,0.45,0.09,1.82,0.05,0.0,6.39,-2.45,0.55,1.0,21.66
56,EVE,CB,3,7.67,0.05,0.47,0.05,0.21,0.95,0.21,0.26,0.0,0.11,1.66,3.95,0.18,1.24,2.92,0.0,0.0,0.0,1.47,0.16,0.11,2.0,0.05,0.0,9.41,-3.58,0.53,1.0,26.47
59,Everton Player Stats,CB,3,7.61,0.05,0.45,0.05,0.23,0.91,0.18,0.32,0.0,0.09,1.59,3.91,0.23,1.14,2.91,0.0,0.0,0.0,1.36,0.18,0.09,2.23,0.05,0.0,9.2,-3.45,0.55,1.0,26.56
96,NEW,LB,2,7.59,0.11,0.42,0.0,0.26,0.95,0.37,0.16,0.0,0.21,0.95,2.47,0.11,0.58,1.84,0.0,0.0,0.0,1.05,0.42,0.11,0.89,0.11,0.0,6.62,-2.61,0.53,1.0,29.73
83,MCI,LB,3,7.53,0.09,0.43,0.0,0.43,0.43,0.7,0.09,0.0,0.09,1.17,0.91,0.65,0.26,0.96,0.0,0.0,0.0,0.61,0.48,0.09,0.87,0.0,0.0,5.53,-1.74,0.35,1.0,20.22
21,BRF,CB,4,7.51,0.02,0.31,0.0,0.07,0.89,0.29,0.09,0.0,0.0,1.44,5.18,0.49,0.58,3.27,0.0,0.0,0.0,1.29,0.24,0.02,0.58,0.0,0.0,8.72,-2.9,0.49,1.0,22.47
70,LIV,RB,2,7.46,0.0,1.21,0.11,0.21,1.26,0.42,0.26,0.0,0.53,0.89,2.05,1.11,0.0,0.42,0.0,0.0,0.0,0.84,0.26,0.11,1.16,0.0,0.0,7.57,-2.42,0.47,1.0,22.37
95,NEW,CB,4,7.45,0.05,0.21,0.08,0.11,0.79,0.18,0.18,0.0,0.0,0.71,2.92,0.21,0.76,2.42,0.0,0.03,0.0,1.0,0.42,0.11,1.76,0.05,0.0,6.31,-2.46,0.53,1.0,20.0
90,Manchester City Player Stats,RB,1,7.42,0.0,1.1,0.1,0.1,0.7,0.3,0.1,0.0,0.4,0.6,1.1,0.7,0.1,0.9,0.0,0.0,0.0,0.7,0.4,0.1,1.0,0.1,0.0,6.08,-1.75,0.4,1.0,19.62
118,TOT,LB,1,7.42,0.0,0.78,0.22,0.11,1.44,0.89,0.33,0.0,0.0,1.11,2.56,0.78,0.22,0.78,0.0,0.0,0.0,0.89,0.33,0.22,3.11,0.22,0.0,6.75,-2.89,0.44,1.0,23.93
52,Chelsea Player Stats,WB,3,7.39,0.0,1.57,0.14,0.14,0.86,0.86,0.14,0.0,1.14,0.43,0.43,1.0,0.14,1.43,0.0,0.0,0.0,1.14,0.14,0.14,1.29,0.14,0.0,8.54,-3.0,0.71,1.0,30.67
45,CHE,WB,3,7.39,0.0,1.57,0.14,0.14,0.86,0.86,0.14,0.0,1.14,0.43,0.43,1.0,0.14,1.43,0.0,0.0,0.0,1.14,0.14,0.14,1.29,0.14,0.0,8.54,-3.0,0.71,1.0,30.67
84,MCI,RB,1,7.27,0.0,1.04,0.09,0.09,0.48,0.26,0.09,0.0,0.35,0.48,1.09,0.57,0.04,0.87,0.0,0.0,0.0,0.61,0.48,0.09,1.0,0.09,0.0,5.32,-1.52,0.35,1.0,19.47
44,CHE,RB,3,7.04,0.0,0.62,0.31,0.0,1.23,0.46,0.31,0.15,0.0,0.77,1.69,0.85,0.0,0.62,0.0,0.0,0.0,0.54,0.46,0.31,3.08,0.15,0.0,5.12,-3.0,0.54,1.0,19.69
80,Luton Town Player Stats,RB,3,7.0,0.0,1.4,0.0,0.0,0.6,0.6,0.0,0.0,1.2,0.8,2.6,1.2,0.4,1.8,0.0,0.0,0.0,1.2,0.0,0.0,1.4,0.0,0.0,9.3,-2.3,0.4,1.0,16.5
120,Tottenham Player Stats,CB,5,6.99,0.09,0.23,0.05,0.09,1.23,0.14,0.23,0.0,0.0,0.95,3.5,0.36,0.59,1.86,0.0,0.0,0.05,1.09,0.36,0.14,1.18,0.09,0.0,6.51,-2.93,0.41,1.0,25.22
98,NOT,CB,6,6.97,0.04,0.39,0.0,0.29,0.94,0.16,0.08,0.04,0.0,1.0,4.8,0.31,0.96,2.69,0.0,0.0,0.0,1.31,0.24,0.04,1.43,0.04,0.0,8.08,-2.78,0.37,1.0,22.11
57,EVE,LB,2,6.97,0.0,1.21,0.0,0.21,2.42,0.58,0.0,0.0,0.47,1.05,2.53,0.53,0.32,0.79,0.0,0.0,0.0,1.37,0.16,0.0,1.0,0.0,0.0,9.05,-3.03,0.53,1.0,21.2
105,Nott'ham Forest Player Stats,CB,6,6.96,0.04,0.36,0.0,0.25,1.04,0.14,0.07,0.04,0.0,1.11,4.96,0.36,0.89,2.43,0.0,0.0,0.0,1.29,0.29,0.04,1.29,0.04,0.0,7.85,-2.61,0.39,1.0,20.65
54,Crystal Palace Player Stats,LB,1,6.8,0.09,0.55,0.09,0.09,1.09,0.55,0.18,0.0,0.55,0.73,2.82,0.45,0.45,0.27,0.0,0.0,0.0,1.18,0.45,0.18,1.18,0.0,0.0,5.52,-3.0,0.45,1.0,17.53
82,MCI,CB,4,6.65,0.0,0.3,0.0,0.18,1.14,0.18,0.05,0.05,0.05,1.05,1.89,0.05,0.45,1.41,0.0,0.0,0.05,0.59,0.5,0.0,0.93,0.0,0.0,5.56,-1.91,0.32,1.0,13.47
51,Chelsea Player Stats,RB,4,6.59,0.0,0.75,0.25,0.0,1.25,0.38,0.25,0.12,0.0,0.75,1.62,0.88,0.12,0.5,0.0,0.0,0.0,0.62,0.38,0.25,2.5,0.25,0.0,5.41,-2.81,0.5,1.0,17.08
79,Luton Town Player Stats,LB,3,6.45,0.0,0.8,0.0,0.4,1.4,0.0,0.0,0.0,1.2,0.6,1.8,0.6,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6,0.0,0.0,6.85,-0.4,0.4,1.0,27.5
88,Manchester City Player Stats,CB,4,6.39,0.09,0.5,0.0,0.27,0.77,0.23,0.05,0.05,0.05,1.0,2.0,0.05,0.36,0.86,0.0,0.0,0.05,0.68,0.41,0.09,1.0,0.0,0.0,5.14,-2.11,0.45,1.0,13.75
63,FUL,LB,2,6.34,0.0,0.68,0.0,0.0,1.63,0.68,0.26,0.0,0.58,2.26,2.11,1.11,0.16,1.47,0.0,0.0,0.11,1.63,0.32,0.0,2.05,0.11,0.0,9.11,-4.66,0.42,1.0,15.85
42,CHE,CB,3,6.31,0.05,0.36,0.0,0.14,0.45,0.23,0.18,0.0,0.0,0.86,3.5,0.27,0.75,2.75,0.0,0.0,0.0,1.14,0.27,0.05,1.18,0.23,0.0,6.97,-2.75,0.59,1.0,21.84
107,Nott'ham Forest Player Stats,RB,3,6.29,0.14,0.57,0.0,0.14,1.57,0.43,0.29,0.0,0.29,0.86,2.0,0.29,0.29,1.86,0.0,0.0,0.0,1.14,0.14,0.14,1.57,0.14,0.0,7.07,-3.07,0.57,1.0,12.42
38,Brighton Player Stats,WB,2,6.25,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,1.0,1.0,25.75
17,BHA,WB,2,6.25,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,1.0,1.0,25.75
72,LUT,LB,3,6.23,0.0,0.91,0.0,0.36,1.36,0.0,0.09,0.0,1.09,0.55,1.64,0.64,0.0,0.91,0.0,0.0,0.0,1.73,0.0,0.0,0.91,0.0,0.0,6.77,-0.55,0.36,1.0,26.72
0,ARS,CB,4,6.06,0.0,0.21,0.05,0.0,0.32,0.08,0.11,0.0,0.05,1.05,1.87,0.11,0.84,1.53,0.0,0.0,0.0,0.84,0.47,0.05,0.76,0.0,0.0,4.78,-1.93,0.58,1.0,17.91
66,Fulham Player Stats,LB,2,5.98,0.0,0.64,0.0,0.0,1.64,0.73,0.36,0.0,0.64,2.18,2.09,1.18,0.18,1.36,0.0,0.0,0.09,1.55,0.27,0.0,2.36,0.09,0.0,8.98,-4.64,0.45,1.0,15.84
73,LUT,RB,3,5.86,0.0,1.27,0.0,0.0,0.55,0.64,0.09,0.0,1.09,1.0,2.36,1.09,0.36,1.64,0.0,0.0,0.0,1.36,0.0,0.0,1.82,0.0,0.0,8.73,-2.86,0.36,1.0,15.07
7,Arsenal Player Stats,CB,4,5.8,0.0,0.18,0.05,0.0,0.32,0.09,0.09,0.0,0.05,1.0,1.91,0.09,0.82,1.5,0.0,0.0,0.0,0.82,0.45,0.05,0.77,0.0,0.0,4.61,-1.86,0.55,1.0,16.81
92,Manchester Utd Player Stats,CB,5,5.69,0.05,0.5,0.15,0.1,0.65,0.25,0.15,0.0,0.05,0.5,3.45,0.15,0.6,1.9,0.0,0.0,0.05,1.3,0.25,0.2,1.2,0.15,0.0,5.91,-3.28,0.5,1.0,11.17
49,Chelsea Player Stats,CB,3,5.69,0.04,0.32,0.0,0.12,0.44,0.28,0.16,0.0,0.0,0.84,3.32,0.24,0.68,2.72,0.0,0.0,0.0,1.16,0.24,0.04,1.08,0.2,0.0,6.63,-2.78,0.56,1.0,18.89
47,CRY,LB,1,5.63,0.0,0.63,0.11,0.0,1.11,0.63,0.21,0.0,0.63,0.74,2.74,0.47,0.42,0.32,0.0,0.0,0.0,1.26,0.42,0.11,1.32,0.0,0.0,5.63,-3.26,0.47,1.0,17.77
1,ARS,LB,4,5.44,0.0,0.65,0.0,0.24,1.29,0.41,0.12,0.12,0.0,0.53,0.71,0.35,0.12,0.47,0.0,0.0,0.0,0.59,0.53,0.0,1.71,0.12,0.0,4.71,-2.44,0.65,1.0,16.73
8,Arsenal Player Stats,LB,4,5.35,0.0,0.6,0.0,0.2,1.3,0.5,0.1,0.1,0.0,0.6,0.8,0.4,0.1,0.5,0.0,0.0,0.0,0.6,0.5,0.0,1.5,0.1,0.0,4.7,-2.35,0.6,1.0,16.96
93,Manchester Utd Player Stats,LB,5,5.25,0.0,1.09,0.09,0.0,0.64,0.55,0.36,0.0,0.18,1.27,3.45,0.27,0.55,0.64,0.0,0.0,0.0,1.36,0.27,0.09,2.64,0.27,0.0,6.52,-3.55,0.55,1.0,11.3
133,Wolves Player Stats,LB,3,5.18,0.0,0.57,0.14,0.0,1.71,1.14,0.29,0.0,0.14,0.86,1.86,1.14,0.86,1.29,0.0,0.0,0.0,1.57,0.14,0.14,1.86,0.0,0.0,7.61,-4.29,0.43,1.0,10.7
99,NOT,LB,3,5.17,0.0,0.67,0.0,0.44,0.78,0.0,0.0,0.22,0.44,1.33,2.89,0.22,0.56,0.89,0.0,0.0,0.0,0.89,0.22,0.0,2.67,0.11,0.0,7.17,-3.33,0.67,1.0,11.18
85,MUN,CB,5,5.1,0.06,0.59,0.18,0.12,0.76,0.29,0.18,0.0,0.06,0.59,2.88,0.18,0.53,1.47,0.0,0.0,0.06,1.35,0.18,0.24,1.24,0.12,0.0,5.72,-3.5,0.53,1.0,10.26
123,WHU,CB,3,5.04,0.11,0.11,0.0,0.24,0.39,0.05,0.05,0.05,0.0,1.34,5.11,0.05,1.21,2.37,0.0,0.0,0.0,1.74,0.11,0.11,1.05,0.0,0.0,7.33,-3.97,0.47,1.0,17.67
124,WHU,LB,3,4.84,0.09,0.73,0.18,0.09,1.18,0.36,0.45,0.0,0.45,1.09,2.64,0.73,0.18,0.55,0.0,0.09,0.0,1.73,0.09,0.18,2.36,0.0,0.0,6.66,-4.55,0.45,1.0,13.39
64,FUL,RB,2,4.76,0.0,0.42,0.0,0.11,0.79,0.42,0.21,0.0,0.63,1.32,2.21,1.05,0.21,0.74,0.0,0.0,0.0,1.42,0.32,0.0,2.21,0.0,0.0,6.34,-3.47,0.42,1.0,13.65
5,AVL,RB,2,4.66,0.0,0.47,0.12,0.59,1.12,0.18,0.29,0.0,0.24,0.71,2.06,0.29,0.71,0.24,0.0,0.0,0.12,1.29,0.29,0.12,1.88,0.0,0.0,5.93,-3.85,0.53,1.0,20.62
127,WOL,LB,3,4.64,0.0,0.64,0.09,0.0,1.73,1.36,0.36,0.0,0.18,0.82,1.64,1.18,0.91,1.09,0.0,0.0,0.0,1.64,0.18,0.09,1.91,0.0,0.0,7.59,-4.68,0.45,1.0,8.71
86,MUN,LB,5,4.62,0.0,1.05,0.11,0.0,0.53,0.63,0.32,0.0,0.0,1.37,3.42,0.32,0.47,0.74,0.0,0.0,0.0,1.47,0.21,0.11,2.53,0.26,0.0,6.3,-3.68,0.58,1.0,6.18
129,West Ham Player Stats,CB,4,4.53,0.09,0.09,0.0,0.23,0.41,0.05,0.09,0.05,0.0,1.32,5.14,0.05,1.18,2.59,0.0,0.0,0.05,1.82,0.09,0.09,1.18,0.0,0.0,7.47,-4.39,0.45,1.0,15.94
121,Tottenham Player Stats,LB,2,4.52,0.0,0.67,0.17,0.08,1.42,0.83,0.42,0.08,0.17,1.17,2.42,0.67,0.17,0.67,0.0,0.0,0.0,1.33,0.25,0.17,3.83,0.17,0.0,6.35,-4.5,0.58,1.0,18.88
12,Aston Villa Player Stats,RB,2,4.45,0.0,0.6,0.1,0.5,1.0,0.2,0.3,0.0,0.3,0.7,1.8,0.3,0.6,0.2,0.0,0.0,0.1,1.3,0.3,0.1,1.8,0.0,0.0,5.75,-3.8,0.5,1.0,19.53
67,Fulham Player Stats,RB,2,4.36,0.0,0.36,0.0,0.09,0.82,0.36,0.18,0.0,0.55,1.27,2.18,0.91,0.18,0.82,0.0,0.0,0.0,1.36,0.27,0.0,2.0,0.0,0.0,6.0,-3.27,0.45,1.0,12.75
126,WOL,CB,3,4.29,0.0,0.41,0.0,0.23,0.8,0.3,0.23,0.0,0.05,0.89,4.2,0.23,1.07,2.18,0.0,0.0,0.0,1.59,0.09,0.0,1.52,0.09,0.0,7.53,-3.78,0.5,1.0,10.98
23,BRF,RB,3,4.28,0.0,0.56,0.0,0.11,1.44,0.56,0.44,0.0,0.22,0.56,1.33,0.89,0.11,1.22,0.0,0.0,0.0,1.0,0.22,0.0,2.56,0.11,0.0,6.11,-3.17,0.56,1.0,9.93
132,Wolves Player Stats,CB,3,4.26,0.0,0.4,0.0,0.2,0.88,0.28,0.24,0.0,0.04,0.88,4.32,0.2,1.04,2.36,0.0,0.0,0.0,1.64,0.08,0.0,1.6,0.08,0.0,7.68,-3.9,0.48,1.0,12.21
3,AVL,CB,3,4.19,0.05,0.18,0.05,0.15,0.75,0.02,0.05,0.0,0.02,0.62,2.3,0.62,0.62,0.88,0.0,0.05,0.0,1.3,0.2,0.05,0.78,0.1,0.0,4.85,-2.71,0.45,1.0,12.63
32,Brentford Player Stats,LB,3,4.16,0.0,1.12,0.12,0.0,0.38,1.0,0.38,0.0,0.5,0.75,1.25,0.88,0.38,0.75,0.0,0.0,0.0,1.38,0.25,0.12,2.25,0.25,0.0,5.91,-3.5,0.75,1.0,11.54
55,Crystal Palace Player Stats,RB,2,4.02,0.0,0.0,0.0,0.0,1.45,0.09,0.27,0.0,0.09,0.55,2.82,0.27,0.27,1.36,0.0,0.0,0.09,1.18,0.45,0.0,1.82,0.0,0.0,4.7,-3.41,0.45,1.0,9.03
71,LUT,CB,6,3.9,0.08,0.24,0.08,0.12,1.27,0.18,0.16,0.0,0.0,1.08,3.18,0.27,0.75,2.04,0.0,0.0,0.02,1.92,0.0,0.16,1.2,0.02,0.0,6.91,-4.34,0.43,1.0,12.47
22,BRF,LB,3,3.89,0.0,1.0,0.14,0.0,0.43,1.0,0.43,0.0,0.43,0.71,1.0,1.0,0.43,0.71,0.0,0.0,0.0,1.29,0.29,0.14,2.43,0.29,0.0,5.82,-3.93,0.71,1.0,10.85
48,CRY,RB,2,3.86,0.0,0.0,0.0,0.0,1.26,0.11,0.32,0.0,0.11,0.63,2.79,0.32,0.32,1.47,0.0,0.0,0.05,1.26,0.42,0.0,1.95,0.0,0.0,4.8,-3.47,0.47,1.0,9.87
10,Aston Villa Player Stats,CB,3,3.82,0.04,0.17,0.04,0.13,0.7,0.04,0.04,0.0,0.04,0.7,2.3,0.7,0.57,0.87,0.0,0.04,0.0,1.35,0.17,0.04,0.7,0.09,0.0,4.84,-2.8,0.43,1.0,12.97
78,Luton Town Player Stats,CB,6,3.78,0.07,0.23,0.07,0.1,1.2,0.2,0.13,0.0,0.0,1.17,3.67,0.27,0.8,1.9,0.0,0.0,0.03,1.87,0.0,0.13,1.03,0.03,0.0,6.92,-4.27,0.47,1.0,11.99
108,Nott'ham Forest Player Stats,WB,2,3.75,0.0,0.25,0.0,0.0,1.25,0.75,0.75,0.0,0.0,0.75,2.5,0.75,0.25,1.5,0.0,0.0,0.0,1.5,0.5,0.0,3.75,0.25,0.0,5.62,-4.88,0.0,1.0,20.92
101,NOT,WB,2,3.75,0.0,0.25,0.0,0.0,1.25,0.75,0.75,0.0,0.0,0.75,2.5,0.75,0.25,1.5,0.0,0.0,0.0,1.5,0.5,0.0,3.75,0.25,0.0,5.62,-4.88,0.0,1.0,20.92
65,Fulham Player Stats,CB,3,3.69,0.05,0.0,0.0,0.14,0.86,0.36,0.14,0.09,0.0,1.27,3.86,0.14,0.5,1.59,0.0,0.0,0.0,1.45,0.27,0.05,1.68,0.0,0.0,5.6,-4.0,0.45,1.0,10.9
33,Brentford Player Stats,RB,3,3.68,0.0,0.5,0.0,0.1,1.3,0.5,0.5,0.0,0.3,0.5,1.3,0.8,0.1,1.4,0.0,0.0,0.0,1.1,0.2,0.0,2.9,0.1,0.0,5.92,-3.45,0.6,1.0,12.25
128,WOL,RB,1,3.63,0.0,0.38,0.0,0.0,1.77,0.62,0.46,0.0,0.62,1.38,2.85,1.77,0.46,0.46,0.0,0.0,0.0,2.0,0.15,0.0,3.31,0.0,0.0,7.94,-5.23,0.38,1.0,10.53
