minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
13,Cody Gakpo,Liverpool,0.05,,Off Target,20,Right Foot,,Alexis Mac Allister,Pass (Live),Ibrahima Konate,Pass (Live),23
14,Kai Havertz,Arsenal,0.55,0.35,Saved,18,Right Foot,,Martin Odegaard,Pass (Live),Oleksandr Zinchenko,Pass (Live),23
14,Bukayo Saka,Arsenal,0.44,0.30,Goal,11,Left Foot,Deflected,Kai Havertz,Shot,,,23
21,Martin Odegaard,Arsenal,0.14,,Blocked,16,Left Foot,,Kai Havertz,Pass (Live),,,23
24,Luis Diaz,Liverpool,0.02,,Blocked,15,Right Foot,,Alexis Mac Allister,Pass (Live),Ibrahima Konate,Pass (Live),23
29,Virgil van Dijk,Liverpool,0.04,,Off Target,11,Head,,Trent Alexander-Arnold,Pass (Dead),Joe Gomez,Pass (Live),23
38,Gabriel Dos Santos,Arsenal,0.06,0.12,Saved,21,Left Foot,,Gabriel Martinelli,Pass (Live),Martin Odegaard,Pass (Dead),23
39,Declan Rice,Arsenal,0.04,,Blocked,24,Left Foot,,Martin Odegaard,Pass (Live),Gabriel Martinelli,Pass (Live),23
39,Kai Havertz,Arsenal,0.19,0.20,Saved,11,Left Foot,Volley,Declan Rice,Shot,,,23
45+1,Gabriel Martinelli,Arsenal,0.08,,Blocked,11,Right Foot,,Jorginho,Pass (Live),Bukayo Saka,Pass (Live),23
46,Luis Diaz,Liverpool,0.10,,Blocked,12,Right Foot,,Virgil van Dijk,Pass (Live),,,23
46,Alexis Mac Allister,Liverpool,0.02,,Off Target,36,Right Foot,,Diogo Jota,Pass (Live),Virgil van Dijk,Pass (Live),23
48,Curtis Jones,Liverpool,0.04,,Off Target,17,Right Foot,,Luis Diaz,Pass (Live),Diogo Jota,Pass (Live),23
52,Martin Odegaard,Arsenal,0.05,,Blocked,18,Left Foot,,Martin Odegaard,Take-On,Kai Havertz,Pass (Live),23
56,Gabriel Dos Santos,Arsenal,0.09,,Off Target,11,Head,,Kai Havertz,Fouled,Martin Odegaard,Pass (Live),23
61,Bukayo Saka,Arsenal,0.02,,Blocked,23,Left Foot,,Declan Rice,Pass (Live),Gabriel Martinelli,Pass (Live),23
61,Kai Havertz,Arsenal,0.31,,Off Target,2,Head,,Declan Rice,Pass (Dead),Bukayo Saka,Shot,23
62,Luis Diaz,Liverpool,0.04,0.02,Saved,17,Right Foot,,Diogo Jota,Pass (Live),Alisson,Pass (Live),23
67,Gabriel Martinelli,Arsenal,0.75,0.13,Goal,17,Right Foot,,William Saliba,Pass (Live),Jorginho,Pass (Live),23
69,Alexis Mac Allister,Liverpool,0.02,,Off Target,31,Left Foot,,Ibrahima Konate,Pass (Live),Virgil van Dijk,Pass (Live),23
77,Alexis Mac Allister,Liverpool,0.03,,Off Target,23,Right Foot,Volley,Diogo Jota,Pass (Live),Alexis Mac Allister,Pass (Live),23
84,Jakub Kiwior,Arsenal,0.26,0.31,Saved,11,Head,,Martin Odegaard,Pass (Live),Ben White,Pass (Live),23
84,Darwin Nunez,Liverpool,0.02,,Off Target,14,Right Foot,,Darwin Nunez,Take-On,Joe Gomez,Pass (Live),23
90+2,Leandro Trossard,Arsenal,0.04,0.04,Goal,11,Left Foot,Deflected,Leandro Trossard,Take-On,Jakub Kiwior,Pass (Live),23
