minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
45+2,Mohamed Salah,Liverpool,0.11,,Blocked,13,Right Foot,,Trent Alexander-Arnold,Pass (Live),Dominik Szoboszlai,Pass (Live),16
45+2,Dominik Szoboszlai,Liverpool,0.11,,Blocked,16,Left Foot,,Mohamed Salah,Shot,,,16
48,Luis Diaz,Liverpool,0.03,,Off Target,23,Right Foot,,Trent Alexander-Arnold,Pass (Live),Dominik Szoboszlai,Pass (Live),16
48,Darwin Nunez,Liverpool,0.20,,Off Target,10,Head,,Luis Diaz,Shot,,,16
50,Jefferson Lerma,Crystal Palace,0.02,,Off Target,14,Head,,Will Hughes,Pass (Dead),Jeffrey Schlupp,Fouled,16
53,Jefferson Lerma,Crystal Palace,0.01,,Off Target,16,Head,,Will Hughes,Pass (Dead),,,16
57,Jean-Philippe Mateta (pen),Crystal Palace,0.79,0.97,Goal,13,Right Foot,,Jean-Philippe Mateta,Fouled,Will Hughes,Pass (Live),16
61,Jeffrey Schlupp,Crystal Palace,0.06,0.02,Saved,25,Right Foot,,Jean-Philippe Mateta,Pass (Live),Jefferson Lerma,Pass (Live),16
62,Mohamed Salah,Liverpool,0.09,,Blocked,14,Right Foot,,Joe Gomez,Pass (Live),Cody Gakpo,Pass (Live),16
70,Virgil van Dijk,Liverpool,0.15,,Off Target,7,Head,,Trent Alexander-Arnold,Pass (Dead),,,16
71,Darwin Nunez,Liverpool,0.29,,Off Target,6,Right Foot,Volley,Trent Alexander-Arnold,Pass (Dead),Cody Gakpo,Fouled,16
72,Jeffrey Schlupp,Crystal Palace,0.02,,Blocked,28,Left Foot,,Will Hughes,Pass (Live),Chris Richards,Interception,16
76,Mohamed Salah,Liverpool,0.14,0.15,Goal,14,Left Foot,Deflected,Curtis Jones,Pass (Live),Joe Gomez,Pass (Live),16
88,Harvey Elliott,Liverpool,0.04,,Off Target,12,Right Foot,,Trent Alexander-Arnold,Pass (Live),Harvey Elliott,Pass (Live),16
90+1,Harvey Elliott,Liverpool,0.04,0.15,Goal,23,Left Foot,,Mohamed Salah,Pass (Live),Joe Gomez,Pass (Live),16
90+10,Joachim Andersen,Crystal Palace,0.21,0.18,Saved,8,Head,,Michael Olise,Pass (Dead),Michael Olise,Fouled,16
90+11,Jean-Philippe Mateta,Crystal Palace,0.14,,Blocked,8,Head,,Michael Olise,Pass (Dead),Joachim Andersen,Shot,16
3,Diogo Dalot,Manchester Utd,0.12,,Off Target,15,Right Foot,Volley,Bruno Fernandes,Pass (Live),Anthony Martial,Pass (Live),16
3,Sergio Reguilon,Manchester Utd,0.12,,Blocked,10,Right Foot,Volley,Diogo Dalot,Shot,,,16
5,Dominic Solanke,Bournemouth,0.25,0.74,Goal,8,Right Foot,,Lewis Cook,Pass (Live),Lewis Cook,Interception,16
8,Harry Maguire,Manchester Utd,0.04,0.06,Saved,11,Head,,Sergio Reguilon,Pass (Live),Diogo Dalot,Pass (Live),16
13,Scott McTominay,Manchester Utd,0.04,,Blocked,21,Right Foot,,Alejandro Garnacho,Pass (Live),Anthony Martial,Pass (Live),16
14,Harry Maguire,Manchester Utd,0.02,,Blocked,13,Head,,Bruno Fernandes,Pass (Dead),Scott McTominay,Shot,16
14,Scott McTominay,Manchester Utd,0.14,,Blocked,11,Right Foot,,Diogo Dalot,Pass (Live),Bruno Fernandes,Pass (Live),16
16,Marcus Tavernier,Bournemouth,0.08,0.09,Saved,15,Right Foot,,Marcos Senesi,Pass (Live),Lewis Cook,Pass (Live),16
28,Illia Zabarnyi,Bournemouth,0.07,,Off Target,9,Head,,Marcus Tavernier,Pass (Dead),,,16
28,Dominic Solanke,Bournemouth,0.03,,Off Target,9,Head,,Lewis Cook,Pass (Dead),Illia Zabarnyi,Shot,16
35,Marcus Tavernier,Bournemouth,0.02,,Off Target,32,Left Foot,,Marcus Tavernier,Take-On,Antoine Semenyo,Pass (Live),16
36,Anthony Martial,Manchester Utd,0.04,0.08,Saved,23,Left Foot,,Bruno Fernandes,Pass (Live),Anthony Martial,Pass (Live),16
39,Dominic Solanke,Bournemouth,0.07,,Woodwork,14,Right Foot,,Lewis Cook,Pass (Live),Lewis Cook,Take-On,16
45+1,Alejandro Garnacho,Manchester Utd,0.02,,Blocked,18,Right Foot,,Bruno Fernandes,Pass (Live),,,16
45+1,Dominic Solanke,Bournemouth,0.10,,Blocked,17,Right Foot,,Antoine Semenyo,Pass (Live),Dominic Solanke,Pass (Live),16
48,Alejandro Garnacho,Manchester Utd,0.05,,Blocked,15,Right Foot,,Anthony Martial,Pass (Live),Diogo Dalot,Pass (Live),16
49,Scott McTominay,Manchester Utd,0.08,,Blocked,16,Right Foot,,Antony,Pass (Live),Sergio Reguilon,Pass (Live),16
49,Bruno Fernandes,Manchester Utd,0.06,,Blocked,18,Right Foot,,Scott McTominay,Shot,,,16
49,Alejandro Garnacho,Manchester Utd,0.01,,Blocked,23,Right Foot,,Bruno Fernandes,Pass (Dead),Bruno Fernandes,Shot,16
57,Scott McTominay,Manchester Utd,0.05,,Off Target,10,Head,,Sergio Reguilon,Pass (Dead),Sofyan Amrabat,Pass (Live),16
61,Scott McTominay,Manchester Utd,0.04,0.04,Saved,12,Head,,Antony,Pass (Live),Harry Maguire,Pass (Live),16
65,Rasmus Hojlund,Manchester Utd,0.04,,Off Target,16,Left Foot,,Bruno Fernandes,Pass (Live),Rasmus Hojlund,Pass (Live),16
65,Antony,Manchester Utd,0.06,,Blocked,13,Left Foot,,Rasmus Hojlund,Shot,,,16
67,Diogo Dalot,Manchester Utd,0.04,,Off Target,12,Right Foot,,Antony,Pass (Live),Diogo Dalot,Pass (Live),16
68,Philip Billing,Bournemouth,0.32,0.90,Goal,6,Other,,Marcus Tavernier,Pass (Live),Dominic Solanke,Pass (Live),16
70,Scott McTominay,Manchester Utd,0.11,,Off Target,5,Left Foot,,Alejandro Garnacho,Pass (Live),Bruno Fernandes,Pass (Live),16
73,Marcos Senesi,Bournemouth,0.11,0.39,Goal,9,Head,,Marcus Tavernier,Pass (Dead),Marcus Tavernier,Fouled,16
76,Scott McTominay,Manchester Utd,0.05,,Blocked,21,Right Foot,,Rasmus Hojlund,Tackle,,,16
78,Alejandro Garnacho,Manchester Utd,0.02,,Blocked,26,Right Foot,,Bruno Fernandes,Pass (Live),Luke Shaw,Pass (Live),16
85,Dominic Solanke,Bournemouth,0.42,,Off Target,9,Right Foot,,Philip Billing,Pass (Live),Philip Billing,Take-On,16
14,Harry Toffolo,Nott'ham Forest,0.17,0.07,Goal,6,Head,Deflected,Neco Williams,Pass (Live),Cheikhou Kouyate,Pass (Live),16
26,Hwang Hee-chan,Wolves,0.05,,Off Target,7,Head,,Hwang Hee-chan,Pass (Live),Toti Gomes,Pass (Dead),16
30,Matheus Cunha,Wolves,0.02,0.35,Saved,23,Left Foot,,Craig Dawson,Pass (Live),Joao Gomes,Pass (Live),16
32,Matheus Cunha,Wolves,0.60,0.87,Goal,9,Right Foot,,Pablo Sarabia,Pass (Live),Mario Lemina,Pass (Live),16
37,Hugo Bueno,Wolves,0.07,,Blocked,15,Left Foot,,Pablo Sarabia,Pass (Live),Joao Gomes,Pass (Live),16
39,Nelson Semedo,Wolves,0.02,,Off Target,30,Left Foot,,Pablo Sarabia,Pass (Live),Matheus Cunha,Pass (Live),16
45+5,Cheikhou Kouyate,Nott'ham Forest,0.13,0.27,Saved,21,Right Foot,,Cheikhou Kouyate,Tackle,,,16
45+5,Cheikhou Kouyate,Nott'ham Forest,0.08,,Off Target,9,Head,,Moussa Niakhate,Pass (Dead),Cheikhou Kouyate,Shot,16
50,Craig Dawson,Wolves,0.08,,Off Target,12,Right Foot,Volley,Pablo Sarabia,Pass (Dead),Matheus Cunha,Fouled,16
70,Harry Toffolo,Nott'ham Forest,0.76,,Off Target,4,Head,,Neco Williams,Pass (Live),Neco Williams,Tackle,16
70,Matheus Cunha,Wolves,0.08,0.02,Saved,12,Head,,Boubacar Traore,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),16
71,Ryan Yates,Nott'ham Forest,0.05,,Off Target,18,Left Foot,,Anthony Elanga,Pass (Live),Harry Toffolo,Pass (Live),16
73,Anthony Elanga,Nott'ham Forest,0.04,,Blocked,14,Right Foot,Volley,Morgan Gibbs-White,Pass (Live),Ryan Yates,Pass (Live),16
75,Matheus Cunha,Wolves,0.06,0.03,Saved,11,Left Foot,,Matheus Cunha,Take-On,,,16
75,Matheus Cunha,Wolves,0.18,,Blocked,11,Right Foot,,Matheus Cunha,Shot,,,16
79,Boubacar Traore,Wolves,0.03,,Off Target,22,Right Foot,,Max Kilman,Pass (Live),Boubacar Traore,Pass (Live),16
84,Felipe,Nott'ham Forest,0.04,,Blocked,8,Head,,Moussa Niakhate,Pass (Dead),,,16
85,Morgan Gibbs-White,Nott'ham Forest,0.03,,Off Target,22,Right Foot,Volley,Felipe,Shot,,,16
8,Wilson Odobert,Burnley,0.06,,Blocked,14,Left Foot,,Zeki Amdouni,Pass (Live),Sander Berge,Pass (Live),16
10,Johann Berg Gudmundsson,Burnley,0.04,,Off Target,17,Left Foot,,Sander Berge,Pass (Live),Dara O'Shea,Pass (Live),16
15,Pascal Gross,Brighton,0.03,,Blocked,28,Right Foot,Free kick,Evan Ferguson,Fouled,Evan Ferguson,Tackle,16
15,Joao Pedro,Brighton,0.01,0.08,Saved,14,Head,,Carlos Baleba,Pass (Live),Pascal Gross,Shot,16
19,Zeki Amdouni,Burnley,0.08,0.02,Saved,17,Left Foot,,Johann Berg Gudmundsson,Pass (Live),Zeki Amdouni,Pass (Live),16
20,Adam Lallana,Brighton,0.04,,Off Target,16,Left Foot,,Lewis Dunk,Pass (Live),Mahmoud Dahoud,Pass (Live),16
25,Pascal Gross,Brighton,0.12,,Off Target,8,Head,,James Milner,Pass (Live),Joao Pedro,Pass (Live),16
28,Pascal Gross,Brighton,0.10,0.35,Saved,12,Right Foot,,Simon Adingra,Pass (Live),Joao Pedro,Pass (Live),16
30,Simon Adingra,Brighton,0.11,,Blocked,15,Left Foot,,Adam Lallana,Pass (Live),Pascal Gross,Pass (Live),16
34,James Milner,Brighton,0.04,0.21,Saved,18,Right Foot,,Evan Ferguson,Pass (Live),,,16
35,Jan Paul van Hecke,Brighton,0.08,,Off Target,11,Head,,Simon Adingra,Pass (Live),Pascal Gross,Interception,16
36,Mahmoud Dahoud,Brighton,0.08,,Off Target,24,Right Foot,,Pascal Gross,Pass (Live),Adam Lallana,Pass (Live),16
40,Mahmoud Dahoud,Brighton,0.03,,Off Target,29,Right Foot,,James Milner,Pass (Live),Joao Pedro,Pass (Live),16
45,Wilson Odobert,Burnley,0.05,0.20,Goal,22,Right Foot,Deflected,Jay Rodriguez,Pass (Live),Sander Berge,Pass (Live),16
48,Billy Gilmour,Brighton,0.04,,Blocked,26,Right Foot,,Kaoru Mitoma,Pass (Live),Joao Pedro,Pass (Live),16
49,Jay Rodriguez,Burnley,0.29,0.88,Saved,3,Left Foot,,Wilson Odobert,Take-On,Josh Brownhill,Pass (Live),16
49,Jay Rodriguez,Burnley,0.08,,Blocked,5,Right Foot,,Jay Rodriguez,Shot,,,16
56,Joao Pedro,Brighton,0.06,,Blocked,14,Right Foot,,James Milner,Pass (Live),Jan Paul van Hecke,Pass (Live),16
63,Kaoru Mitoma,Brighton,0.05,,Off Target,18,Right Foot,,Simon Adingra,Pass (Live),Simon Adingra,Pass (Live),16
64,Evan Ferguson,Brighton,0.10,,Off Target,9,Head,,Jan Paul van Hecke,Pass (Live),Billy Gilmour,Pass (Live),16
70,Joao Pedro,Brighton,0.25,0.09,Saved,8,Head,,Kaoru Mitoma,Pass (Live),Joao Pedro,Pass (Live),16
74,Simon Adingra,Brighton,0.17,0.61,Saved,5,Right Foot,Volley,Joao Pedro,Pass (Live),Pascal Gross,Pass (Live),16
74,Joao Pedro,Brighton,0.04,,Off Target,8,Head,,Pascal Gross,Pass (Dead),Simon Adingra,Shot,16
77,Kaoru Mitoma,Brighton,0.04,,Blocked,15,Right Foot,,Lewis Dunk,Pass (Live),Jan Paul van Hecke,Pass (Live),16
77,Simon Adingra,Brighton,0.34,0.87,Goal,6,Head,,Pascal Gross,Pass (Live),Igor,Pass (Live),16
87,Pascal Gross,Brighton,0.06,0.31,Saved,29,Right Foot,Free kick,Facundo Buonanotte,Fouled,Evan Ferguson,Pass (Live),16
90+1,Jack Hinshelwood,Brighton,0.33,0.81,Saved,5,Right Foot,,Jack Hinshelwood,Shot,,,16
90+1,Jack Hinshelwood,Brighton,0.17,,Blocked,8,Other,,Pascal Gross,Pass (Live),Kaoru Mitoma,Pass (Live),16
90+2,Jack Hinshelwood,Brighton,0.14,,Off Target,9,Head,,Kaoru Mitoma,Pass (Live),Pascal Gross,Pass (Live),16
90+4,Jack Hinshelwood,Brighton,0.04,0.34,Saved,11,Head,,Simon Adingra,Pass (Live),Billy Gilmour,Pass (Live),16
90+5,Billy Gilmour,Brighton,0.02,,Off Target,20,Right Foot,Volley,Jack Hinshelwood,Shot,,,16
90+6,Evan Ferguson,Brighton,0.08,0.03,Saved,10,Head,,Pascal Gross,Pass (Live),Kaoru Mitoma,Pass (Live),16
90+7,Kaoru Mitoma,Brighton,0.12,0.30,Saved,11,Right Foot,Volley,Billy Gilmour,Pass (Live),Simon Adingra,Pass (Live),16
90+8,Kaoru Mitoma,Brighton,0.05,,Off Target,13,Right Foot,,Pascal Gross,Pass (Live),Simon Adingra,Pass (Dead),16
90+8,Kaoru Mitoma,Brighton,0.04,,Blocked,13,Left Foot,,Simon Adingra,Pass (Live),Jan Paul van Hecke,Pass (Live),16
2,Auston Trusty,Sheffield Utd,0.03,,Blocked,28,Left Foot,,Cameron Archer,Pass (Live),Gustavo Hamer,Pass (Live),16
36,Frank Onyeka,Brentford,0.04,0.02,Saved,29,Right Foot,,Frank Onyeka,Take-On,,,16
37,Frank Onyeka,Brentford,0.07,,Off Target,21,Left Foot,,Neal Maupay,Pass (Live),Neal Maupay,Take-On,16
37,William Osula,Sheffield Utd,0.06,,Off Target,17,Right Foot,,Gustavo Hamer,Pass (Live),Vinicius Souza,Pass (Live),16
41,Gustavo Hamer,Sheffield Utd,0.02,,Off Target,32,Right Foot,,Cameron Archer,Pass (Live),James Mcatee,Pass (Live),16
45,Neal Maupay,Brentford,0.07,,Blocked,15,Right Foot,,Vitaly Janelt,Pass (Live),Ben Mee,Pass (Live),16
45+1,James Mcatee,Sheffield Utd,0.03,0.63,Goal,21,Left Foot,,Gustavo Hamer,Pass (Live),,,16
45+4,Christian Norgaard,Brentford,0.09,,Blocked,17,Left Foot,,Keane Lewis-Potter,Pass (Live),Frank Onyeka,Pass (Live),16
56,Anis Ben Slimane,Sheffield Utd,0.35,0.16,Saved,10,Left Foot,,Cameron Archer,Pass (Live),,,16
59,Anis Ben Slimane,Sheffield Utd,0.02,0.05,Saved,29,Right Foot,,Cameron Archer,Pass (Live),Anel Ahmedhodzic,Pass (Live),16
68,Ethan Pinnock,Brentford,0.07,,Off Target,15,Left Foot,Volley,Michael Olakigbe,Take-On,Vitaly Janelt,Pass (Live),16
68,Christian Norgaard,Brentford,0.05,,Off Target,17,Right Foot,Volley,Ethan Pinnock,Shot,,,16
68,Yoane Wissa,Brentford,0.10,0.14,Saved,9,Head,,Vitaly Janelt,Pass (Live),Christian Norgaard,Pass (Live),16
80,Yoane Wissa,Brentford,0.06,0.16,Saved,17,Right Foot,Volley,Christian Norgaard,Pass (Dead),Michael Olakigbe,Pass (Live),16
80,Cameron Archer,Sheffield Utd,0.12,0.08,Saved,21,Right Foot,,Anis Ben Slimane,Pass (Live),Anel Ahmedhodzic,Pass (Live),16
82,Anis Ben Slimane,Sheffield Utd,0.15,,Off Target,9,Right Foot,,Anis Ben Slimane,Take-On,Anis Ben Slimane,Tackle,16
86,Cameron Archer,Sheffield Utd,0.04,,Off Target,29,Right Foot,,Jack Robinson,Pass (Live),,,16
88,Ben Mee,Brentford,0.07,,Blocked,11,Left Foot,,,,,,16
1,Kai Havertz,Arsenal,0.02,,Blocked,15,Left Foot,,Kai Havertz,Pass (Live),Gabriel Martinelli,Pass (Live),16
5,Ollie Watkins,Aston Villa,0.02,,Blocked,18,Right Foot,,John McGinn,Pass (Live),Ollie Watkins,Pass (Live),16
6,Bukayo Saka,Arsenal,0.27,,Off Target,9,Right Foot,,Gabriel Martinelli,Pass (Live),Bukayo Saka,Pass (Live),16
7,John McGinn,Aston Villa,0.14,0.22,Goal,9,Left Foot,Deflected,Leon Bailey,Pass (Live),Youri Tielemans,Pass (Live),16
16,Bukayo Saka,Arsenal,0.07,,Blocked,13,Left Foot,,Kai Havertz,Pass (Live),Kai Havertz,Tackle,16
23,Lucas Digne,Aston Villa,0.05,,Blocked,29,Left Foot,Free kick,Youri Tielemans,Fouled,John McGinn,Pass (Live),16
23,Douglas Luiz,Aston Villa,0.01,,Blocked,29,Left Foot,Volley,Lucas Digne,Shot,,,16
32,Bukayo Saka,Arsenal,0.03,0.11,Saved,15,Left Foot,,Martin Odegaard,Pass (Live),Declan Rice,Pass (Live),16
32,Ollie Watkins,Aston Villa,0.03,,Saved off Target,25,Right Foot,,Emiliano Martinez,Pass (Live),,,16
33,Martin Odegaard,Arsenal,0.02,,Off Target,21,Left Foot,,Bukayo Saka,Pass (Live),Ben White,Pass (Live),16
36,Gabriel Martinelli,Arsenal,0.22,,Blocked,18,Right Foot,,Gabriel Dos Santos,Pass (Live),William Saliba,Pass (Live),16
39,Martin Odegaard,Arsenal,0.18,0.31,Saved,14,Left Foot,,Gabriel Jesus,Pass (Live),Kai Havertz,Pass (Live),16
42,Gabriel Jesus,Arsenal,0.04,0.35,Saved,14,Right Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Dos Santos,Pass (Dead),16
57,William Saliba,Arsenal,0.32,,Blocked,2,Right Foot,Volley,Declan Rice,Pass (Live),William Saliba,Pass (Live),16
