minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
51,Anthony Elanga,Nott'ham Forest,0.12,0.13,Saved,16,Right Foot,,Morgan Gibbs-White,Pass (Live),,,19
52,Dan Burn,Newcastle Utd,0.06,,Blocked,15,Right Foot,,Miguel Almiron,Pass (Live),Miguel Almiron,Take-On,19
53,Chris Wood,Nott'ham Forest,0.54,0.99,Goal,6,Left Foot,,Chris Wood,Take-On,Anthony Elanga,Pass (Live),19
57,Lewis Miley,Newcastle Utd,0.10,,Blocked,12,Right Foot,,Lewis Miley,Take-On,Lewis Miley,Take-On,19
60,Chris Wood,Nott'ham Forest,0.70,0.19,Goal,10,Left Foot,,Chris Wood,Take-On,Murillo,Pass (Live),19
67,Anthony Elanga,Nott'ham Forest,0.23,,Off Target,12,Left Foot,,Morgan Gibbs-White,Pass (Live),Callum Hudson-Odoi,Pass (Live),19
67,Alexander Isak,Newcastle Utd,0.11,,Blocked,15,Right Foot,,Alexander Isak,Take-On,Alexander Isak,Take-On,19
68,Callum Wilson,Newcastle Utd,0.14,,Off Target,7,Head,,Kieran Trippier,Pass (Dead),Alexander Isak,Shot,19
69,Lewis Miley,Newcastle Utd,0.04,,Off Target,21,Right Foot,,Bruno Guimaraes,Pass (Live),Anthony Gordon,Pass (Live),19
71,Ola Aina,Nott'ham Forest,0.02,,Blocked,31,Right Foot,,Callum Hudson-Odoi,Pass (Live),Danilo,Pass (Live),19
72,Ryan Yates,Nott'ham Forest,0.05,,Blocked,22,Left Foot,,Murillo,Take-On,Murillo,Take-On,19
72,Alexander Isak,Newcastle Utd,0.26,0.35,Saved,10,Right Foot,,Fabian Schar,Pass (Live),Anthony Gordon,Pass (Live),19
73,Anthony Gordon,Newcastle Utd,0.25,,Blocked,5,Right Foot,,Alexander Isak,Shot,,,19
73,Lewis Miley,Newcastle Utd,0.13,,Off Target,13,Right Foot,Volley,Anthony Gordon,Shot,,,19
76,Callum Wilson,Newcastle Utd,0.12,,Off Target,9,Left Foot,,Alexander Isak,Pass (Live),Alexander Isak,Take-On,19
79,Fabian Schar,Newcastle Utd,0.05,,Off Target,31,Right Foot,Free kick,Bruno Guimaraes,Fouled,Anthony Gordon,Pass (Live),19
90+3,Alexander Isak,Newcastle Utd,0.04,0.03,Saved,17,Right Foot,,Fabian Schar,Pass (Live),Kieran Trippier,Pass (Live),19
90+5,Anthony Gordon,Newcastle Utd,0.09,,Blocked,18,Right Foot,Volley,Lewis Hall,Pass (Live),Anthony Gordon,Pass (Live),19
5,Antoine Semenyo,Bournemouth,0.02,,Blocked,25,Left Foot,,Antoine Semenyo,Take-On,Justin Kluivert,Pass (Live),19
7,Bobby Reid,Fulham,0.04,,Blocked,21,Right Foot,Volley,Andreas Pereira,Pass (Dead),Tom Cairney,Pass (Live),19
7,Antonee Robinson,Fulham,0.01,0.36,Saved,32,Left Foot,Volley,Bobby Reid,Shot,,,19
9,Kenny Tete,Fulham,0.04,,Off Target,18,Left Foot,,Kenny Tete,Take-On,Kenny Tete,Take-On,19
10,Dominic Solanke,Bournemouth,0.12,,Blocked,15,Right Foot,,Justin Kluivert,Pass (Live),Ryan Christie,Pass (Live),19
11,Dango Ouattara,Bournemouth,0.13,,Blocked,8,Head,,Alex Scott,Pass (Live),Ryan Christie,Pass (Live),19
16,Rodrigo Muniz,Fulham,0.09,,Blocked,9,Right Foot,,Antonee Robinson,Pass (Live),Alex Iwobi,Pass (Live),19
28,Rodrigo Muniz,Fulham,0.02,,Blocked,33,Right Foot,,Andreas Pereira,Pass (Live),Bobby Reid,Pass (Live),19
29,Rodrigo Muniz,Fulham,0.03,,Blocked,13,Head,,Antonee Robinson,Pass (Live),Tom Cairney,Pass (Live),19
31,Justin Kluivert,Bournemouth,0.14,,Blocked,11,Right Foot,,Antoine Semenyo,Pass (Live),Antoine Semenyo,Take-On,19
34,Marcus Tavernier,Bournemouth,0.01,,Off Target,17,Left Foot,Volley,,,,,19
37,Marcus Tavernier,Bournemouth,0.03,,Blocked,19,Left Foot,,Marcus Tavernier,Pass (Live),Adam Smith,Pass (Live),19
41,Dango Ouattara,Bournemouth,0.03,,Off Target,27,Left Foot,,Marcus Tavernier,Pass (Live),Alex Scott,Pass (Live),19
44,Justin Kluivert,Bournemouth,0.15,0.21,Goal,11,Right Foot,,Alex Scott,Pass (Live),Alex Scott,Take-On,19
58,Andreas Pereira,Fulham,0.03,0.14,Saved,34,Right Foot,Free kick,Rodrigo Muniz,Fouled,Bobby Reid,Pass (Live),19
59,Marcus Tavernier,Bournemouth,0.04,,Blocked,21,Left Foot,,Justin Kluivert,Pass (Live),Ryan Christie,Pass (Live),19
62,Dominic Solanke (pen),Bournemouth,0.79,0.97,Goal,13,Right Foot,,Antoine Semenyo,Fouled,Dango Ouattara,Pass (Live),19
67,Dominic Solanke,Bournemouth,0.10,,Blocked,9,Right Foot,,Illia Zabarnyi,Pass (Live),Marcos Senesi,Pass (Live),19
70,Rodrigo Muniz,Fulham,0.03,0.08,Saved,13,Right Foot,Volley,Calvin Bassey,Pass (Live),Andreas Pereira,Pass (Live),19
75,Marcus Tavernier,Bournemouth,0.04,,Off Target,24,Left Foot,,Luis Sinisterra,Pass (Live),Luis Sinisterra,Take-On,19
76,Marcus Tavernier,Bournemouth,0.13,,Off Target,14,Right Foot,,Philip Billing,Pass (Live),Marcus Tavernier,Pass (Live),19
76,Ryan Christie,Bournemouth,0.04,,Blocked,22,Left Foot,,Ryan Christie,Take-On,Marcus Tavernier,Shot,19
90,David Brooks,Bournemouth,0.01,0.02,Saved,18,Left Foot,,Luis Sinisterra,Pass (Live),David Brooks,Pass (Live),19
90+3,Luis Sinisterra,Bournemouth,0.05,0.37,Goal,26,Right Foot,,David Brooks,Pass (Live),Alex Scott,Pass (Live),19
10,Vinicius Souza,Sheffield Utd,0.03,,Blocked,29,Right Foot,,Cameron Archer,Pass (Live),Gustavo Hamer,Pass (Live),19
11,Gustavo Hamer,Sheffield Utd,0.05,,Blocked,24,Right Foot,,Jack Robinson,Pass (Live),Anel Ahmedhodzic,Pass (Live),19
11,Oliver McBurnie,Sheffield Utd,0.14,,Blocked,7,Head,,Gustavo Hamer,Pass (Dead),Gustavo Hamer,Shot,19
15,Ross Barkley,Luton Town,0.04,,Blocked,12,Right Foot,,Ross Barkley,Take-On,Ryan John Giles,Pass (Live),19
17,Alfie Doughty,Luton Town,0.06,0.15,Goal,9,Left Foot,,Alfie Doughty,Take-On,Albert Sambi Lokonga,Pass (Live),19
23,Elijah Adebayo,Luton Town,0.08,0.35,Saved,8,Head,Deflected,Andros Townsend,Pass (Live),Elijah Adebayo,Pass (Live),19
26,Albert Sambi Lokonga,Luton Town,0.03,,Blocked,25,Right Foot,,Ross Barkley,Pass (Live),Elijah Adebayo,Pass (Live),19
26,Teden Mengi,Luton Town,0.09,,Off Target,16,Left Foot,,Albert Sambi Lokonga,Shot,,,19
30,Gustavo Hamer,Sheffield Utd,0.05,0.68,Saved,23,Right Foot,Free kick,Oliver McBurnie,Fouled,,,19
31,Andre Brooks,Sheffield Utd,0.02,,Off Target,27,Left Foot,,Andre Brooks,Take-On,George Baldock,Pass (Live),19
33,James Mcatee,Sheffield Utd,0.03,,Off Target,26,Left Foot,,James Mcatee,Take-On,Gustavo Hamer,Pass (Live),19
36,Gustavo Hamer,Sheffield Utd,0.03,,Blocked,25,Left Foot,,,,,,19
38,Alfie Doughty,Luton Town,0.05,,Blocked,17,Left Foot,,Elijah Adebayo,Pass (Live),Jacob Brown,Pass (Live),19
38,Ross Barkley,Luton Town,0.04,,Off Target,8,Head,,Alfie Doughty,Pass (Dead),Alfie Doughty,Shot,19
42,Andros Townsend,Luton Town,0.07,,Blocked,22,Left Foot,Free kick,Albert Sambi Lokonga,Fouled,Teden Mengi,Pass (Live),19
42,Ross Barkley,Luton Town,0.03,0.08,Saved,26,Right Foot,,Ross Barkley,Take-On,Andros Townsend,Shot,19
44,Cameron Archer,Sheffield Utd,0.09,,Blocked,18,Right Foot,,James Mcatee,Pass (Live),,,19
45,Andre Brooks,Sheffield Utd,0.07,,Blocked,22,Right Foot,,,,,,19
45+1,Auston Trusty,Sheffield Utd,0.10,,Woodwork,4,Head,,Gustavo Hamer,Pass (Dead),Andre Brooks,Shot,19
51,Max Lowe,Sheffield Utd,0.34,,Blocked,13,Left Foot,,Cameron Archer,Pass (Live),Oliver McBurnie,Pass (Live),19
56,Gustavo Hamer,Sheffield Utd,0.02,,Off Target,27,Right Foot,,Anel Ahmedhodzic,Pass (Live),Vinicius Souza,Pass (Live),19
59,Andros Townsend,Luton Town,0.04,0.28,Saved,28,Right Foot,,Andros Townsend,Take-On,Ross Barkley,Pass (Live),19
60,Andros Townsend,Luton Town,0.06,,Off Target,23,Right Foot,,,,,,19
61,Oliver McBurnie,Sheffield Utd,0.47,0.86,Goal,8,Right Foot,,James Mcatee,Pass (Live),,,19
67,Jacob Brown,Luton Town,0.05,,Blocked,21,Right Foot,,Andros Townsend,Pass (Live),Albert Sambi Lokonga,Pass (Live),19
69,Max Lowe,Sheffield Utd,0.24,,Blocked,8,Right Foot,,Oliver McBurnie,Pass (Live),Auston Trusty,Pass (Live),19
69,Cameron Archer,Sheffield Utd,0.37,,Blocked,2,Left Foot,,Max Lowe,Shot,,,19
69,Cameron Archer,Sheffield Utd,0.48,,Blocked,2,Right Foot,,Cameron Archer,Shot,,,19
69,Anel Ahmedhodzic,Sheffield Utd,0.32,0.95,Goal,9,Right Foot,,Cameron Archer,Shot,,,19
87,William Osula,Sheffield Utd,0.03,0.15,Saved,11,Right Foot,Volley,Anis Ben Slimane,Pass (Live),William Osula,Pass (Live),19
90+1,Anis Ben Slimane,Sheffield Utd,0.05,,Off Target,15,Right Foot,,George Baldock,Pass (Live),James Mcatee,Pass (Live),19
90+5,Anel Ahmedhodzic,Sheffield Utd,0.01,,Off Target,27,Right Foot,Volley,Oliver Norwood,Pass (Live),,,19
90+10,Auston Trusty,Sheffield Utd,0.05,,Off Target,16,Left Foot,Volley,James Mcatee,Pass (Live),Rhian Brewster,Pass (Live),19
4,Harvey Elliott,Liverpool,0.05,0.12,Saved,28,Left Foot,Deflected,Ryan Gravenberch,Pass (Live),Mohamed Salah,Pass (Live),19
5,Zeki Amdouni,Burnley,0.12,,Off Target,27,Right Foot,,Josh Brownhill,Pass (Live),Zeki Amdouni,Pass (Live),19
6,Darwin Nunez,Liverpool,0.05,0.47,Goal,22,Right Foot,,Cody Gakpo,Pass (Live),Darwin Nunez,Pass (Live),19
7,Ryan Gravenberch,Liverpool,0.06,0.19,Saved,17,Right Foot,,,,,,19
8,Mohamed Salah,Liverpool,0.20,0.24,Saved,17,Right Foot,,Darwin Nunez,Pass (Live),Ryan Gravenberch,Pass (Live),19
10,Cody Gakpo,Liverpool,0.20,,Off Target,13,Left Foot,Volley,Trent Alexander-Arnold,Pass (Live),Virgil van Dijk,Pass (Live),19
12,Josh Brownhill,Burnley,0.03,,Off Target,26,Right Foot,,Lyle Foster,Pass (Live),Wilson Odobert,Pass (Live),19
20,Harvey Elliott,Liverpool,0.05,,Blocked,22,Right Foot,,Darwin Nunez,Pass (Live),,,19
20,Cody Gakpo,Liverpool,0.40,0.13,Saved,6,Right Foot,,Harvey Elliott,Shot,,,19
23,Darwin Nunez,Liverpool,0.05,,Blocked,15,Right Foot,,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live),19
28,Cody Gakpo,Liverpool,0.12,0.17,Saved,17,Right Foot,,Mohamed Salah,Pass (Live),Harvey Elliott,Pass (Live),19
34,Mohamed Salah,Liverpool,0.08,,Woodwork,18,Left Foot,Volley,Cody Gakpo,Pass (Live),Cody Gakpo,Take-On,19
40,Wataru Endo,Liverpool,0.04,0.36,Saved,21,Left Foot,,Darwin Nunez,Pass (Live),Harvey Elliott,Pass (Live),19
41,Joe Gomez,Liverpool,0.01,,Blocked,27,Right Foot,,Wataru Endo,Shot,,,19
41,Jarell Quansah,Liverpool,0.06,,Off Target,10,Head,,Harvey Elliott,Pass (Dead),Joe Gomez,Shot,19
42,Mohamed Salah,Liverpool,0.08,0.16,Saved,11,Left Foot,,Harvey Elliott,Pass (Live),,,19
60,Jordan Beyer,Burnley,0.22,,Blocked,6,Right Foot,Volley,Dara O'Shea,Shot,,,19
59,Dara O'Shea,Burnley,0.01,,Off Target,10,Head,,Mike Tresor,Pass (Dead),Wilson Odobert,Take-On,19
66,Sander Berge,Burnley,0.08,,Off Target,16,Right Foot,,Sander Berge,Pass (Live),Vitinho,Pass (Dead),19
68,Johann Berg Gudmundsson,Burnley,0.14,,Off Target,5,Head,,Wilson Odobert,Pass (Live),Wilson Odobert,Take-On,19
79,Wilson Odobert,Burnley,0.02,,Off Target,21,Right Foot,,Wilson Odobert,Take-On,Sander Berge,Pass (Live),19
82,Dominik Szoboszlai,Liverpool,0.01,,Off Target,31,Right Foot,,Wataru Endo,Pass (Live),Curtis Jones,Pass (Live),19
86,Trent Alexander-Arnold,Liverpool,0.01,,Off Target,30,Left Foot,Volley,Wataru Endo,Pass (Live),Curtis Jones,Pass (Live),19
87,Jacob Bruun Larsen,Burnley,0.05,,Off Target,30,Right Foot,,,,,,19
88,Luis Diaz,Liverpool,0.15,0.71,Saved,11,Right Foot,,Trent Alexander-Arnold,Pass (Live),Dominik Szoboszlai,Pass (Live),19
89,Virgil van Dijk,Liverpool,0.10,,Off Target,8,Head,,Trent Alexander-Arnold,Pass (Dead),Virgil van Dijk,Pass (Live),19
90,Diogo Jota,Liverpool,0.08,0.81,Goal,6,Left Foot,,Diogo Jota,Take-On,Luis Diaz,Pass (Live),19
90+3,Sander Berge,Burnley,0.14,,Off Target,9,Head,,Charlie Taylor,Pass (Live),Wilson Odobert,Pass (Live),19
4,John McGinn,Aston Villa,0.06,,Blocked,11,Right Foot,Volley,Ezri Konsa,Pass (Live),Leon Bailey,Pass (Live),19
11,Christian Eriksen,Manchester Utd,0.02,0.05,Saved,25,Right Foot,Deflected,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Dead),19
16,Leon Bailey,Aston Villa,0.03,,Blocked,24,Left Foot,,Douglas Luiz,Pass (Live),Jacob Ramsey,Pass (Live),19
22,John McGinn,Aston Villa,0.03,0.64,Goal,36,Left Foot,Free kick,Leander Dendoncker,Fouled,Ezri Konsa,Pass (Dead),19
26,Leander Dendoncker,Aston Villa,0.70,0.97,Goal,2,Right Foot,Volley,Clement Lenglet,Pass (Live),John McGinn,Pass (Dead),19
31,Bruno Fernandes,Manchester Utd,0.11,,Off Target,22,Right Foot,Volley,Christian Eriksen,Pass (Live),Jonny Evans,Pass (Live),19
31,Marcus Rashford,Manchester Utd,0.05,0.12,Saved,18,Right Foot,,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Live),19
34,Christian Eriksen,Manchester Utd,0.04,,Blocked,30,Right Foot,Free kick,Alejandro Garnacho,Fouled,Bruno Fernandes,Pass (Live),19
35,Marcus Rashford,Manchester Utd,0.05,0.03,Saved,17,Right Foot,,Rasmus Hojlund,Pass (Live),Bruno Fernandes,Pass (Live),19
36,Diogo Dalot,Manchester Utd,0.06,,Blocked,9,Left Foot,,Andre Onana,Pass (Live),Christian Eriksen,Pass (Live),19
42,Douglas Luiz,Aston Villa,0.04,,Off Target,16,Head,,Lucas Digne,Pass (Live),Jacob Ramsey,Pass (Live),19
43,Ezri Konsa,Aston Villa,0.08,,Blocked,21,Left Foot,,Ezri Konsa,Take-On,John McGinn,Pass (Live),19
44,Marcus Rashford,Manchester Utd,0.07,,Off Target,14,Left Foot,,Bruno Fernandes,Pass (Live),Alejandro Garnacho,Pass (Live),19
57,Bruno Fernandes,Manchester Utd,0.02,0.30,Saved,24,Right Foot,,Bruno Fernandes,Take-On,Alejandro Garnacho,Pass (Live),19
59,Alejandro Garnacho,Manchester Utd,0.33,0.87,Goal,8,Right Foot,,Marcus Rashford,Pass (Live),Bruno Fernandes,Pass (Live),19
60,Leon Bailey,Aston Villa,0.07,0.05,Saved,11,Left Foot,Volley,Alex Moreno,Pass (Live),Jacob Ramsey,Pass (Live),19
60,Jacob Ramsey,Aston Villa,0.10,,Blocked,6,Right Foot,,Leon Bailey,Pass (Live),Alex Moreno,Pass (Live),19
62,Diego Carlos,Aston Villa,0.10,,Off Target,8,Head,,Douglas Luiz,Pass (Dead),Leander Dendoncker,Pass (Live),19
63,Alejandro Garnacho,Manchester Utd,0.04,,Off Target,18,Right Foot,,Andre Onana,Pass (Live),Diogo Dalot,Pass (Live),19
71,Alejandro Garnacho,Manchester Utd,0.15,0.03,Goal,17,Left Foot,Deflected,Alejandro Garnacho,Pass (Live),Kobbie Mainoo,Pass (Live),19
72,John McGinn,Aston Villa,0.45,,Blocked,10,Left Foot,,Alex Moreno,Pass (Live),John McGinn,Pass (Live),19
82,Rasmus Hojlund,Manchester Utd,0.10,0.54,Goal,11,Left Foot,Volley,Antony,Tackle,,,19
90+2,Alejandro Garnacho,Manchester Utd,0.09,,Blocked,21,Right Foot,,Bruno Fernandes,Pass (Live),,,19
5,Eberechi Eze,Crystal Palace,0.04,,Off Target,25,Right Foot,Free kick,Michael Olise,Fouled,Michael Olise,Take-On,19
7,Joachim Andersen,Crystal Palace,0.01,0.04,Saved,38,Right Foot,,Chris Richards,Pass (Live),Jordan Ayew,Pass (Live),19
8,Michael Olise,Crystal Palace,0.01,,Blocked,19,Left Foot,,Eberechi Eze,Pass (Live),,,19
9,Ian Maatsen,Chelsea,0.36,,Blocked,18,Right Foot,Deflected,Mykhailo Mudryk,Pass (Live),Christopher Nkunku,Pass (Live),19
13,Mykhailo Mudryk,Chelsea,0.29,0.56,Goal,8,Right Foot,,Malo Gusto,Pass (Live),Christopher Nkunku,Pass (Live),19
16,Christopher Nkunku,Chelsea,0.05,,Off Target,12,Head,,Conor Gallagher,Pass (Dead),Nicolas Jackson,Fouled,19
22,Mykhailo Mudryk,Chelsea,0.11,0.32,Saved,10,Left Foot,,Nicolas Jackson,Pass (Live),Moises Caicedo,Pass (Live),19
29,Eberechi Eze,Crystal Palace,0.05,,Blocked,16,Right Foot,,Jean-Philippe Mateta,Pass (Live),Jean-Philippe Mateta,Take-On,19
34,Ian Maatsen,Chelsea,0.03,,Blocked,19,Left Foot,,Malo Gusto,Pass (Live),Christopher Nkunku,Pass (Live),19
43,Mykhailo Mudryk,Chelsea,0.09,,Blocked,18,Right Foot,Volley,Christopher Nkunku,Pass (Live),Ian Maatsen,Pass (Live),19
45+1,Michael Olise,Crystal Palace,0.53,0.69,Goal,8,Left Foot,,Jordan Ayew,Pass (Live),,,19
53,Eberechi Eze,Crystal Palace,0.04,,Off Target,35,Right Foot,Free kick,Michael Olise,Fouled,Michael Olise,Take-On,19
55,Jean-Philippe Mateta,Crystal Palace,0.09,0.15,Saved,15,Right Foot,,Jean-Philippe Mateta,Take-On,Michael Olise,Pass (Live),19
56,Michael Olise,Crystal Palace,0.03,,Off Target,15,Left Foot,Volley,Eberechi Eze,Pass (Dead),Jean-Philippe Mateta,Shot,19
60,Eberechi Eze,Crystal Palace,0.07,,Blocked,17,Left Foot,,Jean-Philippe Mateta,Pass (Live),Jean-Philippe Mateta,Tackle,19
74,Nicolas Jackson,Chelsea,0.64,,Off Target,12,Right Foot,,Conor Gallagher,Pass (Live),Moises Caicedo,Pass (Live),19
81,Michael Olise,Crystal Palace,0.06,,Blocked,16,Left Foot,,Jeffrey Schlupp,Pass (Live),Eberechi Eze,Pass (Live),19
81,Michael Olise,Crystal Palace,0.10,0.21,Saved,14,Right Foot,,Michael Olise,Shot,,,19
83,Armando Broja,Chelsea,0.21,,Off Target,12,Left Foot,,Thiago Silva,Pass (Live),Dorde Petrovic,Pass (Live),19
89,Noni Madueke (pen),Chelsea,0.79,0.98,Goal,13,Left Foot,,Noni Madueke,Fouled,Moises Caicedo,Pass (Live),19
90+4,Michael Olise,Crystal Palace,0.03,0.22,Saved,16,Left Foot,,Eberechi Eze,Pass (Live),Michael Olise,Pass (Live),19
90+7,Matheus Franca,Crystal Palace,0.05,,Blocked,21,Right Foot,,Michael Olise,Pass (Live),Joachim Andersen,Pass (Live),19
5,Joao Gomes,Wolves,0.04,,Blocked,22,Right Foot,,Matheus Cunha,Pass (Live),Rayan Ait Nouri,Pass (Live),19
7,Vitaly Janelt,Brentford,0.04,,Blocked,7,Right Foot,Volley,Saman Ghoddos,Pass (Dead),Keane Lewis-Potter,Pass (Live),19
12,Joao Gomes,Wolves,0.06,,Blocked,20,Right Foot,,Max Kilman,Pass (Live),Mario Lemina,Pass (Live),19
13,Mario Lemina,Wolves,0.31,0.17,Goal,6,Head,,Pablo Sarabia,Pass (Live),Joao Gomes,Shot,19
14,Hwang Hee-chan,Wolves,0.99,0.95,Goal,4,Right Foot,,Hwang Hee-chan,Take-On,,,19
16,Yoane Wissa,Brentford,0.15,0.85,Goal,8,Right Foot,Volley,Neal Maupay,Pass (Live),Christian Norgaard,Pass (Live),19
18,Vitaly Janelt,Brentford,0.47,0.39,Saved,5,Head,,Keane Lewis-Potter,Pass (Live),Neal Maupay,Pass (Live),19
28,Matheus Cunha,Wolves,0.03,,Off Target,27,Right Foot,,Pablo Sarabia,Pass (Live),Nelson Semedo,Pass (Live),19
28,Hwang Hee-chan,Wolves,0.43,0.53,Goal,12,Right Foot,,Hwang Hee-chan,Take-On,Toti Gomes,Pass (Live),19
37,Matheus Cunha,Wolves,0.02,,Blocked,32,Right Foot,,Pablo Sarabia,Pass (Live),Joao Gomes,Pass (Live),19
