minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1.1,SCA 2,SCA 2.1,game_id,home_team,away_team
16,Lyle Foster,Burnley,0.04,,Off Target,28.0,Right Foot,,Charlie Taylor,Pass (Live),,,4f7b3f27,Luton Town,Burnley
21,Zeki Amdouni,Burnley,0.21,0.37,Saved,5.0,Head,,Josh Brownhill,Pass (Dead),,,4f7b3f27,Luton Town,Burnley
22,Josh Cullen,Burnley,0.04,,Off Target,17.0,Right Foot,Volley,Josh Brownhill,Pass (Dead),Zeki Amdouni,Shot,4f7b3f27,Luton Town,Burnley
28,Josh Brownhill,Burnley,0.04,,Off Target,26.0,Right Foot,,Zeki Amdouni,Pass (Live),Jordan Beyer,Pass (Live),4f7b3f27,Luton Town,Burnley
29,Zeki Amdouni,Burnley,0.13,,Off Target,21.0,Left Foot,,Zeki Amdouni,Take-On,Luca Koleosho,Pass (Live),4f7b3f27,Luton Town,Burnley
33,Chiedozie Ogbene,Luton Town,0.06,,Off Target,11.0,Head,,Issa Kabore,Pass (Live),Chiedozie Ogbene,Pass (Live),4f7b3f27,Luton Town,Burnley
34,Jacob Brown,Luton Town,0.02,,Off Target,15.0,Head,,Alfie Doughty,Pass (Live),Carlton Morris,Pass (Live),4f7b3f27,Luton Town,Burnley
36,Pelly Ruddock Mpanzu,Luton Town,0.04,,Blocked,27.0,Right Foot,,Chiedozie Ogbene,Pass (Live),Reece Burke,Pass (Live),4f7b3f27,Luton Town,Burnley
38,Luca Koleosho,Burnley,0.03,,Off Target,19.0,Left Foot,,Josh Brownhill,Pass (Live),Lyle Foster,Pass (Live),4f7b3f27,Luton Town,Burnley
45,Josh Brownhill,Burnley,0.02,,Off Target,31.0,Right Foot,,Zeki Amdouni,Pass (Live),Lyle Foster,Pass (Live),4f7b3f27,Luton Town,Burnley
45+2,Lyle Foster,Burnley,0.45,0.76,Goal,19.0,Right Foot,,Josh Cullen,Pass (Live),Ameen Al-Dakhil,Pass (Live),4f7b3f27,Luton Town,Burnley
47,Luca Koleosho,Burnley,0.01,,Blocked,27.0,Right Foot,,Josh Brownhill,Pass (Dead),Zeki Amdouni,Fouled,4f7b3f27,Luton Town,Burnley
47,Luca Koleosho,Burnley,0.02,0.12,Saved,12.0,Left Foot,,Luca Koleosho,Shot,,,4f7b3f27,Luton Town,Burnley
48,Josh Brownhill,Burnley,0.05,,Saved off Target,10.0,Right Foot,,Connor Roberts,Pass (Dead),Connor Roberts,Pass (Live),4f7b3f27,Luton Town,Burnley
49,Carlton Morris,Luton Town,0.07,,Off Target,10.0,Head,,Alfie Doughty,Pass (Dead),,,4f7b3f27,Luton Town,Burnley
50,Jacob Brown,Luton Town,0.28,,Off Target,4.0,Head,,Carlton Morris,Pass (Live),Carlton Morris,Take-On,4f7b3f27,Luton Town,Burnley
51,Chiedozie Ogbene,Luton Town,0.17,,Off Target,10.0,Right Foot,,Jacob Brown,Pass (Live),Jacob Brown,Take-On,4f7b3f27,Luton Town,Burnley
54,Alfie Doughty,Luton Town,0.02,,Blocked,24.0,Left Foot,,Jacob Brown,Pass (Live),Carlton Morris,Pass (Live),4f7b3f27,Luton Town,Burnley
64,Tom Lockyer,Luton Town,0.04,,Blocked,11.0,Head,,Alfie Doughty,Pass (Dead),Marvelous Nakamba,Pass (Live),4f7b3f27,Luton Town,Burnley
64,Jacob Brown,Luton Town,0.09,,Blocked,9.0,Head,,Pelly Ruddock Mpanzu,Pass (Live),Elijah Adebayo,Pass (Live),4f7b3f27,Luton Town,Burnley
64,Reece Burke,Luton Town,0.05,0.05,Saved,10.0,Head,,Jacob Brown,Shot,,,4f7b3f27,Luton Town,Burnley
70,Carlton Morris,Luton Town,0.06,,Off Target,9.0,Head,,Alfie Doughty,Pass (Dead),Carlton Morris,Pass (Live),4f7b3f27,Luton Town,Burnley
73,Carlton Morris,Luton Town,0.12,,Blocked,15.0,Right Foot,,Marvelous Nakamba,Pass (Live),Tahith Chong,Pass (Live),4f7b3f27,Luton Town,Burnley
78,Elijah Adebayo,Luton Town,0.08,,Off Target,9.0,Head,,Alfie Doughty,Pass (Dead),Chiedozie Ogbene,Pass (Live),4f7b3f27,Luton Town,Burnley
79,Tahith Chong,Luton Town,0.02,,Blocked,18.0,Right Foot,,Carlton Morris,Pass (Live),Alfie Doughty,Pass (Live),4f7b3f27,Luton Town,Burnley
81,Jay Rodriguez,Burnley,0.01,,Blocked,20.0,Right Foot,,,,,,4f7b3f27,Luton Town,Burnley
84,Elijah Adebayo,Luton Town,0.13,0.22,Goal,8.0,Right Foot,,Reece Burke,Pass (Live),Tahith Chong,Pass (Live),4f7b3f27,Luton Town,Burnley
85,Jacob Bruun Larsen,Burnley,0.03,0.5,Goal,22.0,Left Foot,,Connor Roberts,Pass (Live),Sander Berge,Pass (Live),4f7b3f27,Luton Town,Burnley
88,Carlton Morris,Luton Town,0.04,,Off Target,10.0,Head,,Alfie Doughty,Pass (Dead),,,4f7b3f27,Luton Town,Burnley
90+1,Jay Rodriguez,Burnley,0.02,,Off Target,25.0,Right Foot,,Jay Rodriguez,Take-On,Jay Rodriguez,Pass (Live),4f7b3f27,Luton Town,Burnley
90+8,Tom Lockyer,Luton Town,0.03,,Off Target,9.0,Head,,Alfie Doughty,Pass (Dead),Alfie Doughty,Take-On,4f7b3f27,Luton Town,Burnley
1,Michael Olise,Crystal Palace,0.02,,Off Target,21.0,Left Foot,,Eberechi Eze,Pass (Live),Jeffrey Schlupp,Pass (Live),f4805536,Luton Town,Crystal Palace
6,Odsonne Edouard,Crystal Palace,0.06,0.02,Saved,16.0,Left Foot,,Cheick Doucoure,Pass (Live),Marc Guehi,Interception,f4805536,Luton Town,Crystal Palace
9,Tom Lockyer,Luton Town,0.25,,Off Target,8.0,Head,,Amari'i Bell,Pass (Live),Pelly Ruddock Mpanzu,Pass (Live),f4805536,Luton Town,Crystal Palace
21,Michael Olise,Crystal Palace,0.03,,Blocked,17.0,Left Foot,,Jeffrey Schlupp,Pass (Live),,,f4805536,Luton Town,Crystal Palace
22,Eberechi Eze,Crystal Palace,0.04,0.09,Saved,28.0,Left Foot,Deflected,Cheick Doucoure,Pass (Live),Jefferson Lerma,Pass (Live),f4805536,Luton Town,Crystal Palace
22,Jeffrey Schlupp,Crystal Palace,0.13,0.09,Saved,12.0,Left Foot,Volley,Eberechi Eze,Shot,,,f4805536,Luton Town,Crystal Palace
29,Amari'i Bell,Luton Town,0.01,0.14,Saved,34.0,Left Foot,,Ross Barkley,Fouled,Chiedozie Ogbene,Pass (Dead),f4805536,Luton Town,Crystal Palace
39,Jeffrey Schlupp,Crystal Palace,0.04,,Blocked,29.0,Left Foot,,Odsonne Edouard,Pass (Live),Eberechi Eze,Pass (Live),f4805536,Luton Town,Crystal Palace
42,Tom Lockyer,Luton Town,0.04,,Off Target,11.0,Head,,Alfie Doughty,Pass (Dead),Alfie Doughty,Pass (Live),f4805536,Luton Town,Crystal Palace
45,Eberechi Eze,Crystal Palace,0.06,0.14,Saved,27.0,Right Foot,Free kick,Eberechi Eze,Fouled,Joel Ward,Pass (Live),f4805536,Luton Town,Crystal Palace
57,Chiedozie Ogbene,Luton Town,0.03,,Blocked,14.0,Left Foot,,Amari'i Bell,Pass (Live),,,f4805536,Luton Town,Crystal Palace
66,Odsonne Edouard,Crystal Palace,0.21,,Blocked,10.0,Left Foot,,Michael Olise,Pass (Live),Joel Ward,Pass (Live),f4805536,Luton Town,Crystal Palace
72,Carlton Morris,Luton Town,0.05,,Off Target,10.0,Head,,Gabriel Osho,Pass (Live),Gabriel Osho,Take-On,f4805536,Luton Town,Crystal Palace
72,Teden Mengi,Luton Town,0.07,0.56,Goal,7.0,Right Foot,,Carlton Morris,Shot,,,f4805536,Luton Town,Crystal Palace
74,Michael Olise,Crystal Palace,0.05,0.6,Goal,18.0,Left Foot,,Michael Olise,Take-On,Joel Ward,Pass (Live),f4805536,Luton Town,Crystal Palace
79,Ross Barkley,Luton Town,0.03,,Blocked,24.0,Right Foot,,Jordan Clark,Pass (Live),Alfie Doughty,Pass (Live),f4805536,Luton Town,Crystal Palace
83,Jean-Philippe Mateta,Crystal Palace,0.05,0.03,Saved,17.0,Right Foot,,Jordan Ayew,Pass (Live),Naouirou Ahamada,Pass (Live),f4805536,Luton Town,Crystal Palace
83,Jacob Brown,Luton Town,0.46,0.78,Goal,5.0,Right Foot,,Chiedozie Ogbene,Pass (Live),Ross Barkley,Pass (Live),f4805536,Luton Town,Crystal Palace
87,Joachim Andersen,Crystal Palace,0.06,0.23,Saved,10.0,Left Foot,Volley,Michael Olise,Pass (Live),Joel Ward,Pass (Live),f4805536,Luton Town,Crystal Palace
88,Jefferson Lerma,Crystal Palace,0.28,0.38,Saved,5.0,Left Foot,,Michael Olise,Pass (Dead),Joachim Andersen,Shot,f4805536,Luton Town,Crystal Palace
90+10,Michael Olise,Crystal Palace,0.05,,Off Target,11.0,Head,,Jefferson Lerma,Pass (Live),Jordan Ayew,Pass (Live),f4805536,Luton Town,Crystal Palace
90+11,Naouirou Ahamada,Crystal Palace,0.02,,Blocked,23.0,Right Foot,,Jean-Philippe Mateta,Pass (Live),Naouirou Ahamada,Pass (Live),f4805536,Luton Town,Crystal Palace
90+12,Michael Olise,Crystal Palace,0.14,,Blocked,10.0,Left Foot,,Jean-Philippe Mateta,Pass (Live),Will Hughes,Pass (Live),f4805536,Luton Town,Crystal Palace
90+13,Jefferson Lerma,Crystal Palace,0.43,,Woodwork,6.0,Head,,Michael Olise,Pass (Live),Joel Ward,Pass (Live),f4805536,Luton Town,Crystal Palace
11,Nelson Semedo,Wolves,0.02,,Off Target,21.0,Right Foot,,Hwang Hee-chan,Pass (Live),Nelson Semedo,Pass (Live),e841bbac,Sheffield Utd,Wolves
20,Oliver Norwood,Sheffield Utd,0.01,,Blocked,31.0,Right Foot,Volley,Vinicius Souza,Pass (Live),Luke Thomas,Pass (Live),e841bbac,Sheffield Utd,Wolves
25,Matheus Cunha,Wolves,0.05,0.05,Saved,18.0,Right Foot,,Hwang Hee-chan,Pass (Live),Sasa Kalajdzic,Pass (Live),e841bbac,Sheffield Utd,Wolves
26,Rayan Ait Nouri,Wolves,0.02,,Blocked,26.0,Left Foot,,Max Kilman,Pass (Live),Mario Lemina,Pass (Live),e841bbac,Sheffield Utd,Wolves
27,Tommy Doyle,Wolves,0.04,,Off Target,32.0,Right Foot,Free kick,Hwang Hee-chan,Fouled,Rayan Ait Nouri,Shot,e841bbac,Sheffield Utd,Wolves
32,Hwang Hee-chan,Wolves,0.26,,Off Target,10.0,Left Foot,,Hwang Hee-chan,Take-On,Hwang Hee-chan,Take-On,e841bbac,Sheffield Utd,Wolves
32,Rayan Ait Nouri,Wolves,0.55,,Off Target,10.0,Left Foot,,Hwang Hee-chan,Shot,,,e841bbac,Sheffield Utd,Wolves
42,Tommy Doyle,Wolves,0.02,,Blocked,28.0,Right Foot,,Matheus Cunha,Pass (Live),Craig Dawson,Pass (Live),e841bbac,Sheffield Utd,Wolves
46,Cameron Archer,Sheffield Utd,0.02,,Off Target,25.0,Right Foot,,Gustavo Hamer,Pass (Live),Oliver Norwood,Pass (Live),e841bbac,Sheffield Utd,Wolves
50,James Mcatee,Sheffield Utd,0.05,,Off Target,23.0,Left Foot,Free kick,James Mcatee,Fouled,Jayden Bogle,Pass (Live),e841bbac,Sheffield Utd,Wolves
51,Gustavo Hamer,Sheffield Utd,0.03,,Off Target,29.0,Right Foot,,Luke Thomas,Pass (Live),Oliver Norwood,Pass (Live),e841bbac,Sheffield Utd,Wolves
66,Oliver Norwood,Sheffield Utd,0.01,,Off Target,30.0,Right Foot,,James Mcatee,Pass (Live),Gustavo Hamer,Pass (Live),e841bbac,Sheffield Utd,Wolves
72,Cameron Archer,Sheffield Utd,0.03,0.19,Goal,26.0,Right Foot,,,,,,e841bbac,Sheffield Utd,Wolves
80,Mario Lemina,Wolves,0.18,0.91,Saved,4.0,Other,,Rayan Ait Nouri,Pass (Dead),Matheus Cunha,Pass (Live),e841bbac,Sheffield Utd,Wolves
83,Jayden Bogle,Sheffield Utd,0.03,,Blocked,18.0,Right Foot,,Cameron Archer,Pass (Live),Cameron Archer,Take-On,e841bbac,Sheffield Utd,Wolves
85,Oliver Norwood,Sheffield Utd,0.01,,Off Target,58.0,Right Foot,,,,,,e841bbac,Sheffield Utd,Wolves
86,Mario Lemina,Wolves,0.1,,Off Target,8.0,Head,,Jean-Ricner Bellegarde,Pass (Dead),Max Kilman,Pass (Live),e841bbac,Sheffield Utd,Wolves
89,Jean-Ricner Bellegarde,Wolves,0.1,0.44,Goal,19.0,Right Foot,Deflected,Hwang Hee-chan,Pass (Live),Boubacar Traore,Pass (Live),e841bbac,Sheffield Utd,Wolves
90+4,James Mcatee,Sheffield Utd,0.05,,Blocked,15.0,Left Foot,,James Mcatee,Pass (Live),,,e841bbac,Sheffield Utd,Wolves
90+4,Jayden Bogle,Sheffield Utd,0.01,,Off Target,9.0,Head,,Oliver Norwood,Pass (Live),Luke Thomas,Pass (Live),e841bbac,Sheffield Utd,Wolves
90+10,Oliver Norwood (pen),Sheffield Utd,0.79,1.0,Goal,13.0,Right Foot,,George Baldock,Fouled,,,e841bbac,Sheffield Utd,Wolves
1,Luis Diaz,Liverpool,0.03,,Blocked,27.0,Right Foot,,Ryan Gravenberch,Pass (Live),Luis Diaz,Pass (Live),18e98d77,Liverpool,Manchester Utd
1,Ibrahima Konate,Liverpool,0.06,,Off Target,16.0,Left Foot,Volley,Luis Diaz,Pass (Live),Kostas Tsimikas,Pass (Dead),18e98d77,Liverpool,Manchester Utd
5,Darwin Nunez,Liverpool,0.15,,Off Target,3.0,Right Foot,Volley,Mohamed Salah,Pass (Live),Mohamed Salah,Pass (Live),18e98d77,Liverpool,Manchester Utd
6,Antony,Manchester Utd,0.02,,Blocked,16.0,Left Foot,,Diogo Dalot,Pass (Live),,,18e98d77,Liverpool,Manchester Utd
10,Alejandro Garnacho,Manchester Utd,0.04,,Off Target,20.0,Right Foot,,Scott McTominay,Pass (Live),Antony,Pass (Live),18e98d77,Liverpool,Manchester Utd
11,Dominik Szoboszlai,Liverpool,0.02,,Off Target,32.0,Right Foot,,Luis Diaz,Pass (Live),Kostas Tsimikas,Interception,18e98d77,Liverpool,Manchester Utd
16,Ryan Gravenberch,Liverpool,0.41,,Off Target,4.0,Right Foot,Volley,Darwin Nunez,Pass (Live),Trent Alexander-Arnold,Pass (Live),18e98d77,Liverpool,Manchester Utd
16,Mohamed Salah,Liverpool,0.12,0.49,Saved,5.0,Right Foot,,Ryan Gravenberch,Shot,,,18e98d77,Liverpool,Manchester Utd
18,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,24.0,Right Foot,,Virgil van Dijk,Pass (Live),Ibrahima Konate,Pass (Live),18e98d77,Liverpool,Manchester Utd
18,Mohamed Salah,Liverpool,0.05,,Blocked,15.0,Left Foot,,Luis Diaz,Pass (Live),Dominik Szoboszlai,Pass (Live),18e98d77,Liverpool,Manchester Utd
19,Virgil van Dijk,Liverpool,0.02,,Blocked,13.0,Head,,Trent Alexander-Arnold,Pass (Dead),Trent Alexander-Arnold,Pass (Dead),18e98d77,Liverpool,Manchester Utd
28,Virgil van Dijk,Liverpool,0.04,0.04,Saved,12.0,Head,,Trent Alexander-Arnold,Pass (Dead),Ryan Gravenberch,Pass (Live),18e98d77,Liverpool,Manchester Utd
29,Ibrahima Konate,Liverpool,0.01,,Off Target,16.0,Head,,Trent Alexander-Arnold,Pass (Dead),Virgil van Dijk,Shot,18e98d77,Liverpool,Manchester Utd
36,Ryan Gravenberch,Liverpool,0.04,,Blocked,24.0,Right Foot,Volley,Luis Diaz,Fouled,Ryan Gravenberch,Pass (Live),18e98d77,Liverpool,Manchester Utd
36,Ibrahima Konate,Liverpool,0.05,,Off Target,11.0,Head,,Kostas Tsimikas,Pass (Dead),Ryan Gravenberch,Shot,18e98d77,Liverpool,Manchester Utd
42,Mohamed Salah,Liverpool,0.06,0.14,Saved,22.0,Left Foot,Deflected,Ryan Gravenberch,Pass (Live),Wataru Endo,Pass (Live),18e98d77,Liverpool,Manchester Utd
45,Darwin Nunez,Liverpool,0.09,,Blocked,18.0,Right Foot,,Darwin Nunez,Take-On,Luis Diaz,Pass (Live),18e98d77,Liverpool,Manchester Utd
46,Mohamed Salah,Liverpool,0.04,,Blocked,22.0,Left Foot,,Darwin Nunez,Pass (Live),Trent Alexander-Arnold,Pass (Live),18e98d77,Liverpool,Manchester Utd
46,Trent Alexander-Arnold,Liverpool,0.03,,Blocked,29.0,Right Foot,,Mohamed Salah,Shot,,,18e98d77,Liverpool,Manchester Utd
47,Trent Alexander-Arnold,Liverpool,0.12,,Off Target,9.0,Right Foot,,Mohamed Salah,Pass (Live),Kostas Tsimikas,Pass (Live),18e98d77,Liverpool,Manchester Utd
55,Alejandro Garnacho,Manchester Utd,0.15,,Off Target,17.0,Right Foot,,Kobbie Mainoo,Pass (Live),Scott McTominay,Pass (Live),18e98d77,Liverpool,Manchester Utd
64,Mohamed Salah,Liverpool,0.04,0.41,Saved,23.0,Left Foot,,Joe Gomez,Pass (Live),Trent Alexander-Arnold,Pass (Live),18e98d77,Liverpool,Manchester Utd
66,Trent Alexander-Arnold,Liverpool,0.06,,Off Target,24.0,Right Foot,,Mohamed Salah,Pass (Live),Cody Gakpo,Pass (Live),18e98d77,Liverpool,Manchester Utd
67,Cody Gakpo,Liverpool,0.02,,Off Target,26.0,Right Foot,,Darwin Nunez,Pass (Live),,,18e98d77,Liverpool,Manchester Utd
67,Rasmus Hojlund,Manchester Utd,0.29,0.1,Saved,11.0,Right Foot,,Scott McTominay,Pass (Live),Antony,Pass (Live),18e98d77,Liverpool,Manchester Utd
67,Rasmus Hojlund,Manchester Utd,0.23,,Off Target,6.0,Right Foot,Volley,Rasmus Hojlund,Shot,,,18e98d77,Liverpool,Manchester Utd
69,Cody Gakpo,Liverpool,0.09,,Blocked,17.0,Left Foot,,Luis Diaz,Pass (Live),Mohamed Salah,Pass (Live),18e98d77,Liverpool,Manchester Utd
70,Mohamed Salah,Liverpool,0.07,0.15,Saved,14.0,Left Foot,,Trent Alexander-Arnold,Pass (Live),Cody Gakpo,Pass (Live),18e98d77,Liverpool,Manchester Utd
70,Scott McTominay,Manchester Utd,0.08,,Off Target,27.0,Right Foot,,Antony,Pass (Live),Rasmus Hojlund,Pass (Live),18e98d77,Liverpool,Manchester Utd
72,Luis Diaz,Liverpool,0.01,,Blocked,25.0,Right Foot,,Kostas Tsimikas,Pass (Live),Luis Diaz,Pass (Dead),18e98d77,Liverpool,Manchester Utd
76,Luis Diaz,Liverpool,0.13,,Blocked,10.0,Right Foot,,Mohamed Salah,Pass (Live),Darwin Nunez,Pass (Live),18e98d77,Liverpool,Manchester Utd
77,Wataru Endo,Liverpool,0.04,,Blocked,21.0,Right Foot,Volley,Luis Diaz,Shot,,,18e98d77,Liverpool,Manchester Utd
77,Ibrahima Konate,Liverpool,0.14,0.11,Saved,12.0,Right Foot,,Virgil van Dijk,Pass (Live),Wataru Endo,Shot,18e98d77,Liverpool,Manchester Utd
79,Virgil van Dijk,Liverpool,0.02,0.05,Saved,15.0,Head,,Kostas Tsimikas,Pass (Dead),Trent Alexander-Arnold,Pass (Live),18e98d77,Liverpool,Manchester Utd
81,Harvey Elliott,Liverpool,0.02,0.05,Saved,28.0,Left Foot,Deflected,Ibrahima Konate,Pass (Live),Wataru Endo,Pass (Live),18e98d77,Liverpool,Manchester Utd
82,Joe Gomez,Liverpool,0.05,,Blocked,22.0,Right Foot,,Trent Alexander-Arnold,Take-On,Mohamed Salah,Pass (Live),18e98d77,Liverpool,Manchester Utd
84,Cody Gakpo,Liverpool,0.04,,Blocked,28.0,Right Foot,,Mohamed Salah,Pass (Live),Curtis Jones,Pass (Live),18e98d77,Liverpool,Manchester Utd
85,Curtis Jones,Liverpool,0.04,,Off Target,13.0,Left Foot,,Cody Gakpo,Pass (Live),Wataru Endo,Pass (Live),18e98d77,Liverpool,Manchester Utd
86,Joe Gomez,Liverpool,0.07,,Off Target,11.0,Right Foot,,Mohamed Salah,Pass (Live),Mohamed Salah,Take-On,18e98d77,Liverpool,Manchester Utd
90+2,Cody Gakpo,Liverpool,0.18,,Off Target,9.0,Head,,Trent Alexander-Arnold,Pass (Dead),Kostas Tsimikas,Fouled,18e98d77,Liverpool,Manchester Utd
2,Moises Caicedo,Chelsea,0.03,,Blocked,25.0,Right Foot,,Levi Colwill,Pass (Live),Benoit Badiashile,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
12,Cameron Archer,Sheffield Utd,0.07,,Blocked,17.0,Right Foot,,James Mcatee,Pass (Live),,,3bbbaf15,Chelsea,Sheffield Utd
15,Cole Palmer,Chelsea,0.06,,Blocked,25.0,Left Foot,,Moises Caicedo,Pass (Live),,,3bbbaf15,Chelsea,Sheffield Utd
15,Conor Gallagher,Chelsea,0.02,0.04,Saved,26.0,Right Foot,,Conor Gallagher,Interception,,,3bbbaf15,Chelsea,Sheffield Utd
22,Mykhailo Mudryk,Chelsea,0.01,,Off Target,33.0,Right Foot,,Mykhailo Mudryk,Take-On,Benoit Badiashile,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
24,Cameron Archer,Sheffield Utd,0.02,,Blocked,27.0,Right Foot,,Gustavo Hamer,Pass (Live),,,3bbbaf15,Chelsea,Sheffield Utd
24,Anel Ahmedhodzic,Sheffield Utd,0.06,,Blocked,11.0,Right Foot,,Gustavo Hamer,Pass (Live),James Mcatee,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
43,Nicolas Jackson,Chelsea,0.03,,Off Target,22.0,Right Foot,,Nicolas Jackson,Take-On,Moises Caicedo,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
49,Cole Palmer,Chelsea,0.06,,Blocked,11.0,Right Foot,,Cole Palmer,Take-On,Conor Gallagher,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
52,Cole Palmer,Chelsea,0.03,,Blocked,27.0,Left Foot,,Raheem Sterling,Pass (Live),Benoit Badiashile,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
54,Cole Palmer,Chelsea,0.48,0.7,Goal,5.0,Left Foot,,Raheem Sterling,Pass (Live),Cole Palmer,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
61,Nicolas Jackson,Chelsea,0.9,0.85,Goal,2.0,Right Foot,,Cole Palmer,Pass (Live),Cole Palmer,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
68,Raheem Sterling,Chelsea,0.1,0.13,Saved,9.0,Right Foot,,Thiago Silva,Pass (Live),Benoit Badiashile,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
70,Gustavo Hamer,Sheffield Utd,0.04,0.18,Saved,32.0,Right Foot,Free kick,Jayden Bogle,Fouled,Oliver Norwood,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
70,Jayden Bogle,Sheffield Utd,0.05,,Blocked,21.0,Right Foot,,Gustavo Hamer,Pass (Live),Gustavo Hamer,Pass (Dead),3bbbaf15,Chelsea,Sheffield Utd
79,Conor Gallagher,Chelsea,0.04,,Off Target,27.0,Right Foot,,Nicolas Jackson,Pass (Live),Benoit Badiashile,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
84,Armando Broja,Chelsea,0.87,,Off Target,5.0,Right Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
88,Cole Palmer,Chelsea,0.09,0.1,Saved,22.0,Left Foot,Free kick,Cole Palmer,Fouled,Enzo Fernandez,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
88,Nicolas Jackson,Chelsea,0.22,0.14,Saved,3.0,Right Foot,,Cole Palmer,Shot,,,3bbbaf15,Chelsea,Sheffield Utd
90,Armando Broja,Chelsea,0.15,,Blocked,14.0,Right Foot,,Armando Broja,Take-On,,,3bbbaf15,Chelsea,Sheffield Utd
90+3,Cameron Archer,Sheffield Utd,0.13,,Off Target,11.0,Left Foot,,Cameron Archer,Take-On,Anis Ben Slimane,Pass (Live),3bbbaf15,Chelsea,Sheffield Utd
3,Danilo,Nott'ham Forest,0.03,0.31,Goal,26.0,Right Foot,Volley,,,,,e0a9c631,Brentford,Nott'ham Forest
5,Vitaly Janelt,Brentford,0.05,,Off Target,19.0,Right Foot,Volley,Vitaly Janelt,Pass (Live),Vitaly Janelt,Tackle,e0a9c631,Brentford,Nott'ham Forest
7,Ryan Yates,Nott'ham Forest,0.02,,Off Target,31.0,Right Foot,,Orel Mangala,Pass (Live),Callum Hudson-Odoi,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
11,Ben Mee,Brentford,0.02,,Blocked,32.0,Left Foot,,Vitaly Janelt,Pass (Live),Mikkel Damsgaard,Pass (Dead),e0a9c631,Brentford,Nott'ham Forest
13,Ryan Yates,Nott'ham Forest,0.05,,Blocked,28.0,Right Foot,,Chris Wood,Pass (Live),Danilo,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
13,Callum Hudson-Odoi,Nott'ham Forest,0.09,,Blocked,10.0,Left Foot,,Ryan Yates,Shot,,,e0a9c631,Brentford,Nott'ham Forest
19,Ivan Toney,Brentford,0.11,0.35,Goal,20.0,Right Foot,Free kick,Mikkel Damsgaard,Fouled,Mads Roerslev,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
26,Neal Maupay,Brentford,0.17,,Blocked,5.0,Other,,Mathias Jensen,Pass (Live),Mikkel Damsgaard,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
29,Danilo,Nott'ham Forest,0.02,,Blocked,26.0,Right Foot,Volley,Ryan Yates,Pass (Live),Gonzalo Montiel,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
31,Keane Lewis-Potter,Brentford,0.23,,Woodwork,5.0,Right Foot,Volley,Ivan Toney,Pass (Live),Mathias Jensen,Pass (Dead),e0a9c631,Brentford,Nott'ham Forest
38,Nuno Tavares,Nott'ham Forest,0.02,0.02,Saved,31.0,Right Foot,,Chris Wood,Pass (Live),Gonzalo Montiel,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
53,Keane Lewis-Potter,Brentford,0.22,0.23,Saved,10.0,Right Foot,Volley,Ivan Toney,Pass (Live),Mikkel Damsgaard,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
55,Orel Mangala,Nott'ham Forest,0.28,,Off Target,5.0,Left Foot,,Danilo,Pass (Live),Nicolas Dominguez,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
56,Keane Lewis-Potter,Brentford,0.14,,Off Target,14.0,Right Foot,,Ivan Toney,Pass (Live),Mikkel Damsgaard,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
58,Ben Mee,Brentford,0.11,0.2,Goal,5.0,Head,,Mathias Jensen,Pass (Dead),,,e0a9c631,Brentford,Nott'ham Forest
65,Chris Wood,Nott'ham Forest,0.35,0.57,Goal,9.0,Head,,Callum Hudson-Odoi,Pass (Live),Danilo,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
67,Orel Mangala,Nott'ham Forest,0.15,,Off Target,18.0,Right Foot,,Chris Wood,Pass (Live),Callum Hudson-Odoi,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
68,Neal Maupay,Brentford,0.09,0.46,Goal,16.0,Left Foot,Volley,Mads Roerslev,Pass (Live),Ivan Toney,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
78,Chris Wood,Nott'ham Forest,0.08,,Blocked,18.0,Right Foot,,Nicolas Dominguez,Pass (Live),Chris Wood,Pass (Live),e0a9c631,Brentford,Nott'ham Forest
