minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1.1,SCA 2,SCA 2.1,game_id,home_team,away_team
37,Tahith Chong,Luton Town,0.01,0.07,Saved,25.0,Left Foot,Volley,Jacob Brown,Fouled,Carlton Morris,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
44,Carlton Morris,Luton Town,0.02,,Off Target,16.0,Head,,Reece Burke,Pass (Live),Marvelous Nakamba,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
45+1,Chris Wood,Nott'ham Forest,0.29,,Off Target,3.0,Head,,Morgan Gibbs-White,Pass (Live),Orel Mangala,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
45+3,Ibrahim Sangare,Nott'ham Forest,0.28,,Off Target,11.0,Right Foot,,Willy Boly,Pass (Live),Murillo,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
48,Chris Wood,Nott'ham Forest,0.7,0.62,Goal,16.0,Left Foot,,Anthony Elanga,Pass (Live),Morgan Gibbs-White,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
50,Chris Wood,Nott'ham Forest,0.16,,Off Target,8.0,Head,,Morgan Gibbs-White,Pass (Live),Willy Boly,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
52,Jacob Brown,Luton Town,0.3,0.19,Saved,9.0,Head,,Chiedozie Ogbene,Pass (Live),Carlton Morris,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
54,Morgan Gibbs-White,Nott'ham Forest,0.03,0.56,Saved,25.0,Right Foot,,Morgan Gibbs-White,Take-On,,,d1671efa,Nott'ham Forest,Luton Town
63,Morgan Gibbs-White,Nott'ham Forest,0.1,,Off Target,14.0,Left Foot,,Morgan Gibbs-White,Take-On,Orel Mangala,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
67,Nicolas Dominguez,Nott'ham Forest,0.05,,Off Target,6.0,Head,,Morgan Gibbs-White,Pass (Dead),,,d1671efa,Nott'ham Forest,Luton Town
67,Ibrahim Sangare,Nott'ham Forest,0.17,,Off Target,4.0,Right Foot,Volley,Nicolas Dominguez,Shot,,,d1671efa,Nott'ham Forest,Luton Town
68,Anthony Elanga,Nott'ham Forest,0.03,0.01,Saved,23.0,Left Foot,,Nicolas Dominguez,Pass (Live),Morgan Gibbs-White,Pass (Dead),d1671efa,Nott'ham Forest,Luton Town
69,Marvelous Nakamba,Luton Town,0.02,,Off Target,31.0,Left Foot,,Alfie Doughty,Pass (Live),Tom Lockyer,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
71,Nicolas Dominguez,Nott'ham Forest,0.03,0.25,Saved,13.0,Head,,Anthony Elanga,Pass (Live),Ibrahim Sangare,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
73,Chiedozie Ogbene,Luton Town,0.03,,Blocked,18.0,Left Foot,,Issa Kabore,Pass (Live),Carlton Morris,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
73,Elijah Adebayo,Luton Town,0.13,,Off Target,9.0,Left Foot,,Chiedozie Ogbene,Shot,,,d1671efa,Nott'ham Forest,Luton Town
76,Chris Wood,Nott'ham Forest,0.05,0.59,Goal,13.0,Head,,Anthony Elanga,Pass (Live),Morgan Gibbs-White,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
79,Ryan Yates,Nott'ham Forest,0.05,,Off Target,17.0,Left Foot,,Chris Wood,Pass (Live),,,d1671efa,Nott'ham Forest,Luton Town
80,Carlton Morris,Luton Town,0.16,,Blocked,15.0,Left Foot,,Chiedozie Ogbene,Pass (Live),Carlton Morris,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
83,Chiedozie Ogbene,Luton Town,0.34,0.42,Goal,10.0,Right Foot,Volley,Ross Barkley,Fouled,Alfie Doughty,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
90,Cauley Woodrow,Luton Town,0.06,,Blocked,17.0,Right Foot,,Cauley Woodrow,Take-On,Elijah Adebayo,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
90+1,Alfie Doughty,Luton Town,0.03,,Blocked,26.0,Left Foot,,Tom Lockyer,Pass (Live),Ross Barkley,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
90+2,Elijah Adebayo,Luton Town,0.51,0.56,Goal,11.0,Right Foot,,Tom Lockyer,Pass (Live),Ross Barkley,Pass (Live),d1671efa,Nott'ham Forest,Luton Town
6,Marcus Rashford,Manchester Utd,0.13,0.19,Saved,8.0,Right Foot,,Marcus Rashford,Take-On,Marcus Rashford,Take-On,ddcf2857,Manchester Utd,Brighton
7,Rasmus Hojlund,Manchester Utd,0.03,,Off Target,15.0,Head,,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Dead),ddcf2857,Manchester Utd,Brighton
8,Bruno Fernandes,Manchester Utd,0.05,,Blocked,26.0,Right Foot,,,,,,ddcf2857,Manchester Utd,Brighton
10,Tariq Lamptey,Brighton,0.01,,Off Target,25.0,Right Foot,,Adam Lallana,Pass (Live),Tariq Lamptey,Pass (Live),ddcf2857,Manchester Utd,Brighton
11,Marcus Rashford,Manchester Utd,0.05,,Blocked,11.0,Left Foot,,Sergio Reguilon,Pass (Live),Marcus Rashford,Pass (Live),ddcf2857,Manchester Utd,Brighton
20,Danny Welbeck,Brighton,0.52,0.35,Goal,9.0,Left Foot,,Simon Adingra,Pass (Live),Danny Welbeck,Pass (Live),ddcf2857,Manchester Utd,Brighton
25,Marcus Rashford,Manchester Utd,0.16,,Blocked,16.0,Right Foot,,Diogo Dalot,Pass (Live),Diogo Dalot,Take-On,ddcf2857,Manchester Utd,Brighton
26,Marcus Rashford,Manchester Utd,0.03,,Blocked,25.0,Right Foot,,Diogo Dalot,Pass (Live),Casemiro,Pass (Live),ddcf2857,Manchester Utd,Brighton
32,Danny Welbeck,Brighton,0.02,,Off Target,29.0,Right Foot,,Mahmoud Dahoud,Pass (Live),Pascal Gross,Pass (Live),ddcf2857,Manchester Utd,Brighton
34,Marcus Rashford,Manchester Utd,0.07,,Blocked,20.0,Right Foot,,Casemiro,Pass (Live),,,ddcf2857,Manchester Utd,Brighton
45+1,Marcus Rashford,Manchester Utd,0.12,,Off Target,17.0,Right Foot,,Victor Lindelof,Pass (Live),Christian Eriksen,Pass (Live),ddcf2857,Manchester Utd,Brighton
48,Pascal Gross,Brighton,0.03,0.02,Saved,26.0,Right Foot,,Danny Welbeck,Pass (Live),Kaoru Mitoma,Pass (Live),ddcf2857,Manchester Utd,Brighton
51,Marcus Rashford,Manchester Utd,0.05,,Off Target,11.0,Left Foot,,Rasmus Hojlund,Pass (Live),Diogo Dalot,Pass (Live),ddcf2857,Manchester Utd,Brighton
53,Pascal Gross,Brighton,0.29,0.22,Goal,17.0,Right Foot,,Pascal Gross,Take-On,Tariq Lamptey,Pass (Live),ddcf2857,Manchester Utd,Brighton
57,Bruno Fernandes,Manchester Utd,0.02,0.02,Saved,29.0,Right Foot,,Victor Lindelof,Pass (Live),Lisandro Martinez,Pass (Live),ddcf2857,Manchester Utd,Brighton
58,Marcus Rashford,Manchester Utd,0.03,,Blocked,16.0,Right Foot,,Rasmus Hojlund,Pass (Live),Bruno Fernandes,Pass (Live),ddcf2857,Manchester Utd,Brighton
66,Marcus Rashford,Manchester Utd,0.05,0.27,Saved,31.0,Right Foot,Free kick,Hannibal Mejbri,Fouled,Victor Lindelof,Pass (Live),ddcf2857,Manchester Utd,Brighton
71,Joao Pedro,Brighton,0.09,0.19,Goal,17.0,Right Foot,,Tariq Lamptey,Pass (Live),Lewis Dunk,Pass (Live),ddcf2857,Manchester Utd,Brighton
73,Hannibal Mejbri,Manchester Utd,0.03,0.19,Goal,29.0,Right Foot,,Lisandro Martinez,Pass (Live),Bruno Fernandes,Pass (Live),ddcf2857,Manchester Utd,Brighton
76,Victor Lindelof,Manchester Utd,0.15,,Off Target,7.0,Head,,Bruno Fernandes,Pass (Live),,,ddcf2857,Manchester Utd,Brighton
79,Kaoru Mitoma,Brighton,0.14,0.61,Saved,5.0,Right Foot,,Joao Pedro,Pass (Live),,,ddcf2857,Manchester Utd,Brighton
87,Evan Ferguson,Brighton,0.08,0.09,Saved,14.0,Right Foot,,Joao Pedro,Pass (Live),Ansu Fati,Pass (Live),ddcf2857,Manchester Utd,Brighton
88,Ansu Fati,Brighton,0.09,0.12,Saved,17.0,Right Foot,,Joao Pedro,Pass (Live),Ansu Fati,Pass (Live),ddcf2857,Manchester Utd,Brighton
90+3,Ansu Fati,Brighton,0.41,0.86,Saved,12.0,Right Foot,,Billy Gilmour,Pass (Live),Kaoru Mitoma,Pass (Live),ddcf2857,Manchester Utd,Brighton
9,Gustavo Hamer,Sheffield Utd,0.02,,Off Target,31.0,Right Foot,,Jayden Bogle,Pass (Live),James Mcatee,Pass (Live),abd525b4,Sheffield Utd,West Ham
11,Vinicius Souza,Sheffield Utd,0.03,0.05,Saved,30.0,Right Foot,,Ben Brereton,Pass (Live),Auston Trusty,Pass (Live),abd525b4,Sheffield Utd,West Ham
12,Danny Ings,West Ham,0.07,0.07,Saved,9.0,Right Foot,Volley,Tomas Soucek,Pass (Live),Vladimir Coufal,Pass (Dead),abd525b4,Sheffield Utd,West Ham
13,Kurt Zouma,West Ham,0.02,0.24,Saved,17.0,Head,,James Ward-Prowse,Pass (Dead),Pablo Fornals,Fouled,abd525b4,Sheffield Utd,West Ham
14,Jarrod Bowen,West Ham,0.07,,Off Target,14.0,Left Foot,,Danny Ings,Pass (Live),Danny Ings,Take-On,abd525b4,Sheffield Utd,West Ham
17,Gustavo Hamer,Sheffield Utd,0.09,,Blocked,21.0,Right Foot,Free kick,William Osula,Fouled,Gustavo Hamer,Pass (Live),abd525b4,Sheffield Utd,West Ham
17,Gustavo Hamer,Sheffield Utd,0.04,,Blocked,26.0,Right Foot,Volley,Gustavo Hamer,Shot,,,abd525b4,Sheffield Utd,West Ham
18,Andre Brooks,Sheffield Utd,0.03,,Off Target,15.0,Left Foot,,Gustavo Hamer,Shot,,,abd525b4,Sheffield Utd,West Ham
23,Ben Brereton,Sheffield Utd,0.04,0.06,Saved,18.0,Right Foot,Deflected,Andre Brooks,Pass (Live),Andre Brooks,Take-On,abd525b4,Sheffield Utd,West Ham
27,James Mcatee,Sheffield Utd,0.04,,Blocked,22.0,Left Foot,,Gustavo Hamer,Pass (Live),Vinicius Souza,Pass (Live),abd525b4,Sheffield Utd,West Ham
27,Auston Trusty,Sheffield Utd,0.06,0.03,Saved,11.0,Head,,Gustavo Hamer,Pass (Dead),James Mcatee,Shot,abd525b4,Sheffield Utd,West Ham
28,Danny Ings,West Ham,0.17,,Blocked,15.0,Right Foot,,Danny Ings,Take-On,Vladimir Coufal,Pass (Live),abd525b4,Sheffield Utd,West Ham
28,Maxwel Cornet,West Ham,0.21,0.83,Goal,6.0,Left Foot,Volley,Danny Ings,Shot,,,abd525b4,Sheffield Utd,West Ham
37,William Osula,Sheffield Utd,0.02,,Off Target,13.0,Right Foot,,James Mcatee,Pass (Live),Ben Brereton,Pass (Live),abd525b4,Sheffield Utd,West Ham
40,Danny Ings,West Ham,0.09,,Blocked,9.0,Right Foot,,Emerson Palmieri,Pass (Live),Maxwel Cornet,Pass (Live),abd525b4,Sheffield Utd,West Ham
41,Jarrod Bowen,West Ham,0.2,,Off Target,6.0,Left Foot,Volley,James Ward-Prowse,Pass (Dead),Danny Ings,Shot,abd525b4,Sheffield Utd,West Ham
44,William Osula,Sheffield Utd,0.37,0.22,Saved,7.0,Head,,Auston Trusty,Pass (Live),James Mcatee,Pass (Live),abd525b4,Sheffield Utd,West Ham
44,Ben Brereton,Sheffield Utd,0.45,0.87,Goal,7.0,Right Foot,,Ben Brereton,Take-On,William Osula,Shot,abd525b4,Sheffield Utd,West Ham
45+2,William Osula,Sheffield Utd,0.03,,Blocked,22.0,Right Foot,,Anel Ahmedhodzic,Pass (Live),Jayden Bogle,Pass (Live),abd525b4,Sheffield Utd,West Ham
51,Ben Brereton,Sheffield Utd,0.02,,Blocked,23.0,Right Foot,,James Mcatee,Pass (Live),Gustavo Hamer,Pass (Live),abd525b4,Sheffield Utd,West Ham
52,Auston Trusty,Sheffield Utd,0.04,,Off Target,12.0,Head,,Gustavo Hamer,Pass (Live),James Mcatee,Pass (Live),abd525b4,Sheffield Utd,West Ham
57,Oliver McBurnie,Sheffield Utd,0.03,,Off Target,6.0,Right Foot,Volley,Gustavo Hamer,Pass (Dead),,Fouled,abd525b4,Sheffield Utd,West Ham
58,Ben Brereton,Sheffield Utd,0.4,,Off Target,11.0,Right Foot,,James Mcatee,Pass (Live),,,abd525b4,Sheffield Utd,West Ham
60,Maxwel Cornet,West Ham,0.08,,Blocked,13.0,Left Foot,,Danny Ings,Pass (Live),Danny Ings,Tackle,abd525b4,Sheffield Utd,West Ham
61,Andre Brooks,Sheffield Utd,0.07,,Blocked,21.0,Left Foot,,Jayden Bogle,Pass (Live),James Mcatee,Pass (Live),abd525b4,Sheffield Utd,West Ham
64,Jarrod Bowen,West Ham,0.03,,Blocked,16.0,Left Foot,,Danny Ings,Pass (Live),James Ward-Prowse,Pass (Live),abd525b4,Sheffield Utd,West Ham
69,Konstantinos Mavropanos,West Ham,0.03,,Off Target,14.0,Head,,James Ward-Prowse,Pass (Dead),Emerson Palmieri,Fouled,abd525b4,Sheffield Utd,West Ham
70,James Mcatee,Sheffield Utd,0.04,,Off Target,21.0,Left Foot,,Gustavo Hamer,Pass (Live),Jayden Bogle,Pass (Live),abd525b4,Sheffield Utd,West Ham
73,Danny Ings,West Ham,0.09,0.34,Saved,25.0,Right Foot,,Pablo Fornals,Pass (Live),James Ward-Prowse,Pass (Live),abd525b4,Sheffield Utd,West Ham
74,Cameron Archer,Sheffield Utd,0.04,,Blocked,26.0,Right Foot,,Cameron Archer,Take-On,Andre Brooks,Pass (Live),abd525b4,Sheffield Utd,West Ham
79,James Ward-Prowse (pen),West Ham,0.79,0.94,Goal,13.0,Right Foot,,Danny Ings,Fouled,Danny Ings,Take-On,abd525b4,Sheffield Utd,West Ham
84,Jarrod Bowen,West Ham,0.05,,Off Target,15.0,Left Foot,,Danny Ings,Pass (Live),Pablo Fornals,Pass (Live),abd525b4,Sheffield Utd,West Ham
86,James Mcatee,Sheffield Utd,0.04,,Blocked,13.0,Left Foot,,Anel Ahmedhodzic,Pass (Live),Vinicius Souza,Pass (Live),abd525b4,Sheffield Utd,West Ham
89,Ben Johnson,West Ham,0.05,,Off Target,28.0,Left Foot,,James Ward-Prowse,Pass (Live),Jarrod Bowen,Pass (Live),abd525b4,Sheffield Utd,West Ham
90+5,Danny Ings,West Ham,0.25,,Blocked,11.0,Left Foot,,James Ward-Prowse,Pass (Live),Pablo Fornals,Pass (Live),abd525b4,Sheffield Utd,West Ham
90+5,Danny Ings,West Ham,0.15,,Blocked,11.0,Left Foot,,Danny Ings,Shot,,,abd525b4,Sheffield Utd,West Ham
90+13,Oliver McBurnie (pen),Sheffield Utd,0.79,0.99,Goal,13.0,Right Foot,,Oliver McBurnie,Fouled,Gustavo Hamer,Pass (Live),abd525b4,Sheffield Utd,West Ham
20,Gabriel Martinelli,Arsenal,0.17,0.75,Goal,12.0,Right Foot,,Bukayo Saka,Pass (Live),Gabriel Jesus,Pass (Dead),dd3a5afc,Luton Town,Arsenal
23,Kai Havertz,Arsenal,0.04,,Blocked,21.0,Right Foot,,Gabriel Jesus,Pass (Live),Jakub Kiwior,Pass (Live),dd3a5afc,Luton Town,Arsenal
23,Gabriel Jesus,Arsenal,0.07,0.06,Saved,14.0,Right Foot,,Kai Havertz,Pass (Live),Kai Havertz,Shot,dd3a5afc,Luton Town,Arsenal
25,Gabriel Osho,Luton Town,0.16,0.36,Goal,9.0,Head,,Alfie Doughty,Pass (Dead),Gabriel Osho,Pass (Live),dd3a5afc,Luton Town,Arsenal
27,Gabriel Jesus,Arsenal,0.03,0.16,Saved,12.0,Right Foot,,Martin Odegaard,Pass (Live),Bukayo Saka,Pass (Live),dd3a5afc,Luton Town,Arsenal
31,Gabriel Martinelli,Arsenal,0.06,0.21,Saved,11.0,Left Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Interception,dd3a5afc,Luton Town,Arsenal
32,Martin Odegaard,Arsenal,0.03,,Blocked,17.0,Left Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Take-On,dd3a5afc,Luton Town,Arsenal
39,Bukayo Saka,Arsenal,0.05,0.54,Saved,15.0,Left Foot,,Declan Rice,Pass (Live),William Saliba,Pass (Live),dd3a5afc,Luton Town,Arsenal
45,Gabriel Jesus,Arsenal,0.53,0.84,Goal,4.0,Head,,Ben White,Pass (Live),Bukayo Saka,Pass (Live),dd3a5afc,Luton Town,Arsenal
45+4,Teden Mengi,Luton Town,0.02,0.04,Saved,28.0,Left Foot,,,,,,dd3a5afc,Luton Town,Arsenal
48,Andros Townsend,Luton Town,0.05,,Blocked,26.0,Left Foot,,Ross Barkley,Pass (Live),Elijah Adebayo,Pass (Live),dd3a5afc,Luton Town,Arsenal
49,Elijah Adebayo,Luton Town,0.21,0.45,Goal,5.0,Head,,Alfie Doughty,Pass (Dead),Andros Townsend,Shot,dd3a5afc,Luton Town,Arsenal
52,Bukayo Saka,Arsenal,0.03,,Blocked,20.0,Left Foot,,Gabriel Jesus,Pass (Live),Martin Odegaard,Pass (Live),dd3a5afc,Luton Town,Arsenal
52,Jakub Kiwior,Arsenal,0.05,,Blocked,20.0,Right Foot,,Bukayo Saka,Shot,,,dd3a5afc,Luton Town,Arsenal
55,Kai Havertz,Arsenal,0.05,,Off Target,10.0,Head,,Martin Odegaard,Pass (Dead),Gabriel Jesus,Fouled,dd3a5afc,Luton Town,Arsenal
57,Ross Barkley,Luton Town,0.05,0.03,Goal,12.0,Left Foot,,Andros Townsend,Pass (Live),Andros Townsend,Take-On,dd3a5afc,Luton Town,Arsenal
60,Kai Havertz,Arsenal,0.45,0.78,Goal,8.0,Right Foot,Volley,Gabriel Jesus,Pass (Live),Bukayo Saka,Pass (Live),dd3a5afc,Luton Town,Arsenal
71,Pelly Ruddock Mpanzu,Luton Town,0.02,,Off Target,32.0,Right Foot,,Amari'i Bell,Tackle,,,dd3a5afc,Luton Town,Arsenal
75,Martin Odegaard,Arsenal,0.04,0.13,Saved,28.0,Left Foot,,Kai Havertz,Pass (Live),,,dd3a5afc,Luton Town,Arsenal
76,Bukayo Saka,Arsenal,0.04,,Blocked,11.0,Right Foot,,Kai Havertz,Pass (Live),Leandro Trossard,Pass (Live),dd3a5afc,Luton Town,Arsenal
77,Leandro Trossard,Arsenal,0.1,,Blocked,14.0,Right Foot,,Bukayo Saka,Take-On,,,dd3a5afc,Luton Town,Arsenal
79,Declan Rice,Arsenal,0.05,,Blocked,22.0,Left Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),dd3a5afc,Luton Town,Arsenal
80,Leandro Trossard,Arsenal,0.04,,Off Target,5.0,Left Foot,Volley,Kai Havertz,Shot,,,dd3a5afc,Luton Town,Arsenal
80,Kai Havertz,Arsenal,0.02,,Off Target,16.0,Head,,Ben White,Pass (Live),Oleksandr Zinchenko,Pass (Live),dd3a5afc,Luton Town,Arsenal
86,Declan Rice,Arsenal,0.06,,Blocked,25.0,Right Foot,,Martin Odegaard,Pass (Live),Martin Odegaard,Pass (Live),dd3a5afc,Luton Town,Arsenal
87,Kai Havertz,Arsenal,0.25,,Saved off Target,8.0,Head,,Oleksandr Zinchenko,Pass (Live),Gabriel Dos Santos,Pass (Live),dd3a5afc,Luton Town,Arsenal
87,Leandro Trossard,Arsenal,0.02,,Off Target,30.0,Right Foot,,Martin Odegaard,Pass (Live),Oleksandr Zinchenko,Pass (Live),dd3a5afc,Luton Town,Arsenal
90+2,Leandro Trossard,Arsenal,0.02,,Blocked,23.0,Right Foot,Volley,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),dd3a5afc,Luton Town,Arsenal
90+7,Declan Rice,Arsenal,0.07,0.37,Goal,10.0,Head,Deflected,Martin Odegaard,Pass (Live),Oleksandr Zinchenko,Pass (Live),dd3a5afc,Luton Town,Arsenal
9,Raul Jimenez,Fulham,0.02,,Blocked,15.0,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Pass (Live),fd5606da,Fulham,Nott'ham Forest
14,Andreas Pereira,Fulham,0.02,,Blocked,26.0,Right Foot,,Alex Iwobi,Pass (Live),Joao Palhinha,Pass (Live),fd5606da,Fulham,Nott'ham Forest
17,Divock Origi,Nott'ham Forest,0.03,,Off Target,28.0,Right Foot,,Nicolas Dominguez,Pass (Live),Murillo,Pass (Live),fd5606da,Fulham,Nott'ham Forest
21,Raul Jimenez,Fulham,0.02,0.02,Saved,14.0,Right Foot,,Tom Cairney,Pass (Live),Tom Cairney,Pass (Live),fd5606da,Fulham,Nott'ham Forest
26,Andreas Pereira,Fulham,0.07,,Woodwork,29.0,Right Foot,Free kick,Andreas Pereira,Fouled,Raul Jimenez,Pass (Live),fd5606da,Fulham,Nott'ham Forest
30,Alex Iwobi,Fulham,0.41,0.88,Goal,6.0,Right Foot,Volley,Willian,Pass (Live),Tom Cairney,Pass (Live),fd5606da,Fulham,Nott'ham Forest
33,Murillo,Nott'ham Forest,0.04,,Off Target,14.0,Left Foot,,,,,,fd5606da,Fulham,Nott'ham Forest
34,Raul Jimenez,Fulham,0.46,0.94,Goal,11.0,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Pass (Live),fd5606da,Fulham,Nott'ham Forest
40,Raul Jimenez,Fulham,0.07,,Blocked,9.0,Left Foot,Volley,Andreas Pereira,Pass (Dead),Willian,Pass (Live),fd5606da,Fulham,Nott'ham Forest
45+3,Alex Iwobi,Fulham,0.06,,Off Target,22.0,Right Foot,,Raul Jimenez,Pass (Live),Alex Iwobi,Pass (Live),fd5606da,Fulham,Nott'ham Forest
54,Raul Jimenez,Fulham,0.04,,Off Target,17.0,Right Foot,,Willian,Pass (Live),Tom Cairney,Pass (Live),fd5606da,Fulham,Nott'ham Forest
54,Raul Jimenez,Fulham,0.84,0.8,Goal,8.0,Right Foot,,Raul Jimenez,Take-On,Andreas Pereira,Pass (Live),fd5606da,Fulham,Nott'ham Forest
68,Chris Wood,Nott'ham Forest,0.12,,Off Target,5.0,Right Foot,,Ola Aina,Pass (Live),Orel Mangala,Pass (Live),fd5606da,Fulham,Nott'ham Forest
74,Alex Iwobi,Fulham,0.14,0.31,Goal,13.0,Right Foot,Volley,Harry Wilson,Pass (Live),Tom Cairney,Pass (Live),fd5606da,Fulham,Nott'ham Forest
81,Anthony Elanga,Nott'ham Forest,0.07,0.04,Saved,13.0,Left Foot,,,,,,fd5606da,Fulham,Nott'ham Forest
86,Tom Cairney,Fulham,0.27,0.45,Goal,15.0,Left Foot,,Andreas Pereira,Pass (Live),Tom Cairney,Pass (Live),fd5606da,Fulham,Nott'ham Forest
90+5,Harry Wilson,Fulham,0.07,,Blocked,26.0,Left Foot,,Tom Cairney,Pass (Live),Bobby Reid,Pass (Live),fd5606da,Fulham,Nott'ham Forest
90+5,Sasa Lukic,Fulham,0.02,,Off Target,31.0,Left Foot,,Harry Wilson,Shot,,,fd5606da,Fulham,Nott'ham Forest
1,Antony,Manchester Utd,0.04,0.19,Saved,25.0,Left Foot,,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
2,Taiwo Awoniyi,Nott'ham Forest,0.56,0.98,Goal,10.0,Right Foot,,Taiwo Awoniyi,Take-On,Morgan Gibbs-White,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
4,Willy Boly,Nott'ham Forest,0.17,0.55,Goal,7.0,Head,,Brennan Johnson,Fouled,Brennan Johnson,Take-On,70d9b1ab,Manchester Utd,Nott'ham Forest
6,Casemiro,Manchester Utd,0.03,,Off Target,27.0,Right Foot,,Antony,Pass (Live),Aaron Wan-Bissaka,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
11,Bruno Fernandes,Manchester Utd,0.02,0.03,Saved,33.0,Right Foot,,Christian Eriksen,Pass (Live),Casemiro,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
17,Bruno Fernandes,Manchester Utd,0.02,0.17,Saved,32.0,Right Foot,,Lisandro Martinez,Pass (Live),Raphael Varane,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
17,Christian Eriksen,Manchester Utd,0.28,0.95,Goal,3.0,Right Foot,,Marcus Rashford,Pass (Live),Marcus Rashford,Take-On,70d9b1ab,Manchester Utd,Nott'ham Forest
20,Casemiro,Manchester Utd,0.04,0.17,Saved,25.0,Left Foot,,Antony,Pass (Live),Aaron Wan-Bissaka,Pass (Dead),70d9b1ab,Manchester Utd,Nott'ham Forest
26,Casemiro,Manchester Utd,0.63,,Off Target,4.0,Head,,Bruno Fernandes,Pass (Dead),Antony,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
30,Anthony Martial,Manchester Utd,0.04,,Blocked,11.0,Right Foot,,Antony,Pass (Live),Bruno Fernandes,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
39,Bruno Fernandes,Manchester Utd,0.04,,Blocked,23.0,Right Foot,,Antony,Pass (Live),Marcus Rashford,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
45+2,Morgan Gibbs-White,Nott'ham Forest,0.21,,Blocked,16.0,Right Foot,,Brennan Johnson,Pass (Live),Brennan Johnson,Take-On,70d9b1ab,Manchester Utd,Nott'ham Forest
48,Bruno Fernandes,Manchester Utd,0.02,,Off Target,30.0,Right Foot,,Anthony Martial,Pass (Live),Christian Eriksen,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
52,Casemiro,Manchester Utd,0.3,0.93,Goal,5.0,Right Foot,Volley,Bruno Fernandes,Pass (Live),Marcus Rashford,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
53,Danilo,Nott'ham Forest,0.03,0.01,Saved,29.0,Left Foot,,Serge Aurier,Pass (Live),Danilo,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
53,Antony,Manchester Utd,0.03,0.41,Saved,21.0,Left Foot,,Antony,Take-On,Victor Lindelof,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
55,Antony,Manchester Utd,0.04,,Blocked,23.0,Left Foot,,Victor Lindelof,Pass (Live),Christian Eriksen,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
59,Bruno Fernandes,Manchester Utd,0.32,,Off Target,5.0,Right Foot,,Antony,Pass (Live),Aaron Wan-Bissaka,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
61,Taiwo Awoniyi,Nott'ham Forest,0.05,,Off Target,12.0,Head,,Morgan Gibbs-White,Pass (Live),Serge Aurier,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
65,Antony,Manchester Utd,0.07,,Off Target,21.0,Left Foot,,Christian Eriksen,Pass (Live),Christian Eriksen,Pass (Live),70d9b1ab,Manchester Utd,Nott'ham Forest
76,Bruno Fernandes (pen),Manchester Utd,0.79,0.98,Goal,13.0,Right Foot,,Marcus Rashford,Fouled,Jadon Sancho,Pass (Dead),70d9b1ab,Manchester Utd,Nott'ham Forest
80,Taiwo Awoniyi,Nott'ham Forest,0.06,,Off Target,11.0,Head,,Morgan Gibbs-White,Pass (Dead),Morgan Gibbs-White,Fouled,70d9b1ab,Manchester Utd,Nott'ham Forest
83,Morgan Gibbs-White,Nott'ham Forest,0.06,,Blocked,22.0,Right Foot,Volley,Ola Aina,Pass (Dead),,,70d9b1ab,Manchester Utd,Nott'ham Forest
