Player,Team,Position,Gw,Fpts,Started,Opponent,Home,Fp/g,Ros rank,Rkov,G,Kp,At,Sot,Tkw,Dis,Yc,Rc,Acnc,Int,Clr,Cos,Bs,Aer,Pkm,Pkd,Og,Gao,Cs,Team_long,Ros %,Gp,Min
Iyenoma Destiny Udogie,TOT,D,4,12.25,1.0,,False,12.25,,73,0,1,1,0,4,1,0,0,0,2,3,1,0,0,0,0,0,2,0,,98%,1,90
Nathan Patterson,EVE,D,4,12.25,1.0,,False,12.25,,218,0,2,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,,5%,1,90
Christian Norgaard,BRF,M,4,12.0,1.0,,True,12.0,,56,0,2,0,1,3,1,0,0,1,2,0,0,0,1,0,0,0,2,0,,55%,1,90
Ross Barkley,LUT,M,4,12.0,1.0,,True,12.0,,258,0,4,0,0,0,3,0,0,0,1,2,3,0,3,0,0,0,1,0,,7%,1,70
David Brooks,BOU,M,4,12.0,0.0,,False,12.0,,185,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,,6%,1,29
Joe Worrall,NOT,D,4,11.75,1.0,,False,11.75,,224,0,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,1,,4%,1,90
Josh Brownhill,BUR,M,4,11.5,0.0,,True,11.5,,169,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,,57%,1,45
Sergio Gomez,MCI,D,4,11.0,0.0,,True,11.0,,271,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,1%,1,13
Frank Onyeka,BRF,M,4,11.0,0.0,,True,11.0,,227,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,,0%,1,18
Phil Foden,MCI,M,4,10.5,1.0,,True,10.5,,17,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,,100%,1,88
Pedro Porro,TOT,D,4,10.5,1.0,,False,10.5,,50,0,2,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,,99%,1,90
Taiwo Awoniyi,NOT,F,4,10.5,1.0,,False,10.5,,31,0,2,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,,95%,1,64
Lucas Digne,AVL,D,4,10.5,1.0,,False,10.5,,35,0,4,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,3,0,,90%,1,90
Ashley Young,EVE,D,4,10.5,1.0,,False,10.5,,245,0,3,0,1,4,0,0,0,0,1,2,0,0,1,0,0,0,2,0,,17%,1,90
Nathan Collins,BRF,D,4,10.25,0.0,,True,10.25,,116,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,37%,1,8
Enzo Fernandez,CHE,M,4,10.0,1.0,,True,10.0,,134,0,3,0,1,1,4,0,0,1,0,0,1,0,2,0,0,0,1,0,,96%,1,90
Gustavo Hamer,SHU,M,4,10.0,1.0,,True,10.0,,60,0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,,55%,1,90
Sean Longstaff,NEW,M,4,10.0,0.0,,False,10.0,,82,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,,42%,1,31
Bruno Fernandes,MUN,M,4,9.5,1.0,,False,9.5,,14,0,4,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,3,0,,100%,1,90
Thiago Silva,CHE,D,4,9.5,1.0,,True,9.5,,90,0,1,0,1,1,0,0,0,0,1,6,0,0,4,0,0,0,1,0,,91%,1,90
Philip Billing,BOU,M,4,9.5,1.0,,False,9.5,,107,0,2,0,0,1,0,0,0,1,1,3,1,0,3,0,0,0,2,0,,72%,1,90
Cheick Doucoure,CRY,M,4,9.5,1.0,,True,9.5,,101,0,0,0,0,5,1,0,0,0,4,1,1,0,0,0,0,0,2,0,,33%,1,90
Jordan Ayew,CRY,F,4,9.0,1.0,,True,9.0,,63,0,1,0,2,1,3,0,0,1,1,0,0,0,3,0,0,0,2,0,,70%,1,90
Serge Aurier,NOT,D,4,9.0,1.0,,False,9.0,,155,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,,60%,1,71
Beto,EVE,F,4,9.0,1.0,,False,9.0,,200,0,1,0,0,1,2,0,0,0,0,3,6,0,2,0,0,0,2,0,,41%,1,90
Ryan Christie,BOU,M,4,9.0,1.0,,False,9.0,,76,0,1,0,1,0,0,0,0,0,0,2,4,0,2,0,0,0,1,0,,34%,1,86
Raul Jimenez,FUL,F,4,9.0,1.0,,False,9.0,,226,0,3,0,1,1,5,0,0,0,0,0,2,0,1,0,0,0,4,0,,33%,1,80
Tim Ream,FUL,D,4,8.75,1.0,,False,8.75,,168,1,0,0,1,1,0,0,0,0,3,3,1,0,1,0,0,0,5,0,,29%,1,90
Dejan Kulusevski,TOT,M,4,8.5,1.0,,False,8.5,,19,0,3,0,0,2,5,1,0,0,2,0,3,0,0,0,0,0,1,0,,100%,1,85
Pascal Gross,BHA,M,4,8.5,1.0,,True,8.5,,24,0,2,0,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,1,,100%,1,88
Eddie Nketiah,ARS,F,4,8.5,1.0,,True,8.5,,55,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,,84%,1,75
Josh Cullen,BUR,M,4,8.5,1.0,,True,8.5,,177,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,,14%,1,90
George Baldock,SHU,D,4,8.5,1.0,,True,8.5,,303,0,2,0,0,0,4,0,0,1,2,2,4,1,2,0,0,0,2,0,,2%,1,90
Marcus Tavernier,BOU,M,4,8.0,0.0,,False,8.0,,162,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,54%,1,18
Jefferson Lerma,CRY,M,4,8.0,1.0,,True,8.0,,126,0,2,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,,46%,1,90
Fabio Vieira,ARS,M,4,8.0,0.0,,True,8.0,,137,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41%,1,12
Bobby De Cordova-Reid,FUL,F,4,8.0,1.0,,False,8.0,,170,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,,17%,1,72
Pervis Estupinan,BHA,D,4,7.75,1.0,,True,7.75,,53,0,2,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,1,0,,100%,1,90
Ben White,ARS,D,4,7.5,1.0,,True,7.5,,27,0,2,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,1,0,,98%,1,90
Yves Bissouma,TOT,M,4,7.5,1.0,,False,7.5,,74,0,0,0,1,3,5,0,0,0,3,2,2,0,0,0,0,0,2,0,,81%,1,90
Axel Disasi,CHE,D,4,7.5,1.0,,True,7.5,,94,0,1,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,1,0,,79%,1,90
Vladimir Coufal,WHU,D,4,7.5,1.0,,False,7.5,,32,0,1,0,0,4,0,0,0,0,1,2,0,1,1,0,0,0,1,0,,74%,1,90
Jeffrey Schlupp,CRY,M,4,7.5,1.0,,True,7.5,,118,0,1,0,2,0,2,0,0,0,1,1,0,0,3,0,0,0,1,0,,31%,1,70
Edson Alvarez,WHU,M,4,7.5,1.0,,False,7.5,,240,0,1,0,0,1,0,0,0,0,1,5,0,2,3,0,0,0,1,0,,16%,1,90
John Egan,SHU,D,4,7.5,1.0,,True,7.5,,304,0,0,0,1,2,0,0,0,0,0,10,0,2,3,0,0,0,2,0,,6%,1,67
John Egan,SHU,D,4,7.5,1.0,,True,7.5,,304,0,0,0,1,2,0,0,0,0,0,10,0,2,3,0,0,0,2,0,,6%,1,67
Marcos Senesi,BOU,D,4,7.5,1.0,,False,7.5,,285,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,,2%,1,90
Ryan Yates,NOT,M,4,7.5,1.0,,False,7.5,,244,0,0,0,0,3,0,1,0,0,3,5,0,2,1,0,0,0,0,1,,1%,1,90
Ben Chilwell,CHE,D,4,7.0,1.0,,True,7.0,,115,0,2,0,0,1,2,1,0,1,0,0,2,0,4,0,0,0,1,0,,85%,1,61
Alfie Doughty,LUT,M,4,7.0,1.0,,True,7.0,,92,0,1,0,0,2,1,0,0,1,0,1,2,0,1,0,0,0,1,0,,42%,1,77
Joao Pedro,BHA,F,4,6.5,1.0,,True,6.5,,43,0,2,0,0,0,3,0,0,0,2,1,1,0,2,0,0,0,0,1,,95%,1,76
Marvelous Nakamba,LUT,M,4,6.5,1.0,,True,6.5,,122,0,2,0,0,2,1,1,0,1,2,1,0,0,0,0,0,0,2,0,,29%,1,90
Oliver Norwood,SHU,M,4,6.5,1.0,,True,6.5,,166,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,,14%,1,90
Ola Aina,NOT,D,4,6.5,1.0,,False,6.5,,293,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,,2%,1,72
Ethan Pinnock,BRF,D,4,6.25,1.0,,True,6.25,,58,0,0,0,0,1,0,0,0,0,1,5,0,1,6,0,0,0,2,0,,97%,1,90
Levi Colwill,CHE,D,4,6.25,1.0,,True,6.25,,114,0,0,0,0,1,0,0,0,0,3,1,0,0,4,0,0,0,1,0,,89%,1,90
Solly March,BHA,M,4,6.0,1.0,,True,6.0,,29,0,0,0,0,1,2,0,0,1,2,0,1,0,2,0,0,0,0,1,,100%,1,80
Jeremy Doku,MCI,F,4,6.0,1.0,,True,6.0,,80,0,0,0,0,2,2,0,0,1,2,0,2,0,0,0,0,0,1,0,,82%,1,75
Zeki Amdouni,BUR,F,4,6.0,1.0,,True,6.0,,139,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,,35%,1,59
Jarrad Branthwaite,EVE,D,4,6.0,1.0,,False,6.0,,191,0,0,0,0,3,0,1,0,0,2,4,0,0,6,0,0,0,2,0,,15%,1,90
Sander Berge,BUR,M,4,6.0,1.0,,True,6.0,,225,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,2,0,,6%,1,45
William Saliba,ARS,D,4,5.5,1.0,,True,5.5,,98,0,0,0,0,0,0,0,0,0,2,2,1,1,3,0,0,0,1,0,,98%,1,90
Sandro Tonali,NEW,M,4,5.5,1.0,,False,5.5,,146,0,2,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,,88%,1,57
Tyrick Mitchell,CRY,D,4,5.5,1.0,,True,5.5,,121,0,1,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,,32%,1,90
Ivan Perisic,TOT,M,4,5.5,0.0,,False,5.5,,194,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,,23%,1,21
Nayef Aguerd,WHU,D,4,5.25,1.0,,False,5.25,,105,0,1,0,0,1,0,0,0,0,0,5,0,1,2,0,0,0,1,0,,32%,1,90
Alexander Isak,NEW,F,4,5.0,1.0,,False,5.0,,38,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,3,0,,100%,1,73
Alexis Mac Allister,LIV,M,4,5.0,1.0,,True,5.0,,188,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,95%,1,86
Antony,MUN,F,4,5.0,1.0,,False,5.0,,163,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,,69%,1,83
Leon Bailey,AVL,F,4,5.0,0.0,,False,5.0,,117,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,,56%,1,45
Amadou Onana,EVE,M,4,5.0,1.0,,False,5.0,,104,0,0,0,0,2,0,0,0,0,0,2,0,0,6,0,0,0,2,0,,28%,1,90
Reece Burke,LUT,D,4,4.75,1.0,,True,4.75,,241,0,1,0,0,2,0,0,0,0,1,3,0,1,2,0,0,0,2,0,,3%,1,90
Bruno Guimaraes,NEW,M,4,4.5,1.0,,False,4.5,,34,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,0,,98%,1,90
Said Benrahma,WHU,M,4,4.5,1.0,,False,4.5,,135,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,,70%,1,71
Nicolo Zaniolo,AVL,M,4,4.5,0.0,,False,4.5,,236,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,,38%,1,24
Anthony Martial,MUN,F,4,4.5,1.0,,False,4.5,,253,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,,13%,1,66
Pablo Sarabia,WOL,M,4,4.5,1.0,,False,4.5,,175,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,11%,1,59
Jan-Paul van Hecke,BHA,D,4,4.5,1.0,,True,4.5,,239,0,0,0,0,1,0,0,0,0,0,2,0,3,2,0,0,0,1,0,,8%,1,90
Idrissa Gueye,EVE,M,4,4.5,1.0,,False,4.5,,171,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,2,0,,7%,1,90
Ruben Dias,MCI,D,4,4.25,1.0,,True,4.25,,176,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,1,0,,96%,1,90
Milos Kerkez,BOU,D,4,4.25,1.0,,False,4.25,,247,0,1,0,0,2,0,0,0,1,0,5,0,0,2,0,0,0,2,0,,27%,1,90
Raheem Sterling,CHE,F,4,4.0,1.0,,True,4.0,,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,100%,1,90
Morgan Gibbs-White,NOT,M,4,4.0,1.0,,False,4.0,,46,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,,99%,1,90
Moussa Diaby,AVL,F,4,4.0,1.0,,False,4.0,,20,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,,97%,1,90
Joelinton,NEW,M,4,4.0,1.0,,False,4.0,,184,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,,82%,1,57
Kai Havertz,ARS,F,4,4.0,1.0,,True,4.0,,165,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,82%,1,76
Pape Sarr,TOT,M,4,4.0,1.0,,False,4.0,,65,0,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,,76%,1,67
Mateo Kovacic,MCI,M,4,4.0,1.0,,True,4.0,,202,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,74%,1,83
John McGinn,AVL,M,4,4.0,1.0,,False,4.0,,87,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,,64%,1,90
Cole Palmer,CHE,M,4,4.0,0.0,,True,4.0,,284,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,,44%,1,27
James Garner,EVE,M,4,4.0,1.0,,False,4.0,,75,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,37%,1,74
Anel Ahmedhodzic,SHU,D,4,4.0,1.0,,True,4.0,,319,0,0,0,0,1,1,1,0,0,3,6,0,2,3,0,0,0,2,0,,12%,1,90
Jacob Bruun Larsen,BUR,F,4,4.0,0.0,,True,4.0,,298,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0%,1,21
Joachim Andersen,CRY,D,4,3.75,1.0,,True,3.75,,9,0,0,0,0,1,0,0,0,0,2,7,0,1,2,0,0,0,2,0,,92%,1,90
Casemiro,MUN,M,4,3.5,1.0,,False,3.5,,71,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,3,0,,98%,1,90
Douglas Luiz,AVL,M,4,3.5,1.0,,False,3.5,,48,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,0,,97%,1,71
Nicolas Jackson,CHE,F,4,3.5,1.0,,True,3.5,,125,0,1,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,1,0,,94%,1,90
Aaron Hickey,BRF,D,4,3.5,1.0,,True,3.5,,384,0,0,0,0,3,0,0,0,0,0,2,2,0,2,0,0,0,2,0,,10%,1,81
Ian Maatsen,CHE,D,4,3.5,0.0,,True,3.5,,379,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,9%,1,12
Nathan Redmond,BUR,M,4,3.5,0.0,,True,3.5,,349,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,,1%,1,29
Luke Thomas,SHU,D,4,3.25,0.0,,True,3.25,,722,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1%,1,21
Elijah Adebayo,LUT,F,4,3.0,1.0,,True,3.0,,263,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,,7%,1,70
Luke Harris,FUL,M,4,3.0,0.0,,False,3.0,,355,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0%,1,73
Lewis Dunk,BHA,D,4,2.75,1.0,,True,2.75,,309,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,,49%,1,90
Chris Basham,SHU,D,4,2.75,0.0,,True,2.75,,265,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,,0%,1,21
Anthony Gordon,NEW,M,4,2.5,1.0,,False,2.5,,16,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,3,0,,96%,1,90
Michail Antonio,WHU,F,4,2.5,1.0,,False,2.5,,88,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,,79%,1,79
Conor Gallagher,CHE,M,4,2.5,1.0,,True,2.5,,108,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,77%,1,61
Justin Kluivert,BOU,M,4,2.5,1.0,,False,2.5,,229,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,,25%,1,70
Antoine Semenyo,BOU,F,4,2.5,1.0,,False,2.5,,161,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,,14%,1,59
Chiedozie Ogbene,LUT,F,4,2.5,0.0,,True,2.5,,242,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,6%,1,11
Johann Gudmundsson,BUR,M,4,2.5,1.0,,True,2.5,,228,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,2,0,,6%,1,45
Fabio Silva,WOL,F,4,2.5,1.0,,False,2.5,,231,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,4%,1,73
Orel Mangala,NOT,M,4,2.5,1.0,,False,2.5,,256,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,,1%,1,71
Cheikhou Kouyate,NOT,M,4,2.5,0.0,,False,2.5,,321,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,,0%,1,16
Aaron Wan-Bissaka,MUN,D,4,2.25,1.0,,False,2.25,,143,0,0,0,0,3,0,0,0,0,1,9,0,0,2,0,0,0,3,0,,59%,1,90
Craig Dawson,WOL,D,4,2.25,1.0,,False,2.25,,183,0,1,0,0,1,0,0,0,0,0,5,0,1,3,0,0,0,3,0,,14%,1,90
Miguel Almiron,NEW,M,4,2.0,1.0,,False,2.0,,96,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,95%,1,57
Yoane Wissa,BRF,F,4,2.0,1.0,,True,2.0,,37,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,,93%,1,90
James Tarkowski,EVE,D,4,2.0,1.0,,False,2.0,,57,0,0,0,0,1,0,0,0,0,1,4,0,1,2,0,0,0,2,0,,93%,1,88
Malo Gusto,CHE,D,4,2.0,1.0,,True,2.0,,124,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,,55%,1,76
Rico Henry,BRF,D,4,2.0,1.0,,True,2.0,,142,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,,30%,1,90
Boubacar Kamara,AVL,M,4,2.0,1.0,,False,2.0,,109,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,,16%,1,90
Danilo,NOT,M,4,2.0,1.0,,False,2.0,,237,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,,11%,1,45
Vitaly Janelt,BRF,M,4,2.0,1.0,,True,2.0,,130,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,,10%,1,70
Kalvin Phillips,MCI,M,4,2.0,0.0,,True,2.0,,340,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2%,1,5
Kristoffer Ajer,BRF,D,4,2.0,0.0,,True,2.0,,238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,1,8
Yasser Larouci,SHU,D,4,2.0,1.0,,True,2.0,,333,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,2,0,,1%,1,67
Oscar Bobb,MCI,M,4,2.0,0.0,,True,2.0,,290,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,1%,1,1
Ben Mee,BRF,D,4,1.75,1.0,,True,1.75,,338,0,1,0,0,2,2,0,0,0,0,3,0,1,1,0,0,0,2,0,,58%,1,80
Kieran Trippier,NEW,D,4,1.5,1.0,,False,1.5,,5,0,1,0,0,1,0,0,0,1,1,2,0,2,0,0,0,0,3,0,,100%,1,90
Diogo Jota,LIV,F,4,1.5,0.0,,True,1.5,,91,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,98%,1,24
Manuel Akanji,MCI,D,4,1.5,1.0,,True,1.5,,106,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,,97%,1,90
Elliot Anderson,NEW,M,4,1.5,0.0,,False,1.5,,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,28%,1,31
Will Hughes,CRY,M,4,1.5,0.0,,True,1.5,,222,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,2%,1,1
Cauley Woodrow,LUT,F,4,1.5,0.0,,True,1.5,,270,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0%,1,5
Illia Zabarnyi,BOU,D,4,1.25,1.0,,False,1.25,,213,0,0,0,0,1,1,0,0,0,0,3,0,1,3,0,0,0,2,0,,7%,1,90
Jack Robinson,SHU,D,4,1.25,1.0,,True,1.25,,288,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,2,0,,2%,1,90
Jarell Quansah,LIV,D,4,1.25,0.0,,True,1.25,,311,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,2%,1,18
Ollie Watkins,AVL,F,4,1.0,1.0,,False,1.0,,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,,100%,1,72
Oleksandr Zinchenko,ARS,D,4,1.0,1.0,,True,1.0,,158,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,95%,1,75
Richarlison,TOT,F,4,1.0,0.0,,False,1.0,,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,86%,1,17
Moises Caicedo,CHE,M,4,1.0,1.0,,True,1.0,,251,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,,69%,1,76
Mohammed Kudus,WHU,M,4,1.0,0.0,,False,1.0,,281,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,67%,1,1
Micky van de Ven,TOT,D,4,1.0,1.0,,False,1.0,,160,0,0,0,0,0,1,0,0,0,0,2,1,2,2,0,0,0,2,0,,61%,1,90
Harrison Reed,FUL,M,4,1.0,1.0,,False,1.0,,152,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,,8%,1,90
Takehiro Tomiyasu,ARS,D,4,1.0,0.0,,True,1.0,,316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,5%,1,13
Reiss Nelson,ARS,F,4,1.0,0.0,,True,1.0,,325,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,4%,1,1
Sasa Kalajdzic,WOL,F,4,1.0,0.0,,False,1.0,,255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,2%,1,8
Keane Lewis-Potter,BRF,F,4,1.0,0.0,,True,1.0,,300,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,,2%,1,18
Fabian Schar,NEW,D,4,0.75,1.0,,False,0.75,,127,0,0,0,1,3,0,1,0,0,1,3,0,2,0,0,0,0,3,0,,93%,1,90
Ezri Konsa,AVL,D,4,0.75,1.0,,False,0.75,,192,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,3,0,,19%,1,90
Nelson Semedo,WOL,D,4,0.75,1.0,,False,0.75,,195,0,1,0,0,2,0,1,0,0,2,3,1,0,1,0,0,0,3,0,,19%,1,90
Luis Diaz,LIV,F,4,0.5,1.0,,True,0.5,,86,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,100%,1,64
Pau Torres,AVL,D,4,0.5,1.0,,False,0.5,,209,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,3,0,,58%,1,90
Willian,FUL,F,4,0.5,0.0,,False,0.5,,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,54%,1,16
Youri Tielemans,AVL,M,4,0.5,0.0,,False,0.5,,365,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,34%,1,17
Noni Madueke,CHE,F,4,0.5,0.0,,True,0.5,,362,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,28%,1,27
Curtis Jones,LIV,M,4,0.5,1.0,,True,0.5,,386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,21%,1,63
Joao Gomes,WOL,M,4,0.5,1.0,,False,0.5,,151,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,2,0,,10%,1,80
Adama Traore,FUL,F,4,0.5,0.0,,True,0.5,,366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,4%,1,8
Adama Traore,FUL,F,4,0.5,0.0,,False,0.5,,366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,4%,1,8
Jorginho,ARS,M,4,0.5,0.0,,True,0.5,,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,4%,1,1
Nuno Tavares,NOT,D,4,0.5,0.0,,False,0.5,,728,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,3%,1,17
Lewis Cook,BOU,M,4,0.5,1.0,,False,0.5,,149,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,,2%,1,90
Dara O'Shea,BUR,D,4,0.5,1.0,,True,0.5,,324,0,0,0,0,2,0,0,0,0,2,2,0,4,2,0,0,0,5,0,,2%,1,90
Boubacar Traore,WOL,M,4,0.5,0.0,,False,0.5,,367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0%,1,15
Michael Olakigbe,BRF,F,4,0.5,0.0,,True,0.5,,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0%,1,7
Kyle Walker,MCI,D,4,0.25,1.0,,True,0.25,,79,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,,96%,1,90
Marc Guehi,CRY,D,4,0.25,1.0,,True,0.25,,99,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,2,0,,50%,1,90
Amari'i Bell,LUT,D,4,0.25,1.0,,True,0.25,,297,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,2,0,,13%,1,90
