Player,Team,Position,GW,FPts,started,Opponent,Home,FP/G,ROS Rank,RkOv,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,Team_long,Ros %,GP,Min,FPts/Start
Mason Mount,MUN,M,1,2.0,1.0,WOL,True,2.0,64,254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Manchester Utd,96%,1,67,1.3
Mykhailo Mudryk,CHE,M,1,2.0,0.0,LIV,True,2.0,109,214,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Chelsea,79%,1,8,inf
Issa Kabore,LUT,D,1,2.0,1.0,BHA,False,2.0,200,197,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,Luton Town,39%,1,63,3.3
Nathan Collins,BRF,D,1,2.0,1.0,TOT,True,2.0,200,116,0,0,0,0,2,0,0,0,0,0,8,0,0,2,0,0,0,2,0,Brentford,37%,1,90,5.4
Youri Tielemans,AVL,M,1,2.0,0.0,NEW,False,2.0,200,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Aston Villa,34%,1,45,inf
Scott McKenna,NOT,D,1,2.0,1.0,ARS,False,2.0,200,138,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,2,0,Nott'ham Forest,13%,1,90,5.9
Mario Lemina,WOL,M,1,2.0,1.0,MUN,False,2.0,200,147,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,1,0,Wolves,12%,1,90,5.8
Neco Williams,NOT,D,1,2.0,0.0,ARS,False,2.0,200,279,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,Nott'ham Forest,8%,1,17,inf
Max Aarons,BOU,D,1,2.0,1.0,WHU,True,2.0,200,292,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,Bournemouth,7%,1,74,2.6
Sander Berge,BUR,M,1,2.0,1.0,MCI,True,2.0,200,225,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,Burnley,6%,1,88,2.1
Scott McTominay,MUN,M,1,2.0,0.0,WOL,True,2.0,200,262,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Manchester Utd,2%,1,1,inf
Kristoffer Ajer,BRF,D,1,2.0,1.0,TOT,True,2.0,200,238,0,0,0,0,0,1,0,0,0,1,6,0,1,3,0,0,0,2,0,Brentford,2%,1,83,2.1
Jack Robinson,SHU,D,1,2.0,1.0,CRY,True,2.0,200,288,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,1,0,Sheffield Utd,2%,1,79,0.5
Jaidon Anthony,BOU,F,1,2.0,1.0,WHU,True,2.0,200,344,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,Bournemouth,1%,1,59,0.6
Chris Mepham,BOU,D,1,2.0,0.0,WHU,True,2.0,200,380,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Bournemouth,0%,1,29,inf
Nathan Patterson,EVE,D,1,1.75,1.0,FUL,True,1.75,200,218,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,1,0,Everton,5%,1,90,3.2
Darwin Nunez,LIV,F,1,1.5,0.0,CHE,False,1.5,23,70,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Liverpool,100%,1,23,inf
Facundo Pellistri,MUN,M,1,1.5,0.0,WOL,True,1.5,200,326,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Manchester Utd,17%,1,12,inf
Ryan Yates,NOT,M,1,1.5,1.0,ARS,False,1.5,200,244,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,Nott'ham Forest,1%,1,90,2.7
Diego Carlos,AVL,D,1,1.25,0.0,NEW,False,1.25,200,308,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,Aston Villa,4%,1,25,inf
Bruno Guimaraes,NEW,M,1,1.0,1.0,AVL,True,1.0,114,34,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,Newcastle Utd,98%,1,84,8.2
Bernardo Silva,MCI,M,1,1.0,1.0,BUR,False,1.0,90,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Manchester City,98%,1,90,6.2
Willian,FUL,F,1,1.0,1.0,EVE,False,1.0,78,204,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Fulham,54%,1,45,3.8
Curtis Jones,LIV,M,1,1.0,0.0,CHE,False,1.0,200,386,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,Liverpool,21%,1,23,inf
Josh Cullen,BUR,M,1,1.0,1.0,MCI,True,1.0,200,177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,Burnley,14%,1,90,4.1
Victor Lindelof,MUN,D,1,1.0,0.0,WOL,True,1.0,200,264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,11%,1,45,inf
Danny Ings,WHU,F,1,1.0,0.0,BOU,False,1.0,200,378,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,West Ham,8%,1,11,inf
Mads Roerslev,BRF,D,1,1.0,0.0,TOT,True,1.0,200,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brentford,4%,1,17,inf
Philippe Coutinho,AVL,M,1,1.0,0.0,NEW,False,1.0,200,320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Aston Villa,2%,1,2,inf
Lesley Ugochukwu,CHE,F,1,1.0,0.0,LIV,True,1.0,200,301,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Chelsea,2%,1,1,inf
Lewis Dobbin,EVE,F,1,1.0,0.0,FUL,True,1.0,200,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Everton,1%,1,6,inf
Thilo Kehrer,WHU,D,1,1.0,0.0,BOU,False,1.0,200,716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Ham,0%,1,3,-inf
Jacob Bruun Larsen,BUR,F,1,1.0,0.0,MCI,True,1.0,200,298,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,Burnley,0%,1,28,inf
Cheikhou Kouyate,NOT,M,1,1.0,0.0,ARS,False,1.0,200,321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Nott'ham Forest,0%,1,1,inf
Serge Aurier,NOT,D,1,0.75,1.0,ARS,False,0.75,136,155,0,0,0,0,2,1,0,0,0,1,1,0,0,2,0,0,0,2,0,Nott'ham Forest,60%,1,90,5.0
Alfie Doughty,LUT,M,1,0.5,0.0,BHA,False,0.5,96,92,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,Luton Town,42%,1,25,inf
Kevin Schade,BRF,M,1,0.5,0.0,TOT,True,0.5,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Brentford,33%,1,17,inf
Justin Kluivert,BOU,M,1,0.5,0.0,WHU,True,0.5,200,229,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Bournemouth,25%,1,29,inf
Ian Maatsen,CHE,D,1,0.5,0.0,LIV,True,0.5,200,379,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea,9%,1,8,inf
George Baldock,SHU,D,1,0.5,1.0,CRY,True,0.5,200,303,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,Sheffield Utd,2%,1,90,1.4
Orel Mangala,NOT,M,1,0.5,1.0,ARS,False,0.5,200,256,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,2,0,Nott'ham Forest,1%,1,88,1.4
Davinson Sanchez,TOT,D,1,0.5,0.0,BRF,False,0.5,200,392,0,0,0,0,0,0,1,0,0,1,2,0,2,3,0,0,0,2,0,Tottenham,0%,1,75,inf
Kieffer Moore,BOU,F,1,0.5,0.0,WHU,True,0.5,200,387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bournemouth,0%,1,22,inf
Tom Cairney,FUL,M,1,0.5,1.0,EVE,False,0.5,200,371,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,Fulham,0%,1,57,0.3
James Hill,BOU,D,1,0.5,0.0,WHU,True,0.5,200,390,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Bournemouth,0%,1,14,inf
Gabriel Magalhaes,ARS,D,1,0.25,,,,0.25,121,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,87%,1,3,inf
Jurrien Timber,ARS,D,1,0.25,1.0,NOT,True,0.25,200,395,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Arsenal,25%,1,49,0.0
Tyrone Mings,AVL,D,1,0.25,1.0,NEW,False,0.25,200,394,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,Aston Villa,16%,1,30,0.0
Gabriel Jesus,ARS,F,1,0.0,,,,0.0,14,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100%,0,0,inf
Jack Grealish,MCI,M,1,0.0,,,,0.0,24,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99%,0,0,inf
Pedro Porro,TOT,D,1,0.0,,,,0.0,38,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99%,0,0,inf
Ruben Dias,MCI,D,1,0.0,,,,0.0,200,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96%,0,0,inf
Oleksandr Zinchenko,ARS,D,1,0.0,,,,0.0,130,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95%,0,0,inf
Michael Olise,CRY,M,1,0.0,,,,0.0,45,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90%,0,0,
Rasmus Hojlund,MUN,F,1,0.0,,,,0.0,58,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,87%,0,0,inf
James Ward-Prowse,WHU,M,1,0.0,,,,0.0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85%,0,0,inf
Christopher Nkunku,CHE,F,1,0.0,,,,0.0,98,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85%,0,0,
Diogo Dalot,MUN,D,1,0.0,,,,0.0,50,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,84%,0,0,inf
Jeremy Doku,MCI,F,1,0.0,,,,0.0,57,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,82%,0,0,inf
John Stones,MCI,D,1,0.0,,,,0.0,200,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,82%,0,0,
Dwight McNeil,EVE,M,1,0.0,,,,0.0,32,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81%,0,0,inf
Dominic Calvert-Lewin,EVE,F,1,0.0,,,,0.0,73,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,72%,0,0,inf
Ansu Fati,BHA,F,1,0.0,,,,0.0,112,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,70%,0,0,inf
Moises Caicedo,CHE,M,1,0.0,,,,0.0,200,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69%,0,0,inf
Mohammed Kudus,WHU,M,1,0.0,,,,0.0,39,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67%,0,0,inf
Christian Eriksen,MUN,M,1,0.0,0.0,WOL,True,0.0,143,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,67%,1,21,inf
Jacob Ramsey,AVL,M,1,0.0,,,,0.0,92,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64%,0,0,inf
Manor Solomon,TOT,F,1,0.0,,,,0.0,70,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62%,0,0,inf
Alex Moreno,AVL,D,1,0.0,,,,0.0,77,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59%,0,0,
Ben Mee,BRF,D,1,0.0,,,,0.0,100,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58%,0,0,inf
Ivan Toney,BRF,F,1,0.0,,,,0.0,72,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57%,0,0,
Josh Brownhill,BUR,M,1,0.0,0.0,MCI,True,0.0,124,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burnley,57%,1,1,inf
Gustavo Hamer,SHU,M,1,0.0,,,,0.0,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55%,0,0,inf
Malo Gusto,CHE,D,1,0.0,0.0,LIV,True,0.0,200,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea,55%,1,13,inf
Marcus Tavernier,BOU,M,1,0.0,,,,0.0,82,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54%,0,0,inf
Joao Palhinha,FUL,M,1,0.0,,,,0.0,200,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47%,0,0,inf
Julio Enciso,BHA,F,1,0.0,,,,0.0,142,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45%,1,1,inf
Cole Palmer,CHE,M,1,0.0,0.0,BUR,False,0.0,102,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,44%,1,9,inf
Callum Hudson-Odoi,NOT,F,1,0.0,,,,0.0,107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43%,0,0,inf
Timothy Castagne,FUL,D,1,0.0,,,,0.0,144,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42%,0,0,inf
Sean Longstaff,NEW,M,1,0.0,0.0,AVL,True,0.0,200,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Utd,42%,1,4,inf
Fabio Vieira,ARS,M,1,0.0,,,,0.0,147,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41%,0,0,inf
Beto,EVE,F,1,0.0,,,,0.0,106,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41%,0,0,inf
Nicolo Zaniolo,AVL,M,1,0.0,,,,0.0,200,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38%,0,0,inf
Sofyan Amrabat,MUN,M,1,0.0,,,,0.0,200,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38%,0,0,
Ryan Gravenberch,LIV,M,1,0.0,,,,0.0,200,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37%,0,0,inf
Sergio Reguilon,MUN,D,1,0.0,,,,0.0,125,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34%,0,0,inf
Joseph Gomez,LIV,D,1,0.0,,,,0.0,200,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34%,0,0,inf
Jack Harrison,EVE,M,1,0.0,,,,0.0,99,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30%,0,0,
Noni Madueke,CHE,F,1,0.0,,,,0.0,200,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28%,0,0,inf
Elliot Anderson,NEW,M,1,0.0,0.0,AVL,True,0.0,200,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Newcastle Utd,28%,1,1,inf
Marc Cucurella,CHE,D,1,0.0,,,,0.0,200,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27%,0,0,
Dango Ouattara,BOU,F,1,0.0,,,,0.0,119,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27%,0,0,inf
Joe Willock,NEW,M,1,0.0,,,,0.0,200,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26%,0,0,
Hamed Traore,BOU,M,1,0.0,,,,0.0,200,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25%,0,0,inf
Emiliano Buendia,AVL,M,1,0.0,,,,0.0,200,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24%,0,0,
Joel Matip,LIV,D,1,0.0,,,,0.0,200,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22%,0,0,inf
Oliver McBurnie,SHU,F,1,0.0,,,,0.0,110,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21%,0,0,inf
Rodrigo Bentancur,TOT,M,1,0.0,,,,0.0,200,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20%,0,0,
Joao Cancelo,MCI,D,1,0.0,,,,0.0,200,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20%,0,0,
Felipe,NOT,D,1,0.0,,,,0.0,200,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18%,0,0,
Lewis Hall,NEW,D,1,0.0,,,,0.0,200,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18%,0,0,-inf
Matt Doherty,WOL,D,1,0.0,,,,0.0,200,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17%,0,0,-inf
Aaron Ramsey,BUR,M,1,0.0,,,,0.0,200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17%,0,0,inf
Edson Alvarez,WHU,M,1,0.0,,,,0.0,200,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16%,0,0,inf
Pierre-Emile Hojbjerg,TOT,M,1,0.0,,,,0.0,200,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16%,0,0,inf
Tariq Lamptey,BHA,D,1,0.0,,,,0.0,200,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15%,0,0,inf
Jarrad Branthwaite,EVE,D,1,0.0,,,,0.0,200,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15%,0,0,inf
Anthony Martial,MUN,F,1,0.0,,,,0.0,200,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13%,0,0,inf
Demarai Gray,EVE,M,1,0.0,,,,0.0,200,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12%,0,0,
Cameron Archer,SHU,F,1,0.0,,,,0.0,145,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12%,0,0,inf
Vitalii Mykolenko,EVE,D,1,0.0,,,,0.0,200,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12%,0,0,inf
Benson Manuel,BUR,F,1,0.0,0.0,MCI,True,0.0,200,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Burnley,11%,1,15,inf
Hannibal Mejbri,MUN,M,1,0.0,,,,0.0,200,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11%,0,0,inf
Benoit Badiashile,CHE,D,1,0.0,,,,0.0,200,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10%,0,0,
Ibrahim Sangare,NOT,M,1,0.0,,,,0.0,200,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10%,0,0,inf
Carlos Vinicius,FUL,F,1,0.0,,,,0.0,200,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9%,0,0,inf
Facundo Buonanotte,BHA,M,1,0.0,,,,0.0,200,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9%,0,0,inf
Emile Smith Rowe,ARS,M,1,0.0,,,,0.0,200,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9%,0,0,inf
Aaron Cresswell,WHU,D,1,0.0,,,,0.0,200,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8%,0,0,
Ben Davies,TOT,D,1,0.0,,,,0.0,200,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8%,0,0,inf
Jean-Philippe Mateta,CRY,F,1,0.0,,,,0.0,200,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8%,0,0,inf
Armando Broja,CHE,F,1,0.0,,,,0.0,200,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7%,0,0,
Romeo Lavia,CHE,M,1,0.0,,,,0.0,200,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7%,0,0,
Ross Barkley,LUT,M,1,0.0,,,,0.0,146,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7%,0,0,inf
Jamaal Lascelles,NEW,D,1,0.0,,,,0.0,200,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7%,0,0,inf
James Mcatee,SHU,M,1,0.0,0.0,BUR,False,0.0,200,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,6%,1,1,inf
Jayden Bogle,SHU,D,1,0.0,,,,0.0,200,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,inf
Chiedozie Ogbene,LUT,F,1,0.0,0.0,BHA,False,0.0,200,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Luton Town,6%,1,13,inf
Tyler Adams,BOU,M,1,0.0,,,,0.0,200,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,
Luis Sinisterra,BOU,F,1,0.0,,,,0.0,134,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,
Giovani Lo Celso,TOT,M,1,0.0,,,,0.0,200,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,inf
Johann Gudmundsson,BUR,M,1,0.0,,,,0.0,200,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,inf
Adam Webster,BHA,D,1,0.0,,,,0.0,200,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,inf
Jean-Ricner Bellegarde,WOL,M,1,0.0,,,,0.0,200,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6%,0,0,
Jhon Duran,AVL,F,1,0.0,,,,0.0,200,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5%,0,0,inf
Jonny Evans,MUN,D,1,0.0,,,,0.0,200,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5%,0,0,inf
Wataru Endo,LIV,M,1,0.0,,,,0.0,200,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5%,0,0,inf
Valentino Livramento,NEW,D,1,0.0,,,,0.0,200,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5%,0,0,inf
Adama Traore,FUL,F,1,0.0,,,,0.0,200,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,inf
Matheus Franca,CRY,F,1,0.0,,,,0.0,200,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,
Thiago Alcantara,LIV,M,1,0.0,,,,0.0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,
Harry Maguire,MUN,D,1,0.0,,,,0.0,200,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,-inf
Reiss Nelson,ARS,F,1,0.0,,,,0.0,200,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,inf
Tahith Chong,LUT,M,1,0.0,1.0,BHA,False,0.0,200,345,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,3,0,Luton Town,4%,1,87,0.6
Charlie Taylor,BUR,D,1,0.0,,,,0.0,200,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,inf
Divock Origi,NOT,F,1,0.0,,,,0.0,200,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,-inf
Jorginho,ARS,M,1,0.0,,,,0.0,200,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4%,0,0,inf
Reece Burke,LUT,D,1,0.0,,,,0.0,200,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,inf
Wesley Fofana,CHE,D,1,0.0,,,,0.0,200,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,
Nuno Tavares,NOT,D,1,0.0,,,,0.0,200,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,-inf
Gonzalo Montiel,NOT,D,1,0.0,,,,0.0,200,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,inf
Nicolas Dominguez,NOT,M,1,0.0,,,,0.0,200,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,inf
Vinicius de Souza Costa,SHU,M,1,0.0,,,,0.0,200,157,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,3%,1,9,inf
Carlos Baleba,BHA,M,1,0.0,,,,0.0,200,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,inf
Konstantinos Tsimikas,LIV,D,1,0.0,,,,0.0,200,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3%,0,0,inf
Romelu Lukaku,CHE,F,1,0.0,,,,0.0,200,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,0,0,
Lewis Cook,BOU,M,1,0.0,,,,0.0,200,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,0,0,inf
Folarin Balogun,ARS,F,1,0.0,,,,0.0,200,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,0,0,
Will Hughes,CRY,M,1,0.0,,,,0.0,200,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,0,0,inf
Jakub Kiwior,ARS,D,1,0.0,,,,0.0,200,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,0,0,inf
Kalvin Phillips,MCI,M,1,0.0,,,,0.0,200,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,0,0,inf
