"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","YC","RC","Pen","ACNC","Int","CLR","BS","DW","DL","LBA","PKM","PKD","OG","GAO","CS"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","110","Sean","NEW 1<br/>@TOT 4 F","17","17","87%","111.34","90%","-1.1%","1","1","90","1","2","0","1","2","0","0","0","0","1","2","0","4","2","0","0","0","0","1","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","302","W (Thu)","BRF 0<br/>@SHU 1 F","17","17","21%","193.7","9%","0%","1","1","90","0","0","0","0","3","0","0","0","0","1","11","1","11","7","4","0","0","0","0","1"
"*05ybq*","Vitalii Mykolenko","EVE","D","44","chukdave","CHE 0<br/>@EVE 2 F","16.5","16.5","4%","386.04","79%","+0.5%","1","1","90","0","0","0","0","3","0","0","0","1","1","6","2","9","5","1","0","0","0","0","1"
"*037mo*","Willian","FUL","F","67","xxx","WHU 0<br/>@FUL 5 F","15.75","15.75","85%","107.67","81%","+1.6%","1","1","45","1","1","0","2","0","0","0","0","0","0","2","0","2","0","1","0","0","0","0","0"
"*03jly*","Andreas Pereira","FUL","M","57","Bfred","WHU 0<br/>@FUL 5 F","15","15","98%","75.6","90%","+3.9%","1","1","90","0","5","1","0","1","0","0","0","0","0","1","0","4","4","1","0","0","0","0","1"
"*04qrc*","Raul Jimenez","FUL","F","127","Sean","WHU 0<br/>@FUL 5 F","14.75","14.75","64%","131.87","51%","+22.2%","1","1","71","1","2","0","1","0","0","0","0","0","1","1","0","2","2","0","0","0","0","0","1"
"*05r8o*","Jean-Philippe Mateta","CRY","F","224","W (Thu)","LIV 2<br/>@CRY 1 F","14.75","14.75","1%","1145.96","2%","-0.1%","1","0","45","1","1","0","1","0","0","0","0","0","0","0","0","4","5","0","0","1","0","2","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","23","KFC","CHE 0<br/>@EVE 2 F","14.5","14.5","38%","145.5","93%","+0.7%","1","1","90","1","0","0","1","0","0","0","0","1","3","0","0","1","8","0","0","0","0","0","1"
"*04f67*","Philip Billing","BOU","M","74","W (Thu)","BOU 3<br/>@MUN 0 F","14.5","14.5","75%","128.34","65%","-0.6%","1","0","31","1","1","0","1","0","0","0","0","1","0","1","0","4","3","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","MCI","M","189","tottiand","MCI 2<br/>@LUT 1 F","14.25","14.25","100%","15.01","97%","+1.2%","1","1","90","1","1","0","1","0","0","0","0","0","0","0","0","7","5","0","0","0","0","1","0"
"*062dt*","Joao Palhinha","FUL","M","45","draft","WHU 0<br/>@FUL 5 F","14.25","14.25","29%","144.84","61%","-0.5%","1","1","79","0","1","1","0","3","1","0","0","1","0","0","0","9","6","3","0","0","0","0","1"
"*068a7*","Pablo Sarabia","WOL","M","173","chukdave","NOT 1<br/>@WOL 1 F","14.25","14.25","8%","332.69","39%","+16%","1","1","68","0","4","1","0","0","0","0","0","1","0","1","0","3","1","3","0","0","0","1","0"
"*05uhs*","James Mcatee","SHU","M","191","W (Thu)","BRF 0<br/>@SHU 1 F","14.25","14.25","0%","1148.2","7%","+2.8%","1","1","80","1","0","0","1","1","0","0","0","0","1","1","0","5","8","0","0","0","0","0","1"
"*03rvw*","Harry Toffolo","NOT","D","134","xxx","NOT 1<br/>@WOL 1 F","14","14","0%","-","41%","-6.8%","1","1","90","1","0","0","1","0","0","0","0","1","0","3","0","4","5","2","0","0","0","1","0"
"*03fgo*","Dominic Solanke","BOU","F","33","Bfred","BOU 3<br/>@MUN 0 F","13.75","13.75","88%","107.92","98%","-0.2%","1","1","90","1","0","0","1","1","0","0","0","0","0","2","0","8","9","0","0","0","0","0","1"
"*05l27*","Jarrad Branthwaite","EVE","D","72","Catts4En","CHE 0<br/>@EVE 2 F","13.75","13.75","1%","1123.87","41%","+7.1%","1","1","90","0","0","0","0","3","1","0","0","0","3","3","0","7","2","2","0","0","0","0","1"
"*068yi*","Illia Zabarnyi","BOU","D","140","W (Thu)","BOU 3<br/>@MUN 0 F","13.75","13.75","0%","1209.18","8%","0%","1","1","90","0","0","0","0","0","0","0","0","0","2","5","3","4","8","6","0","0","0","0","1"
"*05ylj*","Bruno Guimaraes","NEW","M","51","KFC","NEW 1<br/>@TOT 4 F","13.5","13.5","100%","39.32","97%","-0.6%","1","1","90","0","0","0","0","4","0","0","0","0","7","0","1","8","7","5","0","0","0","4","0"
"*038ze*","Alex Iwobi","FUL","M","94","chukdave","WHU 0<br/>@FUL 5 F","13.5","13.5","94%","95.62","76%","+10.3%","1","1","78","0","2","1","1","0","0","0","0","1","0","0","0","2","2","0","0","0","0","0","1"
"*03rzp*","Antonee Robinson","FUL","D","48","TranzOTF","WHU 0<br/>@FUL 5 F","13.25","13.25","83%","116.11","87%","+1.8%","1","1","71","0","1","0","0","1","0","0","0","1","1","3","0","7","5","3","0","0","0","0","1"
"*0328q*","Tom Cairney","FUL","M","163","W (Thu)","WHU 0<br/>@FUL 5 F","13.25","13.25","0%","1180.6","9%","+5.5%","1","1","90","0","1","1","0","1","0","0","0","1","0","0","0","4","2","5","0","0","0","0","1"
"*02lp7*","Andros Townsend","LUT","M","245","W (Thu)","MCI 2<br/>@LUT 1 F","13.25","13.25","0%","-","4%","-0.4%","1","1","71","0","1","1","1","1","0","0","0","1","2","0","0","1","4","1","0","0","0","2","0"
"*0554g*","Calvin Bassey","FUL","D","236","W (Thu)","WHU 0<br/>@FUL 5 F","12.75","12.75","7%","343.14","4%","+0.3%","1","1","90","0","0","0","0","2","0","0","0","0","0","3","1","6","0","4","0","0","0","0","1"
"*05o8o*","Jayden Bogle","SHU","D","229","W (Thu)","BRF 0<br/>@SHU 1 F","12.5","12.5","0%","1136.69","4%","+0.2%","1","1","90","0","0","0","0","0","1","0","0","1","3","6","1","4","6","2","0","0","0","0","1"
"*05uog*","Lewis Dobbin","EVE","F","338","W (Thu)","CHE 0<br/>@EVE 2 F","12.5","12.5","0%","1200.2","0%","0%","1","0","3","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0"
"*0554i*","Joelinton","NEW","M","105","TranzOTF","NEW 1<br/>@TOT 4 F","12.25","12.25","100%","65.59","95%","-0.3%","1","1","90","1","1","0","1","1","1","0","0","0","0","0","0","8","15","2","0","0","0","4","0"
"*04sft*","Yves Bissouma","TOT","M","125","W (Thu)","NEW 1<br/>@TOT 4 F","12.25","12.25","16%","237.62","49%","-2%","1","1","85","0","0","0","1","6","0","0","0","0","1","1","1","10","4","0","0","0","0","0","1"
"*05o4c*","Timothy Castagne","FUL","D","146","ZB","WHU 0<br/>@FUL 5 F","12.25","12.25","0%","-","24%","+1.4%","1","1","90","0","0","0","0","1","0","0","0","0","3","2","0","4","1","2","0","0","0","0","1"
"*061v9*","Diego Carlos","AVL","D","257","W (Thu)","ARS 0<br/>@AVL 1 F","12.25","12.25","6%","346.61","6%","+1.4%","1","1","90","0","0","0","0","4","1","0","0","0","0","6","1","6","2","1","0","0","0","0","1"
"*02lp5*","Adam Smith","BOU","D","253","W (Thu)","BOU 3<br/>@MUN 0 F","12.25","12.25","0%","1188.65","1%","+0.2%","1","1","90","0","0","0","0","1","0","0","0","0","2","4","0","6","1","0","0","0","0","0","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","19","draft","LIV 2<br/>@CRY 1 F","11.75","11.75","100%","7.78","100%","0%","1","1","90","0","6","0","0","0","0","0","0","1","2","4","1","2","6","5","0","0","0","1","0"
"*06fg0*","Gustavo Hamer","SHU","M","126","W (Thu)","BRF 0<br/>@SHU 1 F","11.75","11.75","0%","1152.31","36%","-1.9%","1","1","90","0","2","1","0","1","0","0","0","0","0","3","0","2","4","2","0","0","0","0","1"
"*052ca*","Ezri Konsa","AVL","D","82","W (Thu)","ARS 0<br/>@AVL 1 F","11.5","11.5","11%","298.9","32%","+4%","1","1","65","0","0","0","0","0","0","0","0","0","4","1","0","3","2","1","0","0","0","0","1"
"*06c6c*","Elijah Adebayo","LUT","F","220","W (Thu)","MCI 2<br/>@LUT 1 F","11.5","11.5","18%","227.26","7%","+1.4%","1","1","90","1","1","0","1","0","0","0","0","0","0","0","0","3","8","0","0","0","0","2","0"
"*04xjr*","Harvey Elliott","LIV","M","258","W (Thu)","LIV 2<br/>@CRY 1 F","11.5","11.5","14%","274.82","7%","-0.2%","1","0","15","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*0427d*","James Tarkowski","EVE","D","18","Boss","CHE 0<br/>@EVE 2 F","11.25","11.25","94%","94.54","97%","+0.5%","1","1","90","0","0","0","0","0","0","0","0","0","2","6","1","2","1","0","0","0","0","0","1"
"*049tq*","Dominic Calvert-Lewin","EVE","F","147","xxx","CHE 0<br/>@EVE 2 F","11","11","82%","115.08","81%","+1.2%","1","1","66","0","0","1","1","1","0","0","0","0","0","2","0","6","8","0","0","0","0","0","1"
"*02oq3*","Jay Rodriguez","BUR","F","233","W (Thu)","BUR 1<br/>@BHA 1 F","11","11","2%","383.19","10%","-0.9%","1","1","77","0","1","1","1","1","0","0","0","0","0","1","0","3","5","0","0","0","0","1","0"
"*05ylx*","Dejan Kulusevski","TOT","M","38","ZB","NEW 1<br/>@TOT 4 F","10.75","10.75","100%","44.1","100%","0%","1","1","90","0","5","0","2","0","0","0","0","1","0","0","0","5","8","1","0","0","0","1","0"
"*03r8x*","Callum Wilson","NEW","F","90","chukdave","NEW 1<br/>@TOT 4 F","10.75","10.75","100%","49.17","91%","-0.5%","1","0","25","0","2","1","1","0","0","0","0","0","0","0","0","2","5","0","0","0","0","1","0"
"*06fhy*","Wilson Odobert","BUR","F","290","W (Thu)","BUR 1<br/>@BHA 1 F","10.75","10.75","0%","-","2%","+1.1%","1","1","77","1","0","0","1","0","1","0","0","0","1","2","0","2","7","0","0","0","0","1","0"
"*062cn*","Julian Alvarez","MCI","F","9","Boss","MCI 2<br/>@LUT 1 F","10.5","10.5","100%","58.1","100%","0%","1","1","90","0","1","1","0","1","0","0","0","0","0","3","0","5","5","0","0","0","0","1","0"
"*04y92*","Bukayo Saka","ARS","M","3","chukdave","ARS 0<br/>@AVL 1 F","10.5","10.5","100%","4.26","100%","0%","1","1","90","0","1","0","1","2","0","0","0","0","0","1","1","12","4","1","0","0","0","1","0"
"*04abb*","Phil Foden","MCI","M","17","Boss","MCI 2<br/>@LUT 1 F","10.5","10.5","100%","16.45","100%","0%","1","1","88","0","2","0","2","1","0","0","0","0","0","0","0","8","1","1","0","0","0","1","0"
"*06do9*","Milos Kerkez","BOU","D","217","chukdave","BOU 3<br/>@MUN 0 F","10.5","10.5","39%","142.49","15%","-0.2%","1","1","90","0","0","0","0","2","0","0","0","0","0","0","3","3","5","1","0","0","0","0","1"
"*05opn*","Carlos Vinicius","FUL","F","311","W (Thu)","WHU 0<br/>@FUL 5 F","10.5","10.5","28%","152.75","7%","-0.1%","1","0","17","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","75","tottiand","BUR 1<br/>@BHA 1 F","10.25","10.25","85%","111.15","66%","+1%","1","1","90","0","0","0","0","4","0","0","0","0","4","0","0","10","4","1","0","0","0","1","0"
"*02lkj*","Jack Robinson","SHU","D","255","W (Thu)","BRF 0<br/>@SHU 1 F","10.25","10.25","1%","1164.18","2%","+0.2%","1","1","90","0","1","0","0","0","1","0","0","0","0","6","1","4","5","4","0","0","0","0","1"
"*06crm*","Pau Torres","AVL","D","106","W (Thu)","ARS 0<br/>@AVL 1 F","9.75","9.75","93%","107.35","74%","+3.4%","1","1","90","0","0","0","0","1","0","0","0","0","0","4","1","1","1","4","0","0","0","0","1"
"*04f6o*","Will Hughes","CRY","M","219","W (Thu)","LIV 2<br/>@CRY 1 F","9.75","9.75","0%","-","2%","-0.2%","1","1","88","0","3","0","0","2","0","0","0","2","0","1","2","5","4","0","0","0","0","2","0"
"*051k8*","Conor Gallagher","CHE","M","39","Boss","CHE 0<br/>@EVE 2 F","9.5","9.5","59%","137.82","94%","+0.9%","1","1","90","0","2","0","0","4","0","0","0","1","0","2","0","7","2","4","0","0","0","2","0"
"*058vb*","Cameron Archer","SHU","F","214","W (Thu)","BRF 0<br/>@SHU 1 F","9.5","9.5","1%","1151.97","11%","+0.4%","1","1","90","0","4","0","1","0","0","0","0","0","0","3","0","8","5","0","0","0","0","0","1"
"*05tr1*","Ethan Pinnock","BRF","D","24","Sean","BRF 0<br/>@SHU 1 F","9","9","99%","71.37","99%","+0.5%","1","1","90","0","0","0","0","3","0","0","0","0","3","5","0","7","6","5","0","0","0","1","0"
"*04o82*","Curtis Jones","LIV","M","362","W (Thu)","LIV 2<br/>@CRY 1 F","9","9","34%","150.29","12%","-0.5%","1","0","15","0","1","1","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0"
"*06clx*","Jordan Beyer","BUR","D","205","W (Thu)","BUR 1<br/>@BHA 1 F","9","9","19%","208.8","7%","+0.2%","1","1","90","0","0","0","0","1","0","0","0","0","2","9","2","4","1","2","0","0","0","1","0"
"*062ce*","Auston Trusty","SHU","D","300","W (Thu)","BRF 0<br/>@SHU 1 F","9","9","1%","1123.07","1%","+0.1%","1","1","90","0","0","0","0","0","1","0","0","0","1","8","0","3","5","3","0","0","0","0","1"
"*062h8*","Moussa Niakhate","NOT","D","332","W (Thu)","NOT 1<br/>@WOL 1 F","9","9","0%","1162.77","1%","+0.1%","1","1","90","0","2","0","0","2","0","0","0","0","3","2","0","4","1","3","0","0","0","1","0"
"*05gcr*","Bruno Fernandes","MUN","M","7","ZB","BOU 3<br/>@MUN 0 F","8.75","8.75","100%","3.53","100%","0%","1","1","90","0","6","0","0","3","1","0","0","0","0","0","0","5","8","7","0","0","0","3","0"
"*05uns*","Leon Bailey","AVL","F","71","ZB","ARS 0<br/>@AVL 1 F","8.75","8.75","43%","143.89","84%","+10.6%","1","1","45","0","1","1","0","2","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"*05w9i*","Marc Cucurella","CHE","D","243","W (Thu)","CHE 0<br/>@EVE 2 F","8.75","8.75","33%","151.56","30%","+1.5%","1","1","83","0","1","0","1","2","0","0","0","0","1","2","1","7","5","0","0","0","0","1","0"
"*03vlj*","Virgil van Dijk","LIV","D","20","draft","LIV 2<br/>@CRY 1 F","8.5","8.5","100%","43.74","100%","0%","1","1","90","0","0","0","0","1","0","0","0","0","1","8","0","8","1","5","0","0","0","1","0"
"*04p0d*","Dwight McNeil","EVE","M","60","TranzOTF","CHE 0<br/>@EVE 2 F","8.5","8.5","96%","76.39","90%","+2.8%","1","1","90","0","1","0","1","1","0","0","0","2","1","2","0","5","8","0","0","0","0","0","1"
"*04tm0*","Lucas Digne","AVL","D","35","tottiand","ARS 0<br/>@AVL 1 F","8.5","8.5","45%","140.34","90%","+0.9%","1","1","77","0","0","0","1","2","1","0","0","0","0","1","0","4","7","0","0","0","0","0","1"
"*03gu4*","Harry Maguire","MUN","D","109","Catts4En","BOU 3<br/>@MUN 0 F","8.5","8.5","27%","140.92","68%","+7.7%","1","1","90","0","0","0","1","2","0","0","0","0","4","1","1","8","2","3","0","0","0","3","0"
"*061ve*","Ryan Christie","BOU","M","54","chukdave","BOU 3<br/>@MUN 0 F","8.5","8.5","8%","336.41","58%","+6.1%","1","1","90","0","0","0","0","0","0","0","0","0","2","2","2","7","3","1","0","0","0","0","1"
"*05gcs*","Sander Berge","BUR","M","164","W (Thu)","BUR 1<br/>@BHA 1 F","8.25","8.25","19%","216.48","8%","-1.4%","1","1","90","0","1","0","0","4","0","0","0","0","1","3","0","8","2","0","0","0","0","1","0"
"*046c5*","Jarrod Bowen","WHU","M","8","Badger12","WHU 0<br/>@FUL 5 F","8","8","100%","32.5","100%","0%","1","1","90","0","1","0","3","0","0","0","0","0","1","0","0","3","7","1","0","0","0","5","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","228","W (Thu)","BUR 1<br/>@BHA 1 F","8","8","1%","1144.9","11%","+1.5%","1","1","90","0","1","0","0","1","0","0","0","1","0","0","1","10","4","2","0","0","0","1","0"
"*05g2o*","Joao Pedro","BHA","F","46","KFC","BUR 1<br/>@BHA 1 F","7.75","7.75","99%","71.68","96%","+0.3%","1","1","90","0","1","0","2","0","0","0","0","0","1","0","0","8","10","1","0","0","0","1","0"
"*05w7t*","Pape Sarr","TOT","M","112","Sean","NEW 1<br/>@TOT 4 F","7.75","7.75","2%","371.84","62%","+1.1%","1","1","72","0","2","0","0","3","0","0","0","0","1","0","0","7","5","0","0","0","0","0","1"
"*06dml*","Anis Ben Slimane","SHU","M","394","W (Thu)","BRF 0<br/>@SHU 1 F","7.75","7.75","1%","1124.47","0%","0%","1","0","36","0","1","0","2","1","0","0","0","0","0","1","0","5","3","1","0","0","0","0","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","32","Bfred","NOT 1<br/>@WOL 1 F","7.5","7.5","100%","43.35","99%","-0.3%","1","1","90","0","1","0","0","2","0","0","0","0","0","1","0","12","3","0","0","0","0","1","0"
"*06fwz*","Murillo","NOT","M","177","W (Thu)","NOT 1<br/>@WOL 1 F","7.5","7.5","0%","-","15%","-3.4%","1","1","77","0","0","0","0","3","0","0","0","0","1","6","1","5","3","3","0","0","0","1","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","62","draft","ARS 0<br/>@AVL 1 F","7.25","7.25","99%","76.57","99%","+0.3%","1","1","88","0","1","0","0","4","1","0","0","0","0","2","0","9","3","4","0","0","0","1","0"
"*04yo6*","Miguel Almiron","NEW","M","139","xxx","NEW 1<br/>@TOT 4 F","7.25","7.25","100%","69.8","93%","-1.7%","1","1","63","0","0","0","1","2","0","0","0","0","1","0","1","6","3","0","0","0","0","3","0"
"*05uoc*","Cristian Romero","TOT","D","61","TranzOTF","NEW 1<br/>@TOT 4 F","7.25","7.25","51%","138.12","90%","+0.5%","1","1","90","0","0","0","1","3","1","0","0","0","0","1","0","10","4","2","0","0","0","1","0"
"*061ya*","Brennan Johnson","TOT","F","165","Sean","NEW 1<br/>@TOT 4 F","7.25","7.25","92%","98.84","85%","+0.1%","1","1","85","0","3","0","0","0","0","0","0","1","1","1","0","6","4","0","0","0","0","0","1"
"*04agz*","Declan Rice","ARS","M","37","xxx","ARS 0<br/>@AVL 1 F","7","7","99%","49.39","99%","0%","1","1","90","0","1","0","0","5","1","0","0","1","1","1","0","6","5","2","0","0","0","1","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","129","ZB","ARS 0<br/>@AVL 1 F","7","7","99%","79.44","91%","-3.8%","1","1","90","0","1","0","0","0","0","0","0","0","0","5","2","4","1","4","0","0","0","1","0"
"*068yd*","Joao Gomes","WOL","M","211","W (Thu)","NOT 1<br/>@WOL 1 F","7","7","2%","1118.09","7%","+0.1%","1","1","90","0","0","0","0","1","0","0","0","2","1","0","0","9","7","3","0","0","0","1","0"
"*02lp9*","Kyle Walker","MCI","D","99","draft","MCI 2<br/>@LUT 1 F","6.75","6.75","73%","119.32","94%","+0.9%","1","1","90","0","1","0","0","1","0","0","0","2","0","0","0","7","4","3","0","0","0","1","0"
"*05l8q*","Cole Palmer","CHE","M","41","Boss","CHE 0<br/>@EVE 2 F","6.75","6.75","16%","248.13","85%","0%","1","1","90","0","2","0","2","1","1","0","0","0","0","2","0","4","9","4","0","0","0","2","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","158","W (Thu)","LIV 2<br/>@CRY 1 F","6.75","6.75","6%","358.17","24%","-2.4%","1","1","83","0","0","0","1","1","0","0","0","0","2","1","0","5","3","1","0","0","0","1","0"
"*02oo1*","Ben Davies","TOT","D","260","W (Thu)","NEW 1<br/>@TOT 4 F","6.75","6.75","11%","295.51","15%","-0.4%","1","1","90","0","0","0","0","1","0","0","0","0","1","4","0","6","1","6","0","0","0","1","0"
"*02lv9*","James Milner","BHA","M","261","W (Thu)","BUR 1<br/>@BHA 1 F","6.75","6.75","4%","381.99","3%","+1.1%","1","1","58","0","3","0","1","0","0","0","0","1","0","0","0","2","2","1","0","0","0","1","0"
"*04spq*","Jack Harrison","EVE","M","162","ZB","CHE 0<br/>@EVE 2 F","6.5","6.5","0%","1101.61","58%","0%","1","1","85","0","2","0","0","0","0","0","0","2","0","0","0","5","5","1","0","0","0","0","1"
"*0558w*","William Saliba","ARS","D","97","Catts4En","ARS 0<br/>@AVL 1 F","6.25","6.25","99%","65.12","98%","-1.1%","1","1","90","0","0","0","1","2","0","0","0","0","0","2","0","6","2","1","0","0","0","1","0"
"*02y6o*","Nathan Ake","MCI","D","159","tottiand","MCI 2<br/>@LUT 1 F","6.25","6.25","84%","114.87","89%","+7.1%","1","1","90","0","1","0","0","1","0","0","0","0","0","5","0","7","1","1","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","13","xxx","WHU 0<br/>@FUL 5 F","6.25","6.25","2%","292.09","85%","0%","1","1","90","0","0","0","1","3","0","0","0","0","1","0","0","5","3","0","0","0","0","5","0"
"*068a1*","Mykhailo Mudryk","CHE","M","151","KFC","CHE 0<br/>@EVE 2 F","6.25","6.25","100%","57.68","83%","+2.2%","1","1","90","0","5","0","0","0","1","0","0","1","0","0","0","8","11","0","0","0","0","2","0"
"*04e1c*","Lewis Dunk","BHA","D","202","W (Thu)","BUR 1<br/>@BHA 1 F","6.25","6.25","72%","125.37","43%","+4.6%","1","1","84","0","2","0","0","1","0","0","0","0","0","1","0","5","1","5","0","0","0","1","0"
"*05tre*","Vitaly Janelt","BRF","M","98","chukdave","BRF 0<br/>@SHU 1 F","6.25","6.25","2%","1120.17","39%","+10%","1","1","90","0","2","0","0","3","0","0","0","1","0","2","0","4","5","2","0","0","0","1","0"
"*04gpx*","Dara O'Shea","BUR","D","170","W (Thu)","BUR 1<br/>@BHA 1 F","6.25","6.25","1%","1148.64","9%","-1.7%","1","1","90","0","0","0","0","2","1","0","0","0","1","4","3","4","3","0","0","0","0","1","0"
"*0524k*","Rodri","MCI","M","26","TranzOTF","MCI 2<br/>@LUT 1 F","6","6","99%","54.38","100%","+0.2%","1","1","90","0","1","0","1","2","1","0","0","0","0","2","0","7","6","2","0","0","0","1","0"
"*05uor*","Yoane Wissa","BRF","F","70","ZB","BRF 0<br/>@SHU 1 F","6","6","76%","120.86","91%","+1.3%","1","1","90","0","0","0","2","0","0","0","0","0","0","1","0","6","5","0","0","0","0","1","0"
"*04yey*","Max Kilman","WOL","D","111","Boss","NOT 1<br/>@WOL 1 F","6","6","19%","216.62","41%","+7.6%","1","1","90","0","1","0","0","0","0","0","0","0","1","3","1","3","6","9","0","0","0","1","0"
"*02m4d*","Craig Dawson","WOL","D","114","tottiand","NOT 1<br/>@WOL 1 F","6","6","3%","384.06","23%","+6.6%","1","1","90","0","1","0","0","1","0","0","0","0","0","4","1","3","6","10","0","0","0","1","0"
"*05r9b*","Martin Odegaard","ARS","M","29","Catts4En","ARS 0<br/>@AVL 1 F","5.75","5.75","100%","8.52","100%","0%","1","1","90","0","1","0","1","0","0","0","0","1","1","0","0","3","3","0","0","0","0","1","0"
"*05tr8*","Christian Norgaard","BRF","M","79","draft","BRF 0<br/>@SHU 1 F","5.75","5.75","19%","219.28","67%","+2.8%","1","1","90","0","0","0","0","2","0","0","0","1","1","3","0","6","5","1","0","0","0","1","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","174","Sean","LIV 2<br/>@CRY 1 F","5.5","5.5","9%","316.79","76%","+2.8%","1","1","90","0","1","0","0","3","0","0","0","0","0","2","0","5","4","4","0","0","0","1","0"
"*0649i*","Antony","MUN","F","250","xxx","BOU 3<br/>@MUN 0 F","5.5","5.5","99%","64.58","66%","+8.8%","1","1","78","0","2","0","0","1","0","0","0","1","0","0","0","5","3","1","0","0","0","3","0"
