"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","YC","RC","Pen","ACNC","Int","CLR","BS","DW","DL","LBA","PKM","PKD","OG","GAO","CS"
"*05r9b*","Martin Odegaard","ARS","M","26","Catts4En","WOL 1<br/>@ARS 2 F","17.5","17.5","100%","8.52","100%","0%","1","1","88","1","6","0","1","0","0","0","0","1","0","0","0","0","4","2","0","0","0","1","0"
"*03v9d*","Son Heung-Min","TOT","F","12","Catts4En","TOT 3<br/>@MCI 3 F","17.25","17.25","100%","11.7","100%","0%","1","1","90","1","2","1","1","0","0","0","0","0","0","0","0","4","0","1","0","0","1","3","0"
"*04fyc*","Charlie Taylor","BUR","D","208","W (Tue)","SHU 0<br/>@BUR 5 F","17.25","17.25","1%","1117.26","4%","-0.2%","1","1","90","0","1","1","0","0","0","0","0","1","0","1","0","3","2","4","0","0","0","0","1"
"*06clx*","Jordan Beyer","BUR","D","204","W (Tue)","SHU 0<br/>@BUR 5 F","16.5","16.5","19%","208.8","7%","+0.2%","1","1","90","0","1","1","0","3","1","0","0","0","0","0","0","3","2","4","0","0","0","0","1"
"*061vq*","Erling Haaland","MCI","F","1","TranzOTF","TOT 3<br/>@MCI 3 F","16.25","16.25","100%","1.12","100%","0%","1","1","90","0","2","2","0","0","1","0","0","0","0","1","0","5","6","0","0","0","0","3","0"
"*04p0d*","Dwight McNeil","EVE","M","73","TranzOTF","EVE 1<br/>@NOT 0 F","16.25","16.25","96%","76.39","90%","+2.9%","1","1","90","1","0","0","2","1","0","0","0","0","0","1","0","8","12","2","0","0","0","0","1"
"*03fgo*","Dominic Solanke","BOU","F","32","Bfred","AVL 2<br/>@BOU 2 F","16","16","88%","107.92","98%","-0.2%","1","1","90","1","0","0","3","0","0","0","0","0","0","1","1","5","11","0","0","0","0","2","0"
"*0427d*","James Tarkowski","EVE","D","21","Boss","EVE 1<br/>@NOT 0 F","15.75","15.75","94%","94.54","97%","+0.3%","1","1","90","0","1","0","0","1","0","0","0","0","1","9","0","10","3","3","0","0","0","0","1"
"*061y6*","Ryan Yates","NOT","M","238","W (Tue)","EVE 1<br/>@NOT 0 F","15.75","15.75","0%","1174.93","2%","+0.2%","1","1","90","0","1","0","1","5","0","0","0","0","1","2","1","17","8","5","0","0","0","1","0"
"*02lm7*","Jack Grealish","MCI","M","231","tottiand","TOT 3<br/>@MCI 3 F","15.5","15.5","100%","15.01","96%","+1%","1","0","37","1","1","0","1","0","1","0","0","1","0","0","1","6","3","1","0","0","0","2","0"
"*062cn*","Julian Alvarez","MCI","F","15","Boss","TOT 3<br/>@MCI 3 F","15","15","100%","58.1","100%","0%","1","1","86","0","7","1","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","2","0"
"*04abb*","Phil Foden","MCI","M","20","Boss","TOT 3<br/>@MCI 3 F","15","15","100%","16.45","100%","0%","1","1","72","1","1","0","1","0","0","0","0","0","1","1","0","3","1","2","0","0","0","2","0"
"*05trd*","Shandon Baptiste","BRF","M","323","W (Tue)","LUT 1<br/>@BRF 3 F","15","15","0%","1106.63","2%","+0.9%","1","0","19","1","1","0","1","2","0","0","0","0","1","1","0","3","3","0","0","0","0","1","0"
"*067yz*","Matheus Cunha","WOL","F","19","chukdave","WOL 1<br/>@ARS 2 F","14.75","14.75","34%","147.15","86%","+0.9%","1","1","90","1","0","0","2","0","1","0","0","0","0","2","1","5","6","1","0","0","0","2","0"
"*03rxs*","Harry Wilson","FUL","M","132","chukdave","FUL 3<br/>@LIV 4 F","14.75","14.75","90%","100.69","44%","+3.4%","1","1","61","1","0","0","1","1","0","0","0","0","1","2","1","2","3","2","0","0","0","2","0"
"*03aqp*","Mohamed Salah","LIV","F","2","tottiand","FUL 3<br/>@LIV 4 F","14.5","14.5","100%","2.86","100%","0%","1","1","90","0","5","1","1","1","0","0","0","0","0","0","0","2","5","1","0","0","0","3","0"
"*061ya*","Brennan Johnson","TOT","F","181","Sean","TOT 3<br/>@MCI 3 F","14.5","14.5","92%","98.84","85%","0%","1","1","88","0","2","1","1","1","0","0","0","1","0","3","0","4","3","0","0","0","0","3","0"
"*05oeh*","Kenny Tete","FUL","D","256","FA","FUL 3<br/>@LIV 4 F","14.5","14.5","97%","91.83","54%","+1.7%","1","1","74","1","0","0","1","1","0","0","0","0","4","4","0","2","4","0","0","0","0","2","0"
"*06f80*","Jacob Brown","LUT","F","194","FA","LUT 1<br/>@BRF 3 F","14.5","14.5","0%","1115.6","2%","-0.2%","1","0","45","1","0","0","1","2","0","0","0","0","0","2","0","7","6","0","0","0","0","3","0"
"*06dwm*","Jacob Bruun Larsen","BUR","F","273","W (Tue)","SHU 0<br/>@BUR 5 F","14.25","14.25","0%","1139.13","2%","-1.4%","1","1","64","1","3","0","1","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","1"
"*05opk*","Vladimir Coufal","WHU","D","48","TranzOTF","CRY 1<br/>@WHU 1 F","14","14","15%","266.53","82%","+0.4%","1","1","90","0","2","1","0","2","1","0","0","1","2","2","0","4","5","3","0","0","0","1","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","164","Sean","FUL 3<br/>@LIV 4 F","13.75","13.75","9%","316.79","76%","+2.8%","1","1","90","0","4","1","0","1","0","0","0","1","3","2","0","6","7","2","0","0","0","3","0"
"*067yu*","Facundo Buonanotte","BHA","M","294","tottiand","BHA 2<br/>@CHE 3 F","13.75","13.75","14%","275.58","13%","-7.8%","1","1","56","1","1","0","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0","2","0"
"*05g2o*","Joao Pedro","BHA","F","40","KFC","BHA 2<br/>@CHE 3 F","13.5","13.5","99%","71.68","96%","+0.3%","1","0","31","1","0","0","2","0","1","0","0","0","0","0","0","5","4","0","0","0","0","1","0"
"*0522h*","Alexis Mac Allister","LIV","M","153","W (Tue)","FUL 3<br/>@LIV 4 F","13.5","13.5","100%","40.24","82%","-7.7%","1","1","64","1","0","0","1","2","0","0","0","0","1","1","0","2","4","1","0","0","0","2","0"
"*05w9q*","Odsonne Edouard","CRY","F","53","draft","CRY 1<br/>@WHU 1 F","13.5","13.5","18%","223.06","81%","-1.3%","1","1","86","1","0","0","1","1","0","0","0","0","0","1","0","5","3","0","0","0","0","1","0"
"*06do9*","Milos Kerkez","BOU","D","215","chukdave","AVL 2<br/>@BOU 2 F","13.5","13.5","39%","142.49","15%","-0.2%","1","1","82","0","1","1","0","4","1","0","0","1","1","1","0","6","3","0","0","0","0","1","0"
"*0574a*","Giovani Lo Celso","TOT","M","241","Sean","TOT 3<br/>@MCI 3 F","13.25","13.25","17%","225.52","57%","+1%","1","1","78","1","0","0","1","0","0","0","0","0","1","0","0","3","2","1","0","0","0","2","0"
"*062p5*","Levi Colwill","CHE","D","87","draft","BHA 2<br/>@CHE 3 F","13","13","82%","119.31","90%","+1.8%","1","1","90","1","0","0","1","1","0","0","0","0","2","4","0","2","2","0","0","0","0","2","0"
"*068y0*","Antoine Semenyo","BOU","F","131","tottiand","AVL 2<br/>@BOU 2 F","13","13","0%","1069.48","45%","-0.4%","1","1","69","1","1","0","3","0","1","0","0","0","0","1","0","1","11","0","0","0","0","1","0"
"*02lny*","Ashley Young","EVE","D","196","FA","EVE 1<br/>@NOT 0 F","12.75","12.75","6%","351.41","9%","+2.4%","1","1","90","0","0","0","0","1","0","0","0","0","1","4","1","6","3","4","0","0","0","0","1"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","199","FA","FUL 3<br/>@LIV 4 F","12.5","12.5","8%","329.22","13%","-0.2%","1","0","14","1","0","0","1","0","0","0","0","1","0","1","0","2","3","0","0","0","0","2","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","54","draft","WOL 1<br/>@ARS 2 F","12.25","12.25","99%","76.57","99%","+0.3%","1","1","90","0","1","1","0","3","0","0","0","0","1","1","0","4","4","2","0","0","0","1","0"
"*05s08*","Valentino Livramento","NEW","D","298","Sean","MUN 0<br/>@NEW 1 F","12","12","12%","267.33","51%","-3.1%","1","1","90","0","1","0","0","0","0","0","0","1","1","0","0","6","2","2","0","0","0","0","1"
"*04tig*","Fabian Schar","NEW","D","64","xxx","MUN 0<br/>@NEW 1 F","11.75","11.75","99%","69.32","98%","-0.4%","1","1","90","0","0","0","0","0","0","0","0","0","1","2","1","5","3","6","0","0","0","0","1"
"*05uns*","Leon Bailey","AVL","F","62","ZB","AVL 2<br/>@BOU 2 F","11.75","11.75","43%","143.89","84%","+10.6%","1","1","73","1","1","0","1","0","0","0","0","0","0","0","0","4","9","0","0","0","0","2","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","65","chukdave","EVE 1<br/>@NOT 0 F","11.75","11.75","4%","386.04","79%","+0.5%","1","1","90","0","0","0","0","1","0","0","0","0","2","3","1","4","3","1","0","0","0","0","1"
"*05ojg*","Nelson Semedo","WOL","D","148","KFC","WOL 1<br/>@ARS 2 F","11.75","11.75","6%","362.89","45%","+16.6%","1","1","90","0","1","1","0","4","0","0","0","0","0","2","0","7","1","0","0","0","0","2","0"
"*06dqv*","Luca Koleosho","BUR","F","224","W (Tue)","SHU 0<br/>@BUR 5 F","11.75","11.75","0%","1155.7","11%","-10.5%","1","1","75","1","1","0","1","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","1"
"*02oq3*","Jay Rodriguez","BUR","F","230","W (Tue)","SHU 0<br/>@BUR 5 F","11.75","11.75","2%","383.19","10%","-0.9%","1","1","75","1","0","0","1","0","0","0","0","0","0","1","0","3","5","1","0","0","0","0","1"
"*06fso*","Wataru Endo","LIV","M","324","W (Tue)","FUL 3<br/>@LIV 4 F","11.75","11.75","0%","1188.6","10%","-0.3%","1","0","6","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*03pig*","Jamaal Lascelles","NEW","D","186","Badger12","MUN 0<br/>@NEW 1 F","11.25","11.25","0%","1141.2","50%","-6.7%","1","1","90","0","0","0","0","1","0","0","0","0","0","2","0","9","2","1","0","0","0","0","1"
"*062p3*","Keane Lewis-Potter","BRF","F","317","Bfred","LUT 1<br/>@BRF 3 F","11.25","11.25","2%","1102.08","6%","+4.9%","1","0","11","0","0","1","1","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0"
"*068a1*","Mykhailo Mudryk","CHE","M","166","KFC","BHA 2<br/>@CHE 3 F","11","11","100%","57.68","82%","+1.3%","1","1","80","0","0","1","0","0","0","0","0","0","1","0","0","5","6","0","0","1","0","1","0"
"*04spw*","James Garner","EVE","M","79","xxx","EVE 1<br/>@NOT 0 F","11","11","5%","381.9","59%","-2%","1","1","90","0","0","0","1","1","0","0","0","0","3","4","1","6","5","3","0","0","0","0","1"
"*05l27*","Jarrad Branthwaite","EVE","D","88","Catts4En","EVE 1<br/>@NOT 0 F","11","11","1%","1123.86","40%","+6%","1","1","90","0","0","0","0","1","0","0","0","0","1","6","0","5","2","0","0","0","0","0","1"
"*02lv9*","James Milner","BHA","M","257","W (Tue)","BHA 2<br/>@CHE 3 F","11","11","4%","381.99","3%","+1.1%","1","0","32","0","3","1","0","1","1","0","1","2","0","0","0","1","1","1","0","0","0","1","0"
"*05yld*","Luis Diaz","LIV","F","130","ZB","FUL 3<br/>@LIV 4 F","10.75","10.75","100%","25.28","100%","0%","1","1","90","0","2","0","4","0","0","0","0","0","0","0","0","5","7","0","0","0","0","3","0"
"*0520r*","Leandro Trossard","ARS","M","143","TranzOTF","WOL 1<br/>@ARS 2 F","10.75","10.75","100%","57.05","93%","-2.7%","1","1","90","0","1","0","2","2","0","0","0","0","3","0","0","5","6","3","0","0","0","1","0"
"*06804*","Benoit Badiashile","CHE","D","366","Boss","BHA 2<br/>@CHE 3 F","10.75","10.75","11%","306.65","16%","+0.2%","1","1","90","0","2","1","0","0","1","0","0","0","1","8","1","2","3","2","0","0","0","2","0"
"*0635j*","Chris Richards","CRY","D","331","W (Tue)","CRY 1<br/>@WHU 1 F","10.75","10.75","0%","1140.6","2%","-1.9%","1","1","90","0","0","0","0","3","0","0","0","0","2","4","1","11","2","1","0","0","0","1","0"
"*062dt*","Joao Palhinha","FUL","M","60","draft","FUL 3<br/>@LIV 4 F","10.5","10.5","29%","144.84","61%","-0.5%","1","1","90","0","0","0","1","1","0","0","0","0","4","4","0","8","5","1","0","0","0","4","0"
"*02lpf*","Ross Barkley","LUT","M","167","Badger12","LUT 1<br/>@BRF 3 F","10.5","10.5","9%","311.49","27%","+9.5%","1","1","90","0","1","1","0","0","0","0","0","0","1","4","0","4","7","1","0","0","0","3","0"
"*04fk1*","Pascal Gross","BHA","M","13","Catts4En","BHA 2<br/>@CHE 3 F","10","10","100%","36.27","100%","0%","1","0","32","0","2","0","3","1","1","0","0","1","1","0","0","1","1","1","0","0","0","1","0"
"*05ylj*","Bruno Guimaraes","NEW","M","72","KFC","MUN 0<br/>@NEW 1 F","10","10","100%","39.32","97%","-0.5%","1","1","90","0","3","0","0","2","0","0","0","0","0","1","1","7","4","5","0","0","0","0","1"
"*052ca*","Ezri Konsa","AVL","D","76","W (Tue)","AVL 2<br/>@BOU 2 F","10","10","11%","298.9","32%","+4.1%","1","1","73","0","0","0","0","3","0","0","0","0","1","2","1","15","0","2","0","0","0","2","0"
"*02opy*","Adam Lallana","BHA","M","343","W (Tue)","BHA 2<br/>@CHE 3 F","10","10","1%","1161.2","4%","+3%","1","1","57","0","1","1","0","1","0","0","0","0","1","0","0","2","3","1","0","0","0","2","0"
"*04spp*","Douglas Luiz","AVL","M","7","draft","AVL 2<br/>@BOU 2 F","9.5","9.5","97%","92.31","100%","+0.1%","1","1","90","0","1","0","1","3","0","0","0","1","1","0","0","8","7","3","0","0","0","2","0"
"*06c4i*","Vitinho","BUR","D","351","W (Tue)","SHU 0<br/>@BUR 5 F","9.5","9.5","3%","385.38","1%","-0.2%","1","1","90","0","0","0","0","1","0","0","0","0","0","1","0","7","4","1","0","0","0","0","1"
"*04kj7*","Serge Aurier","NOT","D","190","W (Tue)","EVE 1<br/>@NOT 0 F","9.25","9.25","25%","156.65","29%","-4%","1","1","90","0","0","0","0","4","0","0","0","1","2","4","0","9","8","3","0","0","0","1","0"
"*05trb*","Bryan Mbeumo","BRF","F","8","tottiand","LUT 1<br/>@BRF 3 F","9","9","100%","40.27","98%","-2.1%","1","1","77","0","1","1","0","0","0","0","0","0","1","0","0","3","6","0","0","0","0","1","0"
"*04yo7*","Youri Tielemans","AVL","M","214","TranzOTF","AVL 2<br/>@BOU 2 F","9","9","98%","86.04","58%","+10.5%","1","1","90","0","0","0","0","5","0","0","0","0","3","1","0","9","8","3","0","0","0","2","0"
"*04fk6*","Bernardo Silva","MCI","M","52","Boss","TOT 3<br/>@MCI 3 F","8.75","8.75","100%","58.45","100%","0%","1","1","90","0","3","0","1","1","0","0","0","0","2","1","0","5","9","3","0","0","0","3","0"
"*05tre*","Vitaly Janelt","BRF","M","95","chukdave","LUT 1<br/>@BRF 3 F","8.75","8.75","2%","1120.17","39%","+10%","1","1","90","0","4","0","0","0","0","0","0","2","1","5","0","3","6","2","0","0","0","1","0"
"*0328q*","Tom Cairney","FUL","M","202","FA","FUL 3<br/>@LIV 4 F","8.75","8.75","0%","1180.6","7%","+3.8%","1","0","27","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","402","FA","CRY 1<br/>@WHU 1 F","8.75","8.75","0%","-","1%","-0.3%","1","1","90","0","0","0","0","2","0","0","0","0","0","6","0","11","1","4","0","0","0","1","0"
"*0524k*","Rodri","MCI","M","27","TranzOTF","TOT 3<br/>@MCI 3 F","8.5","8.5","99%","54.38","100%","+0.2%","1","1","90","0","0","0","0","2","1","0","0","0","4","0","1","4","3","9","0","0","0","3","0"
"*06fwz*","Murillo","NOT","M","169","W (Tue)","EVE 1<br/>@NOT 0 F","8.5","8.5","0%","-","15%","-3.4%","1","1","90","0","0","0","1","0","0","0","0","0","1","7","2","4","7","6","0","0","0","1","0"
"*0637b*","Orel Mangala","NOT","M","168","W (Tue)","EVE 1<br/>@NOT 0 F","8.5","8.5","0%","-","4%","-0.3%","1","1","90","0","0","0","0","0","0","0","0","0","2","5","1","8","4","5","0","0","0","1","0"
"*05os8*","Joachim Andersen","CRY","D","10","TranzOTF","CRY 1<br/>@WHU 1 F","8.25","8.25","47%","142.45","93%","-1.2%","1","1","90","0","1","0","0","3","0","0","0","1","0","3","0","8","5","5","0","0","0","1","0"
"*06dq8*","Moussa Diaby","AVL","F","33","KFC","AVL 2<br/>@BOU 2 F","8","8","98%","49.14","97%","-0.5%","1","0","15","0","1","1","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0"
"*04agz*","Declan Rice","ARS","M","35","xxx","WOL 1<br/>@ARS 2 F","7.75","7.75","99%","49.39","99%","0%","1","1","90","0","0","0","0","0","0","0","0","0","5","3","0","3","2","4","0","0","0","1","0"
"*06cm1*","Nicolas Jackson","CHE","F","58","Sean","BHA 2<br/>@CHE 3 F","7.5","7.5","99%","48.96","98%","+0.3%","1","1","71","0","1","1","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","1","0"
"*0626q*","Simon Adingra","BHA","F","55","chukdave","BHA 2<br/>@CHE 3 F","7.5","7.5","9%","315.9","73%","+2.4%","1","1","90","0","5","0","0","0","0","0","0","2","1","0","0","1","4","0","0","0","0","3","0"
"*03gu4*","Harry Maguire","MUN","D","104","Catts4En","MUN 0<br/>@NEW 1 F","7.5","7.5","27%","140.91","68%","+7.8%","1","1","90","0","0","0","0","1","1","0","0","0","3","6","3","6","11","1","0","0","0","1","0"
"*037mt*","Harrison Reed","FUL","M","245","FA","FUL 3<br/>@LIV 4 F","7.5","7.5","4%","398.27","4%","0%","1","1","88","0","0","0","0","1","0","0","0","0","3","6","1","3","1","1","0","0","0","4","0"
"*06fwi*","Carlos Baleba","BHA","M","262","W (Tue)","BHA 2<br/>@CHE 3 F","7.25","7.25","0%","-","4%","+1.2%","1","1","56","0","0","0","1","2","0","0","0","0","0","2","0","10","6","1","0","0","0","2","0"
"*05nt7*","Thiago Silva","CHE","D","111","FA","BHA 2<br/>@CHE 3 F","7","7","78%","124.25","77%","-1%","1","1","90","0","0","0","0","2","0","0","0","0","1","10","1","6","1","3","0","0","0","2","0"
"*0329y*","Joel Ward","CRY","D","179","KFC","CRY 1<br/>@WHU 1 F","7","7","2%","1108.32","19%","-7.1%","1","1","90","0","0","0","0","0","0","0","0","1","1","3","0","8","2","3","0","0","0","1","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","23","Boss","FUL 3<br/>@LIV 4 F","6.75","6.75","100%","33.73","100%","0%","1","1","63","0","1","0","2","0","0","0","0","0","0","1","0","3","1","1","0","0","0","2","0"
"*060wh*","Alejandro Garnacho","MUN","M","173","tottiand","MUN 0<br/>@NEW 1 F","6.5","6.5","85%","112.17","85%","+4.1%","1","1","90","0","1","0","1","1","0","0","0","0","1","0","0","6","5","1","0","0","0","1","0"
"*03sgc*","Jordan Ayew","CRY","F","59","Badger12","CRY 1<br/>@WHU 1 F","6.5","6.5","58%","131.25","75%","-2%","1","1","90","0","0","0","0","4","0","0","0","0","2","1","0","13","18","1","0","0","0","1","0"
"*03rvw*","Harry Toffolo","NOT","D","127","xxx","EVE 1<br/>@NOT 0 F","6.5","6.5","0%","-","41%","-6.8%","1","1","81","0","1","0","0","0","0","0","0","0","2","5","1","2","1","2","0","0","0","1","0"
"*06c5x*","Tom Lockyer","LUT","D","135","FA","LUT 1<br/>@BRF 3 F","6.5","6.5","38%","147.4","19%","-1%","1","1","45","0","0","0","0","0","0","0","0","0","2","6","1","5","2","0","0","0","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","22","Sean","LUT 1<br/>@BRF 3 F","6.25","6.25","99%","71.37","99%","+0.5%","1","1","90","0","0","0","0","1","0","0","0","0","1","3","1","4","0","4","0","0","0","1","0"
"*05u94*","Michael Olise","CRY","M","239","Badger12","CRY 1<br/>@WHU 1 F","6.25","6.25","100%","56.27","97%","0%","1","1","90","0","0","0","1","0","0","0","0","1","1","0","0","5","4","3","0","0","0","1","0"
"*02oq6*","Luke Shaw","MUN","D","265","Sean","MUN 0<br/>@NEW 1 F","6.25","6.25","100%","39.22","97%","+0.3%","1","1","90","0","1","0","0","0","0","0","0","1","0","4","2","3","2","1","0","0","0","1","0"
"*05akv*","Tyrick Mitchell","CRY","D","99","Catts4En","CRY 1<br/>@WHU 1 F","6.25","6.25","4%","376.29","50%","-13.9%","1","1","90","0","1","0","0","2","0","0","0","0","3","4","0","4","7","0","0","0","0","1","0"
"*03rxa*","Idrissa Gueye","EVE","M","183","W (Tue)","EVE 1<br/>@NOT 0 F","6.25","6.25","4%","385.69","8%","-0.9%","1","1","90","0","1","0","0","0","0","0","0","0","1","2","1","6","6","1","0","0","0","0","1"
"*063e7*","Marcos Senesi","BOU","D","110","Badger12","AVL 2<br/>@BOU 2 F","6.25","6.25","3%","398.41","4%","+2%","1","1","90","0","0","0","0","1","1","0","0","0","2","3","3","5","2","4","0","0","0","2","0"
"*06fxu*","Ibrahim Sangare","NOT","M","247","W (Tue)","EVE 1<br/>@NOT 0 F","6.25","6.25","0%","-","3%","-0.5%","1","1","64","0","1","0","0","2","0","0","0","0","0","3","0","6","2","0","0","0","0","0","1"
"*052k8*","Tommy Doyle","WOL","M","342","W (Tue)","WOL 1<br/>@ARS 2 F","6.25","6.25","0%","-","0%","-0.2%","1","1","88","0","1","0","0","0","0","0","0","1","2","1","1","1","3","5","0","0","0","2","0"
"*02oq8*","James Ward-Prowse","WHU","M","16","xxx","CRY 1<br/>@WHU 1 F","6","6","2%","292.08","85%","0%","1","1","90","0","0","0","0","1","1","0","0","1","2","0","2","3","5","5","0","0","0","1","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","313","W (Tue)","LUT 1<br/>@BRF 3 F","6","6","0%","-","2%","-3%","1","1","69","0","2","0","0","3","0","0","0","0","0","0","0","4","2","0","0","0","0","0","1"
"*062ci*","Kaoru Mitoma","BHA","M","39","tottiand","BHA 2<br/>@CHE 3 F","5.75","5.75","100%","19.36","100%","0%","1","0","32","0","1","0","1","0","0","0","0","0","0","0","0","7","3","0","0","0","0","1","0"
"*0639x*","Marcus Tavernier","BOU","M","63","xxx","AVL 2<br/>@BOU 2 F","5.75","5.75","34%","147.52","81%","-0.1%","1","1","88","0","2","0","0","1","0","0","0","0","0","1","0","9","7","1","0","0","0","2","0"
"*04qrc*","Raul Jimenez","FUL","F","159","Sean","FUL 3<br/>@LIV 4 F","5.75","5.75","64%","131.87","49%","+20.2%","1","1","90","0","0","0","0","1","0","0","0","0","1","1","0","12","10","2","0","0","0","4","0"
"*06ab3*","Lewis Miley","NEW","M","318","Badger12","MUN 0<br/>@NEW 1 F","5.75","5.75","0%","1154.7","23%","-0.8%","1","1","90","0","0","0","0","3","0","0","0","0","2","0","0","4","3","0","0","0","0","0","1"
"*068yi*","Illia Zabarnyi","BOU","D","133","W (Tue)","AVL 2<br/>@BOU 2 F","5.75","5.75","0%","1209.17","8%","0%","1","1","90","0","0","0","0","4","0","0","0","0","0","4","1","9","4","1","0","0","0","2","0"
"*03jly*","Andreas Pereira","FUL","M","80","Bfred","FUL 3<br/>@LIV 4 F","5.5","5.5","98%","75.6","90%","+4%","1","1","61","0","3","0","0","0","0","0","0","0","2","0","0","3","4","0","0","0","0","2","0"
