Team,Position,G,SOT,YC,RC,TKW,INT,BS,COS,KP,CLR,DIS,PKD,OG,AER
vsManchester City,F,0.03,0.17,0.3,0.03,0.5,0.2,0.43,0.67,0.43,0.37,0.83,0.0,0.0,0.33
vsManchester City,M,0.03,0.09,0.34,0.0,0.94,0.51,0.83,0.14,0.34,1.2,0.51,0.0,0.0,0.46
vsManchester Utd,D,0.06,0.14,0.23,0.03,1.46,1.03,1.63,0.51,0.43,3.09,0.17,0.0,0.0,1.29
vsManchester Utd,F,0.12,0.42,0.06,0.0,0.82,0.45,0.58,1.09,1.09,0.58,0.97,0.0,0.0,0.45
vsManchester Utd,M,0.12,0.5,0.16,0.0,1.5,0.88,0.88,0.94,0.91,0.78,0.72,0.0,0.0,0.69
vsNewcastle Utd,D,0.0,0.11,0.26,0.03,1.24,0.71,0.89,0.5,0.47,2.39,0.21,0.0,0.0,0.84
vsNewcastle Utd,F,0.18,0.54,0.18,0.0,0.43,0.29,0.64,1.18,0.79,0.32,1.07,0.0,0.0,0.57
vsNewcastle Utd,M,0.06,0.18,0.18,0.0,1.42,0.58,0.79,0.64,0.82,0.67,0.76,0.0,0.0,0.45
vsNott'ham Forest,D,0.0,0.08,0.21,0.0,0.82,1.05,0.71,0.24,0.34,2.18,0.34,0.0,0.0,1.71
vsNott'ham Forest,F,0.17,0.43,0.09,0.04,0.61,0.17,0.61,1.13,1.04,0.48,1.17,0.04,0.0,0.65
vsNott'ham Forest,M,0.17,0.49,0.2,0.03,1.57,0.46,0.6,0.43,0.8,0.83,0.74,0.0,0.0,0.86
vsSheffield Utd,D,0.06,0.18,0.09,0.0,1.65,0.76,1.09,0.44,0.88,2.12,0.26,0.0,0.0,1.76
vsSheffield Utd,F,0.39,1.03,0.13,0.0,0.97,0.1,0.81,1.19,1.55,0.1,1.1,0.0,0.0,0.87
vsSheffield Utd,M,0.18,0.79,0.14,0.0,1.5,0.71,1.25,0.71,1.79,0.71,1.11,0.0,0.0,1.61
vsTottenham,D,0.0,0.08,0.24,0.0,1.68,0.78,1.38,0.59,0.59,3.05,0.35,0.0,0.05,1.14
vsTottenham,F,0.19,0.54,0.23,0.04,1.19,0.38,0.85,0.73,0.77,0.35,1.27,0.0,0.0,1.0
vsTottenham,M,0.05,0.36,0.23,0.05,1.31,0.51,1.1,0.44,0.69,0.64,0.69,0.03,0.0,0.51
vsWest Ham,D,0.02,0.2,0.07,0.0,1.1,0.61,0.93,0.41,0.78,2.07,0.39,0.0,0.0,1.88
vsWest Ham,F,0.22,0.74,0.07,0.0,0.7,0.15,0.67,0.67,0.93,0.3,0.85,0.04,0.0,0.7
vsWest Ham,M,0.09,0.35,0.12,0.0,1.09,0.32,0.85,0.79,1.47,0.47,0.91,0.03,0.0,0.59
vsWolves,D,0.1,0.27,0.27,0.0,1.93,1.0,0.8,0.27,0.67,2.53,0.57,0.0,0.03,0.97
vsWolves,F,0.24,0.79,0.07,0.0,0.86,0.34,0.38,0.93,1.21,0.28,1.14,0.0,0.0,0.72
vsWolves,M,0.05,0.32,0.24,0.0,1.82,0.5,0.92,0.71,1.0,0.45,0.76,0.0,0.0,0.47
