,team,position,player,fpts,g,kp,at,sot,tkw,dis,yc,rc,acnc,int,clr,cos,bs,aer,pkm,pkd,og,gao,pts,dpt,off,pkg,ghost points,negative fpts,home
11,AVL,CM,4,3.3,0.0,0.8,0.0,0.0,1.1,0.5,0.2,0.0,0.2,0.3,0.3,0.4,0.2,0.3,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,3.3,-0.65,0
12,AVL,DM,3,5.6,0.0,1.2,0.0,0.2,1.0,0.6,0.4,0.0,0.0,1.0,0.6,1.0,0.2,0.6,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.2,-1.1,0
13,AVL,FW,5,5.0,0.08,0.75,0.25,0.42,0.08,0.83,0.0,0.0,0.08,0.08,0.25,0.33,0.08,0.33,0.0,0.0,0.0,1.25,0.33,0.17,0.17,0.0,2.75,-0.42,0
14,AVL,LB,1,6.62,0.0,2.25,0.0,0.25,1.0,0.25,0.5,0.0,1.0,2.75,1.0,0.0,0.0,0.75,0.0,0.0,0.0,2.25,0.0,2.5,0.0,0.0,5.12,-5.62,0
15,AVL,LM,2,6.17,0.0,1.33,0.0,0.67,0.67,0.33,0.33,0.0,1.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.33,0.0,2.33,0.0,0.0,6.17,-0.83,0
16,AVL,LW,2,2.83,0.0,0.33,0.0,0.33,0.0,1.33,0.0,0.0,0.33,0.0,0.67,1.33,0.0,0.33,0.0,0.0,0.0,1.0,0.0,1.33,0.0,0.0,2.5,-0.67,0
17,AVL,RB,2,0.62,0.0,0.25,0.0,1.25,0.0,0.25,0.25,0.0,0.0,0.75,2.0,0.25,0.5,0.0,0.0,0.0,0.25,2.0,0.0,2.5,0.0,0.0,-0.88,-5.88,0
18,AVL,RM,3,3.88,0.0,0.75,0.0,0.25,0.75,0.5,0.0,0.0,0.25,0.75,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.25,0.0,0.0,3.88,-0.75,0
19,AVL,RW,3,1.5,0.0,0.25,0.0,0.0,0.25,1.25,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,1.25,-0.62,0
20,AVL,WB,3,14.17,0.67,0.67,0.33,1.0,1.0,0.33,0.0,0.0,0.0,0.67,1.33,0.67,0.0,0.67,0.0,0.0,0.0,0.67,1.0,1.0,0.0,0.0,5.17,-1.5,0
21,BHA,AM,5,5.8,0.0,0.6,0.4,0.6,0.4,0.4,0.6,0.0,0.0,0.2,0.4,1.6,0.0,0.0,0.0,0.0,0.0,1.2,0.4,2.0,0.4,0.0,3.2,-1.4,0
22,BHA,CB,3,-0.54,0.0,0.0,0.0,0.0,0.83,0.17,0.5,0.0,0.0,1.17,2.83,0.33,1.33,1.5,0.0,0.0,0.0,2.67,0.0,1.83,0.0,0.0,-0.54,-6.42,0
23,BHA,CM,2,3.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,3.5,0.0,1.0,0.0,0.0,3.25,0.0,0
24,BHA,DM,4,4.71,0.14,1.0,0.0,0.29,0.43,0.57,0.14,0.0,0.0,0.57,0.43,0.29,0.14,0.0,0.0,0.0,0.0,1.29,0.14,1.29,0.0,0.0,3.43,-0.57,0
25,BHA,FW,4,8.86,0.43,1.14,0.14,0.57,0.43,1.29,0.14,0.0,0.0,0.29,0.57,0.57,0.14,0.43,0.0,0.0,0.0,1.43,0.57,1.71,0.71,0.0,4.14,-0.93,0
26,BHA,LB,3,5.9,0.2,0.8,0.6,0.4,1.0,0.4,0.4,0.0,0.0,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.2,1.6,0.8,2.6,0.0,0.0,-0.3,-5.2,0
27,BHA,LM,1,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,4.0,-3.0,0
28,BHA,LW,2,11.33,0.33,1.67,0.33,0.67,0.33,0.0,0.0,0.0,0.0,0.67,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.33,0.0,6.33,0.0,0
29,BHA,RB,2,2.62,0.0,0.5,0.0,0.0,3.0,0.25,0.25,0.0,0.0,0.75,2.75,0.25,1.25,0.5,0.0,0.0,0.0,2.0,0.0,1.75,0.0,0.0,2.62,-4.62,0
30,BHA,RM,1,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,-1.0,0
31,BHA,RW,3,14.38,0.5,0.5,0.25,1.25,2.0,0.75,0.0,0.0,0.75,1.5,1.25,0.75,0.0,0.5,0.0,0.0,0.0,1.25,0.75,1.5,1.0,0.0,8.38,-0.38,0
32,BOU,AM,2,6.5,0.0,1.0,0.25,0.0,1.25,1.75,0.0,0.0,0.25,0.5,2.5,0.5,0.5,1.75,0.0,0.0,0.0,2.75,0.25,1.0,0.0,0.0,5.0,-0.88,0
33,BOU,CB,4,2.25,0.0,0.36,0.09,0.09,0.91,0.09,0.18,0.0,0.0,0.91,4.09,0.36,0.91,1.18,0.0,0.0,0.0,2.09,0.09,1.36,0.0,0.0,1.61,-4.59,0
34,BOU,CM,1,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.5,-0.5,0
35,BOU,DM,5,3.85,0.0,0.5,0.0,0.3,0.5,0.8,0.0,0.0,0.0,0.8,0.4,0.9,0.3,0.3,0.0,0.0,0.0,2.0,0.0,0.6,0.0,0.0,3.85,-0.4,0
36,BOU,FW,2,7.33,0.33,0.83,0.17,1.0,0.0,2.33,0.17,0.0,0.17,0.0,1.17,0.5,0.17,0.67,0.0,0.0,0.0,1.83,0.5,1.5,0.17,0.0,3.33,-1.5,0
37,BOU,LB,1,0.19,0.0,0.25,0.0,0.0,1.5,1.0,0.0,0.0,0.75,1.5,2.75,0.75,0.25,1.5,0.0,0.0,0.25,2.75,0.0,2.0,0.0,0.0,0.19,-7.25,0
38,BOU,LM,1,6.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.5,0.0,0
39,BOU,LW,5,3.64,0.0,0.57,0.14,0.43,0.29,1.43,0.14,0.0,0.14,0.29,0.57,0.86,0.0,0.43,0.0,0.0,0.0,1.43,0.14,1.86,0.43,0.0,2.79,-1.0,0
40,BOU,RB,2,-0.6,0.0,0.2,0.0,0.0,1.4,0.4,0.2,0.0,0.6,0.0,1.6,0.4,0.8,0.4,0.0,0.0,0.0,2.2,0.0,1.2,0.2,0.0,-0.6,-5.0,0
41,BOU,RM,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0
42,BOU,RW,4,7.44,0.25,0.88,0.0,0.62,0.25,1.12,0.25,0.0,0.25,0.25,0.5,2.12,0.12,0.5,0.0,0.0,0.0,1.38,0.25,1.62,0.0,0.0,5.19,-1.06,0
43,BRF,CB,5,7.64,0.0,0.45,0.0,0.09,0.64,0.18,0.18,0.0,0.27,1.45,5.45,0.55,0.64,3.0,0.0,0.0,0.0,1.0,0.0,1.09,0.0,0.0,6.55,-2.45,0
44,BRF,CM,6,6.25,0.14,1.0,0.0,0.21,1.14,0.14,0.29,0.0,0.21,0.93,0.71,0.21,0.14,0.64,0.0,0.0,0.0,0.71,0.14,2.21,0.07,0.0,4.75,-0.64,0
45,BRF,FW,4,6.65,0.1,0.5,0.2,0.7,0.5,0.4,0.2,0.0,0.1,0.5,0.5,0.7,0.1,1.3,0.0,0.1,0.0,0.7,0.2,1.6,0.2,0.0,4.55,-0.6,0
46,BRF,LB,4,2.25,0.0,0.2,0.0,0.0,0.8,0.6,0.4,0.0,0.2,0.4,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,1.6,0.4,0.0,1.05,-1.5,0
47,BRF,LM,3,8.67,0.0,1.67,0.0,0.67,1.33,0.0,0.0,0.0,0.67,0.67,1.0,0.67,0.0,0.67,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,8.33,0.0,0
48,BRF,LW,2,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,0.5,0.0,1.0,-0.75,0
49,BRF,RB,3,5.55,0.0,0.6,0.2,0.2,1.2,0.6,0.4,0.0,0.2,0.6,1.0,0.6,0.0,0.8,0.0,0.0,0.0,0.6,0.2,2.6,0.0,0.0,2.95,-2.3,0
50,BRF,RM,3,5.17,0.0,1.0,0.33,0.0,0.67,1.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,2.83,-0.5,0
51,BRF,RW,1,19.0,1.0,2.5,0.0,1.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,10.0,-1.0,0
52,BRF,WB,3,-0.67,0.0,0.33,0.0,0.33,0.67,0.67,0.33,0.0,0.33,0.0,1.33,0.0,0.0,0.33,0.0,0.0,0.0,1.33,0.0,1.33,0.0,0.0,-0.67,-3.67,0
53,BUR,AM,3,7.67,0.33,0.33,0.0,0.67,0.67,0.33,0.0,0.0,0.0,0.33,0.0,0.67,0.67,1.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0,4.67,-0.17,0
54,BUR,CB,3,1.79,0.0,0.0,0.0,0.14,0.29,0.29,0.14,0.0,0.0,0.43,4.86,0.0,0.71,1.57,0.0,0.0,0.0,1.14,0.0,0.86,0.0,0.0,1.79,-2.71,0
55,BUR,CM,1,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0
56,BUR,DM,4,4.0,0.0,0.6,0.0,0.0,1.0,0.4,0.2,0.0,0.0,1.0,2.2,0.0,0.6,1.6,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,4.0,-0.6,0
57,BUR,FW,3,4.5,0.2,0.2,0.2,0.6,0.2,0.8,0.2,0.2,0.0,0.2,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.8,0.4,3.0,0.2,0.0,1.5,-2.2,0
58,BUR,LB,1,1.92,0.0,0.0,0.0,0.0,1.33,0.0,0.67,0.0,0.0,0.33,3.67,0.33,0.67,2.33,0.0,0.0,0.0,1.33,0.0,3.67,0.0,0.0,1.92,-4.0,0
59,BUR,LM,1,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0
60,BUR,LW,6,3.0,0.0,0.86,0.0,0.14,0.29,1.43,0.0,0.0,0.0,0.0,0.57,1.29,0.0,0.29,0.0,0.0,0.0,0.57,0.0,0.57,0.43,0.0,3.0,-0.71,0
61,BUR,RB,2,2.69,0.0,0.5,0.25,0.0,0.25,0.25,0.5,0.0,0.0,0.5,3.25,0.25,0.75,0.5,0.0,0.0,0.0,1.0,0.25,1.5,0.0,0.0,0.94,-3.12,0
62,BUR,RM,1,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0
63,BUR,RW,4,3.67,0.17,0.33,0.0,0.33,0.17,0.33,0.0,0.0,0.0,0.17,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.17,0.17,0.5,0.0,2.17,-0.17,0
64,CHE,AM,5,5.3,0.2,0.4,0.0,0.4,0.2,1.2,0.2,0.0,0.4,0.2,0.4,1.4,0.0,0.2,0.0,0.2,0.0,0.8,0.2,1.4,0.2,0.0,3.3,-1.0,0
65,CHE,CB,3,3.92,0.0,0.0,0.0,0.0,0.22,0.33,0.33,0.0,0.0,0.22,3.44,0.44,0.78,2.0,0.0,0.0,0.0,1.22,0.0,1.89,0.11,0.0,1.25,-3.28,0
66,CHE,CM,3,6.3,0.0,1.2,0.0,0.4,1.2,0.2,0.2,0.0,0.2,0.6,0.4,1.2,0.6,0.8,0.2,0.0,0.0,1.4,0.0,1.6,0.0,0.0,6.1,-1.3,0
67,CHE,DM,3,3.12,0.0,0.5,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.88,-0.25,0
68,CHE,FW,4,5.0,0.29,0.29,0.0,0.43,0.43,0.71,0.43,0.0,0.0,0.14,0.43,1.14,0.14,0.71,0.0,0.0,0.0,0.71,0.29,1.71,0.71,0.0,2.43,-1.21,0
69,CHE,LB,2,9.25,0.0,0.25,0.25,0.5,1.5,0.0,0.25,0.0,0.25,0.75,1.0,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.25,2.0,0.25,0.0,4.5,-1.0,0
70,CHE,LM,1,6.75,0.0,0.5,0.0,1.0,2.0,2.0,0.5,0.0,0.0,1.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,6.25,-2.0,0
71,CHE,LW,3,10.15,0.4,0.8,0.4,0.6,0.4,0.6,0.2,0.0,0.0,0.0,0.6,0.8,0.0,0.2,0.0,0.2,0.0,0.2,0.4,1.2,0.0,0.0,3.95,-0.7,0
72,CHE,RB,2,8.08,0.0,0.33,0.0,0.0,2.0,0.0,0.67,0.0,0.0,1.33,3.0,0.67,0.0,0.67,0.0,0.0,0.0,0.33,0.0,3.67,0.0,0.0,4.08,-2.0,0
73,CHE,RM,1,10.5,0.0,1.0,0.5,0.0,2.5,1.0,0.0,0.0,0.5,1.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,7.0,-0.5,0
74,CHE,RW,3,8.4,0.2,1.4,0.4,0.6,0.2,1.2,0.4,0.0,0.2,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.0,0.4,0.2,4.0,-1.4,0
75,CHE,WB,4,4.06,0.0,1.0,0.0,0.25,1.0,0.25,0.0,0.0,1.0,0.25,0.75,0.5,0.25,0.5,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,4.06,-2.12,0
76,CRY,AM,3,12.12,0.25,2.5,0.0,0.5,0.75,1.75,0.0,0.0,0.75,0.5,0.25,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.25,0.75,0.0,0.0,9.62,-0.88,0
77,CRY,CB,4,13.19,0.22,1.0,0.0,0.44,0.78,0.0,0.0,0.0,0.33,0.89,5.67,0.56,1.11,2.11,0.0,0.0,0.0,0.89,0.22,0.67,0.0,0.0,8.31,-1.78,0
78,CRY,CM,1,6.5,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-2.0,0
79,CRY,DM,4,7.79,0.0,0.86,0.0,0.29,1.29,0.71,0.14,0.0,0.0,1.43,1.43,1.14,1.0,2.0,0.0,0.0,0.0,1.14,0.0,1.71,0.0,0.0,7.5,-0.64,0
80,CRY,FW,2,6.8,0.2,1.0,0.2,0.8,0.6,2.8,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.8,0.0,0.0,0.0,0.8,0.4,0.8,0.4,0.0,3.8,-1.4,0
81,CRY,LB,1,5.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,3.0,0.75,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,2.75,-2.0,0
82,CRY,LM,1,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,-3.0,0
83,CRY,LW,4,4.75,0.0,0.67,0.0,0.5,0.5,1.33,0.17,0.0,0.0,0.33,0.17,1.83,0.0,0.83,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,4.42,-1.0,0
84,CRY,RB,1,6.62,0.0,0.0,0.0,0.0,1.5,0.25,0.5,0.0,0.0,0.75,3.0,0.25,0.5,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.62,-3.12,0
85,CRY,RM,2,8.75,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.25,-0.25,0
86,CRY,RW,3,8.95,0.0,1.4,0.4,0.4,0.8,3.0,0.0,0.0,0.2,0.6,0.8,2.2,0.0,1.2,0.0,0.0,0.0,0.8,0.4,1.0,0.4,0.0,6.55,-1.5,0
87,EVE,CB,4,5.61,0.14,0.57,0.14,0.14,0.86,0.0,0.43,0.0,0.14,1.29,3.0,0.14,0.43,3.0,0.0,0.0,0.0,2.0,0.29,2.14,0.14,0.0,3.18,-4.86,0
88,EVE,CM,5,4.19,0.0,0.62,0.0,0.0,1.25,0.62,0.0,0.0,0.0,0.38,0.5,0.62,0.12,1.75,0.0,0.0,0.0,2.25,0.0,1.5,0.0,0.0,4.19,-0.31,0
89,EVE,DM,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0,-2.0,0
90,EVE,FW,5,8.06,0.38,0.62,0.0,0.88,0.38,1.25,0.12,0.0,0.0,0.12,0.75,1.0,0.12,1.88,0.0,0.0,0.0,1.25,0.38,1.38,0.12,0.0,4.69,-0.88,0
91,EVE,LB,2,5.25,0.0,1.67,0.0,0.67,2.67,0.67,0.0,0.0,0.0,0.67,2.33,0.67,0.0,1.0,0.0,0.0,0.0,2.33,0.0,0.33,0.0,0.0,5.25,-5.0,0
92,EVE,LM,3,8.88,0.25,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.75,0.5,0.25,0.75,0.0,0.25,0.0,0.0,0.0,1.75,0.5,0.25,0.5,0.0,5.12,-0.5,0
93,EVE,RB,2,2.25,0.0,1.0,0.33,0.0,2.0,0.67,0.67,0.0,0.33,0.67,1.0,0.33,0.67,0.0,0.0,0.0,0.0,2.33,0.33,3.33,0.0,0.0,-0.08,-6.33,0
94,EVE,RM,3,7.0,0.0,1.5,0.25,0.0,1.5,1.25,0.0,0.0,0.25,0.25,0.25,0.75,0.25,0.25,0.0,0.0,0.0,1.25,0.25,0.75,0.0,0.0,5.5,-0.62,0
95,FUL,CB,4,4.08,0.11,0.0,0.0,0.11,0.33,0.11,0.22,0.11,0.0,1.0,5.44,0.11,0.44,1.22,0.0,0.0,0.0,1.56,0.11,2.11,0.0,0.0,0.31,-4.39,0
96,FUL,CM,3,6.25,0.25,0.25,0.0,0.25,1.75,1.0,0.25,0.0,0.0,1.0,2.25,0.25,0.0,1.0,0.0,0.0,0.0,1.75,0.25,1.75,0.0,0.0,3.5,-1.0,0
97,FUL,FW,4,3.5,0.0,0.57,0.0,0.43,0.57,1.71,0.14,0.0,0.0,0.0,0.29,0.71,0.29,2.14,0.0,0.0,0.0,1.0,0.0,0.86,0.86,0.0,3.5,-1.14,0
98,FUL,LB,1,6.31,0.0,0.75,0.0,0.0,1.25,0.75,0.25,0.0,0.5,1.25,2.75,0.5,0.0,2.0,0.0,0.0,0.0,1.75,0.0,1.75,0.0,0.0,3.31,-4.38,0
99,FUL,LM,4,3.94,0.12,0.5,0.12,0.38,0.12,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.62,0.0,0.0,0.0,0.88,0.12,0.62,0.0,0.0,1.81,-0.5,0
100,FUL,LW,2,5.08,0.17,0.33,0.17,0.67,0.5,0.17,0.33,0.0,0.0,0.0,0.33,0.5,0.17,0.33,0.0,0.0,0.0,1.17,0.17,1.67,0.0,0.0,2.58,-0.75,0
101,FUL,RB,2,3.5,0.0,0.4,0.0,0.2,0.8,0.2,0.4,0.0,0.2,0.8,2.4,0.4,0.4,0.4,0.0,0.0,0.0,1.4,0.0,2.2,0.0,0.0,1.1,-3.7,0
102,FUL,RM,3,4.2,0.0,1.0,0.2,0.0,0.6,1.0,0.4,0.0,0.2,0.6,0.6,0.0,0.4,0.2,0.0,0.0,0.0,1.4,0.2,2.0,0.0,0.0,2.6,-1.3,0
103,FUL,RW,3,2.36,0.0,0.29,0.0,0.14,0.57,0.43,0.0,0.0,0.29,0.14,0.29,0.43,0.0,0.29,0.0,0.0,0.0,1.0,0.0,0.29,0.0,0.0,2.21,-0.21,0
104,LIV,CB,5,2.82,0.0,0.13,0.07,0.0,0.47,0.13,0.07,0.07,0.0,0.93,4.33,0.0,1.0,1.6,0.0,0.0,0.07,1.0,0.07,1.2,0.0,0.0,2.35,-3.0,0
105,LIV,CM,5,3.14,0.0,0.27,0.0,0.18,1.0,0.82,0.27,0.0,0.18,1.09,0.45,0.36,0.45,0.18,0.0,0.0,0.0,1.09,0.0,1.73,0.0,0.0,3.14,-0.95,0
106,LIV,FW,4,8.8,0.4,0.9,0.2,0.8,0.3,1.0,0.3,0.0,0.0,0.3,0.3,0.9,0.0,0.4,0.0,0.0,0.0,0.8,0.6,1.7,0.1,0.0,4.0,-1.1,0
107,LIV,LB,1,8.55,0.2,2.0,0.0,0.4,1.6,0.2,0.2,0.0,0.8,1.2,2.6,0.2,0.4,0.2,0.0,0.0,0.0,1.4,0.2,1.2,0.0,0.0,6.55,-3.3,0
108,LIV,LM,6,1.88,0.0,0.38,0.12,0.12,0.38,1.25,0.12,0.12,0.0,0.38,0.62,1.0,0.0,0.25,0.0,0.0,0.0,0.62,0.0,2.62,0.25,0.0,1.12,-1.75,0
109,LIV,LW,2,6.7,0.2,0.6,0.0,0.6,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.4,0.0,0.0,0.0,1.0,0.2,1.0,0.4,0.0,4.9,-0.5,0
110,LIV,RB,2,1.79,0.0,0.5,0.0,0.0,1.67,0.5,0.5,0.0,0.5,0.33,2.83,0.5,0.0,0.33,0.0,0.0,0.0,1.0,0.0,2.33,0.0,0.0,1.79,-3.25,0
111,LIV,RM,3,6.25,0.0,1.67,0.33,0.0,0.83,0.33,0.33,0.17,0.17,0.5,0.67,0.83,0.17,0.17,0.0,0.17,0.0,0.67,0.0,3.83,0.17,0.0,4.25,-2.0,0
112,LIV,RW,3,12.7,0.4,1.4,0.6,0.6,0.4,0.8,0.0,0.0,0.4,0.2,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.8,1.0,0.2,0.2,0.2,5.5,-0.4,0
113,LIV,WB,1,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,-2.5,0
114,LUT,AM,2,2.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,2.0,-1.25,0
115,LUT,CB,6,2.23,0.06,0.06,0.0,0.06,1.0,0.12,0.12,0.0,0.0,0.81,3.19,0.06,0.94,1.19,0.0,0.0,0.0,1.69,0.06,0.88,0.0,0.0,1.61,-3.44,0
116,LUT,CM,8,3.0,0.0,0.47,0.0,0.07,1.07,0.67,0.13,0.0,0.0,0.6,0.2,0.33,0.27,0.53,0.0,0.0,0.0,1.73,0.0,1.4,0.0,0.0,3.0,-0.6,0
117,LUT,FW,4,5.86,0.18,0.55,0.09,0.36,0.36,1.18,0.0,0.0,0.09,0.27,0.82,0.36,0.0,2.73,0.0,0.0,0.0,1.45,0.18,1.0,0.45,0.09,3.68,-0.59,0
118,LUT,LB,2,3.88,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.88,-1.0,0
119,LUT,LM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
120,LUT,LW,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
