Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ROS %,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ros,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts
Julian Alvarez,MCI,F,6,BUR,22.0,22.0,100%,1,90,0,6,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,,1,1,1,0,0,16.0,-0.5
Matheus Nunes,MCI,M,167,BUR,16.5,16.5,78%,1,90,0,2,0,0,1,3,0,0,1,5,1,6,0,2,0,0,0,1,0,1,,1,0,0,2,0,16.5,-1.5
Nathan Ake,MCI,D,133,BUR,14.25,14.25,94%,1,78,0,0,0,0,3,0,0,0,0,2,1,0,0,3,0,0,0,0,1,1,,1,0,0,0,0,8.25,0.0
Manuel Akanji,MCI,D,106,BUR,12.5,12.5,97%,1,90,0,0,0,0,1,0,0,0,0,0,2,0,1,4,0,0,0,0,1,1,,1,0,0,0,0,6.5,0.0
Kyle Walker,MCI,D,79,BUR,9.25,9.25,96%,1,88,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,,1,0,1,0,0,3.25,0.0
Phil Foden,MCI,M,17,BUR,7.5,7.5,100%,1,90,0,2,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,,1,0,0,0,0,6.5,-1.5
Rico Lewis,MCI,D,314,BUR,7.5,7.5,13%,1,78,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,,1,0,0,0,0,1.5,-0.5
Mateo Kovacic,MCI,M,202,BUR,5.5,5.5,74%,1,66,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,1,0,0,4.5,-0.5
Kevin De Bruyne,MCI,M,336,BUR,4.0,4.0,96%,1,22,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,,1,0,1,0,0,4.0,0.0
Josko Gvardiol,MCI,D,141,BUR,4.0,4.0,82%,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,,0,0,0,0,0,4.0,0.0
Aymeric Laporte,MCI,D,352,BUR,3.25,3.25,1%,1,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,3.25,0.0
Bernardo Silva,MCI,M,129,BUR,1.0,1.0,98%,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,0.0,0.0
Phil Foden,MCI,M,17,NEW,25.5,25.5,100%,1,90,0,7,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,,1,1,1,0,0,18.5,-0.5
Julian Alvarez,MCI,F,6,NEW,16.0,16.0,100%,1,90,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,,1,1,6,0,0,7.0,-2.0
Manuel Akanji,MCI,D,106,NEW,11.75,11.75,97%,1,90,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,1,2,,1,0,0,0,0,5.75,0.0
Josko Gvardiol,MCI,D,141,NEW,10.0,10.0,82%,1,90,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,,1,0,0,0,0,4.0,0.0
Kyle Walker,MCI,D,79,NEW,9.5,9.5,96%,1,90,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,,1,0,1,1,0,3.5,-0.5
Ruben Dias,MCI,D,176,NEW,7.5,7.5,96%,1,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,1.5,0.0
Rodri,MCI,M,54,NEW,7.0,7.0,99%,1,90,0,0,0,0,2,0,0,0,0,0,4,3,0,2,0,0,0,0,1,2,,1,0,2,0,0,6.0,0.0
Erling Haaland,MCI,F,2,NEW,6.5,6.5,100%,1,90,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,,1,0,2,0,0,6.5,-0.5
Jack Grealish,MCI,M,201,NEW,4.0,4.0,99%,1,90,0,0,0,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,1,2,,1,0,1,0,0,3.0,-1.0
Mateo Kovacic,MCI,M,202,NEW,4.0,4.0,74%,1,90,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,,1,0,3,0,0,3.0,0.0
Matheus Nunes,MCI,M,167,NEW,0.5,0.5,78%,1,88,0,1,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,4,0,2,,1,0,7,1,0,0.5,-7.5
Rodri,MCI,M,54,SHU,21.5,21.5,99%,1,90,1,1,0,2,3,1,0,0,0,1,1,2,0,2,0,0,0,1,0,3,,1,1,1,1,0,12.5,-0.5
Jack Grealish,MCI,M,201,SHU,20.5,20.5,99%,1,90,0,6,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,,1,1,0,0,0,14.5,0.0
Julian Alvarez,MCI,F,6,SHU,15.5,15.5,100%,1,90,0,4,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,,1,0,0,0,0,15.5,-0.5
Erling Haaland,MCI,F,2,SHU,15.5,15.5,100%,1,90,1,1,0,3,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,3,,1,1,0,1,0,6.5,-4.0
Phil Foden,MCI,M,17,SHU,12.0,12.0,100%,1,3,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,,0,1,0,0,0,6.0,0.0
Bernardo Silva,MCI,M,129,SHU,12.0,12.0,98%,1,90,0,4,0,0,1,2,0,0,3,0,0,1,0,0,0,0,0,1,0,3,,1,0,0,0,0,12.0,-1.0
Kyle Walker,MCI,D,79,SHU,9.25,9.25,96%,1,90,0,3,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,1,0,3,,1,0,0,0,0,9.25,-2.0
Mateo Kovacic,MCI,M,202,SHU,8.0,8.0,74%,1,85,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,,1,0,0,0,0,8.0,0.0
Josko Gvardiol,MCI,D,141,SHU,3.5,3.5,82%,1,90,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,3,,1,0,0,0,0,3.5,-2.5
Nathan Ake,MCI,D,133,SHU,2.75,2.75,94%,1,90,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,1,0,3,,1,0,0,0,0,2.75,-2.0
Ruben Dias,MCI,D,176,SHU,2.0,2.0,96%,1,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,,1,0,1,0,0,2.0,-2.0
Erling Haaland,MCI,F,2,FUL,43.0,43.0,100%,1,90,3,2,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,,1,4,1,0,1,10.0,0.0
Julian Alvarez,MCI,F,6,FUL,26.0,26.0,100%,1,88,1,0,2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,4,,1,1,3,0,0,5.0,-1.0
Nathan Ake,MCI,D,133,FUL,16.25,16.25,94%,1,90,1,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,4,,1,1,1,0,0,6.25,-2.0
Sergio Gomez,MCI,D,271,FUL,11.0,11.0,1%,1,13,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,,0,1,0,0,0,4.0,0.0
Phil Foden,MCI,M,17,FUL,10.5,10.5,100%,1,88,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,4,,1,1,0,0,0,4.5,-0.5
Jeremy Doku,MCI,F,80,FUL,6.0,6.0,82%,1,75,0,0,0,0,2,2,0,0,1,2,0,2,0,0,0,0,0,1,0,4,,1,0,0,1,0,6.0,-1.0
Ruben Dias,MCI,D,176,FUL,4.25,4.25,96%,1,90,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,1,0,4,,1,0,1,0,0,4.25,-2.0
Mateo Kovacic,MCI,M,202,FUL,4.0,4.0,74%,1,83,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,,1,0,0,0,0,4.0,0.0
Kalvin Phillips,MCI,M,340,FUL,2.0,2.0,2%,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,0,0,0,0,0,2.0,0.0
Oscar Bobb,MCI,M,290,FUL,2.0,2.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,,0,0,0,0,0,2.0,0.0
Manuel Akanji,MCI,D,106,FUL,1.5,1.5,97%,1,90,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,,1,0,1,0,0,1.5,-2.0
Kyle Walker,MCI,D,79,FUL,0.25,0.25,96%,1,90,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,4,,1,0,0,0,0,0.25,-2.0
Rodri,MCI,M,54,FUL,0.0,0.0,99%,1,75,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,1,0,4,,1,0,7,0,0,0.0,-2.5
Rico Lewis,MCI,D,314,FUL,-0.5,-0.5,13%,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,-0.5,-0.5
Bernardo Silva,MCI,M,129,FUL,-2.0,-2.0,98%,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,4,0,0,-2.0,-2.0
Bernardo Silva,MCI,M,129,WHU,26.5,26.5,98%,1,88,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5,,1,2,1,0,0,11.5,-0.5
Jeremy Doku,MCI,F,80,WHU,24.5,24.5,82%,1,88,1,3,0,2,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,5,,1,1,0,0,0,15.5,0.0
Erling Haaland,MCI,F,2,WHU,23.5,23.5,100%,1,88,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,,1,1,0,0,0,14.5,0.0
Julian Alvarez,MCI,F,6,WHU,21.0,21.0,100%,1,90,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,,1,2,0,0,0,9.0,0.0
Rodri,MCI,M,54,WHU,13.5,13.5,99%,1,90,0,4,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,5,,1,0,5,0,0,13.5,-2.0
Kyle Walker,MCI,D,79,WHU,7.5,7.5,96%,1,90,0,2,0,0,2,2,0,0,1,1,2,0,0,2,0,0,0,1,0,5,,1,0,1,0,0,7.5,-3.0
Phil Foden,MCI,M,17,WHU,6.5,6.5,100%,1,66,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,,1,0,2,0,0,6.5,-0.5
Ruben Dias,MCI,D,176,WHU,6.5,6.5,96%,1,90,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,5,,1,0,1,0,0,6.5,-2.0
Manuel Akanji,MCI,D,106,WHU,5.75,5.75,97%,1,90,0,2,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,1,0,5,,1,0,0,0,0,5.75,-2.5
Josko Gvardiol,MCI,D,141,WHU,5.0,5.0,82%,1,88,0,2,0,1,1,2,1,0,1,0,0,1,0,1,0,0,0,1,0,5,,1,0,5,0,0,5.0,-5.0
Sergio Gomez,MCI,D,271,WHU,1.0,1.0,1%,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,,0,0,1,0,0,1.0,0.0
Nathan Ake,MCI,D,133,WHU,0.0,0.0,94%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Matheus Nunes,MCI,M,167,WHU,0.0,0.0,78%,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,1,0,0,0.0,0.0
Rico Lewis,MCI,D,314,WHU,0.0,0.0,13%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Oscar Bobb,MCI,M,290,WHU,0.0,0.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Phil Foden,MCI,M,17,NOT,20.0,20.0,100%,1,86,1,1,0,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,1,6,,1,1,0,0,0,10.0,0.0
Kyle Walker,MCI,D,79,NOT,16.5,16.5,96%,1,90,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,6,,1,1,0,0,0,3.5,0.0
Josko Gvardiol,MCI,D,141,NOT,12.25,12.25,82%,1,90,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,1,6,,1,0,0,0,0,6.25,0.0
Matheus Nunes,MCI,M,167,NOT,12.0,12.0,78%,1,90,0,1,1,0,1,1,0,0,1,0,3,0,1,1,0,0,0,0,1,6,,1,1,1,0,0,5.0,-0.5
Erling Haaland,MCI,F,2,NOT,11.5,11.5,100%,1,90,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,6,,1,1,1,0,0,2.5,-0.5
Ruben Dias,MCI,D,176,NOT,8.75,8.75,96%,1,90,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,1,6,,1,0,0,0,0,2.75,-0.5
Jeremy Doku,MCI,F,80,NOT,6.0,6.0,82%,1,50,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,,1,0,0,0,0,6.0,0.0
Manuel Akanji,MCI,D,106,NOT,5.75,5.75,97%,1,90,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,6,,1,0,4,0,0,-0.25,-2.5
Julian Alvarez,MCI,F,6,NOT,5.0,5.0,100%,1,56,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,,1,0,0,0,0,5.0,0.0
Nathan Ake,MCI,D,133,NOT,4.0,4.0,94%,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,,0,0,0,0,0,4.0,0.0
Kalvin Phillips,MCI,M,340,NOT,1.0,1.0,2%,1,38,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,,0,0,1,0,0,1.0,-1.0
Jack Grealish,MCI,M,201,NOT,-2.5,-2.5,99%,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,3,0,0,-2.5,-2.5
Rodri,MCI,M,54,NOT,-6.5,-6.5,99%,1,45,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,,1,0,7,0,0,-6.5,-7.5
Manuel Akanji,MCI,D,125,WOL,6.5,6.5,,1,90,0,1,0,1,3,0,0,0,0,0,2,1,1,1,0,0,0,2,0,7,93%,1,0,1,0,0,6.5,-4.0
Nathan Ake,MCI,D,156,WOL,-1.0,-1.0,,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,89%,1,0,2,0,0,-1.0,-4.0
Julian Alvarez,MCI,F,9,WOL,17.5,17.5,,1,90,1,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,7,100%,1,1,4,0,0,8.5,-2.5
Oscar Bobb,MCI,M,303,WOL,8.5,8.5,,1,45,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,1%,0,0,1,0,0,2.5,-0.5
Jeremy Doku,MCI,F,87,WOL,15.5,15.5,,1,90,0,4,0,1,0,1,1,0,1,1,0,6,0,0,0,0,0,2,0,7,83%,1,0,5,0,0,15.5,-2.5
Phil Foden,MCI,M,18,WOL,8.5,8.5,,1,90,0,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,7,100%,1,0,1,0,0,8.5,-0.5
Ruben Dias,MCI,D,211,WOL,-1.25,-1.25,,1,90,0,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,1,2,0,7,94%,1,0,1,0,0,-1.25,-9.0
Jack Grealish,MCI,M,231,WOL,1.0,1.0,,1,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,99%,0,0,0,0,0,1.0,-1.0
Erling Haaland,MCI,F,5,WOL,5.0,5.0,,1,90,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,100%,1,0,0,0,0,5.0,0.0
Mateo Kovacic,MCI,M,238,WOL,1.5,1.5,,1,64,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,71%,1,0,4,0,0,1.5,-2.5
Matheus Nunes,MCI,M,185,WOL,1.0,1.0,,1,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,7,67%,1,0,0,0,0,1.0,0.0
Kalvin Phillips,MCI,M,359,WOL,1.0,1.0,,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,1%,0,0,1,0,0,1.0,0.0
Kyle Walker,MCI,D,93,WOL,0.0,0.0,,1,90,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,7,95%,1,0,4,0,0,0.0,-6.0
Phil Foden,MCI,M,19,ARS,10.0,10.0,100%,1,90,0,2,0,0,2,2,0,0,0,0,2,4,0,2,0,0,0,1,0,8,,1,0,1,0,0,10.0,-1.0
Rico Lewis,MCI,D,332,ARS,6.0,6.0,29%,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,,1,0,0,0,0,0.0,0.0
Erling Haaland,MCI,F,5,ARS,5.5,5.5,100%,1,90,0,2,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,8,,1,0,0,0,0,5.5,-0.5
Josko Gvardiol,MCI,D,130,ARS,5.5,5.5,82%,1,90,0,0,0,1,2,2,0,0,0,2,2,0,1,1,0,0,0,1,0,8,,1,0,2,0,0,5.5,-3.0
Jeremy Doku,MCI,F,99,ARS,4.0,4.0,83%,1,21,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,8,,0,0,0,0,0,4.0,0.0
Kyle Walker,MCI,D,92,ARS,2.5,2.5,95%,1,90,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,1,0,8,,1,0,1,0,0,2.5,-2.0
Bernardo Silva,MCI,M,143,ARS,1.5,1.5,99%,1,90,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0,8,,1,0,4,0,0,1.5,-2.5
Matheus Nunes,MCI,M,193,ARS,1.5,1.5,67%,1,21,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,0,0,0,0,0,1.5,-0.5
Nathan Ake,MCI,D,147,ARS,0.5,0.5,89%,1,90,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,,1,0,0,0,0,0.5,-2.0
Julian Alvarez,MCI,F,9,ARS,-0.5,-0.5,100%,1,67,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,8,,1,0,0,0,0,-0.5,-0.5
Ruben Dias,MCI,D,196,ARS,-0.75,-0.75,94%,1,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8,,1,0,0,0,0,-0.75,-2.0
Mateo Kovacic,MCI,M,238,ARS,-1.0,-1.0,71%,1,67,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,8,,1,0,5,0,0,-2.0,-3.0
John Stones,MCI,D,680,ARS,-2.0,-2.0,82%,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,,0,0,0,0,0,-2.0,-2.0
Aaron Wan-Bissaka,MUN,D,143,WOL,29.0,29.0,59%,1,90,0,3,1,0,1,1,0,0,1,2,2,3,2,1,0,0,0,0,1,1,,1,1,3,0,0,16.0,-0.5
Raphael Varane,MUN,D,164,WOL,20.75,20.75,75%,1,90,1,0,0,1,0,1,0,0,0,0,5,0,1,1,0,0,0,0,1,1,,1,1,1,0,0,4.75,-0.5
Bruno Fernandes,MUN,M,14,WOL,11.0,11.0,100%,1,90,0,3,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,1,,1,0,0,0,0,10.0,-1.0
Luke Shaw,MUN,D,203,WOL,11.0,11.0,82%,1,90,0,0,0,0,2,1,1,0,0,2,6,0,2,0,0,0,0,0,1,1,,1,0,5,0,0,5.0,-2.5
Antony,MUN,F,163,WOL,9.5,9.5,69%,1,76,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,,1,0,1,0,0,9.5,-0.5
Casemiro,MUN,M,71,WOL,8.5,8.5,98%,1,90,0,2,0,0,1,4,0,0,0,1,5,0,3,1,0,0,0,0,1,1,,1,0,2,0,0,7.5,-2.0
Marcus Rashford,MUN,F,41,WOL,8.0,8.0,100%,1,87,0,1,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,,1,0,1,1,0,8.0,-0.5
Jadon Sancho,MUN,M,330,WOL,3.0,3.0,35%,1,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,3.0,0.0
Alejandro Garnacho,MUN,M,280,WOL,2.5,2.5,52%,1,67,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1,0,2,0,0,1.5,-0.5
Mason Mount,MUN,M,254,WOL,2.0,2.0,96%,1,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,1,0,1,0,0,1.0,0.0
Scott McTominay,MUN,M,262,WOL,2.0,2.0,2%,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,0,0,0,0,0,2.0,-0.5
Facundo Pellistri,MUN,M,326,WOL,1.5,1.5,17%,1,12,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,1.5,0.0
Victor Lindelof,MUN,D,264,WOL,1.0,1.0,11%,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1.0,0.0
Christian Eriksen,MUN,M,123,WOL,0.0,0.0,67%,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0.0,0.0
Lisandro Martinez,MUN,D,363,WOL,-0.5,-0.5,48%,1,45,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,1,0,4,0,0,-0.5,-2.5
Bruno Fernandes,MUN,M,14,TOT,12.5,12.5,100%,1,90,0,4,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0,2,,1,0,4,1,0,12.5,-2.0
Luke Shaw,MUN,D,203,TOT,11.75,11.75,82%,1,90,0,6,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,2,,1,0,0,0,0,11.75,-4.0
Casemiro,MUN,M,71,TOT,8.5,8.5,98%,1,90,0,0,0,2,2,0,0,0,0,1,2,0,0,3,0,0,0,2,0,2,,1,0,2,1,0,8.5,0.0
Alejandro Garnacho,MUN,M,280,TOT,6.5,6.5,52%,1,65,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,,1,0,0,0,0,6.5,0.0
Mason Mount,MUN,M,254,TOT,6.0,6.0,96%,1,84,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,,1,0,1,0,0,6.0,0.0
Marcus Rashford,MUN,F,41,TOT,5.0,5.0,100%,1,84,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,2,,1,0,0,1,0,5.0,-2.0
Raphael Varane,MUN,D,164,TOT,4.25,4.25,75%,1,90,0,0,0,1,1,0,0,0,0,1,5,1,0,2,0,0,0,2,0,2,,1,0,0,1,0,4.25,-4.0
Antony,MUN,F,163,TOT,3.5,3.5,69%,1,65,0,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,,1,0,4,0,0,3.5,-2.5
Christian Eriksen,MUN,M,123,TOT,3.0,3.0,67%,1,23,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,,0,0,0,0,0,3.0,0.0
Jadon Sancho,MUN,M,330,TOT,3.0,3.0,35%,1,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,,0,0,0,0,0,3.0,0.0
Anthony Martial,MUN,F,253,TOT,2.0,2.0,13%,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,2.0,0.0
Aaron Wan-Bissaka,MUN,D,143,TOT,1.25,1.25,59%,1,65,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,2,,1,0,5,0,0,1.25,-4.0
Facundo Pellistri,MUN,M,326,TOT,0.0,0.0,17%,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,1,0,0,0.0,0.0
Diogo Dalot,MUN,D,196,TOT,-1.0,-1.0,84%,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,0,0,0,0,0,-1.0,-2.0
Lisandro Martinez,MUN,D,363,TOT,-2.75,-2.75,48%,1,90,0,1,0,0,2,0,0,0,0,0,5,0,0,1,0,0,1,2,0,2,,1,0,0,0,0,-2.75,-9.0
Bruno Fernandes,MUN,M,14,NOT,27.5,27.5,100%,1,90,1,3,1,3,2,2,1,0,0,0,2,1,0,1,0,0,0,2,0,3,,1,2,6,0,1,12.5,-3.0
Casemiro,MUN,M,71,NOT,18.0,18.0,98%,1,90,1,0,0,2,2,0,0,0,0,1,4,1,0,2,0,0,0,2,0,3,,1,1,0,1,0,9.0,0.0
Marcus Rashford,MUN,F,41,NOT,16.0,16.0,100%,1,90,0,1,2,1,0,5,1,0,0,0,1,2,0,1,0,1,0,2,0,3,,1,1,4,0,0,4.0,-4.5
Christian Eriksen,MUN,M,123,NOT,16.0,16.0,67%,1,90,1,2,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,3,,1,1,1,0,0,7.0,-1.0
Antony,MUN,F,163,NOT,12.5,12.5,69%,1,84,0,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,,1,0,1,0,0,12.5,-0.5
Victor Lindelof,MUN,D,264,NOT,7.5,7.5,11%,1,45,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,3,,0,0,0,0,0,7.5,0.0
Diogo Dalot,MUN,D,196,NOT,2.75,2.75,84%,1,90,0,0,0,0,0,0,0,0,0,2,7,0,0,3,0,0,0,2,0,3,,1,0,3,0,0,2.75,-4.0
Scott McTominay,MUN,M,262,NOT,2.5,2.5,2%,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,,0,0,1,0,0,2.5,0.0
Anthony Martial,MUN,F,253,NOT,2.0,2.0,13%,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,,1,0,0,1,0,2.0,0.0
Lisandro Martinez,MUN,D,363,NOT,1.75,1.75,48%,1,90,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,2,0,3,,1,0,1,0,0,1.75,-4.0
Aaron Wan-Bissaka,MUN,D,143,NOT,1.25,1.25,59%,1,90,0,0,0,0,3,1,1,0,0,2,3,1,0,1,0,0,0,2,0,3,,1,0,4,0,0,1.25,-6.5
Jadon Sancho,MUN,M,330,NOT,-1.0,-1.0,35%,1,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,1,0,-1.0,-1.0
