,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
12,EVE,RB,2,5.0,0.0,0.59,0.12,0.0,1.53,0.47,0.0,0.41,0.94,1.41,0.29,0.0,0.0,0.0,1.41,0.18,0.12,2.35,0.0,0.0,5.78,-1.49,0.59,1.0,9.46,59.0,94.0,-67.0,26.0,4.25,41.75
13,FUL,CB,3,4.86,0.05,0.0,0.0,0.11,0.87,0.16,0.11,0.0,1.05,3.76,0.47,0.0,0.0,0.0,1.53,0.32,0.05,1.87,0.0,0.0,5.82,-1.65,0.42,1.0,11.2,125.75,197.75,-164.0,58.75,23.5,101.25
22,WOL,RB,1,4.83,0.0,0.38,0.0,0.0,1.77,0.46,0.0,0.62,1.38,2.85,0.46,0.0,0.0,0.0,2.0,0.15,0.0,3.31,0.0,0.0,7.94,-1.73,0.38,1.0,9.75,47.25,103.25,-68.0,15.5,0.0,45.5
4,BRF,LB,3,4.39,0.0,1.0,0.14,0.0,0.43,0.43,0.0,0.43,0.71,1.0,0.43,0.0,0.0,0.0,1.29,0.29,0.14,2.43,0.29,0.0,4.93,-1.39,0.71,1.0,9.68,54.5,81.5,-55.0,7.0,-12.5,35.5
9,CRY,RB,2,4.32,0.0,0.0,0.0,0.0,1.26,0.32,0.0,0.11,0.63,2.79,0.32,0.0,0.0,0.05,1.26,0.42,0.0,1.95,0.0,0.0,4.86,-1.7,0.47,1.0,8.21,73.25,91.25,-66.0,8.75,1.0,33.75
19,NOT,WB,2,4.25,0.0,0.25,0.0,0.0,1.25,0.75,0.0,0.0,0.75,2.5,0.25,0.0,0.0,0.0,1.5,0.5,0.0,3.75,0.25,0.0,5.56,-2.31,0.0,1.0,16.38,30.0,45.0,-39.0,4.0,-0.5,20.5
0,BOU,CB,4,3.72,0.0,0.26,0.05,0.08,0.92,0.16,0.0,0.0,0.92,3.68,0.95,0.0,0.0,0.0,2.16,0.11,0.05,1.29,0.0,0.0,6.42,-1.18,0.58,1.0,8.22,109.0,249.0,-178.0,32.25,-5.0,133.25
18,NOT,RB,3,3.66,0.0,0.55,0.0,0.0,1.55,0.36,0.0,0.36,0.91,1.27,0.27,0.0,0.0,0.0,1.18,0.0,0.0,1.91,0.18,0.0,5.45,-1.07,0.55,1.0,9.66,32.5,68.5,-36.0,7.75,-8.5,24.25
6,BRF,WB,2,3.5,0.0,0.33,0.0,0.0,0.67,0.33,0.0,0.5,0.17,2.83,0.33,0.0,0.0,0.0,1.33,0.33,0.0,1.33,0.0,0.0,4.25,-1.42,0.0,1.0,3.79,9.75,20.25,-22.5,11.25,5.25,14.0
1,BOU,LB,2,3.07,0.0,0.21,0.0,0.0,1.26,0.11,0.0,0.63,0.89,2.47,0.21,0.0,0.0,0.11,1.95,0.11,0.0,1.89,0.0,0.0,6.45,-1.91,0.58,1.0,6.25,30.25,113.75,-95.5,28.0,8.75,59.25
2,BOU,RB,2,2.78,0.0,0.53,0.0,0.0,1.21,0.11,0.0,0.53,0.37,1.32,0.63,0.0,0.0,0.0,2.16,0.11,0.0,1.37,0.21,0.0,5.92,-1.25,0.58,1.0,7.16,17.25,98.25,-93.0,35.5,14.25,69.25
