player,team,deadball agg,fpts,FKs,CKs,ghost points,negative fpts,gp,passes (dead),touches (att 3rd),prog passes,crosses,crosses (penalty),home
7,Crystal Palace Player Stats,72.57142857142857,129.92857142857142,17.285714285714285,4.857142857142857,116.5,-21.714285714285715,126.0,64.71428571428571,202.57142857142858,43.42857142857143,21.285714285714285,2.0,9.142857142857142
12,SHU,69.83333333333333,46.541666666666664,10.416666666666666,5.25,89.625,-18.916666666666668,174.0,50.083333333333336,104.66666666666667,26.583333333333332,13.416666666666666,0.75,7.75
4,Bournemouth Player Stats,69.0,102.0625,10.0,9.75,94.5,-30.6875,66.0,40.5,253.75,42.5,21.75,2.25,10.0
15,BOU,68.93333333333334,61.03333333333333,13.0,5.333333333333333,91.86666666666666,-22.633333333333333,226.0,56.666666666666664,153.2,38.53333333333333,19.666666666666668,2.466666666666667,8.466666666666667
14,LUT,67.21428571428571,92.19642857142857,13.928571428571429,9.214285714285714,108.125,-24.5,242.0,50.07142857142857,200.71428571428572,45.92857142857143,35.57142857142857,3.0714285714285716,7.928571428571429
12,Nott'ham Forest Player Stats,66.75,88.77083333333333,13.083333333333334,8.666666666666666,89.08333333333333,-19.479166666666668,156.0,44.666666666666664,159.83333333333334,39.75,25.583333333333332,2.75,5.75
5,Luton Town Player Stats,59.2,54.5,5.6,2.6,69.05,-13.55,55.0,54.0,121.4,31.2,21.6,5.4,3.8
14,WOL,57.857142857142854,115.78571428571429,14.0,5.5,112.51785714285714,-26.160714285714285,229.0,47.92857142857143,198.78571428571428,41.785714285714285,24.285714285714285,2.9285714285714284,8.214285714285714
9,WHU,51.77777777777778,133.0,16.555555555555557,0.0,131.72222222222223,-26.27777777777778,179.0,51.77777777777778,141.55555555555554,44.22222222222222,15.777777777777779,3.4444444444444446,9.333333333333334
14,MUN,48.357142857142854,81.53571428571429,9.928571428571429,3.0,77.94642857142857,-15.625,177.0,42.857142857142854,188.07142857142858,48.5,17.285714285714285,1.6428571428571428,6.785714285714286
5,Wolves Player Stats,47.8,62.0,14.6,0.6,82.85,-12.65,56.0,45.6,95.0,38.6,9.0,1.2,5.0
12,ARS,47.416666666666664,105.875,12.583333333333334,8.416666666666666,76.625,-13.916666666666666,158.0,41.75,253.58333333333334,59.5,20.0,1.25,7.583333333333333
8,NEW,45.125,131.5,13.0,0.0,93.0625,-18.1875,134.0,45.125,165.75,46.625,10.75,1.5,8.25
6,Manchester City Player Stats,41.0,247.41666666666666,12.333333333333334,3.5,142.08333333333334,-20.666666666666668,118.0,39.5,284.6666666666667,78.83333333333333,8.666666666666666,0.0,7.666666666666667
9,Sheffield Utd Player Stats,35.22222222222222,63.111111111111114,5.555555555555555,4.888888888888889,76.52777777777777,-27.86111111111111,119.0,30.0,154.77777777777777,32.333333333333336,17.88888888888889,1.6666666666666667,7.0
6,Fulham Player Stats,34.166666666666664,102.5,15.0,8.166666666666666,103.0,-19.833333333333332,91.0,29.5,233.83333333333334,51.666666666666664,23.666666666666668,4.0,7.833333333333333
6,Brentford Player Stats,30.166666666666668,93.16666666666667,8.833333333333334,0.0,94.08333333333333,-18.916666666666668,91.0,30.166666666666668,158.66666666666666,60.0,13.333333333333334,0.5,8.166666666666666
6,Chelsea Player Stats,29.666666666666668,151.66666666666666,10.0,6.333333333333333,114.58333333333333,-22.416666666666668,96.0,21.0,351.3333333333333,73.33333333333333,23.333333333333332,3.3333333333333335,8.833333333333334
9,NOT,29.0,99.91666666666667,4.111111111111111,0.0,95.63888888888889,-20.61111111111111,141.0,29.0,102.11111111111111,28.444444444444443,4.222222222222222,0.0,6.777777777777778
10,Brighton Player Stats,23.4,60.8,9.0,0.0,68.15,-13.05,106.0,23.4,97.8,29.5,4.4,0.9,6.1
6,Burnley Player Stats,20.166666666666668,25.0,4.833333333333333,2.5,35.708333333333336,-9.208333333333334,44.0,13.833333333333334,63.666666666666664,15.0,6.0,0.5,4.166666666666667
8,Everton Player Stats,15.125,126.65625,6.875,0.375,126.0625,-19.78125,135.0,15.125,204.0,54.25,9.375,1.125,9.0
