,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
124,LUT,CB,3,74.83,1.0,5.33,1.0,2.0,12.33,2.0,0.0,0.0,12.33,34.33,3.67,0.0,0.0,0.0,13.33,0.0,2.0,13.0,0.0,0.0,74.83,-8.0,9.33,12.0,20.58,200.75,244.75,-95.0,23.75,-20.25,71.0
74,CHE,LW,1,74.25,3.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,25.5,-5.25,6.0,6.0,8.5,75.0,27.0,-3.0,-0.75,-1.5,-2.25
108,FUL,LM,1,73.5,0.0,30.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,9.0,1.0,0.0,0.0,0.0,15.0,4.0,3.0,18.0,0.0,0.0,64.0,-15.5,13.0,13.0,17.0,91.5,86.0,-16.5,-18.0,-22.0,1.0
144,MCI,LW,2,72.38,0.5,7.0,3.5,2.0,8.5,0.0,0.0,2.0,4.5,1.5,1.5,0.0,0.0,0.0,3.5,1.5,4.0,3.0,4.5,0.0,47.0,-5.12,6.5,10.0,15.75,154.0,107.0,-7.0,-9.25,-13.0,-3.25
131,Liverpool Player Stats,CM,1,72.25,0.0,17.0,3.0,3.0,20.0,2.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,49.0,0.0,0.0,89.75,-46.5,14.0,14.0,18.75,84.5,91.5,-33.0,-12.25,-1.75,-13.5
14,Arsenal Player Stats,CB,1,72.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,24.0,6.0,9.0,0.0,0.0,0.0,9.0,3.0,0.0,6.0,0.0,0.0,67.5,-7.5,9.0,9.0,22.75,61.5,61.5,-18.0,10.5,6.0,10.5
98,EVE,RM,1,71.75,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,26.0,-5.25,4.0,4.0,0.0,70.5,24.0,-1.5,1.25,2.0,-3.75
84,Chelsea Player Stats,DM,1,70.75,0.0,3.0,0.0,3.0,14.0,2.0,0.0,0.0,12.0,18.0,6.0,0.0,0.0,0.0,14.0,3.0,0.0,27.0,0.0,0.0,82.25,-14.5,14.0,14.0,14.75,52.5,58.0,-8.5,18.25,24.25,-6.0
177,NOT,LM,2,68.75,1.5,0.5,0.0,3.5,20.5,3.0,0.0,0.0,6.0,14.0,4.5,0.0,0.0,0.0,4.5,4.0,1.5,18.0,2.5,0.0,63.38,-12.12,8.5,10.0,6.62,119.0,97.5,-13.5,18.5,29.25,-10.75
209,Tottenham Player Stats,DM,2,68.62,1.5,7.0,0.5,9.0,7.0,2.0,0.0,0.0,7.5,1.5,1.5,0.0,0.0,0.0,3.5,4.5,2.0,12.5,0.0,0.0,53.5,-6.38,8.0,13.0,13.25,138.5,109.0,-12.5,-1.25,-2.0,-0.25
42,BUR,FW,1,68.5,0.0,6.0,0.0,10.0,17.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,9.0,0.0,0.0,86.75,-18.25,17.0,17.0,24.25,81.0,86.5,-5.5,-12.5,0.25,-12.75
167,NEW,FW,1,67.0,6.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,18.0,0.0,3.0,31.0,-18.0,7.0,7.0,29.5,64.5,30.5,-20.0,2.5,0.5,2.0
158,Manchester City Player Stats,CM,1,66.75,0.0,2.0,1.0,1.0,9.0,6.0,0.0,0.0,7.0,21.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,36.0,0.0,0.0,68.75,-13.0,10.0,10.0,41.0,40.5,44.0,-13.5,26.25,24.75,0.5
120,LIV,LB,2,65.25,0.0,16.0,0.0,0.0,6.5,0.0,0.0,5.5,3.0,10.5,1.5,0.0,0.0,0.0,3.0,4.0,0.0,10.0,3.0,0.0,47.38,-6.12,7.0,9.0,9.12,162.25,127.25,-13.0,-31.75,-32.5,0.75
203,TOT,CB,1,63.75,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0,24.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,15.0,0.0,0.0,45.0,-17.25,12.0,12.0,5.0,61.5,45.0,-19.5,2.25,0.0,2.25
0,ARS,CB,2,63.75,0.0,3.0,1.5,1.5,6.0,0.0,0.0,0.0,6.0,18.5,6.0,0.0,0.0,0.0,12.0,3.5,1.5,4.0,0.0,0.0,47.12,-5.88,11.0,17.0,17.12,105.75,93.25,-50.5,21.75,1.0,38.75
96,EVE,LW,1,62.5,0.0,25.0,0.0,3.0,7.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,10.0,3.0,0.0,8.0,3.0,0.0,74.25,-14.75,10.0,10.0,0.0,85.0,91.5,-9.5,-22.5,-17.25,-5.25
199,Sheffield Utd Player Stats,CM,1,62.0,0.0,0.0,0.0,3.0,9.0,6.0,0.0,0.0,9.0,33.0,6.0,0.0,0.0,0.0,43.0,0.0,0.0,41.0,0.0,0.0,86.0,-24.0,13.0,13.0,13.25,35.0,51.0,-16.0,27.0,35.0,-8.0
171,NEW,RM,1,61.5,3.0,3.0,0.0,6.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,18.0,0.0,0.0,39.75,-8.25,6.0,6.0,20.5,64.5,40.5,-6.0,-3.0,-0.75,-2.25
160,Manchester City Player Stats,LB,1,61.5,4.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,28.25,-2.75,4.0,4.0,33.25,64.75,32.75,-8.0,-3.25,-4.5,5.25
226,WOL,RB,1,60.5,0.0,2.0,0.0,3.0,21.0,6.0,0.0,9.0,19.0,36.0,6.0,0.0,0.0,0.0,31.0,0.0,0.0,42.0,0.0,0.0,113.75,-19.25,14.0,14.0,0.0,43.0,123.0,-80.0,17.5,-9.25,60.75
32,BOU,RB,1,60.25,0.0,12.0,0.0,0.0,14.0,0.0,0.0,6.0,11.0,14.0,6.0,0.0,0.0,0.0,29.0,3.0,0.0,21.0,3.0,0.0,92.25,-20.0,17.0,17.0,-6.0,37.0,84.5,-65.5,23.25,7.75,45.5
190,SHU,CM,3,59.92,0.33,10.67,0.0,5.33,10.33,0.33,0.0,2.33,9.33,18.67,4.0,0.0,0.0,0.0,23.67,0.0,0.33,10.33,1.0,0.33,68.42,-11.5,10.67,16.0,13.58,184.5,195.5,-20.0,-4.75,9.75,-14.5
210,Tottenham Player Stats,LB,1,59.75,0.0,12.0,0.0,3.0,8.0,6.0,1.0,0.0,16.0,25.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,51.0,6.0,0.0,72.5,-30.75,13.0,13.0,36.5,58.75,78.25,-37.5,1.0,-5.75,6.75
115,Fulham Player Stats,RB,2,59.62,0.0,3.0,0.0,0.0,9.5,1.5,0.0,7.5,11.0,16.5,1.5,0.0,0.0,0.0,8.0,3.0,0.0,14.0,0.0,0.0,57.88,-10.25,8.0,10.0,4.25,109.25,117.25,-44.0,10.0,-1.5,23.5
79,CRY,CM,1,59.25,0.0,2.0,0.0,0.0,29.0,6.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,27.0,0.0,0.0,72.0,-15.75,11.0,11.0,14.5,58.0,70.0,-15.0,1.25,2.0,-0.75
100,Everton Player Stats,CM,1,58.25,0.0,6.0,0.0,3.0,16.0,1.0,0.0,3.0,12.0,9.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,0.0,0.0,68.75,-10.5,10.0,10.0,18.5,50.0,58.0,-8.0,8.25,10.75,-2.5
29,BOU,DM,4,58.25,0.5,7.75,0.75,2.75,9.0,1.25,0.75,1.25,15.5,9.75,2.75,0.0,0.0,0.0,12.25,1.5,1.25,20.5,0.0,0.0,63.69,-16.69,8.5,17.0,15.0,253.5,253.5,-42.0,-20.5,1.25,-24.75
126,LUT,FW,2,57.62,1.5,11.0,1.5,5.0,3.0,1.5,0.0,0.0,3.0,13.5,0.0,0.0,0.0,0.0,12.0,0.5,3.0,18.5,4.5,1.5,59.0,-25.38,9.5,13.0,18.25,167.5,141.0,-18.5,-52.25,-23.0,-32.25
222,WOL,CM,2,57.12,1.0,4.0,0.0,2.5,23.0,1.5,1.5,1.5,16.5,13.5,4.5,0.0,0.0,0.0,26.0,0.0,1.0,37.0,0.0,0.0,77.0,-28.88,13.0,14.0,4.25,123.5,143.0,-37.5,-9.25,11.0,-20.25
30,BOU,LB,1,57.0,0.0,3.0,0.0,0.0,12.0,3.0,0.0,9.0,6.0,33.0,3.0,0.0,0.0,0.0,21.0,3.0,0.0,27.0,0.0,0.0,76.5,-19.5,15.0,15.0,17.0,36.75,71.25,-52.5,20.25,5.25,33.0
208,Tottenham Player Stats,CB,2,55.0,0.0,4.5,0.0,0.0,9.0,1.5,0.0,0.0,9.5,15.0,4.5,0.0,0.0,0.0,5.0,3.0,0.0,7.5,1.0,0.0,45.25,-5.25,6.5,12.0,18.88,109.5,99.5,-26.0,0.5,-9.0,15.5
151,MUN,LM,1,53.5,3.0,8.0,0.0,3.0,6.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,21.0,0.0,3.0,6.0,0.0,0.0,34.0,-7.5,8.0,8.0,29.0,61.5,41.0,-6.5,-8.0,-7.0,-1.0
77,CHE,WB,2,53.25,0.0,13.5,1.5,1.5,3.0,1.5,0.0,7.5,1.5,0.0,0.0,0.0,0.0,0.0,4.5,1.5,1.5,9.0,1.5,0.0,42.75,-9.0,6.0,9.0,9.38,127.5,120.0,-31.5,-21.0,-34.5,13.5
169,NEW,LM,2,52.88,0.0,5.5,0.5,6.5,14.5,0.0,0.0,1.5,4.0,10.0,0.0,0.0,0.0,0.0,3.0,5.0,0.5,13.0,0.0,0.0,56.12,-11.75,8.0,10.0,18.0,126.0,117.5,-7.5,-20.25,-5.25,-16.0
197,Sheffield Utd Player Stats,AM,1,52.5,0.0,18.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,42.0,-10.5,6.0,6.0,7.75,70.5,60.0,-7.5,-18.0,-18.0,-3.0
116,Fulham Player Stats,RM,1,51.75,0.0,17.0,0.0,6.0,3.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,6.0,0.0,55.75,-5.0,7.0,7.0,7.25,68.0,71.5,-4.5,-16.25,-15.75,-0.5
233,Wolves Player Stats,LM,1,51.5,0.0,3.0,0.0,0.0,24.0,2.0,0.0,0.0,17.0,21.0,6.0,0.0,0.0,0.0,22.0,0.0,0.0,15.0,2.0,0.0,86.25,-12.75,11.0,11.0,12.75,28.25,82.25,-54.0,23.25,4.0,41.25
206,TOT,LW,2,51.38,0.0,12.0,3.0,4.5,1.5,1.5,0.0,1.5,4.5,6.0,1.5,0.0,0.0,0.0,3.0,3.0,3.0,13.5,1.5,0.0,43.88,-13.5,6.0,9.0,32.0,121.5,103.5,-18.0,-18.75,-15.75,-9.0
85,Crystal Palace Player Stats,AM,1,51.0,0.0,11.0,0.0,3.0,9.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,4.0,6.0,0.0,13.0,0.0,0.0,58.0,-13.0,8.0,8.0,12.0,49.0,55.0,-12.0,2.0,3.0,-1.0
139,Luton Town Player Stats,LW,1,51.0,0.0,18.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,1.0,0.0,7.0,9.0,0.0,61.25,-10.25,10.0,10.0,9.0,71.0,78.5,-7.5,-20.0,-17.25,-2.75
118,LIV,CB,1,48.75,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,34.5,-3.75,6.0,6.0,22.0,54.75,44.25,-7.5,-6.0,-9.75,3.75
45,BUR,LW,1,48.0,3.0,3.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,12.0,0.0,0.0,27.0,-6.0,3.0,3.0,0.0,54.0,33.0,-6.0,-6.0,-6.0,0.0
36,BRF,LB,2,47.62,0.0,9.0,1.5,0.0,12.0,1.5,0.0,3.0,6.0,13.5,6.0,0.0,0.0,0.0,19.5,0.0,1.5,13.5,0.0,0.0,66.0,-10.88,10.5,12.0,3.12,65.25,138.75,-94.5,30.0,-6.75,72.75
41,BUR,CM,2,47.5,0.0,9.5,1.5,0.0,6.0,4.5,0.0,3.5,3.5,4.5,7.0,0.0,0.0,0.0,49.0,0.0,1.5,36.0,0.0,0.0,55.25,-18.25,16.5,19.0,7.25,80.5,89.5,-27.0,14.5,21.0,-9.5
65,Burnley Player Stats,CM,1,46.75,0.0,14.0,0.0,1.0,13.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,3.0,0.0,51.5,-4.75,7.0,7.0,17.25,54.5,56.0,-1.5,-7.75,-4.5,-3.25
185,Nott'ham Forest Player Stats,LB,1,46.75,0.0,5.0,2.0,3.0,2.0,0.0,0.0,3.0,12.0,11.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,7.0,0.0,0.0,38.0,-5.25,4.0,4.0,32.5,50.75,42.75,-12.0,-4.0,-4.75,6.75
33,BOU,RW,2,46.62,1.0,6.5,0.0,4.5,10.0,0.0,0.0,2.0,2.0,2.5,0.0,0.0,0.0,0.0,11.0,1.5,1.0,11.5,1.0,0.0,49.12,-13.0,8.0,11.0,17.75,114.5,103.0,-9.5,-21.25,-4.75,-16.5
104,FUL,CB,1,46.5,0.0,0.0,0.0,3.0,18.0,3.0,0.0,0.0,9.0,21.0,3.0,0.0,0.0,0.0,18.0,3.0,0.0,24.0,0.0,0.0,59.25,-12.75,12.0,12.0,0.0,30.75,59.25,-46.5,15.75,0.0,33.75
129,LUT,RM,2,46.38,0.0,6.5,2.0,3.5,7.0,1.5,0.0,6.0,3.0,5.5,0.5,0.0,0.0,0.0,8.0,0.0,0.5,16.5,1.5,0.0,49.88,-17.5,8.0,9.0,12.88,98.5,101.0,-30.5,-5.75,-1.25,-4.5
138,Luton Town Player Stats,CM,2,46.12,0.0,10.5,0.0,0.5,15.0,3.5,0.0,1.5,7.0,11.5,0.5,0.0,0.0,0.0,11.5,0.0,0.0,28.0,0.0,0.0,61.12,-15.0,8.5,13.0,20.75,94.0,116.0,-22.0,-1.75,6.25,-8.0
188,Nott'ham Forest Player Stats,RB,3,46.0,0.33,4.33,2.0,0.33,7.67,2.0,0.0,4.0,2.0,12.33,1.0,0.0,0.0,0.0,5.0,0.33,2.33,10.0,0.0,0.0,33.08,-6.08,5.33,9.0,13.25,122.75,110.25,-45.5,15.25,-11.0,27.25
6,ARS,RM,1,45.75,0.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,9.0,2.0,0.0,15.0,6.0,0.0,57.5,-11.75,11.0,11.0,12.75,56.5,59.0,-2.5,-10.75,-1.5,-9.25
221,WOL,CB,1,45.5,0.0,3.0,0.0,3.0,10.0,6.0,0.0,0.0,3.0,68.0,22.0,0.0,0.0,0.0,31.0,0.0,0.0,32.0,3.0,0.0,91.0,-11.5,14.0,14.0,12.25,11.5,87.0,-75.5,34.0,4.0,64.0
109,FUL,LW,1,45.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,23.25,-5.25,6.0,6.0,0.0,46.5,24.0,-4.5,-1.5,-0.75,-0.75
57,Brentford Player Stats,RB,1,43.25,0.0,3.0,0.0,0.0,3.0,4.0,0.0,4.0,6.0,22.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,21.0,3.0,0.0,42.0,-8.75,7.0,7.0,20.5,47.0,54.5,-25.5,-3.75,-12.5,16.75
200,Sheffield Utd Player Stats,FW,2,42.75,1.5,3.0,1.5,6.0,0.0,3.0,0.0,1.5,1.5,6.0,1.5,0.0,0.0,0.0,7.5,0.0,3.0,16.5,6.0,1.5,37.5,-18.75,6.0,6.0,0.0,97.5,72.0,-19.5,-12.0,3.0,-18.0
107,FUL,LB,1,42.75,0.0,6.0,0.0,0.0,16.0,1.0,0.0,7.0,25.0,17.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,19.0,0.0,0.0,87.5,-26.75,10.0,10.0,0.0,38.75,97.25,-58.5,4.0,-9.75,31.75
28,BOU,CB,3,42.5,0.0,1.0,0.0,0.67,10.67,2.0,0.0,0.0,7.33,28.67,7.0,0.0,0.0,0.0,15.0,2.0,0.0,15.33,0.0,0.0,55.08,-10.58,10.0,17.0,10.92,106.5,173.5,-103.0,21.0,-8.25,71.25
157,Manchester City Player Stats,CB,2,42.38,0.5,2.0,0.0,0.5,6.0,1.5,1.5,0.0,6.5,13.0,3.0,0.0,0.0,0.0,5.0,3.5,0.5,21.0,0.0,0.0,33.0,-16.12,8.5,13.0,24.25,54.0,50.5,-48.5,30.75,15.5,16.25
62,Brighton Player Stats,RB,1,41.25,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,0.0,60.0,-12.75,9.0,9.0,17.0,3.75,36.75,-33.0,37.5,23.25,20.25
117,Fulham Player Stats,RW,1,41.25,0.0,7.0,0.0,10.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,16.0,0.0,0.0,46.5,-9.25,10.0,10.0,18.0,38.5,41.0,-6.5,2.75,5.5,-2.75
40,BUR,CB,3,40.83,0.0,2.33,0.0,0.33,20.67,2.0,0.0,1.33,28.0,34.67,15.0,0.0,0.0,0.0,42.67,0.0,0.0,16.0,0.0,0.0,111.75,-14.92,14.67,16.0,6.08,44.5,319.0,-274.5,78.0,16.25,229.75
198,Sheffield Utd Player Stats,CB,1,40.5,0.0,6.0,1.0,0.0,9.0,4.0,0.0,3.0,6.0,21.0,6.0,0.0,1.0,0.0,13.0,0.0,0.0,30.0,0.0,0.0,60.5,-21.0,10.0,10.0,13.5,31.25,69.25,-45.0,9.25,-8.75,24.0
147,MUN,CB,4,40.25,0.75,3.75,1.5,0.75,4.5,0.0,0.0,0.75,3.75,16.5,1.5,0.0,0.0,0.0,9.0,0.75,2.25,4.75,0.75,0.0,30.12,-3.12,5.5,6.0,9.5,145.0,131.5,-76.5,16.0,-11.0,64.0
174,NOT,CM,2,40.12,0.5,6.0,0.0,0.5,5.0,1.5,0.0,0.0,12.5,8.0,2.0,0.0,0.0,0.0,9.0,0.5,0.5,13.5,0.0,0.0,41.62,-6.5,8.0,13.0,0.0,85.5,84.0,-8.5,-5.25,-0.75,-4.5
59,Brighton Player Stats,AM,3,40.08,1.0,9.33,0.0,3.0,2.0,0.0,0.0,0.67,3.0,4.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,1.0,38.42,-7.33,6.67,9.0,11.08,121.5,109.0,-14.5,-1.25,6.25,-7.5
224,WOL,LB,1,39.75,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,9.0,13.0,7.0,0.0,0.0,0.0,10.0,0.0,2.0,5.0,3.0,0.0,33.75,-4.0,8.0,8.0,16.5,29.25,36.25,-21.0,10.5,-2.5,17.0
184,Nott'ham Forest Player Stats,CB,3,39.25,0.0,3.0,0.0,0.0,3.33,1.0,0.0,0.0,5.33,37.33,3.0,0.0,0.0,0.0,7.0,0.33,0.0,7.0,0.0,0.0,45.0,-6.08,6.33,7.0,2.58,113.75,145.75,-33.0,4.0,-10.75,14.75
90,Crystal Palace Player Stats,LM,1,39.0,0.0,12.0,0.0,3.0,6.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,47.25,-8.25,8.0,8.0,23.25,48.5,50.0,-1.5,-9.5,-2.75,-6.75
46,BUR,RM,2,37.88,0.0,12.0,1.5,2.0,6.5,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,22.5,0.0,1.5,7.0,5.0,0.0,41.25,-13.88,10.0,17.0,4.75,124.0,116.0,-10.0,-48.25,-33.5,-17.75
231,Wolves Player Stats,CB,1,37.0,0.0,6.0,0.0,0.0,13.0,3.0,0.0,0.0,17.0,63.0,8.0,0.0,0.0,0.0,31.0,0.0,0.0,27.0,0.0,0.0,83.5,-12.5,14.0,14.0,23.75,7.75,79.75,-72.0,29.25,3.75,59.5
141,MCI,CM,1,35.25,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,19.5,-2.25,4.0,4.0,29.5,40.5,24.0,-1.5,-5.25,-4.5,-0.75
3,ARS,LB,2,34.25,0.0,4.0,0.0,0.0,9.5,1.5,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.5,2.5,0.0,8.5,1.5,0.0,26.0,-3.75,7.0,11.0,2.62,53.5,50.5,-27.0,15.0,1.5,19.5
229,West Ham Player Stats,DM,1,33.75,0.0,0.0,0.0,3.0,11.0,8.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,11.0,3.0,0.0,41.0,0.0,0.0,51.25,-20.5,11.0,11.0,17.5,10.0,30.0,-23.0,23.75,21.25,2.5
5,ARS,RB,1,33.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,6.0,6.0,24.0,43.5,46.5,-3.0,-10.5,-7.5,-3.0
225,WOL,LM,1,33.0,0.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0,12.0,3.0,3.0,24.0,3.0,0.0,36.75,-27.75,6.0,6.0,0.0,37.5,40.5,-24.0,-4.5,-3.75,-3.75
111,Fulham Player Stats,CB,2,32.88,0.0,0.0,0.0,0.5,9.5,0.0,1.5,0.0,6.5,22.0,0.5,0.0,0.0,0.0,7.0,1.5,0.0,12.5,0.0,0.0,44.5,-17.62,7.0,13.0,20.12,48.0,82.0,-52.0,17.75,7.0,16.75
216,WHU,LB,2,32.38,0.0,4.5,1.5,0.0,5.5,2.5,0.0,3.5,6.0,12.0,1.0,0.0,1.0,0.0,9.5,0.5,0.5,12.5,0.0,0.0,34.5,-5.62,5.0,8.0,3.5,48.5,71.0,-49.5,16.25,-2.0,38.25
162,Manchester Utd Player Stats,CM,1,31.5,0.0,6.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,21.0,0.0,0.0,44.25,-15.75,9.0,9.0,0.0,31.5,42.0,-13.5,0.0,2.25,-2.25
61,Brighton Player Stats,CM,1,31.5,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,9.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,39.0,-7.5,5.0,5.0,19.0,23.5,31.5,-8.0,8.0,7.5,0.5
193,SHU,LM,1,30.75,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,33.75,-3.0,3.0,3.0,0.0,24.0,30.0,-6.0,6.75,3.75,3.0
94,EVE,FW,2,30.12,1.5,1.5,0.0,3.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,3.5,3.0,1.5,5.5,0.0,0.0,26.88,-10.25,5.0,7.0,14.75,74.5,56.5,-9.0,-14.25,-2.75,-11.5
97,EVE,RB,1,30.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,35.25,-5.25,6.0,6.0,9.0,21.0,33.0,-12.0,9.0,2.25,6.75
60,Brighton Player Stats,CB,3,29.25,0.0,2.67,0.0,1.67,6.33,0.0,0.0,0.0,6.0,20.67,5.0,0.0,0.0,0.0,9.33,0.0,0.0,3.33,0.0,0.0,39.5,-4.25,6.33,8.0,5.08,83.5,139.5,-56.0,4.25,-21.0,43.25
52,Bournemouth Player Stats,RW,1,28.5,0.0,6.0,0.0,9.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,33.75,-5.25,6.0,6.0,0.0,37.5,39.0,-1.5,-9.0,-5.25,-3.75
121,LIV,LM,1,28.25,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,28.75,-3.5,5.0,5.0,15.0,30.0,28.0,-1.0,-1.75,0.75,-2.5
154,MUN,RM,1,28.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,29.25,-1.25,5.0,5.0,5.75,27.5,29.0,-1.5,0.5,0.25,0.25
16,Arsenal Player Stats,LM,1,27.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,13.5,-2.5,2.0,2.0,17.25,26.0,14.0,-2.0,1.0,-0.5,-0.5
103,Everton Player Stats,RW,1,26.25,0.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,30.0,-3.75,6.0,6.0,24.5,28.5,31.5,-3.0,-2.25,-1.5,-0.75
186,Nott'ham Forest Player Stats,LM,1,25.5,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,12.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.5,-9.0,3.0,3.0,0.0,27.75,36.75,-9.0,-2.25,-2.25,0.0
159,Manchester City Player Stats,DM,1,24.75,0.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,25.5,-3.75,7.0,7.0,0.0,30.0,28.0,-1.0,-5.25,-2.5,-2.75
150,MUN,LB,3,24.75,0.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,9.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,14.0,1.0,0.0,29.25,-6.5,4.0,6.0,0.0,60.75,78.75,-36.0,13.5,9.0,16.5
82,CRY,RB,2,23.62,0.0,0.0,0.0,0.0,10.0,1.5,0.0,0.0,1.5,17.5,1.5,0.0,0.0,1.0,6.5,3.0,0.0,10.5,0.0,0.0,23.0,-12.38,7.0,11.0,0.0,31.75,37.75,-42.0,15.5,8.25,17.25
