,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
16,MCI,LW,3,10.87,0.12,2.29,0.35,0.53,0.88,0.12,0.0,0.35,0.29,0.35,0.12,0.0,0.0,0.0,0.82,0.18,0.47,0.94,0.24,0.0,8.4,-1.24,0.47,1.0,20.47,227.0,181.5,-11.5,-42.25,-38.75,-9.5
12,LIV,FW,4,10.63,0.33,1.38,0.52,0.9,0.29,0.19,0.0,0.0,0.29,0.48,0.1,0.0,0.0,0.0,0.86,0.24,0.62,1.81,0.1,0.0,5.64,-1.68,0.43,1.0,22.07,250.5,141.5,-20.0,-27.25,-23.0,-15.25
1,ARS,LW,3,9.99,0.12,1.47,0.35,0.65,1.0,0.0,0.0,0.41,0.82,0.24,0.0,0.0,0.0,0.0,0.94,0.41,0.35,0.82,0.47,0.0,7.53,-1.37,0.53,1.0,17.21,190.0,150.5,-19.5,-20.25,-22.5,-3.75
6,BHA,FW,2,9.95,0.6,0.4,0.0,1.6,0.47,0.0,0.0,0.0,0.27,0.93,0.0,0.0,0.0,0.0,0.87,0.4,0.6,1.07,0.27,0.0,5.77,-1.22,0.6,1.0,13.87,143.5,79.0,-16.5,5.75,7.5,-1.75
5,AVL,RW,2,9.81,0.25,1.25,0.5,0.25,0.5,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,2.5,0.0,0.0,5.19,-1.38,0.75,1.0,9.25,82.0,46.0,-8.0,-3.5,-4.5,-3.0
25,TOT,LW,4,9.53,0.0,2.41,0.47,0.71,0.65,0.12,0.0,0.12,0.88,0.82,0.06,0.0,0.0,0.0,0.82,0.41,0.47,1.18,0.12,0.0,7.63,-1.4,0.47,1.0,16.6,200.0,166.0,-14.0,-38.0,-36.25,-9.75
17,MCI,RW,4,9.34,0.18,2.35,0.12,0.47,0.88,0.06,0.0,0.59,0.59,0.59,0.0,0.0,0.0,0.0,0.71,0.41,0.29,0.94,0.12,0.0,7.53,-0.9,0.47,1.0,16.78,187.0,155.0,-12.0,-28.25,-27.0,-3.25
23,NEW,RW,3,9.29,0.32,0.63,0.32,0.63,0.74,0.21,0.0,0.21,0.53,0.58,0.0,0.0,0.11,0.0,0.74,0.42,0.53,1.16,0.21,0.0,4.88,-1.07,0.53,1.0,17.49,171.5,94.0,-20.5,5.0,-1.25,0.25
7,BHA,LW,2,9.28,0.12,2.0,0.38,0.62,0.12,0.25,0.0,0.38,0.75,0.12,0.0,0.0,0.0,0.0,1.5,0.0,0.5,1.62,0.5,0.0,7.12,-1.59,0.62,1.0,20.19,186.0,145.0,-13.0,-37.5,-31.0,-12.5
11,CHE,RW,3,8.25,0.18,1.45,0.36,0.55,0.36,0.36,0.0,0.36,0.55,0.27,0.0,0.0,0.0,0.0,0.64,0.36,0.36,1.82,0.55,0.18,5.8,-1.91,0.45,1.0,25.41,99.0,72.0,-17.0,-8.25,-8.25,-4.0
20,MUN,RW,3,8.18,0.13,1.2,0.0,1.13,0.67,0.2,0.0,0.27,1.33,0.4,0.0,0.0,0.0,0.0,1.13,0.13,0.13,1.2,0.47,0.0,8.18,-1.33,0.47,1.0,19.42,127.0,118.5,-11.5,-4.25,4.25,-8.5
0,ARS,FW,2,7.74,0.29,0.59,0.24,0.41,0.47,0.12,0.0,0.0,0.47,0.18,0.0,0.0,0.24,0.0,0.59,0.65,0.29,1.29,0.65,0.0,4.75,-1.31,0.53,1.0,14.91,142.0,85.0,-12.0,-10.5,-4.25,-10.25
13,LIV,LW,2,7.67,0.33,0.73,0.13,0.4,1.07,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.8,0.27,0.33,1.6,0.53,0.0,5.22,-1.48,0.6,1.0,9.15,134.5,86.5,-9.0,-19.5,-8.25,-13.25
26,TOT,RW,1,7.53,0.21,2.32,0.0,0.63,0.53,0.11,0.0,0.58,0.63,0.11,0.05,0.0,0.0,0.0,0.74,0.47,0.21,1.63,0.53,0.0,7.08,-1.92,0.42,1.0,19.91,203.0,178.0,-20.0,-60.0,-43.5,-16.5
9,CHE,FW,3,7.43,0.35,0.82,0.0,1.18,0.59,0.71,0.0,0.0,0.24,0.65,0.12,0.0,0.0,0.0,0.82,0.47,0.35,3.06,1.06,0.12,6.19,-1.94,0.65,1.0,16.31,134.5,119.5,-39.0,-8.25,-14.25,6.0
19,MUN,LW,2,7.03,0.13,1.07,0.27,0.53,0.27,0.13,0.0,0.0,0.13,0.67,0.13,0.0,0.13,0.0,1.4,0.13,0.27,0.8,0.0,0.0,5.35,-1.38,0.47,1.0,16.62,124.5,97.5,-15.0,-19.0,-17.25,-5.75
27,WHU,FW,1,5.2,0.21,0.42,0.11,0.42,0.26,0.21,0.0,0.0,0.11,0.11,0.32,0.0,0.0,0.0,1.11,0.42,0.32,1.89,0.53,0.0,4.25,-1.68,0.47,1.0,12.83,112.0,85.5,-21.5,-13.25,-4.75,-10.5
4,AVL,LW,2,4.65,0.2,0.8,0.0,0.6,0.2,0.2,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.4,0.2,2.0,0.0,0.0,4.55,-2.1,0.6,1.0,4.35,60.0,53.0,-15.0,-13.5,-7.5,-6.0
28,WHU,LW,2,4.46,0.0,0.71,0.0,0.24,0.71,0.29,0.0,0.29,0.47,0.35,0.0,0.0,0.0,0.0,1.59,0.24,0.0,2.18,0.47,0.0,6.19,-1.97,0.53,1.0,15.54,79.5,102.5,-27.0,-3.75,2.75,-6.5
18,MUN,FW,3,2.94,0.0,1.05,0.0,0.86,0.05,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.33,0.19,0.0,0.43,0.62,0.0,4.37,-1.43,0.62,1.0,6.92,101.0,119.0,-18.0,-39.25,-27.25,-12.0
