,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
13,BRF,FW,3,9.36,0.3,0.73,0.27,0.93,0.68,0.07,0.0,0.12,0.5,0.29,0.14,0.0,0.07,0.0,1.14,0.32,0.5,1.41,0.36,0.07,6.23,-1.48,0.46,1.0,19.35,583.5,368.5,-28.0,-59.5,-19.5,-55.0
45,FUL,DM,4,9.22,0.17,0.5,0.0,0.5,2.72,0.22,0.0,0.0,1.28,1.06,0.44,0.0,0.0,0.0,1.33,0.11,0.17,1.83,0.0,0.0,9.11,-1.5,0.22,1.0,22.83,144.5,135.0,-19.5,21.5,29.0,-7.5
31,CRY,RW,2,9.21,0.08,1.03,0.27,0.59,1.38,0.35,0.0,0.35,0.73,0.7,0.08,0.0,0.0,0.0,1.35,0.38,0.35,3.08,0.22,0.0,9.26,-2.67,0.41,1.0,17.7,333.0,327.5,-81.5,7.75,15.0,-17.25
37,EVE,LM,4,8.97,0.11,1.81,0.11,0.95,0.62,0.0,0.0,0.73,0.41,0.35,0.22,0.0,0.0,0.0,1.14,0.3,0.22,0.54,0.43,0.0,8.05,-1.0,0.49,1.0,14.66,385.0,342.0,-24.0,-53.25,-44.25,-13.0
71,WOL,LM,3,8.95,0.0,1.36,0.32,0.32,1.08,0.12,0.16,0.8,1.92,0.68,0.16,0.0,0.0,0.0,2.0,0.0,0.32,1.8,0.6,0.0,9.65,-2.54,0.44,1.0,14.44,220.25,265.25,-93.0,3.5,-24.0,29.5
21,CRY,AM,4,8.78,0.16,2.48,0.0,0.48,0.48,0.0,0.0,0.64,0.44,0.24,0.16,0.0,0.0,0.0,0.72,0.4,0.16,1.12,0.0,0.0,8.53,-1.59,0.44,1.0,16.36,271.0,253.5,-28.5,-51.5,-40.25,-11.25
57,NOT,FW,4,8.51,0.39,1.07,0.2,0.66,0.41,0.1,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,1.39,0.24,0.59,1.02,0.98,0.0,5.11,-1.48,0.44,1.0,19.53,394.0,232.0,-30.0,-45.25,-22.5,-30.75
35,EVE,FW,5,8.46,0.31,1.13,0.06,1.35,0.44,0.1,0.0,0.06,0.18,0.71,0.0,0.0,0.0,0.0,0.84,0.42,0.31,1.34,0.47,0.0,6.97,-1.83,0.58,1.0,19.6,646.0,501.5,-57.5,-121.5,-69.25,-56.25
16,BRF,LW,3,8.42,0.31,1.0,0.15,0.62,0.46,0.0,0.0,0.31,0.46,0.85,0.0,0.0,0.0,0.0,1.08,0.31,0.31,1.62,0.31,0.0,6.06,-1.63,0.69,1.0,16.1,243.0,155.0,-12.0,-24.0,2.5,-30.5
32,EVE,CB,3,8.22,0.05,0.46,0.05,0.22,0.93,0.29,0.0,0.1,1.62,3.93,1.18,0.0,0.0,0.0,1.41,0.17,0.1,2.12,0.05,0.0,8.75,-1.16,0.54,1.0,19.48,626.5,762.5,-288.0,47.75,-44.75,192.5
12,BRF,CM,3,8.07,0.11,1.1,0.11,0.32,1.48,0.21,0.0,0.23,1.01,1.45,0.23,0.0,0.06,0.0,1.07,0.35,0.17,1.83,0.06,0.0,7.36,-1.44,0.42,1.0,19.45,566.5,469.0,-47.5,6.75,53.75,-55.0
42,FUL,AM,2,7.95,0.0,2.4,0.0,0.6,0.6,0.0,0.0,0.0,1.2,0.6,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,8.65,-1.1,0.4,1.0,13.05,57.0,59.5,-4.5,-17.25,-16.25,-1.0
36,EVE,LB,2,7.84,0.05,1.15,0.0,0.29,2.34,0.0,0.0,0.51,1.17,2.59,0.29,0.0,0.0,0.0,1.32,0.17,0.05,0.95,0.0,0.0,8.48,-1.13,0.54,1.0,14.35,317.0,374.5,-119.5,4.5,-26.75,73.25
11,BRF,CB,4,7.79,0.05,0.31,0.0,0.09,0.87,0.08,0.0,0.0,1.39,5.33,0.56,0.0,0.0,0.0,1.28,0.26,0.05,0.54,0.0,0.0,7.62,-0.77,0.49,1.0,16.62,778.75,857.25,-278.5,-23.5,-118.5,204.0
0,BOU,AM,2,7.73,0.0,1.49,0.21,0.31,0.92,0.0,0.0,0.41,0.92,1.74,0.31,0.0,0.0,0.0,2.03,0.1,0.21,1.1,0.0,0.0,7.65,-1.46,0.59,1.0,15.42,316.0,288.0,-24.0,-14.5,10.5,-33.0
68,WOL,DM,2,7.58,0.0,0.67,0.33,0.0,3.0,0.33,0.0,0.0,1.33,1.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,3.0,0.0,0.0,7.25,-2.0,0.67,1.0,17.33,90.0,78.0,-12.0,1.0,9.0,-12.0
49,FUL,LW,2,7.53,0.11,1.32,0.22,0.84,0.32,0.11,0.0,0.22,0.43,0.3,0.0,0.0,0.0,0.0,1.49,0.27,0.11,0.86,0.0,0.0,6.2,-1.15,0.49,1.0,19.71,294.5,241.5,-31.0,-15.75,-12.25,-11.5
15,BRF,LM,2,7.31,0.0,1.38,0.23,0.31,1.08,0.15,0.0,0.54,0.62,1.08,0.0,0.0,0.0,0.0,0.77,0.31,0.23,1.46,0.15,0.0,6.33,-0.94,0.69,1.0,16.23,209.0,174.0,-9.0,-19.0,-9.5,-15.5
54,NOT,CB,6,7.12,0.04,0.37,0.0,0.27,0.99,0.08,0.04,0.0,1.06,4.89,0.92,0.0,0.0,0.0,1.3,0.27,0.04,1.35,0.04,0.0,7.48,-1.09,0.38,1.0,14.81,731.25,835.25,-282.0,16.0,-49.75,167.75
44,FUL,CM,3,7.09,0.12,0.25,0.0,0.12,1.75,0.25,0.0,0.0,1.25,1.38,0.12,0.0,0.0,0.0,1.62,0.38,0.12,2.0,0.12,0.0,7.28,-1.69,0.5,1.0,13.59,178.0,162.0,-32.0,49.0,71.0,-22.0
4,BOU,FW,1,7.05,0.39,0.88,0.1,0.95,0.1,0.1,0.0,0.1,0.2,1.17,0.1,0.0,0.0,0.0,2.17,0.1,0.49,1.37,0.39,0.0,5.22,-2.37,0.56,1.0,16.39,336.0,232.5,-64.5,-47.0,-18.5,-32.5
58,NOT,LB,3,7.01,0.0,0.76,0.19,0.38,0.9,0.0,0.19,0.38,1.14,2.86,0.62,0.0,0.0,0.0,0.86,0.29,0.19,2.38,0.14,0.0,6.83,-2.2,0.67,1.0,12.35,147.0,147.0,-64.0,0.25,-3.5,17.75
26,CRY,LB,1,6.97,0.05,0.59,0.1,0.05,1.1,0.2,0.0,0.59,0.73,2.78,0.44,0.0,0.0,0.0,1.22,0.44,0.15,1.24,0.0,0.0,5.4,-0.87,0.46,1.0,16.09,256.5,228.5,-128.0,29.25,-7.0,92.25
59,NOT,LM,4,6.87,0.14,0.14,0.0,0.34,2.28,0.38,0.0,0.14,0.83,1.76,0.14,0.0,0.0,0.0,1.03,0.34,0.14,2.24,0.14,0.0,7.14,-1.58,0.48,1.0,8.75,152.5,163.5,-57.0,46.75,43.5,11.25
33,EVE,CM,4,6.79,0.04,0.86,0.0,0.34,1.54,0.02,0.0,0.12,0.82,1.09,0.04,0.0,0.0,0.0,1.49,0.15,0.04,1.44,0.09,0.0,7.35,-1.1,0.51,1.0,18.47,623.0,604.0,-31.0,15.0,87.0,-72.0
69,WOL,FW,5,6.78,0.18,1.03,0.06,0.81,0.58,0.06,0.0,0.0,0.37,0.4,0.19,0.0,0.0,0.0,1.42,0.23,0.24,1.21,0.34,0.0,6.14,-1.47,0.42,1.0,16.27,506.0,442.0,-63.0,-85.5,-61.5,-28.0
24,CRY,DM,3,6.75,0.0,0.78,0.0,0.24,1.44,0.28,0.0,0.0,1.54,1.86,0.56,0.0,0.0,0.0,0.96,0.36,0.0,2.08,0.0,0.0,7.6,-1.2,0.44,1.0,11.66,337.0,368.0,-49.0,0.5,11.75,-11.25
47,FUL,LB,2,6.66,0.0,0.66,0.0,0.0,1.63,0.32,0.0,0.61,2.22,2.1,0.17,0.0,0.0,0.1,1.59,0.29,0.0,2.22,0.1,0.0,8.69,-2.03,0.44,1.0,11.8,252.0,370.5,-190.5,21.0,-14.25,107.25
62,NOT,RM,4,6.38,0.0,0.59,0.28,0.14,1.17,0.41,0.0,0.28,0.41,1.55,0.28,0.0,0.0,0.0,1.14,0.34,0.28,1.48,0.0,0.0,5.75,-1.37,0.48,1.0,12.16,167.0,159.0,-58.0,18.0,7.75,18.25
25,CRY,FW,2,6.29,0.27,0.73,0.09,0.87,0.44,0.13,0.0,0.07,0.27,0.98,0.0,0.0,0.0,0.0,0.93,0.49,0.36,1.6,0.44,0.0,5.26,-1.98,0.51,1.0,15.48,322.0,250.0,-60.0,-38.75,-13.5,-29.25
10,BOU,RW,3,6.21,0.18,0.87,0.0,0.9,0.59,0.1,0.0,0.28,0.46,0.21,0.1,0.0,0.0,0.0,1.72,0.1,0.18,1.23,0.0,0.0,6.0,-1.51,0.59,1.0,11.58,314.0,282.5,-35.5,-72.0,-48.5,-23.5
70,WOL,LB,3,6.05,0.0,0.6,0.12,0.0,1.72,0.32,0.0,0.16,0.84,1.76,0.88,0.0,0.0,0.0,1.6,0.16,0.12,1.88,0.0,0.0,7.09,-1.32,0.44,1.0,8.34,123.5,190.0,-111.5,27.75,-12.75,78.5
34,EVE,DM,1,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.75,-0.75,1.0,1.0,10.5,20.0,24.0,-4.0,4.0,3.0,1.0
23,CRY,CM,3,5.95,0.0,0.6,0.0,0.2,1.8,0.0,0.0,0.0,2.0,1.0,0.2,0.0,0.0,0.0,1.2,0.6,0.0,1.2,0.0,0.0,6.9,-1.55,0.6,1.0,14.25,122.0,126.0,-16.0,-3.0,12.0,-15.0
66,WOL,CB,3,5.7,0.0,0.4,0.0,0.21,0.84,0.23,0.0,0.04,0.88,4.27,1.05,0.0,0.0,0.0,1.62,0.09,0.0,1.56,0.09,0.0,7.37,-0.78,0.49,1.0,13.41,401.75,715.25,-361.5,134.0,-22.25,288.25
28,CRY,LW,3,5.59,0.05,1.16,0.0,0.81,0.84,0.22,0.0,0.11,0.3,0.38,0.0,0.0,0.0,0.0,1.16,0.38,0.05,1.95,0.0,0.0,6.51,-1.79,0.41,1.0,14.86,271.0,282.0,-43.0,-64.25,-41.0,-23.25
48,FUL,LM,3,5.44,0.12,1.38,0.12,0.38,0.12,0.12,0.0,0.12,0.12,0.5,0.0,0.0,0.0,0.0,1.25,0.38,0.25,1.25,0.0,0.0,4.28,-1.22,0.5,1.0,11.03,192.0,156.0,-36.0,-18.0,-19.0,-3.0
50,FUL,RB,2,5.3,0.0,0.39,0.0,0.1,0.8,0.2,0.0,0.59,1.29,2.2,0.2,0.0,0.0,0.0,1.39,0.29,0.0,2.1,0.0,0.0,6.19,-1.27,0.44,1.0,12.85,186.5,252.5,-138.0,31.0,1.25,85.75
61,NOT,RB,3,5.19,0.08,0.56,0.0,0.08,1.56,0.32,0.0,0.32,0.88,1.68,0.28,0.0,0.0,0.0,1.16,0.08,0.08,1.72,0.16,0.0,5.86,-1.07,0.56,1.0,11.05,120.5,167.5,-79.0,9.25,-21.0,52.25
56,NOT,DM,2,5.12,0.0,0.5,0.0,0.0,2.0,0.5,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.5,0.0,6.88,-1.75,1.0,1.0,4.75,42.0,50.0,-8.0,-1.0,5.0,-6.0
43,FUL,CB,3,5.07,0.05,0.0,0.0,0.12,0.87,0.15,0.1,0.0,1.17,3.82,0.49,0.0,0.0,0.0,1.49,0.29,0.05,1.77,0.0,0.0,5.99,-1.55,0.44,1.0,11.75,288.25,444.25,-340.0,127.75,47.0,212.75
63,NOT,RW,4,5.0,0.0,1.38,0.0,0.31,0.62,0.15,0.0,0.62,0.15,0.31,0.0,0.0,0.0,0.0,1.08,0.23,0.0,0.77,0.31,0.0,5.88,-1.12,0.69,1.0,12.29,167.0,178.0,-17.0,-37.0,-25.0,-12.0
17,BRF,RB,3,4.91,0.0,0.53,0.0,0.11,1.37,0.47,0.0,0.26,0.53,1.32,0.11,0.0,0.0,0.0,1.05,0.21,0.0,2.74,0.11,0.0,5.67,-1.5,0.58,1.0,10.46,150.5,228.5,-126.0,36.0,-13.0,69.0
3,BOU,DM,5,4.9,0.04,0.71,0.0,0.27,0.99,0.1,0.06,0.16,1.41,0.63,0.33,0.0,0.0,0.0,1.8,0.11,0.04,1.81,0.06,0.0,6.15,-1.75,0.6,1.0,11.74,404.0,438.0,-69.0,-60.75,-7.5,-53.25
39,EVE,RB,2,4.81,0.0,0.54,0.11,0.0,1.51,0.43,0.0,0.46,0.92,1.57,0.3,0.0,0.0,0.05,1.35,0.19,0.11,2.22,0.0,0.0,5.74,-1.74,0.59,1.0,9.26,124.5,202.5,-148.0,53.5,9.75,83.75
9,BOU,RM,1,4.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,5.25,-0.5,0.0,1.0,10.75,8.0,8.0,0.0,1.5,2.5,-1.0
73,WOL,RB,1,4.53,0.0,0.38,0.0,0.0,1.69,0.41,0.0,0.55,1.31,2.72,0.48,0.0,0.0,0.0,2.0,0.14,0.0,3.07,0.0,0.0,7.63,-1.66,0.38,1.0,10.09,99.75,225.75,-150.0,31.5,-4.5,102.0
14,BRF,LB,3,4.5,0.0,1.07,0.13,0.0,0.4,0.4,0.0,0.47,0.73,1.13,0.4,0.0,0.0,0.0,1.33,0.27,0.13,2.33,0.27,0.0,5.05,-1.35,0.73,1.0,9.98,121.0,176.0,-111.0,14.0,-24.5,70.5
20,BRF,WB,2,4.46,0.0,0.29,0.0,0.0,0.57,0.29,0.0,0.5,0.21,3.07,0.43,0.0,0.0,0.0,1.14,0.43,0.0,1.14,0.0,0.0,4.36,-1.32,0.0,1.0,4.77,37.25,46.75,-45.5,25.25,14.25,27.0
55,NOT,CM,4,4.45,0.03,0.38,0.0,0.1,0.98,0.37,0.0,0.0,1.53,1.2,0.35,0.0,0.0,0.0,1.57,0.23,0.03,2.7,0.07,0.0,5.43,-1.52,0.3,1.0,8.25,240.0,275.0,-67.0,27.0,51.0,-24.0
29,CRY,RB,2,4.38,0.0,0.0,0.0,0.0,1.37,0.29,0.0,0.1,0.59,2.8,0.29,0.0,0.0,0.07,1.22,0.44,0.0,1.88,0.0,0.0,4.84,-1.77,0.46,1.0,8.05,161.75,194.75,-141.0,17.75,3.5,68.25
52,FUL,RW,2,4.27,0.1,0.54,0.0,0.44,0.73,0.05,0.0,0.29,0.1,0.37,0.0,0.0,0.0,0.0,1.34,0.34,0.1,0.98,0.1,0.0,4.12,-0.96,0.44,1.0,10.85,169.5,143.5,-20.0,5.75,25.25,-19.5
27,CRY,LM,3,4.25,0.0,1.0,0.0,0.75,1.0,0.25,0.0,0.0,0.5,1.25,0.0,0.0,0.0,0.0,1.5,0.5,0.0,1.25,0.0,0.0,5.31,-1.31,0.5,1.0,17.75,70.0,88.0,-22.0,-2.0,-3.0,1.0
64,NOT,WB,2,4.25,0.0,0.25,0.0,0.0,1.25,0.75,0.0,0.0,0.75,2.5,0.25,0.0,0.0,0.0,1.5,0.5,0.0,3.75,0.25,0.0,5.56,-2.31,0.0,1.0,16.38,60.0,90.0,-78.0,8.0,-1.0,41.0
67,WOL,CM,4,4.16,0.05,0.29,0.0,0.2,1.7,0.45,0.06,0.12,1.12,1.21,0.18,0.0,0.0,0.0,1.52,0.15,0.05,3.44,0.03,0.0,5.81,-2.21,0.45,1.0,10.03,258.0,343.5,-122.5,16.5,40.0,-23.5
1,BOU,CB,4,3.3,0.0,0.24,0.05,0.09,0.89,0.15,0.0,0.0,0.89,3.61,1.0,0.0,0.0,0.0,2.32,0.1,0.05,1.3,0.0,0.0,6.34,-1.14,0.56,1.0,7.86,192.0,524.0,-408.0,78.25,-4.0,314.25
51,FUL,RM,4,3.22,0.0,1.25,0.0,0.0,0.75,0.38,0.0,0.25,0.38,0.5,0.38,0.0,0.0,0.0,1.38,0.38,0.0,2.0,0.0,0.0,4.25,-1.41,0.5,1.0,7.97,114.0,144.0,-42.0,-11.0,-8.0,-3.0
41,EVE,RW,1,2.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.25,1.0,1.0,24.5,16.0,16.0,0.0,-5.0,-4.0,-1.0
8,BOU,RB,2,2.74,0.0,0.59,0.05,0.0,1.15,0.1,0.0,0.49,0.37,1.44,0.59,0.0,0.0,0.0,2.32,0.1,0.05,1.27,0.2,0.0,5.84,-1.2,0.56,1.0,7.15,38.75,212.75,-212.0,73.5,26.75,162.75
7,BOU,LW,4,2.69,0.0,0.41,0.0,0.26,0.85,0.1,0.0,0.18,0.31,0.79,0.0,0.0,0.0,0.0,1.51,0.1,0.0,1.82,0.69,0.0,4.37,-1.67,0.59,1.0,6.54,128.5,156.0,-27.5,-23.5,14.25,-37.75
5,BOU,LB,2,2.63,0.0,0.2,0.0,0.0,1.27,0.1,0.0,0.59,0.9,2.71,0.2,0.0,0.0,0.1,2.12,0.1,0.0,1.8,0.0,0.0,6.33,-1.85,0.56,1.0,5.84,46.25,239.75,-217.5,61.5,19.75,141.75
46,FUL,FW,3,2.5,0.0,0.81,0.0,0.32,0.54,0.11,0.0,0.0,0.0,0.65,0.22,0.0,0.0,0.0,1.27,0.27,0.0,0.81,1.03,0.0,4.24,-1.74,0.49,1.0,6.53,123.5,169.5,-46.0,-31.0,-12.5,-18.5
2,BOU,CM,1,2.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.25,-1.0,0.0,1.0,35.0,3.0,7.0,-4.0,1.5,-0.5,2.0
65,WOL,AM,1,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.25,-1.5,1.0,1.0,0.0,18.0,18.0,0.0,-11.0,-5.0,-6.0
6,BOU,LM,1,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.5,-0.75,0.0,1.0,15.0,0.0,0.0,0.0,-0.5,1.0,-1.5
38,EVE,LW,1,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,-1.5,1.0,1.0,0.0,-4.0,0.0,-4.0,1.0,3.0,-2.0
