"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*04qfz*","Diogo Dalot","MUN","D","135","4b. DcbB","BRF 1<br/>@MUN 2 F","16.75","16.75","99%","79.87","84%","+0.3%","1","90","0","4","0","1","0","1","0","0","4","2","1","1","0","2","0","0","0","1","0"
"*0414o*","James Maddison","TOT","M","2","Maddihat","TOT 1<br/>@LUT 0 F","16.5","16.5","100%","15.79","100%","0%","1","75","0","4","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"*052h5*","Gabriel Martinelli","ARS","M","132","4b. DcbB","MCI 0<br/>@ARS 1 F","16","16","100%","12.84","100%","-0.1%","1","45","1","1","0","2","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","229","W (Thu)","LIV 2<br/>@BHA 2 F","15.75","15.75","72%","125.37","44%","-4.4%","1","90","1","1","0","1","0","0","0","0","1","0","3","1","1","2","0","0","0","2","0"
"*05w7t*","Pape Sarr","TOT","M","47","4b. DcbB","TOT 1<br/>@LUT 0 F","15","15","2%","372.15","78%","+2.6%","1","90","0","3","0","0","2","0","0","0","0","3","0","3","0","0","0","0","0","0","1"
"*04spw*","James Garner","EVE","M","56","Vroom","BOU 0<br/>@EVE 3 F","15","15","5%","381.91","48%","+10.3%","1","90","1","0","0","2","1","2","0","0","0","1","1","0","0","0","0","0","0","0","1"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","122","W (Thu)","SHU 1<br/>@FUL 3 F","15","15","8%","329.32","18%","+0.7%","1","77","1","1","0","1","2","3","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*04e1e*","Ben White","ARS","D","35","Vroom","MCI 0<br/>@ARS 1 F","14.5","14.5","98%","87.2","99%","+0.6%","1","90","0","2","0","0","3","0","0","0","0","0","2","1","0","0","0","0","0","0","1"
"*03rvw*","Harry Toffolo","NOT","D","213","W (Thu)","NOT 0<br/>@CRY 0 F","14.5","14.5","0%","-","3%","+3.1%","1","90","0","1","0","1","0","0","0","0","1","2","2","0","1","0","0","0","0","0","1"
"*06fwz*","Murillo","NOT","M","260","W (Thu)","NOT 0<br/>@CRY 0 F","14.5","14.5","0%","-","2%","+1.3%","1","90","0","2","0","2","2","0","0","0","0","0","3","2","1","1","0","0","0","0","1"
"*050jq*","Marc Guehi","CRY","D","76","avitek","NOT 0<br/>@CRY 0 F","14.25","14.25","52%","136.59","69%","+18.8%","1","90","0","1","0","0","2","0","0","0","0","0","9","1","1","0","0","0","0","0","1"
"*06crm*","Pau Torres","AVL","D","158","W (Thu)","AVL 1<br/>@WOL 1 F","14.25","14.25","93%","107.36","59%","+1.6%","1","90","1","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","37","XXX","NOT 0<br/>@CRY 0 F","14","14","100%","43.34","99%","+0.1%","1","90","0","4","0","0","2","1","0","0","1","0","0","2","0","1","0","0","0","0","1"
"*05gcp*","Tomas Soucek","WHU","M","33","dsb_ff","NEW 2<br/>@WHU 2 F","13.5","13.5","59%","136.63","87%","+2.3%","1","75","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","2","0"
"*06fv8*","Mohammed Kudus","WHU","M","226","XXX","NEW 2<br/>@WHU 2 F","13.5","13.5","0%","-","64%","-3%","1","13","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*05n07*","Pedro Porro","TOT","D","42","dsb_ff","TOT 1<br/>@LUT 0 F","13","13","100%","52.17","100%","+0.5%","1","90","0","0","0","0","2","0","0","0","0","1","4","0","1","2","0","0","0","0","1"
"*05uor*","Yoane Wissa","BRF","F","34","Adam","BRF 1<br/>@MUN 2 F","13","13","76%","120.86","92%","-1.7%","1","69","0","1","1","0","1","0","0","0","0","2","2","2","0","0","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","65","Maddihat","CHE 4<br/>@BUR 1 F","13","13","59%","137.81","82%","+5%","1","90","0","1","1","0","2","1","0","0","1","2","0","0","0","1","0","0","0","1","0"
"*05l27*","Jarrad Branthwaite","EVE","D","148","W (Thu)","BOU 0<br/>@EVE 3 F","12.75","12.75","1%","1122.3","12%","-3.3%","1","90","0","1","0","0","0","0","0","0","0","0","3","0","2","2","0","0","0","0","1"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","61","Vroom","TOT 1<br/>@LUT 0 F","12","12","86%","111.37","98%","+0.5%","1","81","0","0","0","0","0","0","0","0","0","0","4","1","1","3","0","0","0","0","1"
"*056iy*","Pedro Neto","WOL","F","8","Kish123","AVL 1<br/>@WOL 1 F","12","12","55%","135.98","97%","+0.5%","1","90","0","2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*03gu4*","Harry Maguire","MUN","D","301","W (Thu)","BRF 1<br/>@MUN 2 F","12","12","27%","140.92","7%","+3.1%","1","90","0","1","1","0","0","0","0","0","1","2","0","0","0","2","0","0","0","1","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","173","avitek","BOU 0<br/>@EVE 3 F","11.75","11.75","4%","386.04","27%","+15.2%","1","90","0","0","0","0","2","0","0","0","0","1","3","1","0","1","0","0","0","0","1"
"*05gcr*","Bruno Fernandes","MUN","M","10","4b. DcbB","BRF 1<br/>@MUN 2 F","11.5","11.5","100%","3.52","100%","0%","1","90","0","1","0","2","1","0","0","0","1","2","0","1","0","1","0","0","0","1","0"
"*061x2*","Darwin Nunez","LIV","F","60","Pancake","LIV 2<br/>@BHA 2 F","11.5","11.5","100%","22.89","100%","+0.1%","1","90","0","2","1","1","0","2","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","153","W (Thu)","MCI 0<br/>@ARS 1 F","11","11","99%","79.42","85%","-2.4%","1","90","0","0","0","0","0","0","0","0","0","3","0","0","1","1","0","0","0","0","1"
"*051k0*","John McGinn","AVL","M","77","Kish123","AVL 1<br/>@WOL 1 F","11","11","64%","130.58","74%","+9.8%","1","90","0","4","0","0","0","0","1","0","3","2","0","0","0","0","0","0","0","1","0"
"*04agz*","Declan Rice","ARS","M","64","dsb_ff","MCI 0<br/>@ARS 1 F","10.5","10.5","99%","49.39","99%","+0.2%","1","90","0","2","0","0","2","1","0","0","0","3","2","0","1","0","0","0","0","0","1"
"*06c4o*","Lyle Foster","BUR","F","81","avitek","CHE 4<br/>@BUR 1 F","10.5","10.5","1%","1120.94","39%","+17.8%","1","90","0","1","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","4","0"
"*05ocl*","Ollie Watkins","AVL","F","4","4b. DcbB","AVL 1<br/>@WOL 1 F","10","10","100%","19.8","100%","+0.1%","1","90","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*04abb*","Phil Foden","MCI","M","19","XXX","MCI 0<br/>@ARS 1 F","10","10","100%","16.45","100%","0%","1","90","0","2","0","0","2","2","0","0","0","0","2","4","0","2","0","0","0","1","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","167","W (Thu)","MCI 0<br/>@ARS 1 F","10","10","99%","76.57","96%","+0.4%","1","74","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"*02lny*","Ashley Young","EVE","D","217","W (Thu)","BOU 0<br/>@EVE 3 F","9.75","9.75","6%","351.4","12%","-4.9%","1","90","0","0","0","0","1","1","1","0","0","1","1","2","0","2","0","0","0","0","1"
"*03jly*","Andreas Pereira","FUL","M","105","deceptiv","SHU 1<br/>@FUL 3 F","9.5","9.5","98%","75.6","88%","-0.7%","1","70","0","1","1","0","0","3","0","0","0","0","0","3","0","0","0","0","0","1","0"
"*05tr1*","Ethan Pinnock","BRF","D","53","4b. DcbB","BRF 1<br/>@MUN 2 F","9.25","9.25","99%","71.39","96%","-0.9%","1","90","0","0","0","0","1","0","0","0","0","3","17","0","3","2","0","0","0","2","0"
"*06c6a*","Alfie Doughty","LUT","M","44","Vroom","TOT 1<br/>@LUT 0 F","9","9","48%","142.26","64%","+21.8%","1","90","0","2","0","0","3","0","0","0","1","0","2","0","0","2","0","0","0","1","0"
"*0639x*","Marcus Tavernier","BOU","M","142","4b. DcbB","BOU 0<br/>@EVE 3 F","9","9","34%","147.55","53%","-0.7%","1","90","0","1","0","1","0","6","0","0","1","0","1","7","0","0","0","0","0","3","0"
"*0558w*","William Saliba","ARS","D","107","W (Thu)","MCI 0<br/>@ARS 1 F","8.5","8.5","99%","65.14","97%","-1.1%","1","90","0","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","1"
"*05r9b*","Martin Odegaard","ARS","M","18","avitek","MCI 0<br/>@ARS 1 F","8","8","100%","8.53","100%","0%","1","90","0","2","0","0","2","2","0","0","0","1","0","1","0","0","0","0","0","0","1"
"*0522h*","Alexis Mac Allister","LIV","M","175","avitek","LIV 2<br/>@BHA 2 F","8","8","100%","40.24","92%","-2.5%","1","90","0","0","0","0","2","2","0","0","0","6","1","1","0","0","0","0","0","2","0"
"*05opn*","Carlos Vinicius","FUL","F","230","W (Thu)","SHU 1<br/>@FUL 3 F","8","8","28%","152.73","16%","+6.5%","1","77","0","3","0","1","0","3","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*037mv*","Pelly Ruddock","LUT","M","255","W (Thu)","TOT 1<br/>@LUT 0 F","8","8","0%","1144.3","1%","-0.1%","1","66","0","2","0","0","1","1","0","0","1","1","2","0","1","1","0","0","0","1","0"
"*02t1k*","Nathaniel Clyne","CRY","D","324","W (Thu)","NOT 0<br/>@CRY 0 F","7.75","7.75","0%","1118.6","1%","+1.1%","1","90","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","1"
"*05ylx*","Dejan Kulusevski","TOT","M","20","Vroom","TOT 1<br/>@LUT 0 F","7.5","7.5","100%","44.11","100%","0%","1","88","0","1","0","1","0","5","0","0","2","0","0","3","0","0","0","0","0","0","1"
"*05trb*","Bryan Mbeumo","BRF","F","23","XXX","BRF 1<br/>@MUN 2 F","7.5","7.5","100%","40.27","100%","0%","1","90","0","2","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","2","0"
"*05o6h*","Kai Havertz","ARS","F","192","W (Thu)","MCI 0<br/>@ARS 1 F","7.5","7.5","100%","44.9","81%","-1%","1","14","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060wh*","Alejandro Garnacho","MUN","M","254","W (Thu)","BRF 1<br/>@MUN 2 F","7.5","7.5","85%","112.15","49%","-3.2%","1","26","0","3","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*02lnn*","Oliver Norwood","SHU","M","150","W (Thu)","SHU 1<br/>@FUL 3 F","7.5","7.5","13%","279.91","13%","-0.5%","1","90","0","2","0","0","3","1","1","0","0","1","1","0","0","4","0","0","0","3","0"
"*05opk*","Vladimir Coufal","WHU","D","39","deceptiv","NEW 2<br/>@WHU 2 F","7.25","7.25","15%","266.74","80%","+6.8%","1","90","0","1","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","2","0"
"*04tm0*","Lucas Digne","AVL","D","43","Kish123","AVL 1<br/>@WOL 1 F","7","7","45%","140.35","90%","+0.2%","1","90","0","2","0","0","0","0","0","0","1","2","0","0","0","2","0","0","0","1","0"
"*062dt*","Joao Palhinha","FUL","M","184","W (Thu)","SHU 1<br/>@FUL 3 F","7","7","29%","144.85","46%","-1.3%","1","90","0","0","0","0","4","0","1","0","0","3","1","0","1","2","0","0","0","1","0"
"*063hu*","Amadou Onana","EVE","M","101","W (Thu)","BOU 0<br/>@EVE 3 F","7","7","13%","281.18","29%","+0.4%","1","90","0","1","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","1"
"*04qos*","Issa Diop","FUL","D","209","W (Thu)","SHU 1<br/>@FUL 3 F","7","7","0%","1155.83","19%","+7%","1","70","0","0","0","1","3","1","0","0","0","2","2","0","0","2","0","0","0","1","0"
"*06cm4*","Chiedozie Ogbene","LUT","F","207","W (Thu)","TOT 1<br/>@LUT 0 F","7","7","1%","1108.52","2%","-4.6%","1","90","0","1","0","0","2","2","0","0","0","0","0","4","0","0","0","0","0","1","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","309","W (Thu)","NOT 0<br/>@CRY 0 F","7","7","0%","1105.6","1%","+0.1%","1","63","0","0","0","0","1","1","0","0","0","2","1","3","0","1","0","0","0","0","1"
"*03rzp*","Antonee Robinson","FUL","D","151","Vroom","SHU 1<br/>@FUL 3 F","6.75","6.75","83%","116.1","71%","+17.2%","1","90","0","1","0","0","1","0","0","0","1","2","3","3","0","4","0","0","1","1","0"
"*04mqv*","Emerson","WHU","D","114","avitek","NEW 2<br/>@WHU 2 F","6.75","6.75","11%","292.85","50%","-1.4%","1","90","0","1","1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","2","0"
"*03amm*","Reece Burke","LUT","D","160","W (Thu)","TOT 1<br/>@LUT 0 F","6.75","6.75","0%","1169.55","1%","-2.2%","1","90","0","2","0","0","1","1","0","0","0","1","5","0","1","1","0","0","0","1","0"
"*03ybi*","Marcus Rashford","MUN","F","45","Maddihat","BRF 1<br/>@MUN 2 F","6.5","6.5","100%","7.82","100%","-0.1%","1","62","0","0","0","1","0","0","0","0","0","0","1","4","0","1","0","0","0","1","0"
"*05rb8*","Moises Caicedo","CHE","M","205","W (Thu)","CHE 4<br/>@BUR 1 F","6.5","6.5","91%","101.43","69%","+0.2%","1","90","0","2","0","0","1","0","1","0","0","0","0","1","2","1","0","0","0","1","0"
"*05o4c*","Timothy Castagne","FUL","D","185","4b. DcbB","SHU 1<br/>@FUL 3 F","6.5","6.5","0%","-","50%","+7.7%","1","90","0","1","0","0","0","0","0","0","1","2","2","1","0","2","0","0","0","1","0"
"*06dqv*","Luca Koleosho","BUR","F","112","W (Thu)","CHE 4<br/>@BUR 1 F","6.5","6.5","0%","1155.7","10%","-15.4%","1","28","0","1","0","1","0","1","0","0","1","0","0","2","0","0","0","0","0","2","0"
"*02ln2*","Jonny Evans","MUN","D","222","W (Thu)","BRF 1<br/>@MUN 2 F","6.5","6.5","0%","1141.3","10%","+4.4%","1","90","0","1","0","0","1","0","0","0","0","1","2","0","1","3","0","0","0","1","0"
"*068yi*","Illia Zabarnyi","BOU","D","202","W (Thu)","BOU 0<br/>@EVE 3 F","6.5","6.5","0%","1209.18","7%","0%","1","90","0","0","0","1","1","0","0","0","0","1","10","0","0","6","0","0","0","3","0"
"*062h9*","Luis Sinisterra","BOU","F","289","W (Thu)","BOU 0<br/>@EVE 3 F","6.5","6.5","0%","-","6%","0%","1","32","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0"
"*03gu5*","Andrew Robertson","LIV","D","36","Kish123","LIV 2<br/>@BHA 2 F","6.25","6.25","100%","30.96","100%","0%","1","90","0","2","0","0","4","0","0","0","1","1","1","0","0","0","0","0","0","2","0"
"*062ci*","Kaoru Mitoma","BHA","M","17","Kish123","LIV 2<br/>@BHA 2 F","6","6","100%","19.37","100%","0%","1","90","0","0","0","0","0","2","0","0","0","2","0","5","0","0","0","0","0","2","0"
"*0642l*","Casemiro","MUN","M","75","dsb_ff","BRF 1<br/>@MUN 2 F","6","6","99%","67.85","97%","-1.2%","1","45","0","1","0","0","0","0","0","0","2","1","1","0","0","2","0","0","0","1","0"
"*04io4*","Richarlison","TOT","F","93","Kish123","TOT 1<br/>@LUT 0 F","6","6","98%","80.15","96%","+10.7%","1","45","0","0","0","1","2","3","0","0","1","1","0","0","0","3","0","0","0","0","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","149","XXX","BOU 0<br/>@EVE 3 F","6","6","82%","115.08","83%","+11.4%","1","82","0","0","0","0","0","1","0","0","0","1","0","2","0","7","0","0","0","0","1"
"*05gcx*","Josh Brownhill","BUR","M","121","Adam","CHE 4<br/>@BUR 1 F","6","6","85%","111.13","46%","-10.7%","1","90","0","1","0","0","2","1","0","0","0","2","3","0","0","1","0","0","0","4","0"
"*062x7*","Rico Lewis","MCI","D","332","deceptiv","MCI 0<br/>@ARS 1 F","6","6","22%","189.52","29%","+16.8%","1","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*05tre*","Vitaly Janelt","BRF","M","128","W (Thu)","BRF 1<br/>@MUN 2 F","6","6","2%","1120.73","10%","+0.7%","1","69","0","2","0","0","1","0","1","0","0","2","1","0","0","0","0","0","0","0","1"
"*0328q*","Tom Cairney","FUL","M","288","W (Thu)","SHU 1<br/>@FUL 3 F","6","6","0%","1180.6","0%","0%","1","18","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*061vq*","Erling Haaland","MCI","F","5","dsb_ff","MCI 0<br/>@ARS 1 F","5.5","5.5","100%","1.12","100%","0%","1","90","0","2","0","0","0","1","0","0","0","0","1","1","0","2","0","0","0","1","0"
"*03v9d*","Son Heung-Min","TOT","F","11","deceptiv","TOT 1<br/>@LUT 0 F","5.5","5.5","100%","11.7","100%","0%","1","75","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*04spp*","Douglas Luiz","AVL","M","50","Maddihat","AVL 1<br/>@WOL 1 F","5.5","5.5","97%","92.32","98%","+1.5%","1","90","0","1","0","0","2","0","0","0","1","0","1","0","0","1","0","0","0","1","0"
"*06ex4*","Josko Gvardiol","MCI","D","130","W (Thu)","MCI 0<br/>@ARS 1 F","5.5","5.5","79%","73.69","82%","-0.1%","1","90","0","0","0","1","2","2","0","0","0","2","2","0","1","1","0","0","0","1","0"
"*038ze*","Alex Iwobi","FUL","M","206","Vroom","SHU 1<br/>@FUL 3 F","5.5","5.5","94%","95.62","64%","+2.4%","1","78","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*02m6x*","Tim Ream","FUL","D","155","W (Thu)","SHU 1<br/>@FUL 3 F","5.5","5.5","10%","306.95","34%","+5%","1","90","0","0","0","0","3","2","0","0","0","1","2","0","0","4","0","0","0","1","0"
"*06fxf*","Sofyan Amrabat","MUN","M","317","W (Thu)","BRF 1<br/>@MUN 2 F","5.5","5.5","0%","-","34%","-3.8%","1","86","0","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*04yey*","Max Kilman","WOL","D","165","W (Thu)","AVL 1<br/>@WOL 1 F","5.5","5.5","19%","215.9","23%","+0.2%","1","90","0","1","0","0","0","0","0","0","0","1","6","0","1","2","0","0","0","1","0"
"*0477b*","Oliver McBurnie","SHU","F","187","W (Thu)","SHU 1<br/>@FUL 3 F","5.5","5.5","19%","213.42","21%","-0.1%","1","90","0","0","0","2","0","2","1","0","0","1","1","1","0","5","0","0","0","3","0"
"*05o8o*","Jayden Bogle","SHU","D","228","W (Thu)","SHU 1<br/>@FUL 3 F","5.5","5.5","0%","1136.68","5%","-1.4%","1","90","0","0","1","0","0","2","0","0","0","3","2","1","0","1","0","0","0","3","0"
"*043qy*","Lewis Cook","BOU","M","146","W (Thu)","BOU 0<br/>@EVE 3 F","5.5","5.5","0%","-","4%","+1.6%","1","65","0","1","0","0","1","1","0","0","0","2","0","0","1","0","0","0","0","3","0"
"*06fwi*","Carlos Baleba","BHA","M","328","W (Thu)","LIV 2<br/>@BHA 2 F","5.5","5.5","0%","-","4%","+1.1%","1","90","0","0","0","0","0","0","1","0","0","3","0","2","2","1","0","0","0","2","0"
"*04kj7*","Serge Aurier","NOT","D","154","Pancake","NOT 0<br/>@CRY 0 F","5.25","5.25","25%","156.7","57%","-3%","1","45","0","0","0","1","0","1","0","0","0","1","3","1","0","1","0","0","0","0","0"
"*05w9i*","Marc Cucurella","CHE","D","281","Kish123","CHE 4<br/>@BUR 1 F","5.25","5.25","33%","151.57","52%","+21.8%","1","90","0","1","0","0","3","0","1","0","0","3","1","0","0","1","0","0","0","1","0"
"*05yld*","Luis Diaz","LIV","F","88","Adam","LIV 2<br/>@BHA 2 F","5","5","100%","25.29","100%","0%","1","90","0","0","0","0","3","1","0","0","0","0","0","2","0","1","0","0","0","2","0"
"*0414p*","Carlton Morris","LUT","F","30","dsb_ff","TOT 1<br/>@LUT 0 F","5","5","85%","112.29","93%","-2%","1","90","0","1","0","1","0","1","1","0","0","0","1","2","0","3","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","13","Pancake","NEW 2<br/>@WHU 2 F","5","5","2%","292.18","85%","0%","1","90","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","0"
"*04f67*","Philip Billing","BOU","M","108","deceptiv","BOU 0<br/>@EVE 3 F","5","5","75%","128.34","71%","-1.1%","1","90","0","1","0","0","2","3","0","0","0","0","3","0","1","3","0","0","0","3","0"
"*06fg0*","Gustavo Hamer","SHU","M","67","XXX","SHU 1<br/>@FUL 3 F","5","5","0%","1152.11","60%","+4.8%","1","65","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0","0","1","0"
"*058vb*","Cameron Archer","SHU","F","218","W (Thu)","SHU 1<br/>@FUL 3 F","5","5","1%","1147.17","11%","-0.9%","1","78","0","2","0","0","0","4","0","0","0","0","0","2","0","2","0","0","0","2","0"
"*04spx*","Tahith Chong","LUT","M","318","W (Thu)","TOT 1<br/>@LUT 0 F","5","5","16%","255.82","3%","-0.5%","1","22","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"*0637b*","Orel Mangala","NOT","M","247","W (Thu)","NOT 0<br/>@CRY 0 F","5","5","0%","-","1%","+0.2%","1","82","0","1","0","0","2","2","0","0","0","1","1","0","0","0","0","0","0","0","1"
"*052ca*","Ezri Konsa","AVL","D","195","W (Thu)","AVL 1<br/>@WOL 1 F","4.75","4.75","11%","299.11","23%","+4.1%","1","90","0","1","0","1","0","0","0","0","0","1","3","0","1","0","0","0","0","1","0"
"*062ce*","Auston Trusty","SHU","D","348","W (Thu)","SHU 1<br/>@FUL 3 F","4.75","4.75","1%","1123.07","1%","+0.1%","1","90","0","1","0","0","1","1","0","0","0","0","13","0","2","3","0","0","0","3","0"
