"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*04y92*","Bukayo Saka","ARS","M","2","Adam","WHU 2<br/>@ARS 0 F","17","17","100%","4.26","100%","0%","1","90","0","4","0","3","1","2","0","0","2","0","0","1","0","0","0","0","0","2","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","21","deceptiv","NOT 3<br/>@NEW 1 F","17","17","100%","43.34","99%","+0.4%","1","90","0","4","0","0","3","1","0","0","1","1","2","3","0","3","0","0","0","1","0"
"*051k0*","John McGinn","AVL","M","26","Kish123","AVL 2<br/>@MUN 3 F","17","17","64%","130.6","92%","+0.1%","1","85","1","1","0","2","0","2","0","0","0","1","1","1","0","2","0","0","0","3","0"
"*06c6a*","Alfie Doughty","LUT","M","41","Vroom","LUT 3<br/>@SHU 2 F","17","17","48%","142.28","78%","+2.2%","1","77","1","1","0","1","1","1","0","0","1","0","3","2","0","1","0","0","0","2","0"
"*04spq*","Jack Harrison","EVE","M","110","4b. DcbB","MCI 3<br/>@EVE 1 F","17","17","0%","1101.62","59%","+2.8%","1","79","1","1","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*062h9*","Luis Sinisterra","BOU","F","194","FA","FUL 0<br/>@BOU 3 F","17","17","0%","-","7%","+1.6%","1","17","1","2","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"*04mqv*","Emerson","WHU","D","129","FA","WHU 2<br/>@ARS 0 F","16.75","16.75","11%","292.83","46%","+6.5%","1","90","0","0","0","0","3","1","0","0","0","2","5","0","1","2","0","1","0","0","1"
"*03vlj*","Virgil van Dijk","LIV","D","18","Adam","LIV 2<br/>@BUR 0 F","16.5","16.5","100%","43.74","100%","0%","1","90","0","0","0","0","0","0","0","0","0","1","6","1","0","7","0","0","0","0","1"
"*068a1*","Mykhailo Mudryk","CHE","M","109","Pancake","CRY 1<br/>@CHE 2 F","16.5","16.5","100%","57.69","87%","+2%","1","70","1","1","0","2","1","3","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*05uor*","Yoane Wissa","BRF","F","56","Adam","WOL 4<br/>@BRF 1 F","16.5","16.5","76%","120.86","86%","+0.6%","1","85","1","2","0","1","0","2","0","0","2","0","1","0","0","1","0","0","0","4","0"
"*03r93*","Joseph Gomez","LIV","D","140","Vroom","LIV 2<br/>@BUR 0 F","16.5","16.5","1%","1125.87","62%","+5.8%","1","90","0","0","0","0","3","1","0","0","0","1","0","3","0","4","0","0","0","0","1"
"*04io3*","Mario Lemina","WOL","M","84","FA","WOL 4<br/>@BRF 1 F","16.5","16.5","0%","1184.06","43%","+9.9%","1","90","1","0","0","1","3","0","0","0","0","1","3","0","0","3","0","0","0","1","0"
"*068yi*","Illia Zabarnyi","BOU","D","165","dsb_ff","FUL 0<br/>@BOU 3 F","16.25","16.25","0%","1209.17","21%","-0.2%","1","90","0","1","0","0","1","0","0","0","0","1","5","0","0","5","0","0","0","0","1"
"*067yz*","Matheus Cunha","WOL","F","19","Maddihat","WOL 4<br/>@BRF 1 F","16","16","34%","147.14","88%","+0.3%","1","90","0","2","1","0","0","1","0","0","0","2","3","3","1","1","0","0","0","1","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","293","FA","LUT 3<br/>@SHU 2 F","16","16","21%","193.69","9%","-0.3%","1","90","1","1","0","1","3","0","1","0","0","3","0","0","0","4","0","0","0","3","0"
"*05gcp*","Tomas Soucek","WHU","M","50","dsb_ff","WHU 2<br/>@ARS 0 F","15.5","15.5","59%","136.69","88%","+1.1%","1","90","1","0","0","1","1","1","0","0","0","1","5","0","2","0","0","0","0","0","1"
"*058vb*","Cameron Archer","SHU","F","126","FA","LUT 3<br/>@SHU 2 F","15.5","15.5","1%","1152.38","19%","-3.4%","1","85","0","2","1","2","1","1","0","0","0","0","1","0","1","0","0","0","0","3","0"
"*06f8y*","Alex Scott","BOU","M","324","deceptiv","FUL 0<br/>@BOU 3 F","15.5","15.5","1%","1095.62","12%","+7.8%","1","90","0","1","1","0","2","0","0","0","1","1","5","2","0","1","0","0","0","0","1"
"*05gcr*","Bruno Fernandes","MUN","M","11","4b. DcbB","AVL 2<br/>@MUN 3 F","15","15","100%","3.53","100%","0%","1","90","0","3","0","1","3","1","1","0","1","3","2","2","0","1","0","0","0","2","0"
"*05r9b*","Martin Odegaard","ARS","M","17","avitek","WHU 2<br/>@ARS 0 F","15","15","100%","8.52","100%","0%","1","90","0","6","0","1","0","2","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*03ybi*","Marcus Rashford","MUN","F","91","Maddihat","AVL 2<br/>@MUN 3 F","15","15","100%","7.82","99%","+0.9%","1","79","0","1","1","2","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0"
"*02lnx*","Danny Welbeck","BHA","F","230","FA","TOT 2<br/>@BHA 4 F","15","15","34%","150.19","25%","+0.2%","1","68","0","0","1","2","0","0","0","0","0","1","1","2","0","0","0","1","0","0","1"
"*04fk1*","Pascal Gross","BHA","M","7","XXX","TOT 2<br/>@BHA 4 F","14.5","14.5","100%","36.28","100%","+0.1%","1","90","0","3","0","0","3","1","0","0","1","4","4","0","1","0","0","0","0","2","0"
"*0414p*","Carlton Morris","LUT","F","88","FA","LUT 3<br/>@SHU 2 F","14","14","85%","112.31","60%","-0.8%","1","18","0","0","2","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","225","FA","WOL 4<br/>@BRF 1 F","14","14","0%","-","7%","+3.3%","1","45","1","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"*062p3*","Keane Lewis-Potter","BRF","F","257","FA","WOL 4<br/>@BRF 1 F","14","14","2%","1102.09","7%","+0.9%","1","85","0","2","0","2","1","0","0","0","1","0","1","4","0","0","0","0","0","4","0"
"*05yg5*","Toti","WOL","D","204","FA","WOL 4<br/>@BRF 1 F","14","14","0%","1227.21","5%","+1.2%","1","90","0","1","1","0","0","0","0","0","0","1","4","0","2","3","0","0","0","1","0"
"*05ue3*","Albert Sambi Lokonga","LUT","M","352","FA","LUT 3<br/>@SHU 2 F","14","14","0%","1097.8","1%","+0.2%","1","90","0","1","1","0","2","0","0","0","0","0","1","1","3","0","0","0","0","2","0"
"*06exb*","Rasmus Hojlund","MUN","F","238","Maddihat","AVL 2<br/>@MUN 3 F","13.5","13.5","74%","60.83","74%","+2.8%","1","88","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0"
"*068a7*","Pablo Sarabia","WOL","M","95","Adam","WOL 4<br/>@BRF 1 F","13.5","13.5","8%","332.69","63%","+3.9%","1","64","0","3","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","0"
"*02lpf*","Ross Barkley","LUT","M","132","deceptiv","LUT 3<br/>@SHU 2 F","13.5","13.5","9%","311.61","43%","+5.2%","1","90","0","2","0","1","1","0","0","0","0","2","1","3","1","1","0","0","0","2","0"
"*03rxb*","Angelo Ogbonna","WHU","D","371","FA","WHU 2<br/>@ARS 0 F","13.5","13.5","0%","1103.6","0%","+0.1%","1","90","0","0","0","0","1","0","0","0","0","0","6","1","4","0","0","0","0","0","1"
"*04qr8*","Diogo Jota","LIV","F","104","Adam","LIV 2<br/>@BUR 0 F","13","13","100%","52.5","96%","+3.6%","1","5","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","190","Maddihat","TOT 2<br/>@BHA 4 F","13","13","100%","43","93%","+6.2%","1","45","1","0","0","1","2","0","0","0","0","2","0","0","1","0","0","0","0","2","0"
"*068n8*","Noni Madueke","CHE","F","338","FA","CRY 1<br/>@CHE 2 F","13","13","76%","120.79","27%","+3.5%","1","18","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0"
"*05n07*","Pedro Porro","TOT","D","20","dsb_ff","TOT 2<br/>@BHA 4 F","12.75","12.75","100%","52.16","100%","0%","1","90","0","3","1","0","1","0","0","0","2","2","3","0","1","1","0","0","0","4","0"
"*03fgo*","Dominic Solanke","BOU","F","15","4b. DcbB","FUL 0<br/>@BOU 3 F","12.5","12.5","88%","107.93","99%","+0.1%","1","90","1","0","0","1","1","3","0","0","0","0","1","1","0","2","0","0","0","0","1"
"*068y0*","Antoine Semenyo","BOU","F","94","FA","FUL 0<br/>@BOU 3 F","12.5","12.5","0%","1069.57","47%","+0.5%","1","71","0","1","1","0","0","2","0","0","0","0","1","3","0","1","0","1","0","0","1"
"*06fwz*","Murillo","NOT","M","195","FA","NOT 3<br/>@NEW 1 F","12.5","12.5","0%","-","13%","+0.4%","1","90","0","1","1","0","0","1","0","0","0","0","7","3","2","0","0","0","0","1","0"
"*06ezc*","Alejo Veliz","TOT","F","407","FA","TOT 2<br/>@BHA 4 F","12.5","12.5","0%","1130.1","1%","+0.2%","1","19","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*02oo1*","Ben Davies","TOT","D","214","Adam","TOT 2<br/>@BHA 4 F","12.25","12.25","11%","295.52","26%","+0.4%","1","90","1","0","0","1","2","0","0","0","0","1","1","0","0","5","0","0","0","4","0"
"*02lm7*","Jack Grealish","MCI","M","143","XXX","MCI 3<br/>@EVE 1 F","12","12","100%","15.01","98%","+0.3%","1","90","0","4","0","1","2","0","1","0","0","0","1","2","0","0","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","14","Pancake","WHU 2<br/>@ARS 0 F","12","12","2%","291.98","85%","+0.1%","1","90","0","1","1","0","0","0","0","0","0","1","5","0","1","2","0","0","0","0","1"
"*067ys*","Jack Hinshelwood","BHA","M","245","FA","TOT 2<br/>@BHA 4 F","12","12","0%","-","5%","+1.6%","1","90","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","2","0"
"*05opk*","Vladimir Coufal","WHU","D","61","Pancake","WHU 2<br/>@ARS 0 F","11.75","11.75","15%","266.53","81%","+1.3%","1","90","0","0","0","0","1","1","0","0","0","0","5","0","0","4","0","0","0","0","1"
"*03v9d*","Son Heung-Min","TOT","F","3","deceptiv","TOT 2<br/>@BHA 4 F","11.5","11.5","100%","11.7","100%","0%","1","90","0","2","1","0","0","3","0","0","0","2","0","1","0","0","0","0","0","4","0"
"*04p0d*","Dwight McNeil","EVE","M","42","deceptiv","MCI 3<br/>@EVE 1 F","11.5","11.5","96%","76.38","97%","+0.7%","1","90","0","2","1","0","0","3","0","0","0","1","0","1","1","0","0","0","0","3","0"
"*05vyj*","Evan Ferguson","BHA","F","113","XXX","TOT 2<br/>@BHA 4 F","11.5","11.5","97%","79.62","87%","-0.4%","1","20","0","0","1","0","0","0","0","0","0","1","1","1","0","3","0","1","0","2","0"
"*02lv9*","James Milner","BHA","M","239","FA","TOT 2<br/>@BHA 4 F","11.5","11.5","4%","381.99","3%","0%","1","68","0","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*06fg0*","Gustavo Hamer","SHU","M","80","Maddihat","LUT 3<br/>@SHU 2 F","11","11","0%","1152.33","39%","-4.3%","1","71","0","3","0","1","0","0","1","0","0","4","2","1","0","0","0","0","0","1","0"
"*063e7*","Marcos Senesi","BOU","D","124","Vroom","FUL 0<br/>@BOU 3 F","10.75","10.75","3%","398.43","59%","+3%","1","90","0","0","0","0","0","1","0","0","0","0","5","0","2","2","0","0","0","0","1"
"*03sgc*","Jordan Ayew","CRY","F","70","FA","CRY 1<br/>@CHE 2 F","10.5","10.5","58%","131.26","73%","+1.4%","1","78","0","1","1","0","1","1","0","0","1","0","1","1","0","0","0","0","0","1","0"
"*05tre*","Vitaly Janelt","BRF","M","107","FA","WOL 4<br/>@BRF 1 F","10.5","10.5","2%","1120.15","32%","+0.7%","1","90","0","1","0","1","2","0","0","0","2","0","1","1","1","1","0","0","0","4","0"
"*068lx*","Dango Ouattara","BOU","F","276","Kish123","FUL 0<br/>@BOU 3 F","10.5","10.5","55%","132.63","26%","+2.7%","1","90","0","0","0","0","3","0","0","0","0","3","2","2","1","3","0","0","0","0","1"
"*04xjr*","Harvey Elliott","LIV","M","218","FA","LIV 2<br/>@BUR 0 F","10.5","10.5","14%","274.92","24%","-0.6%","1","66","0","2","0","1","2","1","0","0","0","0","0","2","0","0","0","0","0","0","1"
"*05yld*","Luis Diaz","LIV","F","86","Adam","LIV 2<br/>@BUR 0 F","10","10","100%","25.28","99%","+0.2%","1","22","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","178","Adam","MCI 3<br/>@EVE 1 F","10","10","84%","114.88","88%","+2.8%","1","90","0","0","1","0","0","0","0","0","0","1","4","1","0","2","0","0","0","1","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","127","deceptiv","CRY 1<br/>@CHE 2 F","10","10","1%","1145.96","36%","+1.2%","1","90","0","2","0","1","1","4","0","0","0","0","1","4","0","2","0","0","0","2","0"
"*06fhy*","Wilson Odobert","BUR","F","172","FA","LIV 2<br/>@BUR 0 F","10","10","0%","-","19%","+8.1%","1","90","0","1","0","0","1","0","0","0","1","0","0","6","0","0","0","0","0","2","0"
"*05uhs*","James Mcatee","SHU","M","137","FA","LUT 3<br/>@SHU 2 F","10","10","0%","1148.2","11%","-1.9%","1","90","0","2","1","0","0","4","0","0","0","1","1","1","0","0","0","0","0","3","0"
"*04rh9*","David Brooks","BOU","M","267","FA","FUL 0<br/>@BOU 3 F","10","10","10%","296.61","3%","-0.1%","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ir*","Clement Lenglet","AVL","D","401","FA","AVL 2<br/>@MUN 3 F","9.75","9.75","0%","-","11%","+2.6%","1","90","0","1","1","0","2","0","0","0","0","1","3","0","0","3","0","0","0","3","0"
"*045c8*","Gabriel Jesus","ARS","F","90","XXX","WHU 2<br/>@ARS 0 F","9.5","9.5","100%","20.79","100%","0%","1","90","0","4","0","1","1","1","1","0","0","1","2","0","0","0","0","0","0","2","0"
"*06c6c*","Elijah Adebayo","LUT","F","155","avitek","LUT 3<br/>@SHU 2 F","9.5","9.5","18%","227.37","25%","-1.1%","1","70","0","2","0","1","0","2","0","0","0","0","3","1","1","5","0","0","0","2","0"
"*046c5*","Jarrod Bowen","WHU","M","10","dsb_ff","WHU 2<br/>@ARS 0 F","9","9","100%","32.5","100%","0%","1","90","0","1","1","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","1"
"*04agz*","Declan Rice","ARS","M","51","dsb_ff","WHU 2<br/>@ARS 0 F","9","9","99%","49.39","99%","0%","1","90","0","2","0","0","1","0","0","0","0","1","1","1","0","4","0","0","0","2","0"
"*04yey*","Max Kilman","WOL","D","147","FA","WOL 4<br/>@BRF 1 F","9","9","19%","216.84","36%","+0.3%","1","90","0","1","0","0","0","0","1","0","0","2","8","0","1","6","0","0","0","1","0"
"*02lp7*","Andros Townsend","LUT","M","185","4b. DcbB","LUT 3<br/>@SHU 2 F","9","9","0%","-","30%","+3.3%","1","83","0","2","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*06fso*","Wataru Endo","LIV","M","291","FA","LIV 2<br/>@BUR 0 F","9","9","0%","1188.6","9%","+0.6%","1","90","0","2","0","1","0","3","0","0","0","1","3","0","0","5","0","0","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","40","Maddihat","CRY 1<br/>@CHE 2 F","8.5","8.5","59%","137.81","95%","0%","1","90","0","2","0","0","2","2","1","0","1","1","1","2","1","1","0","0","0","1","0"
"*056mf*","Neal Maupay","BRF","F","169","XXX","WOL 4<br/>@BRF 1 F","8.5","8.5","1%","1151.52","19%","-1.6%","1","90","0","1","1","0","0","2","0","0","0","0","0","1","0","1","0","0","0","4","0"
"*03rzp*","Antonee Robinson","FUL","D","62","deceptiv","FUL 0<br/>@BOU 3 F","8.25","8.25","83%","116.1","92%","-1%","1","82","0","2","0","1","1","1","0","0","2","0","3","2","0","1","0","0","0","2","0"
"*02lp5*","Adam Smith","BOU","D","220","dsb_ff","FUL 0<br/>@BOU 3 F","8.25","8.25","0%","1188.65","13%","-1.3%","1","90","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1"
"*04yo6*","Miguel Almiron","NEW","M","93","Pancake","NOT 3<br/>@NEW 1 F","8","8","100%","69.81","95%","-1.4%","1","54","0","2","0","0","2","1","0","0","1","0","0","1","0","1","0","0","0","2","0"
"*04sjv*","Ryan Giles","LUT","M","295","FA","LUT 3<br/>@SHU 2 F","8","8","10%","305.03","3%","-0.3%","1","71","0","1","0","0","2","0","0","0","0","3","3","0","0","2","0","0","0","2","0"
"*06fy5*","Mike Tresor","BUR","F","325","FA","LIV 2<br/>@BUR 0 F","8","8","0%","-","0%","0%","1","60","0","1","0","0","1","1","0","0","0","0","0","5","0","1","0","0","0","1","0"
"*06c5y*","Amari'i Bell","LUT","D","266","FA","LUT 3<br/>@SHU 2 F","7.75","7.75","15%","251.72","4%","-0.2%","1","90","0","0","0","0","1","0","0","0","0","5","3","0","1","4","0","0","0","2","0"
"*05nt6*","Eberechi Eze","CRY","M","52","Adam","CRY 1<br/>@CHE 2 F","7.5","7.5","100%","27.73","99%","0%","1","90","0","3","0","0","0","3","0","0","0","2","0","1","0","0","0","0","0","2","0"
"*061ve*","Ryan Christie","BOU","M","65","dsb_ff","FUL 0<br/>@BOU 3 F","7.5","7.5","8%","336.31","65%","-1.6%","1","90","0","0","0","0","2","0","0","0","0","2","0","1","1","1","0","0","0","0","1"
"*06f7b*","Vinicius de Souza Costa","SHU","M","166","FA","LUT 3<br/>@SHU 2 F","7.5","7.5","0%","1193.43","6%","+0.1%","1","85","0","0","0","0","4","1","0","0","0","1","3","2","0","2","0","0","0","3","0"
"*05trk*","Saman Ghoddos","BRF","F","264","FA","WOL 4<br/>@BRF 1 F","7.5","7.5","0%","-","3%","0%","1","90","0","2","0","0","0","0","0","0","1","1","2","1","0","1","0","0","0","4","0"
"*0524k*","Rodri","MCI","M","66","Vroom","MCI 3<br/>@EVE 1 F","7","7","99%","54.39","99%","+0.2%","1","90","0","1","0","0","1","1","0","0","0","2","3","1","0","3","0","0","0","1","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","125","XXX","WHU 2<br/>@ARS 0 F","7","7","99%","79.45","93%","+0.1%","1","90","0","0","0","0","1","0","0","0","1","2","4","0","0","6","0","0","0","2","0"
"*04spw*","James Garner","EVE","M","60","Pancake","MCI 3<br/>@EVE 1 F","7","7","5%","381.9","67%","+1%","1","90","0","1","0","0","1","0","0","0","0","2","2","0","2","0","0","0","0","3","0"
"*0574a*","Giovani Lo Celso","TOT","M","233","dsb_ff","TOT 2<br/>@BHA 4 F","7","7","17%","225.42","26%","+2.9%","1","24","0","2","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","304","FA","TOT 2<br/>@BHA 4 F","7","7","42%","141.15","17%","+0.1%","1","90","0","0","0","0","2","0","0","0","0","2","2","3","0","0","0","0","0","4","0"
"*06clx*","Jordan Beyer","BUR","D","203","FA","LIV 2<br/>@BUR 0 F","7","7","19%","209.02","9%","+0.9%","1","90","0","0","0","0","2","0","0","0","0","3","4","0","3","2","0","0","0","2","0"
"*06fwx*","Santiago Bueno","WOL","D","423","FA","WOL 4<br/>@BRF 1 F","7","7","0%","-","0%","-0.1%","1","90","0","0","0","0","1","0","0","0","0","2","8","1","0","3","0","0","0","1","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","237","W (Mon)","WOL 4<br/>@BRF 1 F","6.75","6.75","3%","382.04","18%","+1.1%","1","79","0","1","0","0","0","0","0","0","0","0","3","6","0","0","0","0","0","1","0"
"*03jly*","Andreas Pereira","FUL","M","54","Pancake","FUL 0<br/>@BOU 3 F","6.5","6.5","98%","75.59","93%","-1.2%","1","82","0","2","0","1","0","1","1","0","1","0","0","2","0","0","0","0","0","2","0"
"*04qfz*","Diogo Dalot","MUN","D","72","4b. DcbB","AVL 2<br/>@MUN 3 F","6.25","6.25","99%","79.85","97%","+1.3%","1","90","0","0","0","0","4","1","0","0","1","3","7","0","0","1","0","0","0","2","0"
"*02ln2*","Jonny Evans","MUN","D","253","FA","AVL 2<br/>@MUN 3 F","6.25","6.25","0%","1141.3","7%","+0.6%","1","90","0","0","0","0","0","0","0","0","0","4","1","0","3","3","0","0","0","2","0"
"*06ex4*","Josko Gvardiol","MCI","D","179","Vroom","MCI 3<br/>@EVE 1 F","6","6","79%","73.72","76%","+3.8%","1","46","0","1","0","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*062dt*","Joao Palhinha","FUL","M","111","FA","FUL 0<br/>@BOU 3 F","6","6","29%","144.85","64%","-1.2%","1","90","0","0","0","0","4","0","0","0","0","1","4","0","1","0","0","0","0","3","0"
"*06ab3*","Lewis Miley","NEW","M","249","Pancake","NOT 3<br/>@NEW 1 F","6","6","0%","1154.7","28%","-3.8%","1","90","0","1","0","1","1","2","0","0","0","0","0","2","0","0","0","0","0","3","0"
"*0328q*","Tom Cairney","FUL","M","161","Vroom","FUL 0<br/>@BOU 3 F","6","6","0%","1180.6","20%","-3.9%","1","82","0","0","0","0","2","1","0","0","0","3","0","1","0","1","0","0","0","2","0"
"*04mi4*","Callum Hudson-Odoi","NOT","F","240","FA","NOT 3<br/>@NEW 1 F","6","6","4%","375.49","10%","-0.2%","1","78","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","134","deceptiv","TOT 2<br/>@BHA 4 F","5.75","5.75","87%","111.34","95%","+0.2%","1","90","0","4","0","1","0","1","0","0","0","1","1","3","0","0","0","0","0","4","0"
"*052h5*","Gabriel Martinelli","ARS","M","49","4b. DcbB","WHU 2<br/>@ARS 0 F","5.5","5.5","100%","12.83","100%","0%","1","63","0","1","0","0","1","1","0","0","0","1","0","2","0","0","0","0","0","2","0"
"*05uns*","Leon Bailey","AVL","F","57","avitek","AVL 2<br/>@MUN 3 F","5.5","5.5","43%","143.88","88%","-0.2%","1","76","0","1","0","1","0","3","0","0","0","0","0","2","0","2","0","0","0","2","0"
"*04tm0*","Lucas Digne","AVL","D","47","Kish123","AVL 2<br/>@MUN 3 F","5.5","5.5","45%","140.34","86%","-3.5%","1","49","0","1","0","0","0","0","0","0","2","0","2","0","0","1","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","369","FA","FUL 0<br/>@BOU 3 F","5.5","5.5","0%","-","2%","-1.5%","1","90","0","0","0","1","0","1","0","0","0","0","1","1","1","4","0","0","0","3","0"
"*05os8*","Joachim Andersen","CRY","D","36","deceptiv","CRY 1<br/>@CHE 2 F","5.25","5.25","47%","142.45","93%","+0.2%","1","90","0","0","0","1","1","1","0","0","0","1","3","0","1","4","0","0","0","2","0"
"*02m11*","Matt Doherty","WOL","D","283","FA","WOL 4<br/>@BRF 1 F","5.25","5.25","67%","131.73","17%","+0.4%","1","25","0","0","0","0","3","0","0","0","0","1","1","0","0","1","0","0","0","0","0"
