"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*062cn*","Julian Alvarez","MCI","F","5","dsb_ff","BUR 1<br/>@MCI 3 F","21.5","21.5","100%","58.07","100%","0%","1","86","2","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"*02lpf*","Ross Barkley","LUT","M","78","deceptiv","BHA 0<br/>@LUT 4 F","21","21","9%","312.01","69%","+2.1%","1","81","0","5","1","0","1","3","0","0","0","1","2","3","0","1","0","0","0","0","1"
"*05uns*","Leon Bailey","AVL","F","38","avitek","NEW 3<br/>@AVL 1 F","20.5","20.5","43%","143.93","89%","+1%","1","27","0","5","1","0","0","1","0","0","1","0","0","4","0","0","0","0","0","0","0"
"*0427d*","James Tarkowski","EVE","D","17","XXX","EVE 0<br/>@FUL 0 F","20.25","20.25","94%","94.52","99%","0%","1","90","0","2","0","1","0","0","0","0","0","1","9","0","2","3","0","0","0","0","1"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","120","deceptiv","BRF 2<br/>@TOT 3 F","20","20","87%","111.32","96%","+0.6%","1","90","1","2","0","1","2","1","0","0","0","2","6","1","0","2","0","0","0","2","0"
"*063zi*","Matheus Nunes","MCI","M","267","FA","BUR 1<br/>@MCI 3 F","20","20","30%","151.61","30%","+3.5%","1","90","0","4","1","1","1","3","0","0","1","0","1","2","0","3","0","0","0","1","0"
"*06cm4*","Chiedozie Ogbene","LUT","F","106","Vroom","BHA 0<br/>@LUT 4 F","20","20","1%","1109.48","27%","+8.1%","1","90","1","1","0","2","0","1","0","0","1","0","0","3","0","3","0","0","0","0","1"
"*03dx3*","Kieran Trippier","NEW","D","8","XXX","NEW 3<br/>@AVL 1 F","19.75","19.75","100%","11.56","100%","0%","1","90","0","4","1","0","1","0","0","0","1","1","3","1","0","2","0","0","0","1","0"
"*05gcr*","Bruno Fernandes","MUN","M","11","4b. DcbB","MUN 4<br/>@WOL 3 F","19.5","19.5","100%","3.53","100%","0%","1","90","0","4","1","1","1","1","0","0","1","0","2","1","0","2","0","0","0","3","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","57","XXX","ARS 2<br/>@NOT 1 F","18.75","18.75","99%","76.55","99%","+0.1%","1","88","0","4","1","0","1","1","0","0","2","0","1","1","1","1","0","0","0","1","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","27","Kish123","CHE 1<br/>@LIV 4 F","18.5","18.5","100%","33.73","100%","+0.1%","1","68","1","2","0","1","1","3","0","0","2","0","0","1","0","0","0","0","0","0","1"
"*0524k*","Rodri","MCI","M","37","Vroom","BUR 1<br/>@MCI 3 F","18.5","18.5","99%","54.4","100%","0%","1","86","1","1","0","1","1","0","0","0","0","0","2","1","0","5","0","0","0","0","1"
"*0414o*","James Maddison","TOT","M","32","Maddihat","BRF 2<br/>@TOT 3 F","18","18","100%","15.78","100%","0%","1","87","0","3","1","0","3","2","0","0","0","1","0","2","1","0","0","0","0","2","0"
"*03fgo*","Dominic Solanke","BOU","F","18","4b. DcbB","BOU 1<br/>@WHU 1 F","18","18","88%","107.9","99%","+0.1%","1","90","1","2","0","1","0","2","0","0","0","0","1","2","0","4","0","0","0","1","0"
"*0666p*","Kobbie Mainoo","MUN","M","279","deceptiv","MUN 4<br/>@WOL 3 F","18","18","1%","1142.84","15%","+4.5%","1","90","1","0","0","1","3","3","0","0","0","2","2","2","1","1","0","0","0","3","0"
"*04qr8*","Diogo Jota","LIV","F","45","Adam","CHE 1<br/>@LIV 4 F","17.5","17.5","100%","52.51","99%","0%","1","67","1","1","0","1","1","2","0","0","0","0","0","2","0","1","0","1","0","0","1"
"*06fv8*","Mohammed Kudus","WHU","M","41","XXX","BOU 1<br/>@WHU 1 F","17.5","17.5","0%","-","82%","+0.1%","1","88","0","1","1","0","3","5","0","0","1","1","0","5","0","0","0","1","0","1","0"
"*06fun*","Gonzalo Montiel","NOT","D","302","FA","ARS 2<br/>@NOT 1 F","16.75","16.75","0%","-","5%","+2.1%","1","90","0","1","1","0","2","2","0","0","0","3","11","0","0","5","0","0","0","2","0"
"*02lny*","Ashley Young","EVE","D","213","FA","EVE 0<br/>@FUL 0 F","16.5","16.5","6%","351.34","5%","+0.3%","1","80","0","2","0","0","1","0","0","0","2","1","2","1","0","1","0","0","0","0","1"
"*04civ*","Scott McTominay","MUN","M","90","FA","MUN 4<br/>@WOL 3 F","16","16","4%","373.22","44%","+0.5%","1","16","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"*0328q*","Tom Cairney","FUL","M","127","FA","EVE 0<br/>@FUL 0 F","16","16","0%","1180.6","26%","+4%","1","90","0","5","0","0","0","1","0","0","1","1","1","2","1","1","0","0","0","0","1"
"*05ocl*","Ollie Watkins","AVL","F","3","4b. DcbB","NEW 3<br/>@AVL 1 F","15.5","15.5","100%","19.79","100%","0%","1","90","1","1","0","2","0","2","0","0","0","0","1","1","0","1","0","0","0","3","0"
"*061ya*","Brennan Johnson","TOT","F","82","deceptiv","BRF 2<br/>@TOT 3 F","15.5","15.5","92%","98.81","90%","+1.1%","1","45","1","2","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*067yz*","Matheus Cunha","WOL","F","13","Maddihat","MUN 4<br/>@WOL 3 F","15.5","15.5","34%","147.17","88%","0%","1","90","0","2","1","1","1","3","1","0","0","0","0","6","0","0","0","0","0","4","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","202","Adam","EVE 0<br/>@FUL 0 F","15.25","15.25","2%","388","27%","+6%","1","90","0","0","0","1","0","0","0","0","0","2","5","0","0","4","0","0","0","0","1"
"*05mxc*","Timo Werner","TOT","F","376","Pancake","BRF 2<br/>@TOT 3 F","15","15","0%","-","68%","+2.5%","1","88","0","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"*068a7*","Pablo Sarabia","WOL","M","85","Adam","MUN 4<br/>@WOL 3 F","15","15","8%","332.4","65%","+1.1%","1","25","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0"
"*05o4c*","Timothy Castagne","FUL","D","164","FA","EVE 0<br/>@FUL 0 F","14.75","14.75","0%","-","27%","+4.9%","1","90","0","1","0","1","0","1","0","0","0","3","5","0","0","1","0","0","0","0","1"
"*06c5y*","Amari'i Bell","LUT","D","245","FA","BHA 0<br/>@LUT 4 F","14.75","14.75","15%","251.52","5%","+0.2%","1","90","0","0","0","0","0","0","0","0","0","2","3","2","2","2","0","0","0","0","1"
"*03rzp*","Antonee Robinson","FUL","D","50","XXX","EVE 0<br/>@FUL 0 F","14.5","14.5","83%","116.09","94%","+0.4%","1","90","0","1","0","1","1","2","0","0","3","0","2","0","0","1","0","0","0","0","1"
"*05ybq*","Vitalii Mykolenko","EVE","D","67","avitek","EVE 0<br/>@FUL 0 F","14.5","14.5","4%","385.84","81%","-0.2%","1","90","0","1","0","0","0","0","0","0","1","1","6","1","1","1","0","0","0","0","1"
"*0414p*","Carlton Morris","LUT","F","79","FA","BHA 0<br/>@LUT 4 F","14.5","14.5","85%","112.36","62%","+2.3%","1","81","0","1","1","2","0","0","0","0","0","0","0","1","0","3","0","0","0","0","1"
"*06f7b*","Vinicius de Souza Costa","SHU","M","149","FA","SHU 2<br/>@CRY 3 F","14.5","14.5","0%","1193.43","7%","+1.3%","1","90","0","1","0","0","8","5","0","0","0","4","6","1","0","4","0","0","0","3","0"
"*03r93*","Joseph Gomez","LIV","D","112","Vroom","CHE 1<br/>@LIV 4 F","14.25","14.25","1%","1125.87","61%","-1.3%","1","68","0","2","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"*05l27*","Jarrad Branthwaite","EVE","D","110","Maddihat","EVE 0<br/>@FUL 0 F","14.25","14.25","1%","1124.07","53%","+0.9%","1","90","0","0","0","0","2","0","1","0","0","1","5","0","3","3","0","0","0","0","1"
"*061x2*","Darwin Nunez","LIV","F","16","Pancake","CHE 1<br/>@LIV 4 F","14","14","100%","22.9","100%","0%","1","90","0","1","1","5","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0"
"*04spw*","James Garner","EVE","M","53","Pancake","EVE 0<br/>@FUL 0 F","14","14","5%","381.78","70%","+0.8%","1","90","0","2","0","0","2","0","0","0","0","6","4","0","1","0","0","0","0","0","1"
"*03amm*","Reece Burke","LUT","D","254","FA","BHA 0<br/>@LUT 4 F","14","14","0%","1200.32","2%","+0.7%","1","90","0","0","0","0","3","0","0","0","0","1","4","1","0","2","0","0","0","0","1"
"*051ki*","Ben Godfrey","EVE","D","368","FA","EVE 0<br/>@FUL 0 F","13.75","13.75","0%","1204.7","1%","+0.4%","1","90","0","1","0","1","2","0","1","0","0","0","7","0","0","2","0","0","0","0","1"
"*06fup*","Jeremy Doku","MCI","F","49","Kish123","BUR 1<br/>@MCI 3 F","13.5","13.5","0%","1026.6","85%","0%","1","90","0","4","0","0","1","3","1","0","0","2","0","6","0","0","0","0","0","1","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","159","XXX","ARS 2<br/>@NOT 1 F","13.5","13.5","51%","137.92","67%","+23.1%","1","45","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*06fwz*","Murillo","NOT","M","183","FA","ARS 2<br/>@NOT 1 F","13.5","13.5","0%","-","11%","+0.8%","1","90","0","0","0","0","2","0","0","0","0","4","11","1","5","3","0","0","0","2","0"
"*04yey*","Max Kilman","WOL","D","103","FA","MUN 4<br/>@WOL 3 F","13.25","13.25","19%","216.68","50%","+0.4%","1","90","1","0","0","2","0","0","0","0","0","1","5","0","2","3","0","0","0","4","0"
"*05tr9*","Mathias Jensen","BRF","M","68","XXX","BRF 2<br/>@TOT 3 F","13","13","83%","116.66","92%","0%","1","56","0","2","0","0","2","0","0","0","3","3","1","1","0","0","0","0","0","3","0"
"*06igk*","Ben Brereton","SHU","F","341","avitek","SHU 2<br/>@CRY 3 F","13","13","0%","-","32%","+9.4%","1","45","1","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","2","0"
"*04io4*","Richarlison","TOT","F","64","Vroom","BRF 2<br/>@TOT 3 F","12.5","12.5","98%","80.18","98%","+0.3%","1","90","1","0","0","2","0","3","0","0","0","1","3","0","0","0","0","0","0","2","0"
"*0477b*","Oliver McBurnie","SHU","F","142","deceptiv","SHU 2<br/>@CRY 3 F","12.5","12.5","19%","213.03","26%","+2.2%","1","63","0","1","1","1","0","1","0","0","0","0","2","0","1","4","0","0","0","2","0"
"*02oox*","Kevin De Bruyne","MCI","M","303","Kish123","BUR 1<br/>@MCI 3 F","12","12","100%","5.16","100%","0%","1","70","0","1","1","0","2","1","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*03ybi*","Marcus Rashford","MUN","F","74","Maddihat","MUN 4<br/>@WOL 3 F","12","12","100%","7.82","99%","+0.1%","1","72","1","0","0","1","0","2","0","0","0","1","1","1","0","0","0","0","0","1","0"
"*060wh*","Alejandro Garnacho","MUN","M","93","Kish123","MUN 4<br/>@WOL 3 F","12","12","85%","112.19","91%","-0.2%","1","88","0","4","0","0","3","4","1","0","1","2","0","2","0","0","0","0","0","2","0"
"*06c5z*","Gabriel Osho","LUT","D","225","FA","BHA 0<br/>@LUT 4 F","11.75","11.75","0%","1146.2","4%","+0.9%","1","90","0","0","0","0","3","0","0","0","0","1","3","1","0","0","0","0","0","0","1"
"*05ue3*","Albert Sambi Lokonga","LUT","M","299","FA","BHA 0<br/>@LUT 4 F","11.5","11.5","0%","1097.8","2%","+0.5%","1","67","0","1","1","0","1","0","1","0","0","0","0","1","1","3","0","0","0","0","1"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","169","FA","EVE 0<br/>@FUL 0 F","11","11","8%","329.13","13%","+0.8%","1","90","0","4","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1"
"*06cm0*","Christopher Nkunku","CHE","F","346","Vroom","CHE 1<br/>@LIV 4 F","10.5","10.5","98%","43.86","96%","+0.9%","1","45","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0"
"*02lsa*","Dan Burn","NEW","D","95","dsb_ff","NEW 3<br/>@AVL 1 F","10.5","10.5","96%","103.54","95%","+2.3%","1","90","0","0","0","0","2","0","0","0","0","4","6","0","0","5","0","0","0","1","0"
"*0522h*","Alexis Mac Allister","LIV","M","173","Pancake","CHE 1<br/>@LIV 4 F","10","10","100%","40.21","84%","+2.3%","1","90","0","1","0","0","6","0","0","0","0","1","1","1","0","0","0","0","0","1","0"
"*06fg0*","Gustavo Hamer","SHU","M","76","Maddihat","SHU 2<br/>@CRY 3 F","10","10","0%","1152.28","50%","+1.1%","1","86","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","0"
"*03rvw*","Harry Toffolo","NOT","D","157","4b. DcbB","ARS 2<br/>@NOT 1 F","9.75","9.75","0%","-","24%","+2.5%","1","90","0","3","0","0","2","1","0","0","2","0","5","0","0","3","0","0","0","2","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","123","Adam","EVE 0<br/>@FUL 0 F","9.5","9.5","82%","115.08","74%","-0.8%","1","80","0","2","0","0","0","0","0","0","0","0","2","0","0","11","0","0","0","0","1"
"*02m4d*","Craig Dawson","WOL","D","117","FA","MUN 4<br/>@WOL 3 F","9.5","9.5","3%","384.35","30%","-0.6%","1","90","0","1","1","1","0","0","1","0","0","0","2","1","3","4","0","0","0","4","0"
"*056mf*","Neal Maupay","BRF","F","153","FA","BRF 2<br/>@TOT 3 F","9.5","9.5","1%","1151.12","19%","+1.5%","1","90","1","1","0","1","0","5","1","0","0","1","0","0","0","0","0","0","0","3","0"
"*05uhs*","James Mcatee","SHU","M","137","avitek","SHU 2<br/>@CRY 3 F","9.5","9.5","0%","1148.2","16%","+1%","1","90","1","0","0","1","0","4","0","0","0","0","0","0","0","1","0","0","0","3","0"
"*05gcx*","Josh Brownhill","BUR","M","80","FA","BUR 1<br/>@MCI 3 F","9","9","85%","111.14","68%","+0.9%","1","90","0","3","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","3","0"
"*061ve*","Ryan Christie","BOU","M","66","dsb_ff","BOU 1<br/>@WHU 1 F","9","9","8%","336.21","59%","+0.7%","1","90","0","1","0","0","3","2","1","0","0","4","4","3","0","0","0","0","0","1","0"
"*05tr8*","Christian Norgaard","BRF","M","116","FA","BRF 2<br/>@TOT 3 F","9","9","19%","219.05","46%","+0.6%","1","90","0","1","0","0","1","1","1","0","0","7","0","0","0","3","0","0","0","3","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","242","FA","BOU 1<br/>@WHU 1 F","9","9","0%","-","21%","-1.5%","1","90","0","0","0","0","1","0","0","0","0","3","8","0","2","3","0","0","0","1","0"
"*05re5*","Carney Chukwuemeka","CHE","M","385","FA","CHE 1<br/>@LIV 4 F","9","9","23%","170.88","7%","+1.4%","1","23","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*04qos*","Issa Diop","FUL","D","294","FA","EVE 0<br/>@FUL 0 F","9","9","0%","1156.05","4%","-0.5%","1","74","0","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","1"
"*06c4j*","Ameen Al Dakhil","BUR","D","425","FA","BUR 1<br/>@MCI 3 F","9","9","0%","1122.4","1%","+0.1%","1","90","1","0","0","1","1","0","0","0","0","1","4","0","0","0","0","0","0","3","0"
"*05r9b*","Martin Odegaard","ARS","M","20","avitek","ARS 2<br/>@NOT 1 F","8.5","8.5","100%","8.52","100%","0%","1","88","0","4","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*03jly*","Andreas Pereira","FUL","M","61","Pancake","EVE 0<br/>@FUL 0 F","8.5","8.5","98%","75.6","91%","+0.2%","1","90","0","3","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1"
"*037mo*","Willian","FUL","F","88","Kish123","EVE 0<br/>@FUL 0 F","8.5","8.5","85%","107.69","82%","0%","1","90","0","3","0","0","1","3","0","0","1","0","0","2","0","0","0","0","0","0","1"
"*062dt*","Joao Palhinha","FUL","M","104","FA","EVE 0<br/>@FUL 0 F","8.5","8.5","29%","144.85","66%","0%","1","90","0","0","0","1","2","0","1","0","0","1","1","3","1","1","0","0","0","0","1"
"*068y0*","Antoine Semenyo","BOU","F","113","4b. DcbB","BOU 1<br/>@WHU 1 F","8.5","8.5","0%","1069.67","31%","-0.1%","1","67","0","1","0","2","1","1","0","0","0","1","0","0","0","2","0","0","0","1","0"
"*03am7*","Jacob Murphy","NEW","M","266","Adam","NEW 3<br/>@AVL 1 F","8.5","8.5","5%","366.03","30%","+11.2%","1","90","0","1","1","1","0","3","0","0","0","0","1","0","0","0","0","0","0","1","0"
"*06f81*","Edson Alvarez","WHU","M","208","FA","BOU 1<br/>@WHU 1 F","8.5","8.5","7%","327.76","12%","-0.2%","1","90","0","1","0","0","5","1","0","0","0","0","3","1","0","2","0","0","0","1","0"
"*05gcs*","Sander Berge","BUR","M","161","FA","BUR 1<br/>@MCI 3 F","8.5","8.5","19%","216.81","6%","+0.1%","1","90","0","1","0","0","2","0","0","0","0","2","0","1","1","1","0","0","0","3","0"
"*04abb*","Phil Foden","MCI","M","9","XXX","BUR 1<br/>@MCI 3 F","8","8","100%","16.45","100%","0%","1","75","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*0558w*","William Saliba","ARS","D","122","Pancake","ARS 2<br/>@NOT 1 F","8","8","99%","65.13","97%","-0.4%","1","90","0","0","0","0","0","0","0","0","0","3","4","0","0","6","0","0","0","1","0"
"*04io3*","Mario Lemina","WOL","M","94","FA","MUN 4<br/>@WOL 3 F","8","8","0%","1184.06","48%","+0.4%","1","90","0","3","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","4","0"
"*067z4*","David Datro Fofana","BUR","F","423","FA","BUR 1<br/>@MCI 3 F","8","8","0%","1052.6","5%","+2.3%","1","30","0","1","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0"
"*06cro*","Omari Forson","MUN","M","424","FA","MUN 4<br/>@WOL 3 F","8","8","0%","1074.6","0%","0%","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*0642l*","Casemiro","MUN","M","229","W (Fri)","MUN 4<br/>@WOL 3 F","7.5","7.5","99%","67.86","69%","+0.5%","1","72","0","0","0","1","3","0","1","0","0","3","3","0","1","1","0","0","0","1","0"
"*068a3*","Danilo","NOT","M","278","FA","ARS 2<br/>@NOT 1 F","7.5","7.5","24%","168.5","9%","+0.9%","1","90","0","0","0","0","1","0","0","0","1","2","6","2","1","1","0","0","0","2","0"
"*06c63*","Jordan Clark","LUT","M","415","FA","BHA 0<br/>@LUT 4 F","7.5","7.5","2%","1115.56","1%","0%","1","67","0","1","0","1","1","1","1","0","1","1","0","2","0","0","0","0","0","0","1"
"*04fk1*","Pascal Gross","BHA","M","7","XXX","BHA 0<br/>@LUT 4 F","7","7","100%","36.27","100%","0%","1","90","0","1","0","0","4","1","0","0","0","1","0","0","0","1","0","0","0","4","0"
"*03sgc*","Jordan Ayew","CRY","F","71","deceptiv","SHU 2<br/>@CRY 3 F","7","7","58%","131.3","72%","-0.1%","1","90","0","2","0","0","3","6","0","0","1","2","0","0","0","0","0","0","0","2","0"
"*05o8o*","Jayden Bogle","SHU","D","240","FA","SHU 2<br/>@CRY 3 F","7","7","0%","1136.69","5%","+0.2%","1","90","0","1","0","0","3","2","0","0","3","2","4","0","0","3","0","0","0","3","0"
"*04agz*","Declan Rice","ARS","M","48","dsb_ff","ARS 2<br/>@NOT 1 F","6.5","6.5","99%","49.38","99%","-0.1%","1","90","0","1","0","0","3","0","0","0","0","0","1","0","0","3","0","0","0","1","0"
"*05ylj*","Bruno Guimaraes","NEW","M","58","avitek","NEW 3<br/>@AVL 1 F","6.5","6.5","100%","39.3","98%","+0.1%","1","90","0","2","0","0","3","5","0","0","0","2","1","0","0","0","0","0","0","1","0"
"*06c6a*","Alfie Doughty","LUT","M","26","Vroom","BHA 0<br/>@LUT 4 F","6.5","6.5","48%","142.3","87%","+0.2%","1","90","0","1","0","0","2","1","0","0","1","0","2","1","0","0","0","0","0","0","1"
"*04o82*","Curtis Jones","LIV","M","281","dsb_ff","CHE 1<br/>@LIV 4 F","6.5","6.5","34%","150.33","34%","-1.9%","1","82","0","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","1","0"
"*05gcp*","Tomas Soucek","WHU","M","51","dsb_ff","BOU 1<br/>@WHU 1 F","6","6","59%","136.74","90%","-0.4%","1","90","0","0","0","0","3","1","0","0","0","0","1","0","0","7","0","0","0","1","0"
"*068ym*","Enzo Fernandez","CHE","M","114","avitek","CHE 1<br/>@LIV 4 F","6","6","99%","73.22","86%","-0.6%","1","90","0","0","0","1","1","2","1","0","0","2","1","1","2","2","0","0","0","4","0"
"*063e7*","Marcos Senesi","BOU","D","136","deceptiv","BOU 1<br/>@WHU 1 F","6","6","3%","398.34","46%","+1%","1","90","0","0","0","0","1","0","0","0","0","1","4","0","1","4","0","0","0","1","0"
"*06fvn*","Beto","EVE","F","260","FA","EVE 0<br/>@FUL 0 F","6","6","0%","-","5%","-0.3%","1","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g2o*","Joao Pedro","BHA","F","39","Maddihat","BHA 0<br/>@LUT 4 F","5.5","5.5","99%","71.71","98%","-1.5%","1","70","0","2","0","0","1","5","0","0","0","0","2","3","0","0","0","0","0","4","0"
"*04p0d*","Dwight McNeil","EVE","M","56","deceptiv","EVE 0<br/>@FUL 0 F","5.5","5.5","96%","76.34","94%","-0.4%","1","90","0","1","0","0","2","2","0","0","1","0","1","0","0","1","0","0","0","0","1"
"*0639x*","Marcus Tavernier","BOU","M","43","4b. DcbB","BOU 1<br/>@WHU 1 F","5.5","5.5","34%","147.53","91%","0%","1","88","0","2","0","0","2","5","0","0","1","0","1","1","0","0","0","0","0","1","0"
"*04spq*","Jack Harrison","EVE","M","121","4b. DcbB","EVE 0<br/>@FUL 0 F","5.5","5.5","0%","1101.62","60%","-2.1%","1","90","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"*02lnx*","Danny Welbeck","BHA","F","223","Adam","BHA 0<br/>@LUT 4 F","5.5","5.5","34%","150.2","26%","-3.4%","1","90","0","0","0","2","1","1","0","0","0","0","2","1","0","0","0","0","0","4","0"
"*04f6o*","Will Hughes","CRY","M","232","FA","SHU 2<br/>@CRY 3 F","5.5","5.5","0%","-","1%","0%","1","90","0","0","0","0","3","1","0","0","0","2","1","1","0","0","0","0","0","2","0"
"*052cg*","Yasser Larouci","SHU","D","417","FA","SHU 2<br/>@CRY 3 F","5.5","5.5","0%","1149.9","1%","0%","1","7","0","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0"
"*051k5*","Lloyd Kelly","BOU","D","347","FA","BOU 1<br/>@WHU 1 F","5.25","5.25","0%","1232.2","1%","+0.1%","1","77","0","0","0","1","4","1","0","0","0","0","3","0","0","1","0","0","0","1","0"
"*02oq6*","Luke Shaw","MUN","D","246","avitek","MUN 4<br/>@WOL 3 F","5","5","100%","39.22","89%","+0.1%","1","90","0","0","1","0","1","0","1","0","1","0","0","3","1","0","0","0","0","3","0"
"*04mqv*","Emerson","WHU","D","130","dsb_ff","BOU 1<br/>@WHU 1 F","5","5","11%","292.93","64%","-4.1%","1","90","0","0","0","0","3","0","0","0","0","0","4","1","0","2","0","0","0","1","0"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","273","FA","EVE 0<br/>@FUL 0 F","5","5","54%","135.87","17%","-0.6%","1","88","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"*04xjr*","Harvey Elliott","LIV","M","217","FA","CHE 1<br/>@LIV 4 F","5","5","14%","275","16%","-3%","1","20","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*04mcg*","Ben Johnson","WHU","D","402","FA","BOU 1<br/>@WHU 1 F","5","5","0%","-","1%","-0.9%","1","90","0","0","0","0","1","0","0","0","0","0","4","2","0","3","0","0","0","1","0"
"*068yi*","Illia Zabarnyi","BOU","D","193","dsb_ff","BOU 1<br/>@WHU 1 F","4.75","4.75","0%","1208.77","14%","-0.1%","1","90","0","1","0","0","0","0","0","0","0","0","3","0","1","3","0","0","0","1","0"
"*05ylx*","Dejan Kulusevski","TOT","M","22","Vroom","BRF 2<br/>@TOT 3 F","4.5","4.5","100%","44.08","100%","0%","1","90","0","2","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","2","0"
