"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*066si*","Alfie Gilchrist","CHE","D","516","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1095.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035mq*","Isaac Hayden","NEW","M","537","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*047l2*","Jeff Hendrick","NEW","M","541","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1246.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dpw*","Ji-Soo Kim","BRF","D","564","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1240.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05746*","Emil Krafth","NEW","D","569","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyh*","Andy Moran","BHA","M","602","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1111.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r93*","Tyler Onyango","EVE","M","624","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c5z*","Gabriel Osho","LUT","D","628","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1146.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068nb*","Sebastian Revan","AVL","D","652","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1024","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066se*","Charles Sagoe Junior","ARS","F","658","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dp*","Giulian Biancone","NOT","D","434","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1152.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dpx*","Ethan Brierley","BRF","M","438","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1048.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056ix*","Bruno Jordao","WOL","M","454","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06crn*","Toby Collyer","MUN","M","464","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ux0*","Owen Dodgson","BUR","D","483","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1093.78","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*032f5*","Paul Dummett","NEW","D","489","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1250.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m9s*","John-Kymani Gordon","CRY","F","521","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sh*","Bashir Humphreys","CHE","D","549","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1154.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066rk*","Marc Jurado Gomez","MUN","D","558","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1129.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewu*","Willy Kambwala","MUN","D","559","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mks*","Terence Kongolo","FUL","D","567","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1167.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vi*","Jamal Lowe","BOU","F","575","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwy*","Han-Noah Massengo","BUR","M","585","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewo*","Idris Odutayo","FUL","D","617","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ro*","Maximillian Oyedele","MUN","M","629","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1220.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ex1*","Ben Parkinson","NEW","F","632","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1185.6","0%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ex3*","Josh Powell","NOT","M","647","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm2*","Glen Rea","LUT","D","651","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1097.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c64*","Louie Watson","LUT","M","692","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1065.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye4*","Jack Wells-Morrison","CRY","M","694","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opi*","Andi Zeqiri","BHA","F","703","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1129.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm8*","Brandon Aguilera","NOT","M","400","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1105.52","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exg*","Nathan Carlyon","NEW","M","449","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1132.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p1*","Luke Chambers","LIV","D","457","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066t3*","Jamie Donley","TOT","F","484","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yc5*","Josh Feeney","AVL","M","496","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm3*","Aidan Francis-Clarke","LUT","D","505","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1148.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066rj*","Sean Grehan","CRY","D","526","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1098.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062z6*","Harvey Griffiths","WOL","M","527","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hcm*","Callum Marshall","WHU","F","584","FA","MCI 3<br/>@WHU 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewq*","Delano McCoy-Splatt","FUL","M","593","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06eww*","Jose Mateo Mejia Piedrahita","MUN","F","597","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ex0*","Jamie Miley","NEW","M","599","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exi*","Michael Ndiweni","NEW","F","609","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xz*","Jonathan Panzo","NOT","D","631","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1124.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6e*","Aribim Pepple","LUT","F","637","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1183.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04boi*","Dion Pereira","LUT","M","638","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1115.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewv*","Logan Pye","MUN","D","648","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nh*","Ishe Samuels-Smith","CHE","D","659","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062i0*","Lino Sousa","ARS","D","672","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062i1*","Reuell Walters","ARS","D","691","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066tb*","Kadan Young","AVL","M","702","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1040.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwh*","Valintino Adedokun","BRF","D","399","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewt*","Sonny Aljofree","MUN","D","403","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewp*","Samuel Amissah","FUL","D","408","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwk*","Emilio Ballard-Matthews","WOL","F","418","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4m*","Samuel Bastien","BUR","M","422","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1157.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sg*","Josh Brooking","CHE","D","439","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hcl*","Jake Burger","LUT","M","442","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6j*","Jili Buyabu","SHU","D","444","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066iy*","Kaelan Casey","WHU","D","451","FA","MCI 3<br/>@WHU 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066j7*","Nathan Fraser","WOL","F","507","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vc*","Ben Greenwood","BOU","D","524","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exd*","Jordan Hackett-Valton","NEW","D","530","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhv*","Micah Hamilton","MCI","M","532","FA","MCI 3<br/>@WHU 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uot*","Mackenzie Hunt","EVE","M","550","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exf*","James Huntley","NEW","M","551","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1145.27","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c61*","Joseph Johnson","LUT","D","557","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*057a1*","Gavin Kilkenny","BOU","M","563","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6b*","Jayden Luker","LUT","M","577","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6p*","Louie Marsh","SHU","F","583","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exe*","Charlie McArthur","NEW","D","590","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewy*","Alex Murphy","NEW","D","606","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060g4*","Tommi O'Reilly","AVL","M","615","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062oy*","Ademola Ola-Adebomi","CRY","F","619","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06awp*","Travis Patterson","AVL","M","634","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwj*","Alfie Pond","WOL","D","645","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewx*","Remi Savage","NEW","D","662","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1100.7","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6a*","Femi Seriki","SHU","D","665","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hck*","James Sweet","ARS","D","679","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewz*","Jay Turner-Cooke","NEW","M","686","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4z*","Jensen Weir","BHA","M","693","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1153.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052h5*","Gabriel Martinelli","ARS","M","125","4b. DcbB","ARS 1<br/>@EVE 0 F","-0.5","-0.5","100%","12.84","100%","0%","1","1","23","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414p*","Carlton Morris","LUT","F","25","dsb_ff","LUT 0<br/>@FUL 1 F","-0.5","-0.5","85%","112.29","95%","+10.6%","1","1","73","0","0.0","0","0","1","0","2","0","0","0","2","0","0","0"
"*05os8*","Joachim Andersen","CRY","D","9","deceptiv","CRY 1<br/>@AVL 3 F","-0.5","-0.5","47%","142.48","92%","-0.6%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","56","Pancake","ARS 1<br/>@EVE 0 F","-0.5","-0.5","50%","138.05","84%","+1.4%","1","1","65","0","0.0","0","0","1","0","1","0","0","0","1","2","0","1"
"*060wh*","Alejandro Garnacho","MUN","M","286","FA","BHA 3<br/>@MUN 1 F","-0.5","-0.5","85%","112.15","52%","-7.3%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","2","0","0"
"*067zv*","Kevin Schade","BRF","M","143","FA","BRF 0<br/>@NEW 1 F","-0.5","-0.5","41%","143.4","33%","-32.8%","1","0","17","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m11*","Matt Doherty","WOL","D","376","FA","LIV 3<br/>@WOL 1 F","-0.5","-0.5","67%","131.76","17%","-1.1%","1","0","29","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","241","FA","BUR 1<br/>@NOT 1 F","-0.5","-0.5","1%","1128.31","2%","-0.1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0635j*","Chris Richards","CRY","D","711","FA","CRY 1<br/>@AVL 3 F","-0.5","-0.5","0%","1140.6","0%","-0.1%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*062ce*","Auston Trusty","SHU","D","395","FA","SHU 1<br/>@TOT 2 F","-0.75","-0.75","1%","1123.07","0%","0%","1","0","3","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","223","deceptiv","ARS 1<br/>@EVE 0 F","-1","-1","96%","76.39","81%","+4.5%","1","1","87","0","0.0","0","0","2","0","0","0","0","0","0","1","0","0"
"*04azm*","Connor Roberts","BUR","D","729","FA","BUR 1<br/>@NOT 1 F","-1","-1","24%","159.87","8%","+0.8%","1","1","90","0","0.0","0","0","0","0","0","2","1","0","3","0","0","0"
"*05m46*","Luke Thomas","SHU","D","722","FA","SHU 1<br/>@TOT 2 F","-1","-1","0%","-","1%","+0.2%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*04mqv*","Emerson","WHU","D","124","avitek","MCI 3<br/>@WHU 1 F","-1.75","-1.75","11%","292.96","52%","+5.1%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*02lny*","Ashley Young","EVE","D","249","FA","ARS 1<br/>@EVE 0 F","-1.75","-1.75","6%","351.4","17%","+3.9%","1","1","86","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*06fun*","Gonzalo Montiel","NOT","D","353","FA","BUR 1<br/>@NOT 1 F","-1.75","-1.75","0%","-","3%","-0.4%","1","1","52","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","126","FA","CRY 1<br/>@AVL 3 F","-2","-2","4%","376.72","32%","-5.2%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m4d*","Craig Dawson","WOL","D","188","FA","LIV 3<br/>@WOL 1 F","-2.25","-2.25","3%","384.07","14%","-9%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*06f81*","Edson Alvarez","WHU","M","246","FA","MCI 3<br/>@WHU 1 F","-3","-3","7%","327.62","16%","+0.3%","1","1","67","0","0.0","0","0","0","0","1","2","1","0","4","0","0","0"
"*04yey*","Max Kilman","WOL","D","166","FA","LIV 3<br/>@WOL 1 F","-3.5","-3.5","19%","215.89","23%","-3.4%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*0329y*","Joel Ward","CRY","D","158","FA","CRY 1<br/>@AVL 3 F","-4.5","-4.5","2%","1108.33","10%","-2.1%","1","1","90","0","0.0","0","0","1","0","2","2","1","0","5","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","319","FA","LIV 3<br/>@WOL 1 F","-8.5","-8.5","1%","1150.79","2%","-0.3%","1","0","24","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
