"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*05rb8*","Moises Caicedo","CHE","M","220","FA","CHE 0<br/>@BOU 0 F","0","0","91%","101.43","69%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k3*","Jacob Ramsey","AVL","M","252","Maddihat","CRY 1<br/>@AVL 3 F","0","0","87%","111.04","64%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04kj7*","Serge Aurier","NOT","D","161","Pancake","BUR 1<br/>@NOT 1 F","0","0","25%","156.7","60%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0687b*","Alex Moreno","AVL","D","603","Vroom","CRY 1<br/>@AVL 3 F","0","0","98%","88.13","59%","-5.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6w*","Ivan Toney","BRF","F","684","XXX","BRF 0<br/>@NEW 1 F","0","0","62%","132.14","57%","+1.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rzp*","Antonee Robinson","FUL","D","167","Vroom","LUT 0<br/>@FUL 1 F","0","0","83%","116.1","54%","+6.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050jq*","Marc Guehi","CRY","D","102","FA","CRY 1<br/>@AVL 3 F","0","0","52%","136.59","50%","+0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tzt*","Jefferson Lerma","CRY","M","130","avitek","CRY 1<br/>@AVL 3 F","0","0","13%","288.06","46%","-4.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xs*","Julio Enciso","BHA","F","217","FA","BHA 3<br/>@MUN 1 F","0","0","96%","85.24","45%","-1.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6a*","Alfie Doughty","LUT","M","47","Vroom","LUT 0<br/>@FUL 1 F","0","0","48%","142.26","42%","+23.8%","1","0","15","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06fxf*","Sofyan Amrabat","MUN","M","348","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","38%","+10.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gw7*","Jadon Sancho","MUN","M","336","FA","BHA 3<br/>@MUN 1 F","0","0","97%","90.46","35%","-4.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os9*","Thomas Partey","ARS","M","187","FA","ARS 1<br/>@EVE 0 F","0","0","25%","151.85","33%","-1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qrc*","Raul Jimenez","FUL","F","222","FA","LUT 0<br/>@FUL 1 F","0","0","64%","131.84","33%","-4%","1","1","61","0","0.0","0","0","1","0","0","0","0","0","0","0","0","1"
"*05w9i*","Marc Cucurella","CHE","D","307","Kish123","CHE 0<br/>@BOU 0 F","0","0","33%","151.57","30%","+16.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spq*","Jack Harrison","EVE","M","316","4b. DcbB","ARS 1<br/>@EVE 0 F","0","0","0%","1101.55","30%","+2.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068n8*","Noni Madueke","CHE","F","368","FA","CHE 0<br/>@BOU 0 F","0","0","76%","120.77","28%","-2.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge6*","Joe Willock","NEW","M","699","FA","BRF 0<br/>@NEW 1 F","0","0","45%","145.03","26%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dmj*","Jurrien Timber","ARS","D","397","FA","ARS 1<br/>@EVE 0 F","0","0","97%","82.75","25%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yr*","Hamed Traore","BOU","M","301","FA","CHE 0<br/>@BOU 0 F","0","0","72%","122.28","25%","-1.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051kl*","Emiliano Buendia","AVL","M","440","FA","CRY 1<br/>@AVL 3 F","0","0","75%","115.96","24%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","328","FA","LUT 0<br/>@FUL 1 F","0","0","94%","81.37","22%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","356","FA","ARS 1<br/>@EVE 0 F","0","0","48%","141.46","20%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","429","FA","SHU 1<br/>@TOT 2 F","0","0","15%","255.29","20%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0570n*","Joao Cancelo","MCI","D","453","FA","MCI 3<br/>@WHU 1 F","0","0","61%","131.62","19%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9m*","Emerson Royal","TOT","D","303","FA","SHU 1<br/>@TOT 2 F","0","0","29%","149.18","18%","-2.1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4q*","Anass Zaroury","BUR","F","727","FA","BUR 1<br/>@NOT 1 F","0","0","62%","129.26","18%","-0.9%","1","0","26","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*068yj*","Felipe","NOT","D","707","FA","BUR 1<br/>@NOT 1 F","0","0","35%","147.12","18%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y9n*","Lewis Hall","NEW","D","715","FA","BRF 0<br/>@NEW 1 F","0","0","29%","147.22","18%","-5.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyc*","Aaron Ramsey","BUR","M","306","W (Fri)","BUR 1<br/>@NOT 1 F","0","0","0%","1162.58","17%","+15.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rec*","Tyrone Mings","AVL","D","396","FA","CRY 1<br/>@AVL 3 F","0","0","61%","131.81","16%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","387","FA","SHU 1<br/>@TOT 2 F","0","0","42%","141.09","16%","-0.9%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068y0*","Antoine Semenyo","BOU","F","169","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1069.08","14%","-2.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05re5*","Carney Chukwuemeka","CHE","M","298","FA","CHE 0<br/>@BOU 0 F","0","0","23%","171.35","13%","+1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062x7*","Rico Lewis","MCI","D","318","deceptiv","MCI 3<br/>@WHU 1 F","0","0","22%","189.52","13%","-1.4%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yq8*","Demarai Gray","EVE","M","523","FA","ARS 1<br/>@EVE 0 F","0","0","45%","144.71","12%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gvx*","Armando Broja","CHE","F","269","Vroom","CHE 0<br/>@BOU 0 F","0","0","1%","1141.79","12%","+7.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sjv*","Ryan Giles","LUT","M","213","FA","LUT 0<br/>@FUL 1 F","0","0","10%","305.16","12%","-2.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4p*","Benson Manuel","BUR","F","324","FA","BUR 1<br/>@NOT 1 F","0","0","17%","230.75","11%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a3*","Danilo","NOT","M","243","FA","BUR 1<br/>@NOT 1 F","0","0","24%","168.58","11%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a7*","Pablo Sarabia","WOL","M","182","FA","LIV 3<br/>@WOL 1 F","0","0","8%","332.91","11%","-4.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06804*","Benoit Badiashile","CHE","D","414","FA","CHE 0<br/>@BOU 0 F","0","0","11%","306.83","10%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yu*","Facundo Buonanotte","BHA","M","364","FA","BHA 3<br/>@MUN 1 F","0","0","14%","275.67","9%","-12.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sat*","Emile Smith Rowe","ARS","M","333","FA","ARS 1<br/>@EVE 0 F","0","0","19%","215.67","9%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ena*","Aaron Cresswell","WHU","D","472","FA","MCI 3<br/>@WHU 1 F","0","0","19%","217.02","8%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oo1*","Ben Davies","TOT","D","290","FA","SHU 1<br/>@TOT 2 F","0","0","11%","295.38","8%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05a6e*","Neco Williams","NOT","D","285","FA","BUR 1<br/>@NOT 1 F","0","0","18%","229.07","8%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dxq*","Danny Ings","WHU","F","381","FA","MCI 3<br/>@WHU 1 F","0","0","25%","156.19","8%","-0.5%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cb*","Ian Maatsen","CHE","D","340","FA","CHE 0<br/>@BOU 0 F","0","0","16%","242.38","7%","+1.6%","1","0","8","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*05unu*","Romeo Lavia","CHE","M","571","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","7%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lpf*","Ross Barkley","LUT","M","263","FA","LUT 0<br/>@FUL 1 F","0","0","9%","311.49","7%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pig*","Jamaal Lascelles","NEW","D","273","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1141.2","7%","+6.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062h7*","Tyler Adams","BOU","M","398","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1151.6","6%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062h9*","Luis Sinisterra","BOU","F","329","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","6%","-3.9%","1","0","16","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*0574a*","Giovani Lo Celso","TOT","M","377","FA","SHU 1<br/>@TOT 2 F","0","0","17%","225.74","6%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m5l*","John Egan","SHU","D","309","FA","SHU 1<br/>@TOT 2 F","0","0","3%","386.71","6%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056ir*","Adam Webster","BHA","D","391","FA","BHA 3<br/>@MUN 1 F","0","0","7%","343.15","6%","-1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ln2*","Jonny Evans","MUN","D","239","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1141.3","5%","+3.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fso*","Wataru Endo","LIV","M","365","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1189","5%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03am7*","Jacob Murphy","NEW","M","278","XXX","BRF 0<br/>@NEW 1 F","0","0","5%","366","5%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03u2b*","Adama Traore","FUL","F","372","FA","LUT 0<br/>@FUL 1 F","0","0","1%","1101.17","5%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05s08*","Valentino Livramento","NEW","D","393","FA","BRF 0<br/>@NEW 1 F","0","0","12%","267.45","5%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exa*","Matheus Franca","CRY","F","503","XXX","CRY 1<br/>@AVL 3 F","0","0","9%","312.26","4%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oh2*","Thiago Alcantara","LIV","M","402","FA","LIV 3<br/>@WOL 1 F","0","0","7%","339.38","4%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","717","FA","BHA 3<br/>@MUN 1 F","0","0","27%","140.92","4%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061v9*","Diego Carlos","AVL","D","312","FA","CRY 1<br/>@AVL 3 F","0","0","6%","346.71","4%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","ARS","F","331","FA","ARS 1<br/>@EVE 0 F","0","0","2%","371.71","4%","+2.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spx*","Tahith Chong","LUT","M","350","FA","LUT 0<br/>@FUL 1 F","0","0","16%","255.81","4%","-0.3%","1","1","73","0","0.0","0","0","1","1","1","1","1","0","4","0","0","0"
"*03pie*","Divock Origi","NOT","F","625","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","4%","-1.9%","1","0","18","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04s8k*","Jorginho","ARS","M","352","FA","ARS 1<br/>@EVE 0 F","0","0","7%","334.49","4%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opl*","Wesley Fofana","CHE","D","500","FA","CHE 0<br/>@BOU 0 F","0","0","1%","1115.74","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fy7*","Nicolas Dominguez","NOT","M","230","Kish123","BUR 1<br/>@NOT 1 F","0","0","0%","-","3%","+1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dn3*","Benie Traore","SHU","F","262","FA","SHU 1<br/>@TOT 2 F","0","0","6%","363.07","3%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwi*","Carlos Baleba","BHA","M","379","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","3%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","390","FA","LIV 3<br/>@WOL 1 F","0","0","9%","316.79","3%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m7x*","Romelu Lukaku","CHE","F","576","FA","CHE 0<br/>@BOU 0 F","0","0","7%","333.58","3%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051kz*","George Baldock","SHU","D","308","FA","SHU 1<br/>@TOT 2 F","0","0","5%","352.11","2%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lv9*","James Milner","BHA","M","314","FA","BHA 3<br/>@MUN 1 F","0","0","4%","382.01","2%","-0.3%","1","0","12","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*04gpx*","Dara O'Shea","BUR","D","330","FA","BUR 1<br/>@NOT 1 F","0","0","1%","1149.04","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063q8*","Mikkel Damsgaard","BRF","M","358","FA","BRF 0<br/>@NEW 1 F","0","0","4%","376.79","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051lc*","Pablo Fornals","WHU","M","257","FA","MCI 3<br/>@WHU 1 F","0","0","3%","387.78","2%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059iq*","Folarin Balogun","ARS","F","420","FA","ARS 1<br/>@EVE 0 F","0","0","6%","355.01","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068sd*","Jakub Kiwior","ARS","D","367","FA","ARS 1<br/>@EVE 0 F","0","0","1%","1125.92","2%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06492*","Sasa Kalajdzic","WOL","F","260","FA","LIV 3<br/>@WOL 1 F","0","0","5%","373.03","2%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n03*","Kalvin Phillips","MCI","M","346","FA","MCI 3<br/>@WHU 1 F","0","0","1%","1124.94","2%","+1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05749*","Kieran Tierney","ARS","D","682","FA","ARS 1<br/>@EVE 0 F","0","0","7%","334.51","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uel*","Kristoffer Ajer","BRF","D","244","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1146.93","2%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lpn*","Eric Dier","TOT","D","481","FA","SHU 1<br/>@TOT 2 F","0","0","7%","335.23","2%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a0*","Andrey Santos","NOT","M","608","FA","BUR 1<br/>@NOT 1 F","0","0","2%","391.2","2%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spy*","Mason Greenwood","MUN","F","525","FA","BHA 3<br/>@MUN 1 F","0","0","12%","294.12","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcq*","Daniel Podence","WOL","F","452","FA","LIV 3<br/>@WOL 1 F","0","0","6%","357.9","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yhi*","Philippe Coutinho","AVL","M","326","FA","CRY 1<br/>@AVL 3 F","0","0","10%","308.7","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o8n*","Max Lowe","SHU","D","311","FA","SHU 1<br/>@TOT 2 F","0","0","5%","363.57","2%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","587","FA","MCI 3<br/>@WHU 1 F","0","0","0%","-","2%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554g*","Calvin Bassey","FUL","D","731","FA","LUT 0<br/>@FUL 1 F","0","0","7%","343.28","2%","-0.2%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f8y*","Alex Scott","BOU","M","664","FA","CHE 0<br/>@BOU 0 F","0","0","1%","1095.99","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mml*","Dele Alli","EVE","M","404","FA","ARS 1<br/>@EVE 0 F","0","0","2%","395.84","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ir*","Clement Lenglet","AVL","D","572","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","1%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666p*","Kobbie Mainoo","MUN","M","579","FA","BHA 3<br/>@MUN 1 F","0","0","1%","1140.91","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y6*","Ryan Yates","NOT","M","248","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1174.94","1%","-0.1%","1","0","18","0","0.0","0","0","0","0","3","1","0","0","3","0","0","0"
"*05r34*","Amad Diallo","MUN","F","478","FA","BHA 3<br/>@MUN 1 F","0","0","1%","1117.84","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p0*","Stefan Bajcetic","LIV","M","416","FA","LIV 3<br/>@WOL 1 F","0","0","2%","1121.52","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","317","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","1%","+1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mqu*","Aymeric Laporte","MCI","D","357","FA","MCI 3<br/>@WHU 1 F","0","0","5%","360.42","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0645x*","Divin Mubama","WHU","F","604","FA","MCI 3<br/>@WHU 1 F","0","0","3%","371.63","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yt*","Sasa Lukic","FUL","M","267","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1234.24","1%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0372y*","Matt Targett","NEW","D","730","FA","BRF 0<br/>@NEW 1 F","0","0","4%","366.78","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nn*","Ben Doak","LIV","F","482","FA","LIV 3<br/>@WOL 1 F","0","0","1%","1129.67","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ft*","Tyrell Malacia","MUN","D","580","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1159.68","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05247*","Tanguy Ndombele","TOT","M","610","FA","SHU 1<br/>@TOT 2 F","0","0","1%","1110.32","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4i*","Vitinho","BUR","D","714","FA","BUR 1<br/>@NOT 1 F","0","0","3%","385.38","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","374","FA","LUT 0<br/>@FUL 1 F","0","0","2%","388.21","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","713","FA","SHU 1<br/>@TOT 2 F","0","0","1%","1112.83","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vk*","Jaidon Anthony","BOU","F","349","FA","CHE 0<br/>@BOU 0 F","0","0","1%","1157.36","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03z3w*","Joe Rothwell","BOU","M","274","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1181.2","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uog*","Lewis Dobbin","EVE","F","282","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1200.2","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02rll*","Nathan Redmond","BUR","M","354","FA","BUR 1<br/>@NOT 1 F","0","0","6%","358.04","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062h8*","Moussa Niakhate","NOT","D","725","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1162.77","1%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qqv*","Fred","MUN","M","656","FA","BHA 3<br/>@MUN 1 F","0","0","2%","1088.89","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwz*","Murillo","NOT","M","363","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","1%","+0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mup*","Trevoh Chalobah","CHE","D","455","FA","CHE 0<br/>@BOU 0 F","0","0","1%","1153.09","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c63*","Jordan Clark","LUT","M","461","FA","LUT 0<br/>@FUL 1 F","0","0","2%","1115.53","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w90*","Maxwel Cornet","WHU","M","466","FA","MCI 3<br/>@WHU 1 F","0","0","2%","1093.55","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfm*","Ryan Sessegnon","TOT","D","666","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1148.2","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068sf*","Maximo Perrone","MCI","M","639","FA","MCI 3<br/>@WHU 1 F","0","0","1%","1094.52","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06eka*","Igor Julio dos Santos de Paulo","BHA","D","710","FA","BHA 3<br/>@MUN 1 F","0","0","2%","391.73","1%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04c3c*","Rhian Brewster","SHU","F","375","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1153.76","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ezc*","Alejo Veliz","TOT","F","724","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1130.1","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhj*","Conor Bradley","LIV","D","437","FA","LIV 3<br/>@WOL 1 F","0","0","6%","322.83","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cg*","Yasser Larouci","SHU","D","339","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1149.9","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq3*","Jay Rodriguez","BUR","F","362","FA","BUR 1<br/>@NOT 1 F","0","0","2%","383.19","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mxb*","Hakim Ziyech","CHE","M","704","FA","CHE 0<br/>@BOU 0 F","0","0","1%","1107.4","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fuh*","Hannes Delcroix","BUR","D","359","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","1%","-0.2%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k8*","Tommy Doyle","WOL","M","486","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","1%","-0.1%","1","0","12","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xr*","Marquinhos","ARS","F","621","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1100.2","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye7*","Oscar Bobb","MCI","M","293","FA","MCI 3<br/>@WHU 1 F","0","0","0%","-","1%","+0.1%","1","0","1","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*044nm*","Rob Holding","CRY","D","545","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1139.15","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dml*","Anis Ben Slimane","SHU","M","720","FA","SHU 1<br/>@TOT 2 F","0","0","1%","1124.49","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
