"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*062cn*","Julian Alvarez","MCI","F","5","dsb_ff","MCI 3<br/>@NEW 2 F","14","14","100%","58.08","100%","0%","1","1","90","0","0.0","0","0","6","3","0","0","0","0","0","0","0","0"
"*02lpf*","Ross Barkley","LUT","M","100","deceptiv","LUT 1<br/>@BUR 1 F","14","14","9%","311.88","64%","+18.2%","1","1","90","0","0.0","0","0","4","1","1","0","0","0","1","0","0","0"
"*068a3*","Danilo","NOT","M","296","W (Thu)","NOT 2<br/>@BRF 3 F","14","14","24%","168.6","8%","-0.2%","1","1","90","1","1.0","0","1","2","1","2","1","1","0","5","0","0","0"
"*04e1e*","Ben White","ARS","D","74","Vroom","CRY 0<br/>@ARS 5 F","13.75","13.75","98%","87.25","99%","-0.2%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","1"
"*04agz*","Declan Rice","ARS","M","44","dsb_ff","CRY 0<br/>@ARS 5 F","13.5","13.5","99%","49.38","99%","+0.1%","1","1","72","0","0.0","1","1","1","1","2","0","0","0","2","0","0","1"
"*068ym*","Enzo Fernandez","CHE","M","109","avitek","FUL 0<br/>@CHE 1 F","13.5","13.5","99%","73.22","85%","+4.3%","1","1","90","0","0.0","0","0","2","0","2","2","1","0","5","0","0","1"
"*06fg0*","Gustavo Hamer","SHU","M","77","Maddihat","WHU 2<br/>@SHU 2 F","13.5","13.5","0%","1152.35","44%","+7.8%","1","1","90","0","0.0","0","0","3","0","3","1","1","0","6","0","0","0"
"*02lpl*","Seamus Coleman","EVE","D","352","W (Thu)","AVL 0<br/>@EVE 0 F","13.25","13.25","0%","1132.9","4%","+1.9%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*05tr9*","Mathias Jensen","BRF","M","73","Pancake","NOT 2<br/>@BRF 3 F","13","13","83%","116.66","91%","-2.2%","1","1","88","0","0.0","1","1","1","1","1","0","0","0","1","0","0","0"
"*0520r*","Leandro Trossard","ARS","M","149","Kish123","CRY 0<br/>@ARS 5 F","13","13","100%","57.05","83%","+1.9%","1","1","68","1","1.0","0","1","5","1","1","0","0","0","1","2","0","1"
"*04spw*","James Garner","EVE","M","57","Pancake","AVL 0<br/>@EVE 0 F","13","13","5%","381.79","68%","-0.2%","1","1","90","0","0.0","0","0","2","1","0","3","0","0","0","0","0","1"
"*05ye7*","Oscar Bobb","MCI","M","306","W (Thu)","MCI 3<br/>@NEW 2 F","13","13","0%","-","1%","+0.3%","1","0","7","1","1.0","0","1","1","1","0","1","0","0","0","0","0","0"
"*04y92*","Bukayo Saka","ARS","M","2","Adam","CRY 0<br/>@ARS 5 F","12.5","12.5","100%","4.26","100%","0%","1","1","90","0","0.0","0","0","2","0","0","2","0","0","0","0","0","1"
"*02lp9*","Kyle Walker","MCI","D","131","Kish123","MCI 3<br/>@NEW 2 F","12.5","12.5","73%","119.33","93%","-0.3%","1","1","90","0","0.0","1","1","1","0","1","0","0","0","1","1","0","0"
"*062ir*","Clement Lenglet","AVL","D","371","W (Thu)","AVL 0<br/>@EVE 0 F","12.5","12.5","0%","-","11%","-8.5%","1","1","90","0","0.0","0","0","0","0","0","2","1","0","3","0","0","1"
"*05ybq*","Vitalii Mykolenko","EVE","D","76","avitek","AVL 0<br/>@EVE 0 F","12.25","12.25","4%","385.84","81%","-0.3%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","1"
"*05l27*","Jarrad Branthwaite","EVE","D","116","Maddihat","AVL 0<br/>@EVE 0 F","12.25","12.25","1%","1124.04","49%","-5.4%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","1"
"*03ybi*","Marcus Rashford","MUN","F","80","Maddihat","TOT 2<br/>@MUN 2 F","12","12","100%","7.82","99%","+0.2%","1","1","87","1","1.0","0","1","2","1","0","1","0","0","0","1","0","0"
"*0639x*","Marcus Tavernier","BOU","M","41","4b. DcbB","LIV 4<br/>@BOU 0 F","12","12","34%","147.52","90%","+2.2%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*056mf*","Neal Maupay","BRF","F","162","W (Thu)","NOT 2<br/>@BRF 3 F","12","12","1%","1151.12","17%","+1.9%","1","1","73","1","1.0","0","1","2","1","0","2","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","232","Adam","FUL 0<br/>@CHE 1 F","12","12","2%","388.1","15%","-5.5%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*04abb*","Phil Foden","MCI","M","8","XXX","MCI 3<br/>@NEW 2 F","11.5","11.5","100%","16.45","100%","0%","1","1","90","0","0.0","0","0","6","2","0","1","0","0","0","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","27","Vroom","MCI 3<br/>@NEW 2 F","11.5","11.5","100%","58.47","100%","0%","1","1","68","1","1.0","0","1","3","2","1","0","1","0","4","0","0","0"
"*05ylj*","Bruno Guimaraes","NEW","M","58","avitek","MCI 3<br/>@NEW 2 F","11.5","11.5","100%","39.3","97%","-0.6%","1","1","90","0","0.0","1","1","2","0","1","3","1","0","4","0","0","0"
"*0558w*","William Saliba","ARS","D","121","W (Thu)","CRY 0<br/>@ARS 5 F","11.5","11.5","99%","65.13","97%","-0.6%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","1"
"*05gcp*","Tomas Soucek","WHU","M","46","dsb_ff","WHU 2<br/>@SHU 2 F","11.5","11.5","59%","136.72","90%","+2%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*06clz*","Malo Gusto","CHE","D","222","Kish123","FUL 0<br/>@CHE 1 F","11.5","11.5","10%","306.62","62%","+0.7%","1","1","88","0","0.0","0","0","1","0","1","1","1","0","4","0","0","1"
"*0414p*","Carlton Morris","LUT","F","87","W (Thu)","LUT 1<br/>@BUR 1 F","11.5","11.5","85%","112.34","56%","-2.4%","1","0","15","1","1.0","0","1","2","1","1","0","0","0","1","0","0","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","385","avitek","TOT 2<br/>@MUN 2 F","11.5","11.5","15%","254.67","34%","+13.1%","1","1","90","1","1.0","0","1","3","2","0","1","1","0","3","0","0","0"
"*06fhy*","Wilson Odobert","BUR","F","160","Adam","LUT 1<br/>@BUR 1 F","11.5","11.5","0%","-","26%","+2.8%","1","1","83","0","0.0","0","0","3","2","0","0","0","0","0","0","0","0"
"*05w90*","Maxwel Cornet","WHU","M","406","Adam","WHU 2<br/>@SHU 2 F","11.5","11.5","2%","1093.15","7%","+6.1%","1","1","69","1","1.0","0","1","2","1","1","0","0","0","1","1","0","0"
"*05tr5*","Mads Roerslev","BRF","D","269","W (Thu)","NOT 2<br/>@BRF 3 F","11.5","11.5","0%","1105.43","5%","+2.2%","1","1","88","0","0.0","1","1","0","0","2","0","0","0","2","0","0","0"
"*061ya*","Brennan Johnson","TOT","F","98","deceptiv","TOT 2<br/>@MUN 2 F","11","11","92%","98.82","92%","+1.1%","1","1","90","0","0.0","0","0","2","1","1","2","0","0","1","3","0","0"
"*06ew2*","Axel Disasi","CHE","D","177","W (Thu)","FUL 0<br/>@CHE 1 F","11","11","19%","206.72","50%","-4.1%","1","1","90","0","0.0","0","0","1","0","0","0","1","0","3","0","0","1"
"*04yey*","Max Kilman","WOL","D","111","W (Thu)","WOL 0<br/>@BHA 0 F","11","11","19%","216.77","48%","+9.6%","1","1","90","0","0.0","0","0","0","0","3","0","1","0","6","0","0","1"
"*04fk1*","Pascal Gross","BHA","M","6","XXX","WOL 0<br/>@BHA 0 F","10.5","10.5","100%","36.27","100%","+0.1%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*04yo6*","Miguel Almiron","NEW","M","99","deceptiv","MCI 3<br/>@NEW 2 F","10.5","10.5","100%","69.82","92%","-0.5%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","3","0","0"
"*06c6a*","Alfie Doughty","LUT","M","26","Vroom","LUT 1<br/>@BUR 1 F","10.5","10.5","48%","142.3","86%","+7.6%","1","1","90","0","0.0","1","1","0","0","0","0","0","0","0","3","0","0"
"*02m11*","Matt Doherty","WOL","D","267","W (Thu)","WOL 0<br/>@BHA 0 F","10.5","10.5","68%","131.76","18%","+2.3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","1","0","1"
"*05o8o*","Jayden Bogle","SHU","D","254","W (Thu)","WHU 2<br/>@SHU 2 F","10.5","10.5","0%","1136.69","3%","0%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06c4j*","Ameen Al Dakhil","BUR","D","803","W (Thu)","LUT 1<br/>@BUR 1 F","10.5","10.5","0%","1122.4","1%","+0.1%","1","1","90","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*02lkp*","Raheem Sterling","CHE","F","28","4b. DcbB","FUL 0<br/>@CHE 1 F","10","10","100%","57.75","100%","0%","1","1","76","0","0.0","0","0","3","0","2","3","0","0","2","2","0","1"
"*061ve*","Ryan Christie","BOU","M","65","dsb_ff","LIV 4<br/>@BOU 0 F","10","10","8%","336.22","57%","-7.1%","1","1","90","0","0.0","0","0","2","1","1","1","0","0","1","0","0","0"
"*06fy7*","Nicolas Dominguez","NOT","M","205","W (Thu)","NOT 2<br/>@BRF 3 F","10","10","0%","-","10%","+5.3%","1","1","90","0","0.0","0","0","0","0","3","2","0","0","3","0","0","0"
"*052ca*","Ezri Konsa","AVL","D","184","W (Thu)","AVL 0<br/>@EVE 0 F","9.75","9.75","11%","298.81","47%","-8.4%","1","1","90","0","0.0","0","0","0","0","0","3","0","0","0","0","0","1"
"*060wh*","Alejandro Garnacho","MUN","M","104","Kish123","TOT 2<br/>@MUN 2 F","9.5","9.5","85%","112.19","91%","+2.7%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*03rzp*","Antonee Robinson","FUL","D","54","deceptiv","FUL 0<br/>@CHE 1 F","9","9","83%","116.09","93%","+1.3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojg*","Nelson Semedo","WOL","D","176","Kish123","WOL 0<br/>@BHA 0 F","9","9","6%","362.91","33%","+3.3%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","1"
"*063q8*","Mikkel Damsgaard","BRF","M","331","Pancake","NOT 2<br/>@BRF 3 F","9","9","4%","376.81","4%","+1.7%","1","1","73","0","0.0","0","0","0","0","1","2","0","0","1","0","0","0"
"*04s8k*","Jorginho","ARS","M","373","W (Thu)","CRY 0<br/>@ARS 5 F","9","9","7%","334.42","3%","-0.3%","1","0","16","0","0.0","1","1","1","0","0","0","0","0","0","0","0","0"
"*03hff*","Josh Cullen","BUR","M","282","W (Thu)","LUT 1<br/>@BUR 1 F","9","9","4%","366.56","2%","+0.1%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05t6x*","William Osula","SHU","F","357","W (Thu)","WHU 2<br/>@SHU 2 F","9","9","0%","1296.6","0%","+0.1%","1","1","45","0","0.0","0","0","3","1","0","1","0","0","0","0","0","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","36","XXX","AVL 0<br/>@EVE 0 F","8.5","8.5","38%","145.51","91%","+0.2%","1","1","90","0","0.0","0","0","1","0","4","1","0","0","4","2","0","1"
"*037mo*","Willian","FUL","F","86","Kish123","FUL 0<br/>@CHE 1 F","8.5","8.5","85%","107.68","80%","+6.4%","1","1","90","0","0.0","0","0","2","0","0","2","0","0","0","0","0","0"
"*04io3*","Mario Lemina","WOL","M","95","W (Thu)","WOL 0<br/>@BHA 0 F","8.5","8.5","0%","1184.06","40%","+2.6%","1","1","90","0","0.0","0","0","1","1","4","1","0","0","4","0","0","1"
"*04tzt*","Jefferson Lerma","CRY","M","133","W (Thu)","CRY 0<br/>@ARS 5 F","8.5","8.5","13%","287.94","34%","-1.5%","1","1","90","0","0.0","0","0","2","2","3","0","0","0","3","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","365","W (Thu)","TOT 2<br/>@MUN 2 F","8.5","8.5","1%","1112.88","2%","+0.7%","1","1","84","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","270","W (Thu)","WOL 0<br/>@BHA 0 F","8.25","8.25","72%","125.4","38%","+1.2%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","0","0","1"
"*067yv*","Cody Gakpo","LIV","F","129","Pancake","LIV 4<br/>@BOU 0 F","8","8","100%","26.85","91%","+2.8%","1","0","25","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*062dt*","Joao Palhinha","FUL","M","106","W (Thu)","FUL 0<br/>@CHE 1 F","8","8","29%","144.85","65%","+0.9%","1","1","81","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","114","4b. DcbB","CRY 0<br/>@ARS 5 F","8","8","51%","138.05","59%","-5.5%","1","0","8","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","CHE","M","194","W (Thu)","FUL 0<br/>@CHE 1 F","8","8","91%","101.42","52%","+1.3%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","0","0","1"
"*04u41*","Mateo Kovacic","MCI","M","274","W (Thu)","MCI 3<br/>@NEW 2 F","8","8","89%","109.19","42%","-3.2%","1","1","90","0","0.0","0","0","2","1","0","1","0","0","0","0","0","0"
"*03arh*","Kurt Zouma","WHU","D","198","avitek","WHU 2<br/>@SHU 2 F","8","8","12%","300.91","39%","+8%","1","1","90","0","0.0","0","0","1","1","1","0","0","0","1","0","0","0"
"*061va*","Boubacar Kamara","AVL","M","159","W (Thu)","AVL 0<br/>@EVE 0 F","8","8","3%","390.11","21%","+2%","1","1","90","0","0.0","0","0","0","0","2","1","0","0","2","0","0","1"
"*067ys*","Jack Hinshelwood","BHA","M","214","W (Thu)","WOL 0<br/>@BHA 0 F","8","8","0%","-","19%","+11%","1","1","88","0","0.0","0","0","0","0","0","0","0","0","0","1","0","1"
"*05afe*","Teden Mengi","LUT","D","233","W (Thu)","LUT 1<br/>@BUR 1 F","8","8","0%","1125.7","2%","+0.2%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","158","W (Thu)","FUL 0<br/>@CHE 1 F","7.75","7.75","78%","124.26","74%","-1.2%","1","1","90","0","0.0","0","0","0","0","3","0","1","0","6","0","0","1"
"*05r9b*","Martin Odegaard","ARS","M","19","avitek","CRY 0<br/>@ARS 5 F","7.5","7.5","100%","8.52","100%","0%","1","1","90","0","0.0","0","0","1","0","1","2","0","0","1","0","0","1"
"*03jly*","Andreas Pereira","FUL","M","61","Pancake","FUL 0<br/>@CHE 1 F","7.5","7.5","98%","75.6","91%","+0.1%","1","1","81","0","0.0","0","0","2","1","0","2","0","0","0","0","0","0"
"*05mxc*","Timo Werner","TOT","F","422","XXX","TOT 2<br/>@MUN 2 F","7.5","7.5","0%","-","61%","+60.3%","1","1","79","0","0.0","1","1","5","0","0","0","0","0","0","1","0","0"
"*05tre*","Vitaly Janelt","BRF","M","108","W (Thu)","NOT 2<br/>@BRF 3 F","7.5","7.5","2%","1120.14","38%","+3.1%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*05yg5*","Toti","WOL","D","195","W (Thu)","WOL 0<br/>@BHA 0 F","7.5","7.5","0%","1227.2","8%","+0.9%","1","1","90","0","0.0","0","0","0","0","2","1","1","0","5","0","0","1"
"*04spp*","Douglas Luiz","AVL","M","24","Maddihat","AVL 0<br/>@EVE 0 F","7","7","97%","92.3","100%","0%","1","1","90","0","0.0","0","0","1","0","5","0","0","0","5","0","0","1"
"*04qfz*","Diogo Dalot","MUN","D","85","4b. DcbB","TOT 2<br/>@MUN 2 F","7","7","99%","79.85","97%","-0.6%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","32","Vroom","AVL 0<br/>@EVE 0 F","7","7","98%","49.12","96%","+1%","1","1","63","0","0.0","0","0","1","1","1","1","0","0","1","0","0","1"
"*051k0*","John McGinn","AVL","M","29","Kish123","AVL 0<br/>@EVE 0 F","7","7","64%","130.63","92%","+0.2%","1","1","88","0","0.0","0","0","2","1","1","2","0","0","1","0","0","1"
"*06fup*","Jeremy Doku","MCI","F","51","Kish123","MCI 3<br/>@NEW 2 F","7","7","0%","1026.6","84%","+0.3%","1","1","81","0","0.0","0","0","3","0","0","0","0","0","0","0","0","0"
"*06c4o*","Lyle Foster","BUR","F","143","avitek","LUT 1<br/>@BUR 1 F","7","7","1%","1120.93","38%","+12.4%","1","1","90","0","0.0","0","0","2","1","1","1","0","0","1","0","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","163","XXX","LUT 1<br/>@BUR 1 F","7","7","9%","321.78","17%","+6%","1","1","73","0","0.0","0","0","2","1","1","0","0","0","1","0","0","0"
"*061v9*","Diego Carlos","AVL","D","302","W (Thu)","AVL 0<br/>@EVE 0 F","7","7","6%","346.41","14%","-6.1%","1","1","73","0","0.0","0","0","0","0","2","0","1","0","5","0","0","1"
"*05uhs*","James Mcatee","SHU","M","147","W (Thu)","WHU 2<br/>@SHU 2 F","7","7","0%","1148.2","13%","+4%","1","1","90","0","0.0","0","0","3","0","1","1","0","0","1","0","0","0"
"*04rh9*","David Brooks","BOU","M","263","W (Thu)","LIV 4<br/>@BOU 0 F","7","7","10%","296.39","3%","-0.1%","1","0","20","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","135","Maddihat","MCI 3<br/>@NEW 2 F","6.75","6.75","99%","69.31","86%","-3.2%","1","1","90","0","0.0","0","0","1","1","0","2","0","0","0","0","0","0"
"*02m4d*","Craig Dawson","WOL","D","119","W (Thu)","WOL 0<br/>@BHA 0 F","6.75","6.75","3%","384.31","31%","+15%","1","1","90","0","0.0","0","0","1","0","0","0","1","0","3","0","0","1"
"*04gpx*","Dara O'Shea","BUR","D","167","Adam","LUT 1<br/>@BUR 1 F","6.75","6.75","1%","1148.64","19%","+10.9%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*056iy*","Pedro Neto","WOL","F","59","Kish123","WOL 0<br/>@BHA 0 F","6.5","6.5","55%","135.97","96%","+0.5%","1","1","87","0","0.0","0","0","1","0","0","1","0","0","0","0","0","1"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","145","deceptiv","TOT 2<br/>@MUN 2 F","6.5","6.5","87%","111.33","95%","+0.2%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*05oeh*","Kenny Tete","FUL","D","276","W (Thu)","FUL 0<br/>@CHE 1 F","6.5","6.5","97%","91.81","40%","-2%","1","1","63","0","0.0","0","0","0","0","3","1","0","0","3","0","0","0"
"*051lc*","Pablo Fornals","WHU","M","322","W (Thu)","WHU 2<br/>@SHU 2 F","6.5","6.5","3%","387.71","9%","+6%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*052k8*","Tommy Doyle","WOL","M","344","W (Thu)","WOL 0<br/>@BHA 0 F","6.5","6.5","0%","-","1%","-0.1%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
