"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*05vyc*","Aaron Ramsey","BUR","M","305","W (Thu)","@BRF Sat 7:00AM","1","1","0%","1165.9","3%","-14.2%","1","0","14","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq3*","Jay Rodriguez","BUR","F","371","W (Thu)","@BRF Sat 7:00AM","1","1","2%","383.19","1%","0%","1","0","9","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*06c4j*","Ameen Al Dakhil","BUR","D","733","W (Thu)","@BRF Sat 7:00AM","0.25","0.25","0%","1122.4","1%","-1.8%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","131","XXX","EVE Sat 4:30AM","0","0","100%","7.78","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cn*","Julian Alvarez","MCI","F","9","dsb_ff","BHA Sat 7:00AM","0","0","100%","58.11","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcr*","Bruno Fernandes","MUN","M","10","4b. DcbB","@SHU Sat 12:00PM","0","0","100%","3.52","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*046c5*","Jarrod Bowen","WHU","M","12","dsb_ff","@AVL Sun 8:30AM","0","0","100%","32.51","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vq*","Erling Haaland","MCI","F","5","dsb_ff","BHA Sat 7:00AM","0","0","100%","1.12","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","TOT","M","2","Maddihat","FUL Mon 12:00PM","0","0","100%","15.79","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","17","Kish123","@MCI Sat 7:00AM","0","0","100%","19.37","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r9b*","Martin Odegaard","ARS","M","19","avitek","@CHE Sat 9:30AM","0","0","100%","8.53","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu5*","Andrew Robertson","LIV","D","36","Kish123","EVE Sat 4:30AM","0","0","100%","30.96","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04y92*","Bukayo Saka","ARS","M","3","Adam","@CHE Sat 9:30AM","0","0","100%","4.26","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aqp*","Mohamed Salah","LIV","F","6","Vroom","EVE Sat 4:30AM","0","0","100%","2.86","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v9d*","Son Heung-Min","TOT","F","11","deceptiv","FUL Mon 12:00PM","0","0","100%","11.7","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylx*","Dejan Kulusevski","TOT","M","20","Vroom","FUL Mon 12:00PM","0","0","100%","44.11","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","24","Kish123","EVE Sat 4:30AM","0","0","100%","33.73","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dx3*","Kieran Trippier","NEW","D","1","deceptiv","CRY Sat 7:00AM","0","0","100%","11.57","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ocl*","Ollie Watkins","AVL","F","4","4b. DcbB","WHU Sun 8:30AM","0","0","100%","19.8","100%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04abb*","Phil Foden","MCI","M","18","XXX","BHA Sat 7:00AM","0","0","100%","16.45","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0646f*","Alexander Isak","NEW","F","22","avitek","CRY Sat 7:00AM","0","0","100%","19.92","100%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trb*","Bryan Mbeumo","BRF","F","23","XXX","BUR Sat 7:00AM","0","0","100%","40.27","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ybi*","Marcus Rashford","MUN","F","45","Maddihat","@SHU Sat 12:00PM","0","0","100%","7.82","100%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fk1*","Pascal Gross","BHA","M","33","deceptiv","@MCI Sat 7:00AM","0","0","100%","36.27","100%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1k*","Solly March","BHA","M","26","Maddihat","@MCI Sat 7:00AM","0","0","100%","34.19","100%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","60","Pancake","EVE Sat 4:30AM","0","0","100%","22.89","100%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0647t*","Lucas Paqueta","WHU","M","52","deceptiv","@AVL Sun 8:30AM","0","0","100%","51.97","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yld*","Luis Diaz","LIV","F","90","Adam","EVE Sat 4:30AM","0","0","100%","25.29","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*045c8*","Gabriel Jesus","ARS","F","133","Adam","@CHE Sat 9:30AM","0","0","100%","20.8","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052h5*","Gabriel Martinelli","ARS","M","89","4b. DcbB","@CHE Sat 9:30AM","0","0","100%","12.84","100%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","100","Adam","EVE Sat 4:30AM","0","0","100%","43.73","100%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n07*","Pedro Porro","TOT","D","42","dsb_ff","FUL Mon 12:00PM","0","0","100%","52.17","100%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lkp*","Raheem Sterling","CHE","F","21","4b. DcbB","ARS Sat 9:30AM","0","0","100%","57.78","100%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylj*","Bruno Guimaraes","NEW","M","58","Kish123","CRY Sat 7:00AM","0","0","100%","39.32","99%","+0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","37","XXX","LUT Sat 7:00AM","0","0","100%","43.35","99%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","71","Vroom","BHA Sat 7:00AM","0","0","99%","54.38","99%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1e*","Ben White","ARS","D","28","Vroom","@CHE Sat 9:30AM","0","0","98%","87.21","99%","+0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","MCI","M","231","Pancake","BHA Sat 7:00AM","0","0","100%","15.01","99%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","145","Vroom","BHA Sat 7:00AM","0","0","100%","58.44","99%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04agz*","Declan Rice","ARS","M","63","dsb_ff","@CHE Sat 9:30AM","0","0","99%","49.39","99%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nt6*","Eberechi Eze","CRY","M","15","XXX","@NEW Sat 7:00AM","0","0","100%","27.73","98%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spp*","Douglas Luiz","AVL","M","50","Maddihat","WHU Sun 8:30AM","0","0","97%","92.32","98%","+1.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyj*","Evan Ferguson","BHA","F","62","deceptiv","@MCI Sat 7:00AM","0","0","97%","79.6","98%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","61","Vroom","FUL Mon 12:00PM","0","0","86%","111.36","98%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k7*","Reece James","CHE","D","322","Maddihat","ARS Sat 9:30AM","0","0","100%","25.75","98%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yo6*","Miguel Almiron","NEW","M","120","Pancake","CRY Sat 7:00AM","0","0","100%","69.79","98%","+3.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","74","deceptiv","WHU Sun 8:30AM","0","0","93%","106.8","98%","+1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","69","Maddihat","@MCI Sat 7:00AM","0","0","100%","43","98%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lsa*","Dan Burn","NEW","D","72","dsb_ff","CRY Sat 7:00AM","0","0","96%","103.56","98%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","27","Vroom","WHU Sun 8:30AM","0","0","98%","49.17","97%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr9*","Mathias Jensen","BRF","M","14","Pancake","BUR Sat 7:00AM","0","0","83%","116.69","97%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0558w*","William Saliba","ARS","D","92","W (Thu)","@CHE Sat 9:30AM","0","0","99%","65.13","97%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0642l*","Casemiro","MUN","M","76","dsb_ff","@SHU Sat 12:00PM","0","0","99%","67.85","97%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068ym*","Enzo Fernandez","CHE","M","106","avitek","ARS Sat 9:30AM","0","0","99%","73.23","97%","+0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056iy*","Pedro Neto","WOL","F","8","Kish123","@BOU Sat 7:00AM","0","0","55%","135.97","97%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","53","4b. DcbB","BUR Sat 7:00AM","0","0","99%","71.39","96%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g2o*","Joao Pedro","BHA","F","55","Maddihat","@MCI Sat 7:00AM","0","0","99%","71.7","96%","+1.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04io4*","Richarlison","TOT","F","96","Kish123","FUL Mon 12:00PM","0","0","98%","80.15","96%","+10.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oox*","Kevin De Bruyne","MCI","M","356","Kish123","BHA Sat 7:00AM","0","0","100%","5.15","96%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8x*","Callum Wilson","NEW","F","82","dsb_ff","CRY Sat 7:00AM","0","0","100%","49.16","96%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03fgo*","Dominic Solanke","BOU","F","51","4b. DcbB","WOL Sat 7:00AM","0","0","88%","107.93","96%","+1.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mdn*","Anthony Gordon","NEW","M","25","4b. DcbB","CRY Sat 7:00AM","0","0","71%","128.44","96%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cd*","Mason Mount","MUN","M","263","dsb_ff","@SHU Sat 12:00PM","0","0","100%","30.63","96%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","134","W (Thu)","@CHE Sat 9:30AM","0","0","99%","76.57","96%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr8*","Diogo Jota","LIV","F","112","Adam","EVE Sat 4:30AM","0","0","100%","52.5","95%","-2.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp9*","Kyle Walker","MCI","D","93","Kish123","BHA Sat 7:00AM","0","0","73%","119.33","95%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","91","Maddihat","CRY Sat 7:00AM","0","0","99%","82.66","95%","-2.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","140","Maddihat","CRY Sat 7:00AM","0","0","99%","69.33","95%","+1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yv*","Cody Gakpo","LIV","F","118","Pancake","EVE Sat 4:30AM","0","0","100%","26.85","94%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p5*","Levi Colwill","CHE","D","59","Maddihat","ARS Sat 9:30AM","0","0","82%","119.31","94%","+5.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os8*","Joachim Andersen","CRY","D","7","deceptiv","@NEW Sat 7:00AM","0","0","47%","142.47","94%","+1.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0520r*","Leandro Trossard","ARS","M","174","Pancake","@CHE Sat 9:30AM","0","0","100%","57.05","94%","+3.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","211","W (Thu)","BHA Sat 7:00AM","0","0","98%","68.96","94%","-2.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0427d*","James Tarkowski","EVE","D","32","Adam","@LIV Sat 4:30AM","0","0","94%","94.54","93%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","46","avitek","LUT Sat 7:00AM","0","0","51%","137.93","93%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649j*","Manuel Akanji","MCI","D","125","dsb_ff","BHA Sat 7:00AM","0","0","88%","107.73","93%","-4.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","83","Adam","ARS Sat 9:30AM","0","0","78%","124.26","92%","+1.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","88","Adam","ARS Sat 9:30AM","0","0","99%","48.97","92%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0522h*","Alexis Mac Allister","LIV","M","175","avitek","EVE Sat 4:30AM","0","0","100%","40.24","92%","-2.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uor*","Yoane Wissa","BRF","F","35","Adam","BUR Sat 7:00AM","0","0","76%","120.86","92%","-1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","16","XXX","@LIV Sat 4:30AM","0","0","38%","145.49","91%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uoc*","Cristian Romero","TOT","D","29","Adam","FUL Mon 12:00PM","0","0","51%","138.14","91%","+1.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","43","Kish123","WHU Sun 8:30AM","0","0","45%","140.34","90%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u94*","Michael Olise","CRY","M","624","avitek","@NEW Sat 7:00AM","0","0","100%","56.29","90%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","156","W (Thu)","BHA Sat 7:00AM","0","0","84%","114.84","89%","-4.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jly*","Andreas Pereira","FUL","M","107","deceptiv","@TOT Mon 12:00PM","0","0","98%","75.6","88%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","276","Maddihat","@SHU Sat 12:00PM","0","0","74%","60.8","88%","+0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcp*","Tomas Soucek","WHU","M","34","dsb_ff","@AVL Sun 8:30AM","0","0","59%","136.63","87%","+2.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cms*","Sandro Tonali","NEW","M","155","avitek","CRY Sat 7:00AM","0","0","98%","79.6","87%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm0*","Christopher Nkunku","CHE","F","616","W (Thu)","ARS Sat 9:30AM","0","0","98%","43.88","86%","+0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq8*","James Ward-Prowse","WHU","M","13","Pancake","@AVL Sun 8:30AM","0","0","2%","292.18","85%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","124","W (Thu)","@CHE Sat 9:30AM","0","0","99%","79.43","85%","-2.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfz*","Diogo Dalot","MUN","D","135","4b. DcbB","@SHU Sat 12:00PM","0","0","99%","79.86","84%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","68","Pancake","@CHE Sat 9:30AM","0","0","50%","138.05","83%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","151","XXX","@LIV Sat 4:30AM","0","0","82%","115.08","83%","+11.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fup*","Jeremy Doku","MCI","F","87","Kish123","BHA Sat 7:00AM","0","0","0%","1026.6","83%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq6*","Luke Shaw","MUN","D","232","W (Thu)","@SHU Sat 12:00PM","0","0","100%","39.21","82%","+0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k8*","Conor Gallagher","CHE","M","65","Maddihat","ARS Sat 9:30AM","0","0","59%","137.81","82%","+5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","143","deceptiv","@LIV Sat 4:30AM","0","0","96%","76.4","82%","+1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a1*","Mykhailo Mudryk","CHE","M","182","Pancake","ARS Sat 9:30AM","0","0","100%","57.69","82%","+2.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ex4*","Josko Gvardiol","MCI","D","141","W (Thu)","BHA Sat 7:00AM","0","0","79%","73.7","82%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","724","4b. DcbB","BHA Sat 7:00AM","0","0","100%","57.7","82%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9q*","Odsonne Edouard","CRY","F","39","XXX","@NEW Sat 7:00AM","0","0","18%","223.19","81%","+1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o6h*","Kai Havertz","ARS","F","152","W (Thu)","@CHE Sat 9:30AM","0","0","100%","44.9","81%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ew2*","Axel Disasi","CHE","D","80","dsb_ff","ARS Sat 9:30AM","0","0","19%","206.42","81%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sft*","Yves Bissouma","TOT","M","110","Adam","FUL Mon 12:00PM","0","0","15%","237.76","81%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opk*","Vladimir Coufal","WHU","D","40","deceptiv","@AVL Sun 8:30AM","0","0","15%","266.74","80%","+6.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","48","4b. DcbB","FUL Mon 12:00PM","0","0","2%","372.12","78%","+2.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554i*","Joelinton","NEW","M","215","4b. DcbB","CRY Sat 7:00AM","0","0","100%","65.6","78%","-4.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649i*","Antony","MUN","F","192","avitek","@SHU Sat 12:00PM","0","0","99%","64.57","77%","+7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6t*","Ben Chilwell","CHE","D","138","W (Thu)","ARS Sat 9:30AM","0","0","100%","41.52","76%","-8.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sgc*","Jordan Ayew","CRY","F","78","dsb_ff","@NEW Sat 7:00AM","0","0","58%","131.25","75%","+5.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k0*","John McGinn","AVL","M","73","Kish123","WHU Sun 8:30AM","0","0","64%","130.58","74%","+9.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03vll*","Michail Antonio","WHU","F","105","Pancake","@AVL Sun 8:30AM","0","0","41%","144.07","74%","-5.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr0*","Willy Boly","NOT","D","30","Pancake","LUT Sat 7:00AM","0","0","0%","1157.41","74%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rzp*","Antonee Robinson","FUL","D","154","Vroom","@TOT Mon 12:00PM","0","0","83%","116.11","71%","+17.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05up6*","Raphael Varane","MUN","D","193","W (Thu)","@SHU Sat 12:00PM","0","0","81%","118.76","71%","-3.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u41*","Mateo Kovacic","MCI","M","238","W (Thu)","BHA Sat 7:00AM","0","0","89%","109.18","71%","-2.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f67*","Philip Billing","BOU","M","109","deceptiv","WOL Sat 7:00AM","0","0","75%","128.34","71%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
